time;NETWORK_T3_1_i_a;NETWORK_T3_2_i_a;NETWORK_T3_3_i_a;NETWORK_T3_FictBUS_v_a;NETWORK_B2_v_a;NETWORK_B3_v_a;
0.009930;0.406391;-0.264170;-0.153791;-1.277466;-1.188600;-1.277022;
0.009940;0.406693;-0.264360;-0.153738;-1.276317;-1.191229;-1.279615;
0.009950;0.406998;-0.264539;-0.153674;-1.275186;-1.193823;-1.282176;
0.009960;0.407306;-0.264706;-0.153598;-1.274075;-1.196383;-1.284706;
0.009970;0.407619;-0.264861;-0.153511;-1.272988;-1.198909;-1.287202;
0.009980;0.407934;-0.265005;-0.153412;-1.271926;-1.201399;-1.289663;
0.009990;0.408253;-0.265137;-0.153303;-1.270893;-1.203853;-1.292090;
0.010000;0.408576;-0.265259;-0.153183;-1.269890;-1.206272;-1.294482;
0.010010;0.408901;-0.265371;-0.153052;-1.268921;-1.208654;-1.296837;
0.010020;0.409229;-0.265471;-0.152911;-1.267987;-1.211000;-1.299155;
0.010030;0.409560;-0.265562;-0.152760;-1.267091;-1.213308;-1.301436;
0.010040;0.409893;-0.265643;-0.152600;-1.266235;-1.215580;-1.303678;
0.010050;0.410229;-0.265714;-0.152429;-1.265422;-1.217814;-1.305882;
0.010060;0.410566;-0.265775;-0.152250;-1.264654;-1.220010;-1.308046;
0.010070;0.410906;-0.265827;-0.152061;-1.263932;-1.222168;-1.310171;
0.010080;0.411248;-0.265870;-0.151864;-1.263258;-1.224288;-1.312255;
0.010090;0.411591;-0.265905;-0.151658;-1.262635;-1.226371;-1.314298;
0.010100;0.411936;-0.265931;-0.151444;-1.262065;-1.228415;-1.316300;
0.010110;0.412281;-0.265950;-0.151222;-1.261548;-1.230420;-1.318261;
0.010120;0.412628;-0.265960;-0.150993;-1.261087;-1.232388;-1.320179;
0.010130;0.412976;-0.265963;-0.150756;-1.260684;-1.234317;-1.322055;
0.010140;0.413324;-0.265959;-0.150513;-1.260339;-1.236208;-1.323889;
0.010150;0.413672;-0.265948;-0.150263;-1.260055;-1.238060;-1.325680;
0.010160;0.414020;-0.265930;-0.150006;-1.259833;-1.239875;-1.327428;
0.010170;0.414369;-0.265906;-0.149744;-1.259673;-1.241651;-1.329133;
0.010180;0.414716;-0.265876;-0.149476;-1.259577;-1.243390;-1.330794;
0.010190;0.415063;-0.265841;-0.149203;-1.259546;-1.245091;-1.332412;
0.010200;0.415410;-0.265800;-0.148924;-1.259581;-1.246755;-1.333986;
0.010210;0.415755;-0.265755;-0.148642;-1.259683;-1.248381;-1.335517;
0.010220;0.416098;-0.265704;-0.148355;-1.259853;-1.249970;-1.337004;
0.010230;0.416440;-0.265650;-0.148064;-1.260092;-1.251523;-1.338448;
0.010240;0.416780;-0.265592;-0.147770;-1.260399;-1.253040;-1.339848;
0.010250;0.417117;-0.265530;-0.147472;-1.260776;-1.254520;-1.341205;
0.010260;0.417453;-0.265464;-0.147172;-1.261222;-1.255965;-1.342519;
0.010270;0.417785;-0.265396;-0.146869;-1.261739;-1.257375;-1.343789;
0.010280;0.418115;-0.265325;-0.146564;-1.262326;-1.258749;-1.345017;
0.010290;0.418441;-0.265252;-0.146257;-1.262984;-1.260090;-1.346202;
0.010300;0.418763;-0.265177;-0.145949;-1.263713;-1.261396;-1.347344;
0.010310;0.419082;-0.265100;-0.145640;-1.264512;-1.262670;-1.348445;
0.010320;0.419397;-0.265022;-0.145331;-1.265381;-1.263910;-1.349504;
0.010330;0.419708;-0.264943;-0.145021;-1.266320;-1.265118;-1.350521;
0.010340;0.420014;-0.264863;-0.144711;-1.267330;-1.266294;-1.351498;
0.010350;0.420315;-0.264783;-0.144401;-1.268408;-1.267439;-1.352433;
0.010360;0.420611;-0.264703;-0.144092;-1.269555;-1.268553;-1.353329;
0.010370;0.420901;-0.264623;-0.143784;-1.270771;-1.269638;-1.354186;
0.010380;0.421186;-0.264544;-0.143478;-1.272054;-1.270693;-1.355003;
0.010390;0.421465;-0.264466;-0.143173;-1.273403;-1.271719;-1.355781;
0.010400;0.421738;-0.264389;-0.142871;-1.274819;-1.272718;-1.356522;
0.010410;0.422005;-0.264313;-0.142570;-1.276299;-1.273689;-1.357225;
0.010420;0.422265;-0.264239;-0.142273;-1.277842;-1.274633;-1.357892;
0.010430;0.422518;-0.264167;-0.141978;-1.279449;-1.275551;-1.358522;
0.010440;0.422765;-0.264098;-0.141687;-1.281116;-1.276445;-1.359117;
0.010450;0.423003;-0.264031;-0.141399;-1.282844;-1.277314;-1.359678;
0.010460;0.423235;-0.263967;-0.141115;-1.284630;-1.278159;-1.360204;
0.010470;0.423458;-0.263906;-0.140836;-1.286474;-1.278981;-1.360697;
0.010480;0.423674;-0.263848;-0.140561;-1.288373;-1.279781;-1.361158;
0.010490;0.423881;-0.263794;-0.140290;-1.290326;-1.280560;-1.361586;
0.010500;0.424080;-0.263744;-0.140025;-1.292331;-1.281318;-1.361984;
0.010510;0.424270;-0.263698;-0.139765;-1.294387;-1.282056;-1.362352;
0.010520;0.424452;-0.263656;-0.139510;-1.296492;-1.282775;-1.362691;
0.010530;0.424625;-0.263618;-0.139261;-1.298644;-1.283477;-1.363001;
0.010540;0.424788;-0.263585;-0.139018;-1.300840;-1.284160;-1.363283;
0.010550;0.424942;-0.263557;-0.138782;-1.303080;-1.284828;-1.363539;
0.010560;0.425087;-0.263535;-0.138551;-1.305360;-1.285479;-1.363769;
0.010570;0.425221;-0.263517;-0.138328;-1.307679;-1.286116;-1.363975;
0.010580;0.425346;-0.263505;-0.138111;-1.310034;-1.286738;-1.364156;
0.010590;0.425461;-0.263498;-0.137901;-1.312424;-1.287348;-1.364314;
0.010600;0.425566;-0.263497;-0.137698;-1.314845;-1.287944;-1.364450;
0.010610;0.425661;-0.263501;-0.137503;-1.317297;-1.288530;-1.364565;
0.010620;0.425745;-0.263512;-0.137315;-1.319775;-1.289104;-1.364660;
0.010630;0.425818;-0.263529;-0.137135;-1.322279;-1.289668;-1.364736;
0.010640;0.425881;-0.263551;-0.136962;-1.324805;-1.290223;-1.364793;
0.010650;0.425934;-0.263580;-0.136797;-1.327352;-1.290770;-1.364833;
0.010660;0.425975;-0.263616;-0.136641;-1.329915;-1.291309;-1.364856;
0.010670;0.426005;-0.263657;-0.136492;-1.332494;-1.291841;-1.364864;
0.010680;0.426025;-0.263705;-0.136352;-1.335085;-1.292367;-1.364858;
0.010690;0.426033;-0.263760;-0.136219;-1.337686;-1.292888;-1.364838;
0.010700;0.426030;-0.263821;-0.136095;-1.340295;-1.293404;-1.364805;
0.010710;0.426016;-0.263889;-0.135980;-1.342908;-1.293916;-1.364761;
0.010720;0.425991;-0.263963;-0.135873;-1.345523;-1.294425;-1.364706;
0.010730;0.425954;-0.264044;-0.135774;-1.348137;-1.294932;-1.364642;
0.010740;0.425906;-0.264132;-0.135684;-1.350749;-1.295437;-1.364569;
0.010750;0.425847;-0.264226;-0.135602;-1.353354;-1.295941;-1.364488;
0.010760;0.425776;-0.264326;-0.135529;-1.355951;-1.296445;-1.364400;
0.010770;0.425694;-0.264433;-0.135464;-1.358537;-1.296949;-1.364306;
0.010780;0.425600;-0.264547;-0.135407;-1.361109;-1.297454;-1.364207;
0.010790;0.425495;-0.264667;-0.135359;-1.363665;-1.297961;-1.364104;
0.010800;0.425379;-0.264794;-0.135319;-1.366202;-1.298469;-1.363997;
0.010810;0.425251;-0.264926;-0.135288;-1.368717;-1.298981;-1.363888;
0.010820;0.425112;-0.265065;-0.135265;-1.371208;-1.299496;-1.363777;
0.010830;0.424962;-0.265210;-0.135250;-1.373672;-1.300014;-1.363666;
0.010840;0.424801;-0.265361;-0.135242;-1.376107;-1.300537;-1.363554;
0.010850;0.424628;-0.265518;-0.135243;-1.378511;-1.301065;-1.363444;
0.010860;0.424444;-0.265681;-0.135252;-1.380880;-1.301599;-1.363335;
0.010870;0.424250;-0.265849;-0.135269;-1.383212;-1.302138;-1.363228;
0.010880;0.424044;-0.266023;-0.135293;-1.385505;-1.302683;-1.363124;
0.010890;0.423827;-0.266203;-0.135324;-1.387756;-1.303235;-1.363024;
0.010900;0.423600;-0.266387;-0.135363;-1.389964;-1.303795;-1.362929;
0.010910;0.423362;-0.266577;-0.135409;-1.392125;-1.304361;-1.362838;
0.010920;0.423113;-0.266771;-0.135462;-1.394238;-1.304936;-1.362754;
0.010930;0.422854;-0.266970;-0.135521;-1.396300;-1.305518;-1.362676;
0.010940;0.422585;-0.267173;-0.135588;-1.398309;-1.306109;-1.362605;
0.010950;0.422306;-0.267381;-0.135660;-1.400264;-1.306709;-1.362542;
0.010960;0.422016;-0.267593;-0.135739;-1.402161;-1.307317;-1.362487;
0.010970;0.421717;-0.267809;-0.135824;-1.403999;-1.307935;-1.362440;
0.010980;0.421408;-0.268028;-0.135915;-1.405777;-1.308562;-1.362403;
0.010990;0.421089;-0.268251;-0.136011;-1.407491;-1.309198;-1.362375;
0.011000;0.420761;-0.268477;-0.136113;-1.409141;-1.309844;-1.362358;
0.011010;0.420423;-0.268706;-0.136220;-1.410725;-1.310500;-1.362351;
0.011020;0.420077;-0.268938;-0.136331;-1.412240;-1.311165;-1.362355;
0.011030;0.419721;-0.269172;-0.136447;-1.413685;-1.311841;-1.362370;
0.011040;0.419357;-0.269409;-0.136568;-1.415059;-1.312526;-1.362397;
0.011050;0.418984;-0.269647;-0.136692;-1.416361;-1.313221;-1.362436;
0.011060;0.418603;-0.269887;-0.136821;-1.417588;-1.313927;-1.362487;
0.011070;0.418214;-0.270129;-0.136952;-1.418739;-1.314642;-1.362551;
0.011080;0.417817;-0.270371;-0.137087;-1.419813;-1.315367;-1.362627;
0.011090;0.417412;-0.270615;-0.137225;-1.420810;-1.316101;-1.362716;
0.011100;0.416999;-0.270859;-0.137366;-1.421727;-1.316846;-1.362818;
0.011110;0.416579;-0.271104;-0.137509;-1.422564;-1.317599;-1.362933;
0.011120;0.416152;-0.271348;-0.137654;-1.423320;-1.318362;-1.363061;
0.011130;0.415719;-0.271592;-0.137801;-1.423994;-1.319134;-1.363202;
0.011140;0.415278;-0.271836;-0.137949;-1.424585;-1.319915;-1.363357;
0.011150;0.414831;-0.272079;-0.138099;-1.425092;-1.320705;-1.363525;
0.011160;0.414378;-0.272321;-0.138249;-1.425515;-1.321503;-1.363706;
0.011170;0.413919;-0.272561;-0.138400;-1.425853;-1.322309;-1.363901;
0.011180;0.413454;-0.272800;-0.138551;-1.426106;-1.323123;-1.364108;
0.011190;0.412983;-0.273037;-0.138703;-1.426273;-1.323944;-1.364329;
0.011200;0.412507;-0.273271;-0.138853;-1.426355;-1.324772;-1.364562;
0.011210;0.412026;-0.273503;-0.139003;-1.426350;-1.325607;-1.364808;
0.011220;0.411541;-0.273732;-0.139153;-1.426258;-1.326448;-1.365066;
0.011230;0.411050;-0.273958;-0.139300;-1.426081;-1.327295;-1.365337;
0.011240;0.410555;-0.274181;-0.139447;-1.425817;-1.328148;-1.365620;
0.011250;0.410056;-0.274400;-0.139591;-1.425466;-1.329005;-1.365914;
0.011260;0.409553;-0.274614;-0.139733;-1.425030;-1.329867;-1.366219;
0.011270;0.409047;-0.274825;-0.139872;-1.424508;-1.330733;-1.366536;
0.011280;0.408537;-0.275031;-0.140009;-1.423900;-1.331603;-1.366863;
0.011290;0.408024;-0.275232;-0.140143;-1.423207;-1.332475;-1.367200;
0.011300;0.407507;-0.275428;-0.140273;-1.422430;-1.333350;-1.367547;
0.011310;0.406988;-0.275618;-0.140399;-1.421569;-1.334226;-1.367904;
0.011320;0.406467;-0.275803;-0.140522;-1.420625;-1.335104;-1.368269;
0.011330;0.405943;-0.275982;-0.140640;-1.419598;-1.335982;-1.368642;
0.011340;0.405416;-0.276155;-0.140753;-1.418489;-1.336861;-1.369024;
0.011350;0.404888;-0.276322;-0.140862;-1.417300;-1.337739;-1.369412;
0.011360;0.404359;-0.276481;-0.140966;-1.416031;-1.338615;-1.369807;
0.011370;0.403828;-0.276634;-0.141064;-1.414683;-1.339490;-1.370209;
0.011380;0.403295;-0.276780;-0.141156;-1.413257;-1.340362;-1.370616;
0.011390;0.402762;-0.276918;-0.141243;-1.411755;-1.341231;-1.371027;
0.011400;0.402227;-0.277049;-0.141323;-1.410178;-1.342096;-1.371443;
0.011410;0.401692;-0.277172;-0.141397;-1.408527;-1.342957;-1.371863;
0.011420;0.401156;-0.277287;-0.141465;-1.406803;-1.343812;-1.372285;
0.011430;0.400621;-0.277393;-0.141525;-1.405009;-1.344661;-1.372710;
0.011440;0.400085;-0.277491;-0.141579;-1.403145;-1.345504;-1.373136;
0.011450;0.399549;-0.277581;-0.141625;-1.401212;-1.346339;-1.373562;
0.011460;0.399013;-0.277662;-0.141663;-1.399214;-1.347166;-1.373989;
0.011470;0.398477;-0.277733;-0.141694;-1.397151;-1.347984;-1.374415;
0.011480;0.397943;-0.277796;-0.141717;-1.395025;-1.348793;-1.374839;
0.011490;0.397409;-0.277849;-0.141732;-1.392838;-1.349591;-1.375261;
0.011500;0.396875;-0.277893;-0.141738;-1.390591;-1.350379;-1.375680;
0.011510;0.396343;-0.277927;-0.141736;-1.388288;-1.351155;-1.376095;
0.011520;0.395812;-0.277952;-0.141726;-1.385928;-1.351918;-1.376505;
0.011530;0.395282;-0.277966;-0.141706;-1.383515;-1.352668;-1.376909;
0.011540;0.394754;-0.277971;-0.141678;-1.381051;-1.353404;-1.377308;
0.011550;0.394227;-0.277965;-0.141641;-1.378537;-1.354125;-1.377698;
0.011560;0.393701;-0.277949;-0.141594;-1.375976;-1.354832;-1.378081;
0.011570;0.393178;-0.277923;-0.141539;-1.373370;-1.355522;-1.378455;
0.011580;0.392656;-0.277887;-0.141473;-1.370721;-1.356195;-1.378819;
0.011590;0.392136;-0.277840;-0.141399;-1.368030;-1.356851;-1.379173;
0.011600;0.391619;-0.277783;-0.141314;-1.365301;-1.357489;-1.379515;
0.011610;0.391103;-0.277715;-0.141221;-1.362536;-1.358108;-1.379845;
0.011620;0.390589;-0.277636;-0.141117;-1.359736;-1.358707;-1.380162;
0.011630;0.390078;-0.277547;-0.141004;-1.356904;-1.359286;-1.380465;
0.011640;0.389569;-0.277447;-0.140880;-1.354043;-1.359844;-1.380753;
0.011650;0.389062;-0.277336;-0.140747;-1.351154;-1.360381;-1.381026;
0.011660;0.388558;-0.277214;-0.140604;-1.348240;-1.360896;-1.381282;
0.011670;0.388056;-0.277082;-0.140451;-1.345303;-1.361388;-1.381520;
0.011680;0.387557;-0.276939;-0.140288;-1.342345;-1.361857;-1.381741;
0.011690;0.387060;-0.276785;-0.140116;-1.339370;-1.362301;-1.381943;
0.011700;0.386565;-0.276621;-0.139933;-1.336378;-1.362721;-1.382125;
0.011710;0.386073;-0.276446;-0.139740;-1.333373;-1.363116;-1.382287;
0.011720;0.385584;-0.276261;-0.139538;-1.330357;-1.363486;-1.382427;
0.011730;0.385097;-0.276064;-0.139325;-1.327331;-1.363829;-1.382545;
0.011740;0.384612;-0.275858;-0.139103;-1.324299;-1.364145;-1.382641;
0.011750;0.384130;-0.275641;-0.138871;-1.321263;-1.364434;-1.382713;
0.011760;0.383650;-0.275413;-0.138630;-1.318224;-1.364696;-1.382760;
0.011770;0.383173;-0.275176;-0.138379;-1.315185;-1.364929;-1.382783;
0.011780;0.382698;-0.274928;-0.138118;-1.312149;-1.365134;-1.382780;
0.011790;0.382225;-0.274670;-0.137848;-1.309117;-1.365309;-1.382751;
0.011800;0.381755;-0.274402;-0.137569;-1.306091;-1.365455;-1.382694;
0.011810;0.381287;-0.274125;-0.137281;-1.303074;-1.365571;-1.382610;
0.011820;0.380821;-0.273838;-0.136983;-1.300068;-1.365657;-1.382498;
0.011830;0.380356;-0.273541;-0.136677;-1.297075;-1.365712;-1.382357;
0.011840;0.379894;-0.273235;-0.136362;-1.294097;-1.365736;-1.382186;
0.011850;0.379434;-0.272919;-0.136038;-1.291136;-1.365729;-1.381985;
0.011860;0.378976;-0.272594;-0.135705;-1.288194;-1.365691;-1.381754;
0.011870;0.378519;-0.272261;-0.135365;-1.285272;-1.365621;-1.381491;
0.011880;0.378063;-0.271919;-0.135016;-1.282373;-1.365518;-1.381196;
0.011890;0.377610;-0.271568;-0.134659;-1.279499;-1.365383;-1.380870;
0.011900;0.377157;-0.271208;-0.134294;-1.276651;-1.365216;-1.380511;
0.011910;0.376706;-0.270841;-0.133922;-1.273830;-1.365016;-1.380118;
0.011920;0.376256;-0.270465;-0.133542;-1.271040;-1.364784;-1.379692;
0.011930;0.375807;-0.270082;-0.133156;-1.268281;-1.364518;-1.379233;
0.011940;0.375358;-0.269691;-0.132762;-1.265555;-1.364219;-1.378739;
0.011950;0.374911;-0.269293;-0.132361;-1.262863;-1.363888;-1.378210;
0.011960;0.374464;-0.268887;-0.131954;-1.260207;-1.363522;-1.377647;
0.011970;0.374017;-0.268475;-0.131540;-1.257588;-1.363124;-1.377048;
0.011980;0.373570;-0.268056;-0.131121;-1.255008;-1.362692;-1.376414;
0.011990;0.373124;-0.267630;-0.130695;-1.252467;-1.362228;-1.375744;
0.012000;0.372677;-0.267198;-0.130264;-1.249968;-1.361729;-1.375038;
0.012010;0.372230;-0.266760;-0.129828;-1.247511;-1.361198;-1.374296;
0.012020;0.371783;-0.266316;-0.129386;-1.245097;-1.360633;-1.373517;
0.012030;0.371335;-0.265867;-0.128940;-1.242727;-1.360036;-1.372703;
0.012040;0.370887;-0.265412;-0.128489;-1.240403;-1.359405;-1.371851;
0.012050;0.370437;-0.264952;-0.128033;-1.238125;-1.358742;-1.370963;
0.012060;0.369987;-0.264488;-0.127574;-1.235894;-1.358046;-1.370039;
0.012070;0.369535;-0.264019;-0.127110;-1.233710;-1.357318;-1.369077;
0.012080;0.369081;-0.263546;-0.126643;-1.231575;-1.356558;-1.368079;
0.012090;0.368626;-0.263068;-0.126173;-1.229489;-1.355765;-1.367044;
0.012100;0.368169;-0.262587;-0.125700;-1.227452;-1.354941;-1.365973;
0.012110;0.367710;-0.262102;-0.125224;-1.225465;-1.354085;-1.364865;
0.012120;0.367248;-0.261614;-0.124746;-1.223529;-1.353198;-1.363720;
0.012130;0.366784;-0.261123;-0.124265;-1.221643;-1.352280;-1.362540;
0.012140;0.366318;-0.260630;-0.123782;-1.219808;-1.351332;-1.361323;
0.012150;0.365848;-0.260133;-0.123298;-1.218024;-1.350353;-1.360070;
0.012160;0.365376;-0.259635;-0.122813;-1.216292;-1.349344;-1.358781;
0.012170;0.364900;-0.259134;-0.122326;-1.214610;-1.348306;-1.357457;
0.012180;0.364421;-0.258632;-0.121838;-1.212980;-1.347239;-1.356097;
0.012190;0.363938;-0.258128;-0.121350;-1.211400;-1.346143;-1.354703;
0.012200;0.363452;-0.257623;-0.120862;-1.209872;-1.345019;-1.353273;
0.012210;0.362961;-0.257117;-0.120373;-1.208393;-1.343867;-1.351810;
0.012220;0.362467;-0.256611;-0.119885;-1.206966;-1.342688;-1.350312;
0.012230;0.361968;-0.256104;-0.119398;-1.205587;-1.341482;-1.348781;
0.012240;0.361464;-0.255596;-0.118911;-1.204259;-1.340250;-1.347216;
0.012250;0.360956;-0.255089;-0.118425;-1.202979;-1.338992;-1.345619;
0.012260;0.360442;-0.254581;-0.117940;-1.201747;-1.337708;-1.343989;
0.012270;0.359924;-0.254074;-0.117457;-1.200562;-1.336400;-1.342327;
0.012280;0.359400;-0.253568;-0.116976;-1.199425;-1.335067;-1.340634;
0.012290;0.358871;-0.253063;-0.116496;-1.198333;-1.333711;-1.338910;
0.012300;0.358336;-0.252559;-0.116019;-1.197287;-1.332332;-1.337155;
0.012310;0.357795;-0.252056;-0.115545;-1.196284;-1.330930;-1.335371;
0.012320;0.357249;-0.251555;-0.115073;-1.195325;-1.329506;-1.333557;
0.012330;0.356696;-0.251055;-0.114604;-1.194408;-1.328061;-1.331715;
0.012340;0.356136;-0.250557;-0.114138;-1.193532;-1.326595;-1.329844;
0.012350;0.355571;-0.250061;-0.113676;-1.192696;-1.325109;-1.327946;
0.012360;0.354999;-0.249568;-0.113217;-1.191898;-1.323603;-1.326021;
0.012370;0.354419;-0.249077;-0.112762;-1.191138;-1.322079;-1.324069;
0.012380;0.353833;-0.248589;-0.112311;-1.190413;-1.320536;-1.322092;
0.012390;0.353240;-0.248104;-0.111864;-1.189724;-1.318975;-1.320090;
0.012400;0.352640;-0.247621;-0.111422;-1.189067;-1.317398;-1.318063;
0.012410;0.352033;-0.247142;-0.110984;-1.188442;-1.315804;-1.316013;
0.012420;0.351417;-0.246666;-0.110551;-1.187848;-1.314194;-1.313940;
0.012430;0.350795;-0.246193;-0.110122;-1.187282;-1.312570;-1.311845;
0.012440;0.350165;-0.245724;-0.109699;-1.186743;-1.310930;-1.309728;
0.012450;0.349526;-0.245258;-0.109281;-1.186229;-1.309277;-1.307591;
0.012460;0.348880;-0.244797;-0.108868;-1.185739;-1.307611;-1.305433;
0.012470;0.348226;-0.244339;-0.108460;-1.185272;-1.305933;-1.303256;
0.012480;0.347564;-0.243885;-0.108058;-1.184824;-1.304242;-1.301060;
0.012490;0.346894;-0.243435;-0.107662;-1.184395;-1.302540;-1.298847;
0.012500;0.346215;-0.242990;-0.107272;-1.183982;-1.300828;-1.296616;
0.012510;0.345528;-0.242548;-0.106887;-1.183585;-1.299105;-1.294369;
0.012520;0.344832;-0.242112;-0.106508;-1.183200;-1.297374;-1.292106;
0.012530;0.344128;-0.241679;-0.106136;-1.182826;-1.295633;-1.289829;
0.012540;0.343416;-0.241251;-0.105769;-1.182462;-1.293884;-1.287537;
0.012550;0.342695;-0.240827;-0.105409;-1.182104;-1.292128;-1.285233;
0.012560;0.341965;-0.240408;-0.105055;-1.181752;-1.290365;-1.282915;
0.012570;0.341226;-0.239994;-0.104708;-1.181403;-1.288596;-1.280586;
0.012580;0.340479;-0.239584;-0.104366;-1.181056;-1.286820;-1.278245;
0.012590;0.339723;-0.239179;-0.104031;-1.180708;-1.285040;-1.275894;
0.012600;0.338958;-0.238778;-0.103703;-1.180358;-1.283255;-1.273534;
0.012610;0.338184;-0.238382;-0.103381;-1.180003;-1.281466;-1.271165;
0.012620;0.337402;-0.237991;-0.103065;-1.179641;-1.279673;-1.268787;
0.012630;0.336611;-0.237604;-0.102756;-1.179271;-1.277877;-1.266402;
0.012640;0.335811;-0.237222;-0.102453;-1.178890;-1.276079;-1.264011;
0.012650;0.335002;-0.236844;-0.102157;-1.178497;-1.274279;-1.261613;
0.012660;0.334184;-0.236471;-0.101867;-1.178089;-1.272477;-1.259210;
0.012670;0.333358;-0.236103;-0.101583;-1.177665;-1.270674;-1.256803;
0.012680;0.332522;-0.235739;-0.101306;-1.177223;-1.268871;-1.254391;
0.012690;0.331678;-0.235379;-0.101034;-1.176760;-1.267067;-1.251976;
0.012700;0.330826;-0.235023;-0.100770;-1.176275;-1.265264;-1.249559;
0.012710;0.329965;-0.234672;-0.100511;-1.175765;-1.263461;-1.247139;
0.012720;0.329095;-0.234325;-0.100258;-1.175230;-1.261660;-1.244718;
0.012730;0.328217;-0.233982;-0.100011;-1.174667;-1.259860;-1.242297;
0.012740;0.327330;-0.233642;-0.099770;-1.174074;-1.258062;-1.239875;
0.012750;0.326435;-0.233307;-0.099535;-1.173449;-1.256266;-1.237454;
0.012760;0.325531;-0.232975;-0.099305;-1.172792;-1.254473;-1.235033;
0.012770;0.324620;-0.232647;-0.099081;-1.172099;-1.252683;-1.232614;
0.012780;0.323700;-0.232323;-0.098863;-1.171369;-1.250895;-1.230197;
0.012790;0.322772;-0.232002;-0.098650;-1.170601;-1.249112;-1.227783;
0.012800;0.321836;-0.231684;-0.098441;-1.169792;-1.247331;-1.225372;
0.012810;0.320893;-0.231369;-0.098238;-1.168942;-1.245555;-1.222964;
0.012820;0.319942;-0.231057;-0.098040;-1.168049;-1.243783;-1.220561;
0.012830;0.318983;-0.230748;-0.097847;-1.167110;-1.242015;-1.218161;
0.012840;0.318016;-0.230441;-0.097658;-1.166126;-1.240252;-1.215767;
0.012850;0.317042;-0.230137;-0.097473;-1.165093;-1.238494;-1.213378;
0.012860;0.316061;-0.229835;-0.097293;-1.164011;-1.236740;-1.210994;
0.012870;0.315073;-0.229536;-0.097117;-1.162879;-1.234991;-1.208617;
0.012880;0.314078;-0.229238;-0.096945;-1.161695;-1.233247;-1.206245;
0.012890;0.313076;-0.228942;-0.096776;-1.160457;-1.231509;-1.203881;
0.012900;0.312067;-0.228648;-0.096611;-1.159166;-1.229775;-1.201523;
0.012910;0.311052;-0.228355;-0.096449;-1.157819;-1.228047;-1.199173;
0.012920;0.310031;-0.228063;-0.096290;-1.156415;-1.226324;-1.196830;
0.012930;0.309003;-0.227772;-0.096135;-1.154954;-1.224607;-1.194494;
0.012940;0.307969;-0.227482;-0.095981;-1.153434;-1.222895;-1.192167;
0.012950;0.306929;-0.227192;-0.095831;-1.151854;-1.221187;-1.189847;
0.012960;0.305883;-0.226903;-0.095682;-1.150215;-1.219486;-1.187536;
0.012970;0.304832;-0.226615;-0.095536;-1.148514;-1.217789;-1.185233;
0.012980;0.303776;-0.226326;-0.095392;-1.146751;-1.216097;-1.182939;
0.012990;0.302714;-0.226036;-0.095249;-1.144925;-1.214410;-1.180653;
0.013000;0.301647;-0.225747;-0.095107;-1.143036;-1.212728;-1.178375;
0.013010;0.300575;-0.225457;-0.094967;-1.141083;-1.211050;-1.176107;
0.013020;0.299498;-0.225166;-0.094827;-1.139066;-1.209377;-1.173847;
0.013030;0.298417;-0.224873;-0.094689;-1.136984;-1.207708;-1.171595;
0.013040;0.297331;-0.224580;-0.094550;-1.134837;-1.206043;-1.169352;
0.013050;0.296242;-0.224285;-0.094412;-1.132624;-1.204382;-1.167118;
0.013060;0.295148;-0.223988;-0.094274;-1.130346;-1.202725;-1.164892;
0.013070;0.294050;-0.223689;-0.094136;-1.128001;-1.201071;-1.162675;
0.013080;0.292949;-0.223388;-0.093997;-1.125591;-1.199419;-1.160466;
0.013090;0.291845;-0.223085;-0.093857;-1.123114;-1.197771;-1.158265;
0.013100;0.290737;-0.222779;-0.093717;-1.120571;-1.196125;-1.156072;
0.013110;0.289626;-0.222470;-0.093575;-1.117962;-1.194482;-1.153887;
0.013120;0.288512;-0.222158;-0.093432;-1.115287;-1.192840;-1.151709;
0.013130;0.287395;-0.221843;-0.093288;-1.112547;-1.191200;-1.149539;
0.013140;0.286276;-0.221524;-0.093141;-1.109741;-1.189560;-1.147376;
0.013150;0.285155;-0.221202;-0.092993;-1.106869;-1.187922;-1.145220;
0.013160;0.284031;-0.220876;-0.092842;-1.103933;-1.186284;-1.143070;
0.013170;0.282905;-0.220546;-0.092688;-1.100932;-1.184646;-1.140926;
0.013180;0.281778;-0.220211;-0.092532;-1.097867;-1.183007;-1.138789;
0.013190;0.280649;-0.219872;-0.092373;-1.094739;-1.181367;-1.136657;
0.013200;0.279518;-0.219529;-0.092210;-1.091548;-1.179726;-1.134530;
0.013210;0.278386;-0.219180;-0.092045;-1.088295;-1.178084;-1.132408;
0.013220;0.277253;-0.218827;-0.091875;-1.084981;-1.176439;-1.130291;
0.013230;0.276119;-0.218468;-0.091702;-1.081606;-1.174791;-1.128177;
0.013240;0.274984;-0.218104;-0.091525;-1.078171;-1.173141;-1.126067;
0.013250;0.273849;-0.217734;-0.091344;-1.074677;-1.171486;-1.123961;
0.013260;0.272713;-0.217359;-0.091158;-1.071126;-1.169828;-1.121857;
0.013270;0.271577;-0.216977;-0.090968;-1.067517;-1.168165;-1.119755;
0.013280;0.270441;-0.216590;-0.090772;-1.063853;-1.166496;-1.117655;
0.013290;0.269304;-0.216196;-0.090572;-1.060133;-1.164823;-1.115556;
0.013300;0.268168;-0.215796;-0.090367;-1.056360;-1.163143;-1.113458;
0.013310;0.267032;-0.215390;-0.090157;-1.052535;-1.161456;-1.111360;
