time;NETWORK_T3_1_i_a;NETWORK_T3_2_i_a;NETWORK_T3_3_i_a;NETWORK_T3_FictBUS_v_a;NETWORK_B2_v_a;NETWORK_B3_v_a;
0.049630;0.404187;-0.244623;-0.141985;-1.246837;-1.098974;-1.200908;
0.049640;0.404552;-0.245010;-0.142084;-1.248589;-1.101451;-1.203091;
0.049650;0.404913;-0.245394;-0.142182;-1.250329;-1.103918;-1.205263;
0.049660;0.405269;-0.245776;-0.142278;-1.252056;-1.106373;-1.207422;
0.049670;0.405622;-0.246155;-0.142373;-1.253772;-1.108818;-1.209570;
0.049680;0.405971;-0.246532;-0.142467;-1.255475;-1.111251;-1.211706;
0.049690;0.406316;-0.246906;-0.142559;-1.257166;-1.113674;-1.213829;
0.049700;0.406656;-0.247278;-0.142649;-1.258845;-1.116086;-1.215941;
0.049710;0.406993;-0.247648;-0.142739;-1.260512;-1.118486;-1.218040;
0.049720;0.407325;-0.248015;-0.142826;-1.262167;-1.120876;-1.220128;
0.049730;0.407654;-0.248380;-0.142913;-1.263809;-1.123254;-1.222203;
0.049740;0.407978;-0.248742;-0.142998;-1.265439;-1.125621;-1.224266;
0.049750;0.408299;-0.249102;-0.143082;-1.267057;-1.127978;-1.226317;
0.049760;0.408615;-0.249459;-0.143164;-1.268662;-1.130323;-1.228356;
0.049770;0.408928;-0.249814;-0.143245;-1.270255;-1.132657;-1.230383;
0.049780;0.409236;-0.250167;-0.143325;-1.271836;-1.134979;-1.232397;
0.049790;0.409540;-0.250517;-0.143403;-1.273404;-1.137291;-1.234400;
0.049800;0.409841;-0.250865;-0.143480;-1.274960;-1.139591;-1.236390;
0.049810;0.410137;-0.251210;-0.143555;-1.276503;-1.141880;-1.238368;
0.049820;0.410429;-0.251553;-0.143629;-1.278034;-1.144158;-1.240334;
0.049830;0.410717;-0.251893;-0.143702;-1.279553;-1.146424;-1.242287;
0.049840;0.411001;-0.252231;-0.143773;-1.281058;-1.148679;-1.244228;
0.049850;0.411281;-0.252566;-0.143843;-1.282552;-1.150923;-1.246157;
0.049860;0.411556;-0.252899;-0.143911;-1.284033;-1.153156;-1.248074;
0.049870;0.411828;-0.253230;-0.143978;-1.285501;-1.155377;-1.249978;
0.049880;0.412096;-0.253558;-0.144044;-1.286957;-1.157587;-1.251870;
0.049890;0.412359;-0.253883;-0.144108;-1.288400;-1.159785;-1.253749;
0.049900;0.412619;-0.254206;-0.144171;-1.289830;-1.161972;-1.255616;
0.049910;0.412874;-0.254527;-0.144233;-1.291248;-1.164147;-1.257471;
0.049920;0.413125;-0.254845;-0.144293;-1.292653;-1.166311;-1.259313;
0.049930;0.413372;-0.255161;-0.144351;-1.294045;-1.168464;-1.261143;
0.049940;0.413615;-0.255474;-0.144409;-1.295425;-1.170605;-1.262961;
0.049950;0.413854;-0.255784;-0.144465;-1.296792;-1.172734;-1.264766;
0.049960;0.414089;-0.256093;-0.144519;-1.298146;-1.174852;-1.266558;
0.049970;0.414320;-0.256398;-0.144572;-1.299487;-1.176959;-1.268338;
0.049980;0.414546;-0.256701;-0.144624;-1.300816;-1.179054;-1.270106;
0.049990;0.414769;-0.257002;-0.144674;-1.302132;-1.181137;-1.271861;
0.050000;0.414987;-0.257300;-0.144723;-1.303434;-1.183209;-1.273604;
0.050010;0.415201;-0.257596;-0.144771;-1.304724;-1.185269;-1.275334;
0.050020;0.415411;-0.257889;-0.144817;-1.306001;-1.187317;-1.277051;
0.050030;0.415617;-0.258179;-0.144862;-1.307266;-1.189354;-1.278756;
0.050040;0.415819;-0.258467;-0.144905;-1.308517;-1.191379;-1.280448;
0.050050;0.416017;-0.258753;-0.144947;-1.309755;-1.193392;-1.282128;
0.050060;0.416211;-0.259036;-0.144988;-1.310980;-1.195394;-1.283795;
0.050070;0.416400;-0.259316;-0.145027;-1.312192;-1.197383;-1.285450;
0.050080;0.416585;-0.259594;-0.145065;-1.313391;-1.199361;-1.287092;
0.050090;0.416767;-0.259870;-0.145101;-1.314578;-1.201328;-1.288721;
0.050100;0.416944;-0.260143;-0.145136;-1.315751;-1.203282;-1.290337;
0.050110;0.417117;-0.260413;-0.145169;-1.316911;-1.205225;-1.291941;
0.050120;0.417286;-0.260681;-0.145202;-1.318057;-1.207156;-1.293532;
0.050130;0.417450;-0.260946;-0.145232;-1.319191;-1.209075;-1.295111;
0.050140;0.417611;-0.261209;-0.145262;-1.320312;-1.210982;-1.296677;
0.050150;0.417767;-0.261469;-0.145289;-1.321419;-1.212877;-1.298230;
0.050160;0.417919;-0.261726;-0.145316;-1.322514;-1.214761;-1.299770;
0.050170;0.418067;-0.261981;-0.145341;-1.323595;-1.216632;-1.301297;
0.050180;0.418211;-0.262234;-0.145365;-1.324663;-1.218492;-1.302812;
0.050190;0.418351;-0.262484;-0.145387;-1.325717;-1.220339;-1.304314;
0.050200;0.418487;-0.262731;-0.145408;-1.326759;-1.222175;-1.305803;
0.050210;0.418618;-0.262976;-0.145427;-1.327787;-1.223999;-1.307280;
0.050220;0.418746;-0.263218;-0.145445;-1.328802;-1.225810;-1.308743;
0.050230;0.418869;-0.263457;-0.145462;-1.329803;-1.227610;-1.310194;
0.050240;0.418988;-0.263694;-0.145477;-1.330792;-1.229397;-1.311632;
0.050250;0.419103;-0.263929;-0.145491;-1.331767;-1.231173;-1.313057;
0.050260;0.419214;-0.264161;-0.145503;-1.332728;-1.232936;-1.314469;
0.050270;0.419320;-0.264390;-0.145514;-1.333677;-1.234687;-1.315868;
0.050280;0.419423;-0.264617;-0.145524;-1.334612;-1.236427;-1.317254;
0.050290;0.419521;-0.264841;-0.145532;-1.335533;-1.238154;-1.318628;
0.050300;0.419615;-0.265062;-0.145539;-1.336441;-1.239869;-1.319988;
0.050310;0.419705;-0.265281;-0.145544;-1.337336;-1.241571;-1.321336;
0.050320;0.419791;-0.265497;-0.145548;-1.338217;-1.243262;-1.322670;
0.050330;0.419873;-0.265711;-0.145550;-1.339085;-1.244940;-1.323992;
0.050340;0.419950;-0.265922;-0.145551;-1.339940;-1.246606;-1.325300;
0.050350;0.420024;-0.266130;-0.145551;-1.340781;-1.248260;-1.326596;
0.050360;0.420093;-0.266336;-0.145549;-1.341608;-1.249902;-1.327878;
0.050370;0.420158;-0.266539;-0.145545;-1.342423;-1.251531;-1.329148;
0.050380;0.420219;-0.266739;-0.145541;-1.343223;-1.253148;-1.330405;
0.050390;0.420276;-0.266937;-0.145534;-1.344010;-1.254753;-1.331648;
0.050400;0.420329;-0.267132;-0.145527;-1.344784;-1.256346;-1.332879;
0.050410;0.420377;-0.267325;-0.145518;-1.345544;-1.257926;-1.334096;
0.050420;0.420421;-0.267515;-0.145507;-1.346291;-1.259494;-1.335300;
0.050430;0.420462;-0.267702;-0.145495;-1.347024;-1.261049;-1.336491;
0.050440;0.420498;-0.267887;-0.145482;-1.347744;-1.262592;-1.337669;
0.050450;0.420529;-0.268069;-0.145467;-1.348450;-1.264123;-1.338834;
0.050460;0.420557;-0.268248;-0.145451;-1.349142;-1.265641;-1.339986;
0.050470;0.420581;-0.268425;-0.145434;-1.349821;-1.267147;-1.341125;
0.050480;0.420600;-0.268599;-0.145414;-1.350487;-1.268640;-1.342250;
0.050490;0.420615;-0.268771;-0.145394;-1.351139;-1.270121;-1.343363;
0.050500;0.420627;-0.268939;-0.145372;-1.351777;-1.271589;-1.344462;
0.050510;0.420634;-0.269105;-0.145349;-1.352402;-1.273045;-1.345548;
0.050520;0.420636;-0.269269;-0.145324;-1.353013;-1.274489;-1.346621;
0.050530;0.420635;-0.269430;-0.145297;-1.353610;-1.275920;-1.347680;
0.050540;0.420630;-0.269588;-0.145270;-1.354194;-1.277338;-1.348727;
0.050550;0.420620;-0.269743;-0.145240;-1.354765;-1.278744;-1.349760;
0.050560;0.420606;-0.269896;-0.145210;-1.355322;-1.280137;-1.350779;
0.050570;0.420588;-0.270046;-0.145178;-1.355865;-1.281517;-1.351786;
0.050580;0.420566;-0.270193;-0.145144;-1.356395;-1.282885;-1.352779;
0.050590;0.420540;-0.270338;-0.145109;-1.356911;-1.284241;-1.353759;
0.050600;0.420510;-0.270480;-0.145073;-1.357413;-1.285583;-1.354726;
0.050610;0.420475;-0.270619;-0.145035;-1.357902;-1.286913;-1.355679;
0.050620;0.420437;-0.270756;-0.144996;-1.358377;-1.288231;-1.356619;
0.050630;0.420394;-0.270890;-0.144955;-1.358839;-1.289535;-1.357546;
0.050640;0.420347;-0.271021;-0.144913;-1.359287;-1.290827;-1.358459;
0.050650;0.420296;-0.271150;-0.144869;-1.359722;-1.292106;-1.359359;
0.050660;0.420241;-0.271276;-0.144824;-1.360142;-1.293373;-1.360246;
0.050670;0.420182;-0.271399;-0.144777;-1.360550;-1.294627;-1.361119;
0.050680;0.420118;-0.271519;-0.144729;-1.360944;-1.295868;-1.361979;
0.050690;0.420051;-0.271637;-0.144680;-1.361324;-1.297096;-1.362826;
0.050700;0.419979;-0.271752;-0.144629;-1.361690;-1.298311;-1.363659;
0.050710;0.419903;-0.271865;-0.144577;-1.362043;-1.299514;-1.364478;
0.050720;0.419823;-0.271974;-0.144523;-1.362382;-1.300704;-1.365284;
0.050730;0.419739;-0.272081;-0.144468;-1.362708;-1.301881;-1.366077;
0.050740;0.419651;-0.272186;-0.144411;-1.363020;-1.303045;-1.366856;
0.050750;0.419559;-0.272287;-0.144353;-1.363319;-1.304196;-1.367622;
0.050760;0.419462;-0.272386;-0.144293;-1.363604;-1.305334;-1.368374;
0.050770;0.419362;-0.272482;-0.144232;-1.363876;-1.306460;-1.369113;
0.050780;0.419257;-0.272576;-0.144170;-1.364134;-1.307572;-1.369839;
0.050790;0.419148;-0.272666;-0.144106;-1.364378;-1.308672;-1.370551;
0.050800;0.419035;-0.272754;-0.144040;-1.364609;-1.309759;-1.371249;
0.050810;0.418918;-0.272840;-0.143974;-1.364826;-1.310832;-1.371934;
0.050820;0.418797;-0.272922;-0.143905;-1.365030;-1.311893;-1.372605;
0.050830;0.418672;-0.273002;-0.143836;-1.365220;-1.312941;-1.373263;
0.050840;0.418542;-0.273079;-0.143764;-1.365397;-1.313976;-1.373907;
0.050850;0.418409;-0.273153;-0.143692;-1.365560;-1.314998;-1.374537;
0.050860;0.418271;-0.273225;-0.143618;-1.365709;-1.316007;-1.375154;
0.050870;0.418130;-0.273294;-0.143542;-1.365845;-1.317003;-1.375758;
0.050880;0.417984;-0.273360;-0.143465;-1.365968;-1.317986;-1.376348;
0.050890;0.417834;-0.273424;-0.143387;-1.366077;-1.318955;-1.376924;
0.050900;0.417680;-0.273485;-0.143307;-1.366173;-1.319912;-1.377487;
0.050910;0.417522;-0.273543;-0.143226;-1.366255;-1.320856;-1.378036;
0.050920;0.417359;-0.273598;-0.143143;-1.366323;-1.321786;-1.378571;
0.050930;0.417193;-0.273651;-0.143059;-1.366378;-1.322704;-1.379093;
0.050940;0.417023;-0.273700;-0.142973;-1.366420;-1.323608;-1.379601;
0.050950;0.416848;-0.273748;-0.142886;-1.366448;-1.324500;-1.380095;
0.050960;0.416670;-0.273792;-0.142798;-1.366463;-1.325378;-1.380576;
0.050970;0.416487;-0.273834;-0.142708;-1.366464;-1.326243;-1.381043;
0.050980;0.416300;-0.273873;-0.142616;-1.366452;-1.327095;-1.381497;
0.050990;0.416109;-0.273909;-0.142524;-1.366426;-1.327934;-1.381937;
0.051000;0.415914;-0.273942;-0.142429;-1.366387;-1.328759;-1.382363;
0.051010;0.415715;-0.273973;-0.142334;-1.366335;-1.329572;-1.382775;
0.051020;0.415512;-0.274001;-0.142237;-1.366269;-1.330371;-1.383174;
0.051030;0.415305;-0.274027;-0.142138;-1.366190;-1.331157;-1.383559;
0.051040;0.415093;-0.274049;-0.142038;-1.366097;-1.331930;-1.383931;
0.051050;0.414878;-0.274069;-0.141937;-1.365991;-1.332690;-1.384288;
0.051060;0.414659;-0.274086;-0.141834;-1.365871;-1.333436;-1.384632;
0.051070;0.414435;-0.274101;-0.141730;-1.365738;-1.334170;-1.384962;
0.051080;0.414207;-0.274112;-0.141624;-1.365592;-1.334890;-1.385279;
0.051090;0.413976;-0.274121;-0.141517;-1.365433;-1.335596;-1.385582;
0.051100;0.413740;-0.274128;-0.141409;-1.365260;-1.336290;-1.385871;
0.051110;0.413500;-0.274131;-0.141299;-1.365073;-1.336970;-1.386146;
0.051120;0.413256;-0.274132;-0.141188;-1.364874;-1.337637;-1.386408;
0.051130;0.413008;-0.274130;-0.141075;-1.364661;-1.338291;-1.386655;
0.051140;0.412756;-0.274125;-0.140961;-1.364434;-1.338932;-1.386889;
0.051150;0.412500;-0.274118;-0.140845;-1.364195;-1.339559;-1.387110;
0.051160;0.412240;-0.274108;-0.140728;-1.363942;-1.340173;-1.387316;
0.051170;0.411976;-0.274095;-0.140610;-1.363676;-1.340774;-1.387509;
0.051180;0.411708;-0.274080;-0.140490;-1.363396;-1.341361;-1.387688;
0.051190;0.411435;-0.274061;-0.140369;-1.363103;-1.341935;-1.387853;
0.051200;0.411159;-0.274040;-0.140246;-1.362797;-1.342496;-1.388005;
0.051210;0.410879;-0.274017;-0.140123;-1.362478;-1.343043;-1.388142;
0.051220;0.410594;-0.273990;-0.139997;-1.362145;-1.343578;-1.388266;
0.051230;0.410306;-0.273961;-0.139870;-1.361799;-1.344098;-1.388377;
0.051240;0.410013;-0.273929;-0.139742;-1.361440;-1.344606;-1.388473;
0.051250;0.409717;-0.273895;-0.139613;-1.361067;-1.345100;-1.388556;
0.051260;0.409416;-0.273858;-0.139482;-1.360682;-1.345581;-1.388624;
0.051270;0.409112;-0.273818;-0.139350;-1.360283;-1.346048;-1.388679;
0.051280;0.408803;-0.273775;-0.139216;-1.359871;-1.346503;-1.388721;
0.051290;0.408490;-0.273730;-0.139081;-1.359445;-1.346943;-1.388748;
0.051300;0.408174;-0.273682;-0.138944;-1.359007;-1.347371;-1.388762;
0.051310;0.407853;-0.273631;-0.138807;-1.358555;-1.347785;-1.388762;
0.051320;0.407528;-0.273577;-0.138667;-1.358090;-1.348186;-1.388748;
0.051330;0.407199;-0.273521;-0.138527;-1.357611;-1.348573;-1.388720;
0.051340;0.406867;-0.273462;-0.138385;-1.357120;-1.348947;-1.388679;
0.051350;0.406530;-0.273401;-0.138242;-1.356615;-1.349307;-1.388624;
0.051360;0.406189;-0.273336;-0.138097;-1.356097;-1.349655;-1.388555;
0.051370;0.405844;-0.273269;-0.137951;-1.355566;-1.349989;-1.388472;
0.051380;0.405496;-0.273200;-0.137803;-1.355022;-1.350309;-1.388376;
0.051390;0.405143;-0.273127;-0.137655;-1.354465;-1.350616;-1.388265;
0.051400;0.404786;-0.273052;-0.137505;-1.353894;-1.350910;-1.388141;
0.051410;0.404425;-0.272975;-0.137353;-1.353311;-1.351190;-1.388003;
0.051420;0.404060;-0.272894;-0.137200;-1.352714;-1.351457;-1.387852;
0.051430;0.403692;-0.272811;-0.137046;-1.352104;-1.351711;-1.387686;
0.051440;0.403319;-0.272725;-0.136891;-1.351481;-1.351951;-1.387507;
0.051450;0.402942;-0.272637;-0.136734;-1.350845;-1.352178;-1.387314;
0.051460;0.402561;-0.272546;-0.136576;-1.350195;-1.352391;-1.387108;
0.051470;0.402177;-0.272452;-0.136416;-1.349533;-1.352591;-1.386887;
0.051480;0.401788;-0.272355;-0.136255;-1.348857;-1.352778;-1.386653;
0.051490;0.401395;-0.272256;-0.136093;-1.348168;-1.352951;-1.386405;
0.051500;0.400999;-0.272154;-0.135929;-1.347466;-1.353111;-1.386144;
0.051510;0.400598;-0.272049;-0.135765;-1.346751;-1.353258;-1.385868;
0.051520;0.400194;-0.271942;-0.135598;-1.346023;-1.353391;-1.385579;
0.051530;0.399785;-0.271832;-0.135431;-1.345282;-1.353510;-1.385276;
0.051540;0.399373;-0.271720;-0.135262;-1.344527;-1.353617;-1.384960;
0.051550;0.398956;-0.271604;-0.135092;-1.343760;-1.353710;-1.384630;
0.051560;0.398536;-0.271487;-0.134920;-1.342979;-1.353789;-1.384286;
0.051570;0.398112;-0.271366;-0.134747;-1.342186;-1.353855;-1.383928;
0.051580;0.397683;-0.271243;-0.134573;-1.341379;-1.353908;-1.383557;
0.051590;0.397251;-0.271117;-0.134398;-1.340559;-1.353948;-1.383171;
0.051600;0.396815;-0.270988;-0.134221;-1.339726;-1.353974;-1.382773;
0.051610;0.396375;-0.270857;-0.134043;-1.338880;-1.353986;-1.382360;
0.051620;0.395931;-0.270723;-0.133864;-1.338021;-1.353986;-1.381934;
0.051630;0.395483;-0.270587;-0.133683;-1.337149;-1.353972;-1.381494;
0.051640;0.395031;-0.270447;-0.133501;-1.336264;-1.353944;-1.381041;
0.051650;0.394576;-0.270306;-0.133318;-1.335366;-1.353903;-1.380574;
0.051660;0.394116;-0.270161;-0.133133;-1.334454;-1.353849;-1.380093;
0.051670;0.393653;-0.270014;-0.132947;-1.333530;-1.353782;-1.379598;
0.051680;0.393185;-0.269864;-0.132760;-1.332593;-1.353701;-1.379090;
0.051690;0.392714;-0.269712;-0.132572;-1.331642;-1.353606;-1.378569;
0.051700;0.392239;-0.269557;-0.132382;-1.330679;-1.353499;-1.378033;
0.051710;0.391760;-0.269399;-0.132191;-1.329702;-1.353378;-1.377485;
0.051720;0.391277;-0.269239;-0.131999;-1.328713;-1.353243;-1.376922;
0.051730;0.390790;-0.269076;-0.131805;-1.327710;-1.353096;-1.376346;
0.051740;0.390299;-0.268910;-0.131610;-1.326694;-1.352935;-1.375756;
0.051750;0.389804;-0.268742;-0.131414;-1.325666;-1.352760;-1.375153;
0.051760;0.389306;-0.268571;-0.131217;-1.324624;-1.352573;-1.374536;
0.051770;0.388804;-0.268398;-0.131018;-1.323569;-1.352372;-1.373906;
0.051780;0.388297;-0.268221;-0.130818;-1.322501;-1.352157;-1.373262;
0.051790;0.387787;-0.268043;-0.130617;-1.321421;-1.351930;-1.372604;
0.051800;0.387274;-0.267861;-0.130415;-1.320327;-1.351689;-1.371933;
0.051810;0.386756;-0.267677;-0.130211;-1.319220;-1.351434;-1.371248;
0.051820;0.386234;-0.267491;-0.130006;-1.318100;-1.351167;-1.370550;
0.051830;0.385709;-0.267302;-0.129800;-1.316968;-1.350886;-1.369838;
0.051840;0.385180;-0.267110;-0.129592;-1.315822;-1.350592;-1.369113;
0.051850;0.384647;-0.266915;-0.129383;-1.314663;-1.350284;-1.368375;
0.051860;0.384110;-0.266718;-0.129173;-1.313492;-1.349963;-1.367622;
0.051870;0.383569;-0.266519;-0.128962;-1.312307;-1.349629;-1.366857;
0.051880;0.383025;-0.266316;-0.128750;-1.311109;-1.349282;-1.366078;
0.051890;0.382477;-0.266111;-0.128536;-1.309899;-1.348921;-1.365285;
0.051900;0.381924;-0.265904;-0.128321;-1.308675;-1.348547;-1.364479;
0.051910;0.381369;-0.265694;-0.128105;-1.307439;-1.348160;-1.363660;
0.051920;0.380809;-0.265481;-0.127887;-1.306189;-1.347760;-1.362827;
0.051930;0.380246;-0.265266;-0.127668;-1.304927;-1.347346;-1.361981;
0.051940;0.379679;-0.265048;-0.127448;-1.303651;-1.346919;-1.361121;
0.051950;0.379108;-0.264827;-0.127227;-1.302363;-1.346479;-1.360248;
0.051960;0.378533;-0.264604;-0.127005;-1.301062;-1.346025;-1.359362;
0.051970;0.377955;-0.264379;-0.126781;-1.299748;-1.345559;-1.358462;
0.051980;0.377372;-0.264150;-0.126556;-1.298421;-1.345079;-1.357549;
0.051990;0.376786;-0.263919;-0.126330;-1.297081;-1.344586;-1.356622;
0.052000;0.376197;-0.263686;-0.126103;-1.295728;-1.344079;-1.355682;
0.052010;0.375603;-0.263450;-0.125874;-1.294363;-1.343560;-1.354729;
0.052020;0.375006;-0.263211;-0.125644;-1.292984;-1.343027;-1.353762;
0.052030;0.374406;-0.262970;-0.125413;-1.291593;-1.342481;-1.352783;
0.052040;0.373801;-0.262726;-0.125181;-1.290189;-1.341922;-1.351790;
0.052050;0.373193;-0.262480;-0.124948;-1.288772;-1.341349;-1.350783;
0.052060;0.372581;-0.262231;-0.124713;-1.287342;-1.340764;-1.349763;
0.052070;0.371965;-0.261980;-0.124477;-1.285899;-1.340165;-1.348730;
0.052080;0.371346;-0.261726;-0.124240;-1.284443;-1.339553;-1.347684;
0.052090;0.370723;-0.261469;-0.124002;-1.282975;-1.338928;-1.346625;
0.052100;0.370096;-0.261210;-0.123762;-1.281494;-1.338290;-1.345552;
0.052110;0.369466;-0.260948;-0.123521;-1.280000;-1.337638;-1.344466;
0.052120;0.368832;-0.260684;-0.123280;-1.278493;-1.336974;-1.343367;
0.052130;0.368195;-0.260417;-0.123036;-1.276974;-1.336296;-1.342255;
0.052140;0.367553;-0.260147;-0.122792;-1.275441;-1.335605;-1.341129;
0.052150;0.366908;-0.259875;-0.122547;-1.273897;-1.334901;-1.339991;
0.052160;0.366260;-0.259601;-0.122300;-1.272339;-1.334184;-1.338839;
0.052170;0.365608;-0.259324;-0.122052;-1.270768;-1.333454;-1.337674;
0.052180;0.364952;-0.259044;-0.121803;-1.269185;-1.332711;-1.336496;
0.052190;0.364293;-0.258762;-0.121552;-1.267589;-1.331954;-1.335304;
0.052200;0.363630;-0.258477;-0.121301;-1.265981;-1.331185;-1.334100;
0.052210;0.362963;-0.258190;-0.121048;-1.264360;-1.330402;-1.332883;
0.052220;0.362293;-0.257900;-0.120794;-1.262726;-1.329607;-1.331652;
0.052230;0.361619;-0.257607;-0.120539;-1.261080;-1.328798;-1.330408;
0.052240;0.360942;-0.257312;-0.120283;-1.259421;-1.327976;-1.329152;
0.052250;0.360261;-0.257015;-0.120025;-1.257749;-1.327141;-1.327882;
0.052260;0.359576;-0.256715;-0.119767;-1.256065;-1.326294;-1.326599;
0.052270;0.358888;-0.256412;-0.119507;-1.254368;-1.325433;-1.325303;
0.052280;0.358197;-0.256107;-0.119246;-1.252659;-1.324559;-1.323995;
0.052290;0.357502;-0.255800;-0.118984;-1.250937;-1.323672;-1.322673;
0.052300;0.356803;-0.255489;-0.118721;-1.249202;-1.322772;-1.321338;
0.052310;0.356101;-0.255177;-0.118456;-1.247455;-1.321859;-1.319990;
0.052320;0.355395;-0.254862;-0.118190;-1.245696;-1.320933;-1.318629;
0.052330;0.354686;-0.254544;-0.117924;-1.243924;-1.319994;-1.317256;
0.052340;0.353974;-0.254224;-0.117656;-1.242140;-1.319042;-1.315869;
0.052350;0.353257;-0.253901;-0.117386;-1.240343;-1.318077;-1.314469;
0.052360;0.352538;-0.253576;-0.117116;-1.238534;-1.317099;-1.313057;
0.052370;0.351815;-0.253248;-0.116845;-1.236712;-1.316108;-1.311631;
0.052380;0.351088;-0.252918;-0.116572;-1.234878;-1.315104;-1.310193;
0.052390;0.350358;-0.252585;-0.116298;-1.233032;-1.314088;-1.308742;
0.052400;0.349625;-0.252250;-0.116023;-1.231173;-1.313058;-1.307278;
0.052410;0.348888;-0.251912;-0.115747;-1.229302;-1.312015;-1.305801;
0.052420;0.348147;-0.251572;-0.115470;-1.227419;-1.310960;-1.304311;
0.052430;0.347403;-0.251229;-0.115191;-1.225523;-1.309891;-1.302809;
0.052440;0.346656;-0.250884;-0.114912;-1.223615;-1.308810;-1.301293;
0.052450;0.345906;-0.250536;-0.114631;-1.221695;-1.307716;-1.299765;
0.052460;0.345152;-0.250186;-0.114349;-1.219763;-1.306608;-1.298224;
0.052470;0.344394;-0.249833;-0.114066;-1.217819;-1.305488;-1.296671;
0.052480;0.343633;-0.249478;-0.113782;-1.215862;-1.304356;-1.295104;
0.052490;0.342869;-0.249121;-0.113497;-1.213893;-1.303210;-1.293525;
0.052500;0.342101;-0.248760;-0.113210;-1.211912;-1.302051;-1.291933;
0.052510;0.341330;-0.248398;-0.112923;-1.209919;-1.300880;-1.290328;
0.052520;0.340556;-0.248033;-0.112634;-1.207914;-1.299696;-1.288711;
