time;EmtTfoYD_circuit_vPrimA;EmtTfoYD_circuit_vSecA;EmtTfoYD_circuit_vSecB;EmtTfoYD_circuit_vSecC;
0.084230;0.340932;0.572846;0.216834;-0.789681;
0.084240;0.336618;0.571018;0.219305;-0.790322;
0.084250;0.332301;0.569184;0.221773;-0.790956;
0.084260;0.327981;0.567344;0.224239;-0.791583;
0.084270;0.323658;0.565499;0.226702;-0.792201;
0.084280;0.319331;0.563648;0.229164;-0.792812;
0.084290;0.315002;0.561791;0.231623;-0.793414;
0.084300;0.310669;0.559929;0.234080;-0.794009;
0.084310;0.306333;0.558062;0.236535;-0.794597;
0.084320;0.301994;0.556189;0.238987;-0.795176;
0.084330;0.297652;0.554310;0.241437;-0.795747;
0.084340;0.293307;0.552426;0.243884;-0.796311;
0.084350;0.288959;0.550537;0.246329;-0.796866;
0.084360;0.284609;0.548642;0.248772;-0.797414;
0.084370;0.280256;0.546742;0.251212;-0.797954;
0.084380;0.275899;0.544836;0.253650;-0.798486;
0.084390;0.271541;0.542925;0.256085;-0.799011;
0.084400;0.267179;0.541009;0.258518;-0.799527;
0.084410;0.262815;0.539087;0.260948;-0.800035;
0.084420;0.258448;0.537160;0.263376;-0.800536;
0.084430;0.254079;0.535228;0.265801;-0.801028;
0.084440;0.249707;0.533290;0.268223;-0.801513;
0.084450;0.245333;0.531347;0.270643;-0.801990;
0.084460;0.240956;0.529399;0.273060;-0.802459;
0.084470;0.236577;0.527445;0.275474;-0.802920;
0.084480;0.232195;0.525487;0.277886;-0.803373;
0.084490;0.227812;0.523523;0.280295;-0.803818;
0.084500;0.223426;0.521554;0.282701;-0.804255;
0.084510;0.219037;0.519580;0.285105;-0.804685;
0.084520;0.214647;0.517601;0.287505;-0.805106;
0.084530;0.210255;0.515617;0.289903;-0.805519;
0.084540;0.205860;0.513627;0.292298;-0.805925;
0.084550;0.201463;0.511633;0.294690;-0.806322;
0.084560;0.197065;0.509633;0.297079;-0.806712;
0.084570;0.192664;0.507629;0.299465;-0.807093;
0.084580;0.188262;0.505619;0.301848;-0.807467;
0.084590;0.183858;0.503604;0.304228;-0.807832;
0.084600;0.179452;0.501585;0.306605;-0.808190;
0.084610;0.175044;0.499560;0.308979;-0.808540;
0.084620;0.170634;0.497531;0.311351;-0.808881;
0.084630;0.166223;0.495497;0.313719;-0.809215;
0.084640;0.161810;0.493457;0.316083;-0.809541;
0.084650;0.157396;0.491413;0.318445;-0.809859;
0.084660;0.152980;0.489364;0.320804;-0.810168;
0.084670;0.148562;0.487311;0.323159;-0.810470;
0.084680;0.144143;0.485252;0.325512;-0.810764;
0.084690;0.139722;0.483189;0.327861;-0.811050;
0.084700;0.135301;0.481120;0.330207;-0.811327;
0.084710;0.130878;0.479048;0.332549;-0.811597;
0.084720;0.126453;0.476970;0.334889;-0.811859;
0.084730;0.122027;0.474888;0.337225;-0.812112;
0.084740;0.117600;0.472801;0.339557;-0.812358;
0.084750;0.113172;0.470709;0.341887;-0.812596;
0.084760;0.108743;0.468613;0.344213;-0.812825;
0.084770;0.104313;0.466512;0.346535;-0.813047;
0.084780;0.099882;0.464406;0.348854;-0.813261;
0.084790;0.095449;0.462296;0.351170;-0.813466;
0.084800;0.091016;0.460181;0.353482;-0.813664;
0.084810;0.086582;0.458062;0.355791;-0.813853;
0.084820;0.082147;0.455938;0.358096;-0.814035;
0.084830;0.077711;0.453810;0.360398;-0.814208;
0.084840;0.073275;0.451677;0.362696;-0.814374;
0.084850;0.068837;0.449540;0.364991;-0.814531;
0.084860;0.064400;0.447399;0.367282;-0.814680;
0.084870;0.059961;0.445253;0.369569;-0.814822;
0.084880;0.055522;0.443102;0.371853;-0.814955;
0.084890;0.051082;0.440947;0.374133;-0.815080;
0.084900;0.046642;0.438788;0.376409;-0.815197;
0.084910;0.042201;0.436625;0.378682;-0.815306;
0.084920;0.037760;0.434457;0.380951;-0.815407;
0.084930;0.033319;0.432285;0.383216;-0.815500;
0.084940;0.028877;0.430108;0.385477;-0.815585;
0.084950;0.024435;0.427928;0.387735;-0.815662;
0.084960;0.019992;0.425743;0.389988;-0.815731;
0.084970;0.015550;0.423554;0.392238;-0.815792;
0.084980;0.011107;0.421361;0.394484;-0.815845;
0.084990;0.006664;0.419163;0.396726;-0.815890;
0.085000;0.002221;0.416962;0.398964;-0.815926;
0.085010;-0.002221;0.414756;0.401199;-0.815955;
0.085020;-0.006664;0.412546;0.403429;-0.815975;
0.085030;-0.011107;0.410333;0.405655;-0.815988;
0.085040;-0.015550;0.408115;0.407878;-0.815992;
0.085050;-0.019992;0.405893;0.410096;-0.815989;
0.085060;-0.024435;0.403667;0.412310;-0.815977;
0.085070;-0.028877;0.401437;0.414520;-0.815957;
0.085080;-0.033319;0.399203;0.416726;-0.815930;
0.085090;-0.037760;0.396966;0.418928;-0.815894;
0.085100;-0.042201;0.394724;0.421126;-0.815850;
0.085110;-0.046642;0.392478;0.423320;-0.815798;
0.085120;-0.051082;0.390229;0.425509;-0.815738;
0.085130;-0.055522;0.387976;0.427694;-0.815670;
0.085140;-0.059961;0.385719;0.429875;-0.815594;
0.085150;-0.064400;0.383458;0.432052;-0.815510;
0.085160;-0.068837;0.381193;0.434225;-0.815418;
0.085170;-0.073275;0.378924;0.436393;-0.815318;
0.085180;-0.077711;0.376652;0.438557;-0.815209;
0.085190;-0.082147;0.374376;0.440717;-0.815093;
0.085200;-0.086582;0.372097;0.442872;-0.814969;
0.085210;-0.091016;0.369813;0.445023;-0.814836;
0.085220;-0.095449;0.367526;0.447169;-0.814696;
0.085230;-0.099882;0.365236;0.449312;-0.814547;
0.085240;-0.104313;0.362942;0.451449;-0.814391;
0.085250;-0.108743;0.360644;0.453582;-0.814226;
0.085260;-0.113172;0.358343;0.455711;-0.814054;
0.085270;-0.117600;0.356038;0.457835;-0.813873;
0.085280;-0.122027;0.353729;0.459955;-0.813684;
0.085290;-0.126453;0.351417;0.462070;-0.813488;
0.085300;-0.130878;0.349102;0.464181;-0.813283;
0.085310;-0.135301;0.346783;0.466287;-0.813070;
0.085320;-0.139722;0.344461;0.468388;-0.812849;
0.085330;-0.144143;0.342135;0.470485;-0.812621;
0.085340;-0.148562;0.339807;0.472577;-0.812384;
0.085350;-0.152980;0.337474;0.474665;-0.812139;
0.085360;-0.157396;0.335138;0.476748;-0.811886;
0.085370;-0.161810;0.332800;0.478826;-0.811625;
0.085380;-0.166223;0.330457;0.480899;-0.811356;
0.085390;-0.170634;0.328112;0.482968;-0.811080;
0.085400;-0.175044;0.325763;0.485032;-0.810795;
0.085410;-0.179452;0.323411;0.487091;-0.810502;
0.085420;-0.183858;0.321056;0.489145;-0.810201;
0.085430;-0.188262;0.318698;0.491195;-0.809892;
0.085440;-0.192664;0.316336;0.493239;-0.809575;
0.085450;-0.197065;0.313971;0.495279;-0.809250;
0.085460;-0.201463;0.311604;0.497314;-0.808917;
0.085470;-0.205860;0.309233;0.499344;-0.808577;
0.085480;-0.210255;0.306859;0.501369;-0.808228;
0.085490;-0.214647;0.304482;0.503389;-0.807871;
0.085500;-0.219037;0.302102;0.505404;-0.807506;
0.085510;-0.223426;0.299720;0.507414;-0.807134;
0.085520;-0.227812;0.297334;0.509419;-0.806753;
0.085530;-0.232195;0.294945;0.511419;-0.806364;
0.085540;-0.236577;0.292553;0.513414;-0.805968;
0.085550;-0.240956;0.290159;0.515404;-0.805563;
0.085560;-0.245333;0.287761;0.517389;-0.805150;
0.085570;-0.249707;0.285361;0.519369;-0.804730;
0.085580;-0.254079;0.282958;0.521343;-0.804302;
0.085590;-0.258448;0.280552;0.523313;-0.803865;
0.085600;-0.262815;0.278144;0.525277;-0.803421;
0.085610;-0.267179;0.275732;0.527236;-0.802969;
0.085620;-0.271541;0.273318;0.529190;-0.802509;
0.085630;-0.275899;0.270901;0.531139;-0.802041;
0.085640;-0.280256;0.268482;0.533083;-0.801565;
0.085650;-0.284609;0.266060;0.535021;-0.801081;
0.085660;-0.288959;0.263635;0.536954;-0.800589;
0.085670;-0.293307;0.261208;0.538881;-0.800089;
0.085680;-0.297652;0.258778;0.540804;-0.799582;
0.085690;-0.301994;0.256346;0.542721;-0.799066;
0.085700;-0.306333;0.253911;0.544632;-0.798543;
0.085710;-0.310669;0.251473;0.546538;-0.798011;
0.085720;-0.315002;0.249033;0.548439;-0.797472;
0.085730;-0.319331;0.246591;0.550335;-0.796925;
0.085740;-0.323658;0.244146;0.552225;-0.796371;
0.085750;-0.327981;0.241698;0.554109;-0.795808;
0.085760;-0.332301;0.239249;0.555988;-0.795237;
0.085770;-0.336618;0.236797;0.557862;-0.794659;
0.085780;-0.340932;0.234342;0.559730;-0.794073;
0.085790;-0.345242;0.231886;0.561593;-0.793478;
0.085800;-0.349549;0.229427;0.563450;-0.792876;
0.085810;-0.353852;0.226965;0.565301;-0.792267;
0.085820;-0.358152;0.224502;0.567147;-0.791649;
0.085830;-0.362448;0.222036;0.568987;-0.791024;
0.085840;-0.366741;0.219568;0.570822;-0.790391;
0.085850;-0.371030;0.217098;0.572651;-0.789750;
0.085860;-0.375315;0.214626;0.574475;-0.789101;
0.085870;-0.379597;0.212152;0.576292;-0.788444;
0.085880;-0.383875;0.209676;0.578104;-0.787780;
0.085890;-0.388149;0.207197;0.579911;-0.787108;
0.085900;-0.392419;0.204717;0.581711;-0.786428;
0.085910;-0.396686;0.202234;0.583506;-0.785740;
0.085920;-0.400948;0.199749;0.585295;-0.785045;
0.085930;-0.405207;0.197263;0.587078;-0.784341;
0.085940;-0.409462;0.194775;0.588856;-0.783631;
0.085950;-0.413712;0.192284;0.590628;-0.782912;
0.085960;-0.417959;0.189792;0.592394;-0.782186;
0.085970;-0.422201;0.187298;0.594154;-0.781451;
0.085980;-0.426439;0.184802;0.595908;-0.780710;
0.085990;-0.430673;0.182304;0.597656;-0.779960;
0.086000;-0.434903;0.179804;0.599399;-0.779203;
0.086010;-0.439128;0.177303;0.601135;-0.778438;
0.086020;-0.443349;0.174800;0.602866;-0.777665;
0.086030;-0.447566;0.172295;0.604590;-0.776885;
0.086040;-0.451778;0.169788;0.606309;-0.776097;
0.086050;-0.455986;0.167280;0.608021;-0.775302;
0.086060;-0.460190;0.164770;0.609728;-0.774498;
0.086070;-0.464388;0.162259;0.611429;-0.773687;
0.086080;-0.468583;0.159746;0.613123;-0.772869;
0.086090;-0.472772;0.157231;0.614812;-0.772043;
0.086100;-0.476957;0.154715;0.616494;-0.771209;
0.086110;-0.481137;0.152197;0.618171;-0.770368;
0.086120;-0.485313;0.149678;0.619841;-0.769519;
0.086130;-0.489483;0.147157;0.621505;-0.768662;
0.086140;-0.493649;0.144635;0.623163;-0.767798;
0.086150;-0.497810;0.142111;0.624815;-0.766926;
0.086160;-0.501966;0.139586;0.626461;-0.766047;
0.086170;-0.506117;0.137060;0.628100;-0.765160;
0.086180;-0.510264;0.134532;0.629734;-0.764266;
0.086190;-0.514405;0.132003;0.631361;-0.763364;
0.086200;-0.518541;0.129472;0.632982;-0.762454;
0.086210;-0.522672;0.126941;0.634596;-0.761537;
0.086220;-0.526797;0.124408;0.636205;-0.760613;
0.086230;-0.530918;0.121874;0.637807;-0.759680;
0.086240;-0.535033;0.119338;0.639403;-0.758741;
0.086250;-0.539143;0.116802;0.640992;-0.757794;
0.086260;-0.543248;0.114264;0.642575;-0.756839;
0.086270;-0.547347;0.111725;0.644152;-0.755877;
0.086280;-0.551441;0.109185;0.645723;-0.754908;
0.086290;-0.555530;0.106644;0.647287;-0.753931;
0.086300;-0.559613;0.104102;0.648845;-0.752947;
0.086310;-0.563690;0.101559;0.650396;-0.751955;
0.086320;-0.567762;0.099015;0.651941;-0.750956;
0.086330;-0.571828;0.096470;0.653479;-0.749949;
0.086340;-0.575889;0.093924;0.655011;-0.748935;
0.086350;-0.579944;0.091377;0.656537;-0.747914;
0.086360;-0.583993;0.088829;0.658056;-0.746885;
0.086370;-0.588037;0.086280;0.659568;-0.745849;
0.086380;-0.592074;0.083731;0.661074;-0.744805;
0.086390;-0.596106;0.081180;0.662574;-0.743754;
0.086400;-0.600132;0.078629;0.664067;-0.742696;
0.086410;-0.604152;0.076077;0.665553;-0.741631;
0.086420;-0.608166;0.073525;0.667033;-0.740558;
0.086430;-0.612174;0.070971;0.668507;-0.739478;
0.086440;-0.616176;0.068417;0.669973;-0.738390;
0.086450;-0.620172;0.065862;0.671433;-0.737296;
0.086460;-0.624162;0.063307;0.672887;-0.736194;
0.086470;-0.628146;0.060751;0.674334;-0.735084;
0.086480;-0.632123;0.058194;0.675774;-0.733968;
0.086490;-0.636094;0.055637;0.677207;-0.732844;
0.086500;-0.640059;0.053079;0.678634;-0.731713;
0.086510;-0.644018;0.050520;0.680054;-0.730575;
0.086520;-0.647970;0.047962;0.681468;-0.729429;
0.086530;-0.651916;0.045402;0.682874;-0.728277;
0.086540;-0.655856;0.042843;0.684274;-0.727117;
0.086550;-0.659789;0.040282;0.685667;-0.725950;
0.086560;-0.663715;0.037722;0.687054;-0.724776;
0.086570;-0.667635;0.035161;0.688433;-0.723594;
0.086580;-0.671548;0.032600;0.689806;-0.722406;
0.086590;-0.675455;0.030038;0.691172;-0.721210;
0.086600;-0.679355;0.027476;0.692531;-0.720007;
0.086610;-0.683248;0.024914;0.693884;-0.718798;
0.086620;-0.687135;0.022351;0.695229;-0.717581;
0.086630;-0.691015;0.019789;0.696568;-0.716357;
0.086640;-0.694888;0.017226;0.697900;-0.715126;
0.086650;-0.698754;0.014663;0.699225;-0.713887;
0.086660;-0.702613;0.012100;0.700543;-0.712642;
0.086670;-0.706465;0.009536;0.701854;-0.711390;
0.086680;-0.710311;0.006973;0.703158;-0.710131;
0.086690;-0.714149;0.004409;0.704455;-0.708865;
0.086700;-0.717980;0.001846;0.705745;-0.707591;
0.086710;-0.721804;-0.000718;0.707029;-0.706311;
0.086720;-0.725622;-0.003281;0.708305;-0.705024;
0.086730;-0.729431;-0.005845;0.709574;-0.703730;
0.086740;-0.733234;-0.008408;0.710837;-0.702429;
0.086750;-0.737030;-0.010971;0.712092;-0.701121;
0.086760;-0.740818;-0.013534;0.713340;-0.699806;
0.086770;-0.744599;-0.016098;0.714581;-0.698484;
0.086780;-0.748372;-0.018661;0.715816;-0.697155;
0.086790;-0.752138;-0.021223;0.717043;-0.695819;
0.086800;-0.755897;-0.023786;0.718263;-0.694477;
0.086810;-0.759648;-0.026348;0.719476;-0.693128;
0.086820;-0.763392;-0.028910;0.720682;-0.691771;
0.086830;-0.767128;-0.031472;0.721880;-0.690408;
0.086840;-0.770857;-0.034033;0.723072;-0.689039;
0.086850;-0.774578;-0.036594;0.724256;-0.687662;
0.086860;-0.778291;-0.039155;0.725434;-0.686278;
0.086870;-0.781997;-0.041716;0.726604;-0.684888;
0.086880;-0.785695;-0.044276;0.727767;-0.683491;
0.086890;-0.789385;-0.046835;0.728923;-0.682088;
0.086900;-0.793068;-0.049394;0.730071;-0.680677;
0.086910;-0.796742;-0.051953;0.731213;-0.679260;
0.086920;-0.800409;-0.054511;0.732347;-0.677836;
0.086930;-0.804068;-0.057068;0.733474;-0.676406;
0.086940;-0.807719;-0.059625;0.734594;-0.674968;
0.086950;-0.811362;-0.062182;0.735706;-0.673525;
0.086960;-0.814997;-0.064737;0.736811;-0.672074;
0.086970;-0.818624;-0.067292;0.737909;-0.670617;
0.086980;-0.822242;-0.069847;0.739000;-0.669153;
0.086990;-0.825853;-0.072401;0.740083;-0.667683;
0.087000;-0.829456;-0.074954;0.741159;-0.666206;
0.087010;-0.833050;-0.077506;0.742228;-0.664722;
0.087020;-0.836636;-0.080058;0.743290;-0.663232;
0.087030;-0.840214;-0.082608;0.744344;-0.661735;
0.087040;-0.843784;-0.085158;0.745390;-0.660232;
0.087050;-0.847345;-0.087707;0.746430;-0.658723;
0.087060;-0.850898;-0.090256;0.747462;-0.657206;
0.087070;-0.854442;-0.092803;0.748486;-0.655684;
0.087080;-0.857978;-0.095349;0.749504;-0.654154;
0.087090;-0.861506;-0.097895;0.750514;-0.652619;
0.087100;-0.865025;-0.100439;0.751516;-0.651077;
0.087110;-0.868536;-0.102983;0.752511;-0.649528;
0.087120;-0.872038;-0.105525;0.753499;-0.647973;
0.087130;-0.875531;-0.108067;0.754479;-0.646412;
0.087140;-0.879016;-0.110607;0.755452;-0.644844;
0.087150;-0.882492;-0.113146;0.756417;-0.643270;
0.087160;-0.885959;-0.115685;0.757375;-0.641690;
0.087170;-0.889418;-0.118222;0.758325;-0.640103;
0.087180;-0.892868;-0.120758;0.759268;-0.638510;
0.087190;-0.896309;-0.123292;0.760203;-0.636911;
0.087200;-0.899741;-0.125826;0.761131;-0.635305;
0.087210;-0.903164;-0.128358;0.762051;-0.633693;
0.087220;-0.906579;-0.130889;0.762964;-0.632075;
0.087230;-0.909984;-0.133419;0.763869;-0.630451;
0.087240;-0.913380;-0.135947;0.764767;-0.628820;
0.087250;-0.916768;-0.138474;0.765657;-0.627183;
0.087260;-0.920146;-0.141000;0.766540;-0.625540;
0.087270;-0.923516;-0.143524;0.767415;-0.623891;
0.087280;-0.926876;-0.146047;0.768283;-0.622236;
0.087290;-0.930227;-0.148568;0.769143;-0.620574;
0.087300;-0.933569;-0.151088;0.769995;-0.618907;
0.087310;-0.936901;-0.153606;0.770840;-0.617233;
0.087320;-0.940225;-0.156123;0.771677;-0.615553;
0.087330;-0.943539;-0.158639;0.772506;-0.613867;
0.087340;-0.946844;-0.161153;0.773328;-0.612175;
0.087350;-0.950139;-0.163665;0.774142;-0.610478;
0.087360;-0.953425;-0.166175;0.774949;-0.608774;
0.087370;-0.956702;-0.168684;0.775748;-0.607064;
0.087380;-0.959969;-0.171192;0.776539;-0.605347;
0.087390;-0.963227;-0.173697;0.777323;-0.603626;
0.087400;-0.966475;-0.176201;0.778099;-0.601898;
0.087410;-0.969714;-0.178703;0.778867;-0.600164;
0.087420;-0.972943;-0.181204;0.779628;-0.598424;
0.087430;-0.976163;-0.183702;0.780381;-0.596678;
0.087440;-0.979373;-0.186199;0.781126;-0.594927;
0.087450;-0.982573;-0.188694;0.781863;-0.593169;
0.087460;-0.985763;-0.191187;0.782593;-0.591406;
0.087470;-0.988944;-0.193678;0.783315;-0.589637;
0.087480;-0.992115;-0.196168;0.784029;-0.587862;
0.087490;-0.995277;-0.198655;0.784736;-0.586081;
0.087500;-0.998428;-0.201141;0.785435;-0.584294;
0.087510;-1.001570;-0.203624;0.786126;-0.582502;
0.087520;-1.004701;-0.206105;0.786809;-0.580704;
0.087530;-1.007823;-0.208585;0.787485;-0.578900;
0.087540;-1.010935;-0.211062;0.788153;-0.577091;
0.087550;-1.014037;-0.213537;0.788813;-0.575275;
0.087560;-1.017129;-0.216010;0.789465;-0.573454;
0.087570;-1.020210;-0.218481;0.790109;-0.571628;
0.087580;-1.023282;-0.220950;0.790746;-0.569796;
0.087590;-1.026344;-0.223417;0.791375;-0.567958;
0.087600;-1.029395;-0.225881;0.791996;-0.566114;
0.087610;-1.032437;-0.228344;0.792609;-0.564265;
0.087620;-1.035468;-0.230804;0.793214;-0.562411;
0.087630;-1.038489;-0.233261;0.793812;-0.560551;
0.087640;-1.041500;-0.235717;0.794402;-0.558685;
0.087650;-1.044500;-0.238170;0.794984;-0.556814;
0.087660;-1.047490;-0.240620;0.795558;-0.554937;
0.087670;-1.050470;-0.243069;0.796124;-0.553055;
0.087680;-1.053439;-0.245515;0.796682;-0.551167;
0.087690;-1.056398;-0.247958;0.797233;-0.549274;
0.087700;-1.059347;-0.250399;0.797775;-0.547376;
0.087710;-1.062285;-0.252838;0.798310;-0.545472;
0.087720;-1.065213;-0.255274;0.798837;-0.543563;
0.087730;-1.068130;-0.257707;0.799356;-0.541648;
0.087740;-1.071036;-0.260139;0.799867;-0.539728;
0.087750;-1.073932;-0.262567;0.800370;-0.537803;
0.087760;-1.076818;-0.264993;0.800865;-0.535872;
0.087770;-1.079693;-0.267416;0.801353;-0.533936;
0.087780;-1.082557;-0.269837;0.801832;-0.531995;
0.087790;-1.085410;-0.272255;0.802304;-0.530049;
0.087800;-1.088253;-0.274670;0.802767;-0.528097;
0.087810;-1.091085;-0.277083;0.803223;-0.526140;
0.087820;-1.093906;-0.279492;0.803671;-0.524178;
0.087830;-1.096717;-0.281899;0.804110;-0.522211;
0.087840;-1.099516;-0.284304;0.804542;-0.520239;
0.087850;-1.102305;-0.286705;0.804966;-0.518261;
0.087860;-1.105083;-0.289104;0.805382;-0.516279;
0.087870;-1.107850;-0.291500;0.805790;-0.514291;
0.087880;-1.110606;-0.293893;0.806191;-0.512298;
0.087890;-1.113351;-0.296283;0.806583;-0.510300;
0.087900;-1.116085;-0.298670;0.806967;-0.508297;
0.087910;-1.118808;-0.301054;0.807343;-0.506289;
0.087920;-1.121520;-0.303435;0.807711;-0.504276;
0.087930;-1.124221;-0.305813;0.808072;-0.502259;
0.087940;-1.126911;-0.308188;0.808424;-0.500236;
0.087950;-1.129590;-0.310560;0.808768;-0.498208;
0.087960;-1.132257;-0.312930;0.809105;-0.496175;
0.087970;-1.134914;-0.315296;0.809433;-0.494138;
0.087980;-1.137559;-0.317658;0.809754;-0.492095;
0.087990;-1.140193;-0.320018;0.810066;-0.490048;
0.088000;-1.142816;-0.322375;0.810370;-0.487996;
0.088010;-1.145427;-0.324728;0.810667;-0.485939;
0.088020;-1.148027;-0.327078;0.810955;-0.483877;
0.088030;-1.150616;-0.329425;0.811236;-0.481810;
0.088040;-1.153194;-0.331769;0.811508;-0.479739;
0.088050;-1.155760;-0.334109;0.811772;-0.477663;
0.088060;-1.158314;-0.336446;0.812029;-0.475582;
0.088070;-1.160858;-0.338780;0.812277;-0.473497;
0.088080;-1.163389;-0.341111;0.812517;-0.471407;
0.088090;-1.165910;-0.343438;0.812750;-0.469312;
0.088100;-1.168418;-0.345761;0.812974;-0.467213;
0.088110;-1.170916;-0.348082;0.813190;-0.465109;
0.088120;-1.173401;-0.350399;0.813399;-0.463000;
0.088130;-1.175876;-0.352712;0.813599;-0.460887;
0.088140;-1.178338;-0.355022;0.813791;-0.458769;
0.088150;-1.180789;-0.357328;0.813975;-0.456647;
0.088160;-1.183228;-0.359631;0.814151;-0.454520;
0.088170;-1.185656;-0.361931;0.814319;-0.452389;
0.088180;-1.188072;-0.364226;0.814479;-0.450253;
0.088190;-1.190476;-0.366518;0.814631;-0.448113;
0.088200;-1.192868;-0.368807;0.814775;-0.445968;
0.088210;-1.195249;-0.371092;0.814911;-0.443819;
0.088220;-1.197618;-0.373373;0.815039;-0.441666;
0.088230;-1.199975;-0.375651;0.815159;-0.439508;
0.088240;-1.202320;-0.377925;0.815271;-0.437346;
0.088250;-1.204653;-0.380195;0.815375;-0.435180;
0.088260;-1.206974;-0.382461;0.815470;-0.433009;
0.088270;-1.209284;-0.384724;0.815558;-0.430834;
0.088280;-1.211582;-0.386983;0.815638;-0.428655;
0.088290;-1.213867;-0.389238;0.815709;-0.426472;
0.088300;-1.216141;-0.391489;0.815773;-0.424284;
0.088310;-1.218402;-0.393736;0.815828;-0.422092;
0.088320;-1.220652;-0.395979;0.815876;-0.419896;
0.088330;-1.222889;-0.398219;0.815915;-0.417696;
0.088340;-1.225115;-0.400454;0.815946;-0.415492;
0.088350;-1.227328;-0.402686;0.815969;-0.413283;
0.088360;-1.229530;-0.404914;0.815985;-0.411071;
0.088370;-1.231719;-0.407137;0.815992;-0.408855;
0.088380;-1.233896;-0.409357;0.815991;-0.406634;
0.088390;-1.236060;-0.411572;0.815982;-0.404409;
0.088400;-1.238213;-0.413784;0.815965;-0.402181;
0.088410;-1.240353;-0.415991;0.815940;-0.399948;
0.088420;-1.242482;-0.418195;0.815907;-0.397712;
0.088430;-1.244597;-0.420394;0.815866;-0.395472;
0.088440;-1.246701;-0.422589;0.815816;-0.393227;
0.088450;-1.248792;-0.424780;0.815759;-0.390979;
0.088460;-1.250871;-0.426966;0.815694;-0.388727;
0.088470;-1.252938;-0.429149;0.815620;-0.386471;
0.088480;-1.254992;-0.431327;0.815539;-0.384212;
0.088490;-1.257034;-0.433501;0.815449;-0.381948;
0.088500;-1.259063;-0.435671;0.815352;-0.379681;
0.088510;-1.261080;-0.437836;0.815246;-0.377410;
0.088520;-1.263085;-0.439997;0.815133;-0.375135;
0.088530;-1.265077;-0.442154;0.815011;-0.372857;
0.088540;-1.267057;-0.444306;0.814881;-0.370575;
0.088550;-1.269024;-0.446454;0.814743;-0.368289;
0.088560;-1.270979;-0.448598;0.814598;-0.366000;
0.088570;-1.272921;-0.450737;0.814444;-0.363707;
0.088580;-1.274850;-0.452872;0.814282;-0.361410;
0.088590;-1.276767;-0.455002;0.814112;-0.359110;
0.088600;-1.278671;-0.457128;0.813934;-0.356806;
0.088610;-1.280563;-0.459249;0.813748;-0.354499;
0.088620;-1.282442;-0.461366;0.813554;-0.352188;
0.088630;-1.284308;-0.463478;0.813352;-0.349874;
0.088640;-1.286162;-0.465585;0.813142;-0.347557;
0.088650;-1.288003;-0.467688;0.812924;-0.345236;
0.088660;-1.289831;-0.469787;0.812698;-0.342911;
0.088670;-1.291647;-0.471880;0.812464;-0.340583;
0.088680;-1.293450;-0.473970;0.812222;-0.338252;
0.088690;-1.295240;-0.476054;0.811971;-0.335917;
0.088700;-1.297017;-0.478134;0.811713;-0.333580;
0.088710;-1.298782;-0.480209;0.811447;-0.331238;
0.088720;-1.300533;-0.482279;0.811173;-0.328894;
0.088730;-1.302272;-0.484344;0.810891;-0.326546;
0.088740;-1.303998;-0.486405;0.810600;-0.324195;
0.088750;-1.305711;-0.488461;0.810302;-0.321841;
0.088760;-1.307411;-0.490512;0.809996;-0.319484;
0.088770;-1.309099;-0.492558;0.809682;-0.317124;
0.088780;-1.310773;-0.494600;0.809360;-0.314760;
0.088790;-1.312435;-0.496636;0.809029;-0.312393;
0.088800;-1.314083;-0.498668;0.808691;-0.310024;
0.088810;-1.315719;-0.500694;0.808345;-0.307651;
0.088820;-1.317341;-0.502716;0.807991;-0.305275;
0.088830;-1.318951;-0.504733;0.807629;-0.302896;
0.088840;-1.320547;-0.506744;0.807259;-0.300514;
0.088850;-1.322131;-0.508751;0.806881;-0.298129;
0.088860;-1.323701;-0.510753;0.806495;-0.295742;
0.088870;-1.325259;-0.512750;0.806101;-0.293351;
0.088880;-1.326803;-0.514741;0.805699;-0.290957;
0.088890;-1.328334;-0.516728;0.805289;-0.288561;
0.088900;-1.329852;-0.518709;0.804871;-0.286162;
0.088910;-1.331357;-0.520686;0.804445;-0.283760;
0.088920;-1.332849;-0.522657;0.804012;-0.281355;
0.088930;-1.334328;-0.524623;0.803570;-0.278947;
0.088940;-1.335793;-0.526584;0.803120;-0.276536;
0.088950;-1.337246;-0.528540;0.802663;-0.274123;
0.088960;-1.338685;-0.530490;0.802197;-0.271707;
0.088970;-1.340111;-0.532435;0.801724;-0.269289;
0.088980;-1.341523;-0.534375;0.801243;-0.266868;
0.088990;-1.342923;-0.536310;0.800754;-0.264444;
0.089000;-1.344309;-0.538239;0.800257;-0.262017;
0.089010;-1.345682;-0.540163;0.799752;-0.259588;
0.089020;-1.347041;-0.542082;0.799239;-0.257157;
0.089030;-1.348388;-0.543996;0.798718;-0.254722;
0.089040;-1.349721;-0.545904;0.798189;-0.252286;
0.089050;-1.351041;-0.547806;0.797653;-0.249847;
0.089060;-1.352347;-0.549704;0.797109;-0.247405;
0.089070;-1.353640;-0.551595;0.796556;-0.244961;
0.089080;-1.354920;-0.553482;0.795996;-0.242514;
0.089090;-1.356186;-0.555363;0.795428;-0.240066;
0.089100;-1.357439;-0.557238;0.794852;-0.237614;
0.089110;-1.358678;-0.559108;0.794269;-0.235161;
0.089120;-1.359905;-0.560972;0.793677;-0.232705;
0.089130;-1.361117;-0.562831;0.793078;-0.230247;
