time;CAPBUS_cap_p_v_0_;MACHINE_machine_terminal_i_0_;MACHINE_machine_terminal_i_1_;MACHINE_machine_terminal_i_2_;MACHINE_machine_omegaPu;MACHINE_machine_theta;MACHINE_machine_cePu;MACHINE_machine_UStatorPu;MACHINE_machine_ifPu;
0.003760;0.637662;-0.421643;-0.547055;0.968698;0.999992;1.987214;0.634198;0.871286;0.922530;
0.003780;0.632352;-0.416916;-0.553288;0.970204;0.999992;1.993497;0.635495;0.874386;0.923017;
0.003800;0.627191;-0.412125;-0.559411;0.971536;0.999992;1.999780;0.636700;0.877755;0.923477;
0.003820;0.622165;-0.407269;-0.565415;0.972684;0.999992;2.006063;0.637807;0.881371;0.923908;
0.003840;0.617261;-0.402346;-0.571293;0.973640;0.999992;2.012346;0.638809;0.885209;0.924308;
0.003860;0.612462;-0.397355;-0.577039;0.974394;0.999992;2.018630;0.639701;0.889247;0.924673;
0.003880;0.607752;-0.392293;-0.582648;0.974941;0.999992;2.024913;0.640478;0.893458;0.925003;
0.003900;0.603113;-0.387159;-0.588115;0.975274;0.999992;2.031196;0.641136;0.897816;0.925293;
0.003920;0.598526;-0.381953;-0.593436;0.975389;0.999991;2.037479;0.641673;0.902293;0.925543;
0.003940;0.593971;-0.376672;-0.598609;0.975282;0.999991;2.043762;0.642085;0.906863;0.925751;
0.003960;0.589427;-0.371317;-0.603632;0.974950;0.999991;2.050045;0.642371;0.911496;0.925914;
0.003980;0.584876;-0.365887;-0.608504;0.974392;0.999991;2.056328;0.642530;0.916164;0.926033;
0.004000;0.580296;-0.360381;-0.613226;0.973607;0.999991;2.062611;0.642563;0.920839;0.926105;
0.004020;0.575668;-0.354800;-0.617797;0.972597;0.999991;2.068895;0.642470;0.925492;0.926130;
0.004040;0.570974;-0.349142;-0.622221;0.971363;0.999991;2.075178;0.642252;0.930096;0.926108;
0.004060;0.566195;-0.343409;-0.626500;0.969909;0.999991;2.081461;0.641913;0.934622;0.926037;
0.004080;0.561315;-0.337600;-0.630637;0.968237;0.999991;2.087744;0.641455;0.939044;0.925919;
0.004100;0.556318;-0.331717;-0.634636;0.966354;0.999990;2.094027;0.640883;0.943336;0.925753;
0.004120;0.551190;-0.325761;-0.638504;0.964264;0.999990;2.100310;0.640200;0.947472;0.925540;
