time;GEN_generator_theta;GEN_generator_omegaPu;GEN_generator_eqPPu;GEN_generator_edPPu;GEN_generator_psi2q;GEN_generator_PGenPu;GEN_generator_QGenPu;GEN_generator_UPu;
0.000000;0.970686;1.000000;0.804649;0.564688;-0.705860;0.665556;0.033305;1.000000;
0.000001;0.970686;1.000000;0.804649;0.564688;-0.705860;0.665556;0.033305;1.000000;
0.000002;0.970686;1.000000;0.804649;0.564688;-0.705860;0.665556;0.033305;1.000000;
0.000004;0.970686;1.000000;0.804649;0.564688;-0.705860;0.665556;0.033305;1.000000;
0.000008;0.970686;1.000000;0.804649;0.564688;-0.705860;0.665556;0.033305;1.000000;
0.000016;0.970686;1.000000;0.804649;0.564688;-0.705860;0.665556;0.033305;1.000000;
0.000032;0.970686;1.000000;0.804649;0.564688;-0.705860;0.665556;0.033305;1.000000;
0.000064;0.970686;1.000000;0.804649;0.564688;-0.705860;0.665556;0.033305;1.000000;
0.000128;0.970686;1.000000;0.804649;0.564688;-0.705860;0.665556;0.033305;1.000000;
0.000256;0.970686;1.000000;0.804649;0.564688;-0.705860;0.665556;0.033305;1.000000;
0.000512;0.970686;1.000000;0.804649;0.564688;-0.705860;0.665556;0.033305;1.000000;
0.001024;0.970686;1.000000;0.804649;0.564688;-0.705860;0.665556;0.033305;1.000000;
0.002048;0.970686;1.000000;0.804649;0.564688;-0.705860;0.665556;0.033305;1.000000;
0.004096;0.970686;1.000000;0.804649;0.564688;-0.705860;0.665556;0.033305;1.000000;
0.008192;0.970686;1.000000;0.804649;0.564688;-0.705860;0.665556;0.033305;1.000000;
0.016384;0.970686;1.000000;0.804649;0.564688;-0.705860;0.665556;0.033305;1.000000;
0.032768;0.970686;1.000000;0.804649;0.564688;-0.705860;0.665556;0.033305;1.000000;
0.065536;0.970686;1.000000;0.804649;0.564688;-0.705860;0.665556;0.033305;1.000000;
0.131072;0.970686;1.000000;0.804649;0.564688;-0.705860;0.665556;0.033305;1.000000;
0.262144;0.970686;1.000000;0.804649;0.564688;-0.705860;0.665556;0.033305;1.000000;
0.524288;0.970686;1.000000;0.804649;0.564688;-0.705860;0.665556;0.033305;1.000000;
1.000000;0.970686;1.000000;0.804649;0.564688;-0.705860;0.665556;0.033305;1.000000;
1.000000;0.970686;1.000000;0.804649;0.564688;-0.705860;0.000000;0.000000;0.000000;
1.000001;0.970686;1.000000;0.804649;0.564676;-0.705848;0.000000;0.000000;0.000000;
1.000002;0.970686;1.000000;0.804649;0.564663;-0.705836;0.000000;0.000000;0.000000;
1.000004;0.970686;1.000000;0.804648;0.564638;-0.705812;0.000000;0.000000;0.000000;
1.000008;0.970686;1.000001;0.804647;0.564589;-0.705764;0.000000;0.000000;0.000000;
1.000016;0.970686;1.000001;0.804644;0.564490;-0.705668;0.000000;0.000000;0.000000;
1.000032;0.970686;1.000003;0.804638;0.564292;-0.705475;0.000000;0.000000;0.000000;
1.000064;0.970686;1.000005;0.804628;0.563897;-0.705091;0.000000;0.000000;0.000000;
1.000128;0.970686;1.000011;0.804606;0.563107;-0.704322;0.000000;0.000000;0.000000;
1.000256;0.970687;1.000021;0.804563;0.561529;-0.702788;0.000000;0.000000;0.000000;
1.000512;0.970689;1.000043;0.804476;0.558383;-0.699728;0.000000;0.000000;0.000000;
1.001024;0.970699;1.000085;0.804301;0.552134;-0.693644;0.000000;0.000000;0.000000;
1.002048;0.970740;1.000170;0.803949;0.539798;-0.681622;0.000000;0.000000;0.000000;
1.003072;0.970809;1.000256;0.803592;0.527679;-0.669791;0.000000;0.000000;0.000000;
1.004096;0.970905;1.000341;0.803230;0.515772;-0.658148;0.000000;0.000000;0.000000;
1.005120;0.971028;1.000426;0.802864;0.504075;-0.646691;0.000000;0.000000;0.000000;
1.006144;0.971179;1.000511;0.802493;0.492584;-0.635416;0.000000;0.000000;0.000000;
1.007168;0.971357;1.000596;0.802119;0.481296;-0.624320;0.000000;0.000000;0.000000;
1.008192;0.971562;1.000681;0.801740;0.470207;-0.613402;0.000000;0.000000;0.000000;
1.009216;0.971795;1.000766;0.801358;0.459314;-0.602658;0.000000;0.000000;0.000000;
1.010240;0.972055;1.000851;0.800972;0.448615;-0.592086;0.000000;0.000000;0.000000;
1.011264;0.972343;1.000936;0.800582;0.438106;-0.581683;0.000000;0.000000;0.000000;
1.012288;0.972658;1.001022;0.800189;0.427784;-0.571447;0.000000;0.000000;0.000000;
1.013312;0.973000;1.001107;0.799792;0.417647;-0.561375;0.000000;0.000000;0.000000;
1.014336;0.973370;1.001192;0.799392;0.407690;-0.551464;0.000000;0.000000;0.000000;
1.015360;0.973767;1.001277;0.798989;0.397912;-0.541713;0.000000;0.000000;0.000000;
1.016384;0.974191;1.001362;0.798583;0.388309;-0.532118;0.000000;0.000000;0.000000;
1.017408;0.974643;1.001447;0.798174;0.378879;-0.522677;0.000000;0.000000;0.000000;
1.018432;0.975122;1.001532;0.797762;0.369619;-0.513388;0.000000;0.000000;0.000000;
1.019456;0.975628;1.001617;0.797347;0.360526;-0.504249;0.000000;0.000000;0.000000;
1.020480;0.976162;1.001702;0.796930;0.351597;-0.495258;0.000000;0.000000;0.000000;
1.021504;0.976723;1.001787;0.796510;0.342830;-0.486411;0.000000;0.000000;0.000000;
1.022528;0.977312;1.001872;0.796088;0.334223;-0.477708;0.000000;0.000000;0.000000;
1.023552;0.977927;1.001957;0.795663;0.325771;-0.469145;0.000000;0.000000;0.000000;
1.024576;0.978570;1.002041;0.795236;0.317474;-0.460720;0.000000;0.000000;0.000000;
1.025600;0.979241;1.002126;0.794806;0.309329;-0.452432;0.000000;0.000000;0.000000;
1.026624;0.979939;1.002211;0.794374;0.301333;-0.444279;0.000000;0.000000;0.000000;
1.027648;0.980664;1.002296;0.793941;0.293483;-0.436258;0.000000;0.000000;0.000000;
1.028672;0.981416;1.002381;0.793505;0.285778;-0.428367;0.000000;0.000000;0.000000;
1.029696;0.982196;1.002466;0.793067;0.278214;-0.420604;0.000000;0.000000;0.000000;
1.030720;0.983003;1.002551;0.792628;0.270791;-0.412968;0.000000;0.000000;0.000000;
1.031744;0.983837;1.002636;0.792186;0.263505;-0.405456;0.000000;0.000000;0.000000;
1.032768;0.984698;1.002721;0.791743;0.256353;-0.398066;0.000000;0.000000;0.000000;
1.033792;0.985587;1.002805;0.791298;0.249335;-0.390797;0.000000;0.000000;0.000000;
1.034816;0.986503;1.002890;0.790852;0.242448;-0.383647;0.000000;0.000000;0.000000;
1.035840;0.987447;1.002975;0.790403;0.235690;-0.376614;0.000000;0.000000;0.000000;
1.036864;0.988417;1.003060;0.789954;0.229058;-0.369696;0.000000;0.000000;0.000000;
1.037888;0.989415;1.003145;0.789503;0.222550;-0.362891;0.000000;0.000000;0.000000;
1.038912;0.990441;1.003229;0.789050;0.216165;-0.356198;0.000000;0.000000;0.000000;
1.039936;0.991493;1.003314;0.788597;0.209900;-0.349614;0.000000;0.000000;0.000000;
1.040960;0.992573;1.003399;0.788142;0.203754;-0.343139;0.000000;0.000000;0.000000;
1.041984;0.993680;1.003484;0.787685;0.197725;-0.336771;0.000000;0.000000;0.000000;
1.043008;0.994814;1.003568;0.787228;0.191810;-0.330507;0.000000;0.000000;0.000000;
1.044032;0.995976;1.003653;0.786769;0.186007;-0.324347;0.000000;0.000000;0.000000;
1.045056;0.997165;1.003738;0.786310;0.180316;-0.318288;0.000000;0.000000;0.000000;
1.046080;0.998381;1.003823;0.785849;0.174733;-0.312329;0.000000;0.000000;0.000000;
1.047104;0.999624;1.003907;0.785387;0.169258;-0.306469;0.000000;0.000000;0.000000;
1.048128;1.000895;1.003992;0.784924;0.163888;-0.300706;0.000000;0.000000;0.000000;
1.049152;1.002193;1.004077;0.784461;0.158622;-0.295038;0.000000;0.000000;0.000000;
1.050176;1.003518;1.004161;0.783996;0.153458;-0.289465;0.000000;0.000000;0.000000;
1.051200;1.004870;1.004246;0.783531;0.148394;-0.283984;0.000000;0.000000;0.000000;
1.052224;1.006250;1.004331;0.783065;0.143429;-0.278594;0.000000;0.000000;0.000000;
1.053248;1.007656;1.004415;0.782598;0.138561;-0.273294;0.000000;0.000000;0.000000;
1.054272;1.009090;1.004500;0.782130;0.133788;-0.268082;0.000000;0.000000;0.000000;
1.055296;1.010552;1.004584;0.781662;0.129109;-0.262957;0.000000;0.000000;0.000000;
1.056320;1.012040;1.004669;0.781193;0.124522;-0.257918;0.000000;0.000000;0.000000;
1.057344;1.013556;1.004754;0.780723;0.120026;-0.252963;0.000000;0.000000;0.000000;
1.058368;1.015098;1.004838;0.780253;0.115619;-0.248091;0.000000;0.000000;0.000000;
1.059392;1.016669;1.004923;0.779782;0.111300;-0.243301;0.000000;0.000000;0.000000;
1.060416;1.018266;1.005007;0.779310;0.107066;-0.238591;0.000000;0.000000;0.000000;
1.061440;1.019890;1.005092;0.778838;0.102918;-0.233960;0.000000;0.000000;0.000000;
1.062464;1.021542;1.005176;0.778366;0.098853;-0.229407;0.000000;0.000000;0.000000;
1.063488;1.023221;1.005261;0.777893;0.094869;-0.224931;0.000000;0.000000;0.000000;
1.064512;1.024927;1.005345;0.777420;0.090967;-0.220531;0.000000;0.000000;0.000000;
1.065536;1.026660;1.005430;0.776946;0.087143;-0.216204;0.000000;0.000000;0.000000;
1.066560;1.028420;1.005514;0.776472;0.083397;-0.211951;0.000000;0.000000;0.000000;
1.067584;1.030208;1.005599;0.775998;0.079728;-0.207770;0.000000;0.000000;0.000000;
1.068608;1.032023;1.005683;0.775523;0.076134;-0.203660;0.000000;0.000000;0.000000;
1.069632;1.033865;1.005768;0.775048;0.072614;-0.199619;0.000000;0.000000;0.000000;
1.070000;1.034533;1.005798;0.774877;0.071367;-0.198184;0.000000;0.000000;0.000000;
1.070000;1.034533;1.005798;0.774877;0.071367;-0.198184;1.135157;-0.961866;0.795435;
1.070001;1.034535;1.005798;0.774877;0.071373;-0.198189;1.135159;-0.961858;0.795437;
1.070002;1.034537;1.005798;0.774877;0.071379;-0.198195;1.135162;-0.961849;0.795439;
1.070004;1.034540;1.005798;0.774876;0.071391;-0.198205;1.135166;-0.961831;0.795444;
1.070008;1.034548;1.005798;0.774876;0.071415;-0.198226;1.135175;-0.961795;0.795453;
1.070016;1.034562;1.005797;0.774874;0.071463;-0.198268;1.135192;-0.961724;0.795470;
1.070032;1.034591;1.005796;0.774871;0.071559;-0.198352;1.135227;-0.961581;0.795506;
1.070064;1.034650;1.005794;0.774866;0.071751;-0.198519;1.135298;-0.961296;0.795577;
1.070128;1.034766;1.005791;0.774854;0.072135;-0.198854;1.135438;-0.960726;0.795720;
1.070256;1.034999;1.005783;0.774831;0.072903;-0.199523;1.135716;-0.959586;0.796005;
1.070512;1.035463;1.005768;0.774785;0.074436;-0.200860;1.136268;-0.957310;0.796573;
1.071024;1.036389;1.005738;0.774695;0.077493;-0.203527;1.137350;-0.952773;0.797703;
1.072048;1.038225;1.005678;0.774516;0.083569;-0.208834;1.139428;-0.943756;0.799941;
1.073072;1.040042;1.005617;0.774341;0.089595;-0.214105;1.141395;-0.934816;0.802148;
1.074096;1.041839;1.005556;0.774171;0.095571;-0.219341;1.143251;-0.925951;0.804325;
1.075120;1.043616;1.005495;0.774003;0.101499;-0.224541;1.145000;-0.917161;0.806472;
1.076144;1.045374;1.005433;0.773840;0.107377;-0.229707;1.146645;-0.908445;0.808591;
1.077168;1.047112;1.005372;0.773680;0.113206;-0.234837;1.148189;-0.899803;0.810682;
1.078192;1.048830;1.005310;0.773523;0.118986;-0.239932;1.149633;-0.891234;0.812746;
1.079216;1.050529;1.005248;0.773369;0.124718;-0.244992;1.150981;-0.882737;0.814782;
1.080240;1.052207;1.005186;0.773219;0.130402;-0.250017;1.152234;-0.874311;0.816793;
1.081264;1.053865;1.005124;0.773072;0.136038;-0.255007;1.153395;-0.865956;0.818778;
1.082288;1.055504;1.005061;0.772928;0.141627;-0.259963;1.154467;-0.857671;0.820737;
1.083312;1.057122;1.004999;0.772786;0.147168;-0.264884;1.155452;-0.849455;0.822673;
1.084336;1.058720;1.004936;0.772647;0.152662;-0.269771;1.156351;-0.841307;0.824584;
1.085360;1.060298;1.004873;0.772512;0.158109;-0.274623;1.157167;-0.833227;0.826471;
1.086384;1.061855;1.004811;0.772378;0.163510;-0.279441;1.157901;-0.825213;0.828336;
1.087408;1.063393;1.004748;0.772248;0.168864;-0.284225;1.158557;-0.817265;0.830177;
1.088432;1.064910;1.004685;0.772119;0.174172;-0.288975;1.159136;-0.809383;0.831997;
1.089456;1.066407;1.004621;0.771994;0.179434;-0.293691;1.159639;-0.801564;0.833795;
1.090480;1.067883;1.004558;0.771870;0.184651;-0.298373;1.160068;-0.793810;0.835572;
1.091504;1.069340;1.004495;0.771749;0.189822;-0.303021;1.160426;-0.786118;0.837328;
1.092528;1.070775;1.004432;0.771630;0.194949;-0.307636;1.160714;-0.778488;0.839064;
1.093552;1.072191;1.004368;0.771513;0.200030;-0.312217;1.160933;-0.770920;0.840780;
1.094576;1.073586;1.004305;0.771398;0.205066;-0.316765;1.161085;-0.763412;0.842476;
1.095600;1.074961;1.004242;0.771285;0.210059;-0.321280;1.161173;-0.755964;0.844152;
1.096624;1.076315;1.004178;0.771174;0.215007;-0.325762;1.161196;-0.748576;0.845810;
1.097648;1.077649;1.004115;0.771065;0.219911;-0.330210;1.161158;-0.741245;0.847450;
1.098672;1.078963;1.004052;0.770958;0.224772;-0.334626;1.161058;-0.733973;0.849071;
1.099696;1.080256;1.003988;0.770853;0.229589;-0.339009;1.160900;-0.726758;0.850675;
1.100720;1.081529;1.003925;0.770749;0.234363;-0.343359;1.160683;-0.719599;0.852261;
1.101744;1.082781;1.003862;0.770647;0.239095;-0.347676;1.160409;-0.712495;0.853830;
1.102768;1.084014;1.003799;0.770546;0.243783;-0.351962;1.160080;-0.705447;0.855382;
1.103792;1.085225;1.003735;0.770447;0.248430;-0.356214;1.159697;-0.698454;0.856917;
1.104816;1.086417;1.003672;0.770350;0.253034;-0.360435;1.159261;-0.691514;0.858436;
1.105840;1.087588;1.003609;0.770254;0.257596;-0.364624;1.158773;-0.684627;0.859939;
1.106864;1.088739;1.003546;0.770159;0.262116;-0.368780;1.158234;-0.677794;0.861427;
1.107888;1.089870;1.003483;0.770066;0.266595;-0.372905;1.157646;-0.671012;0.862899;
1.108912;1.090980;1.003420;0.769975;0.271033;-0.376998;1.157009;-0.664281;0.864356;
1.109936;1.092070;1.003357;0.769884;0.275430;-0.381060;1.156324;-0.657602;0.865798;
1.111984;1.094190;1.003232;0.769707;0.284102;-0.389089;1.154820;-0.644391;0.868638;
1.113827;1.096029;1.003120;0.769551;0.291770;-0.396208;1.153312;-0.632670;0.871146;
1.115670;1.097803;1.003008;0.769399;0.299309;-0.403227;1.151667;-0.621105;0.873609;
1.117513;1.099513;1.002896;0.769250;0.306720;-0.410146;1.149886;-0.609695;0.876029;
1.119357;1.101157;1.002785;0.769105;0.314005;-0.416966;1.147976;-0.598435;0.878406;
1.121200;1.102738;1.002674;0.768962;0.321165;-0.423688;1.145941;-0.587324;0.880743;
1.123043;1.104254;1.002564;0.768823;0.328202;-0.430313;1.143785;-0.576359;0.883039;
1.124886;1.105707;1.002454;0.768686;0.335117;-0.436841;1.141511;-0.565538;0.885296;
1.126729;1.107096;1.002344;0.768552;0.341911;-0.443273;1.139125;-0.554859;0.887515;
1.128573;1.108423;1.002236;0.768420;0.348586;-0.449610;1.136629;-0.544318;0.889697;
1.130416;1.109686;1.002128;0.768291;0.355143;-0.455853;1.134027;-0.533915;0.891842;
1.132259;1.110887;1.002020;0.768164;0.361583;-0.462001;1.131322;-0.523647;0.893952;
1.134102;1.112026;1.001913;0.768039;0.367908;-0.468058;1.128517;-0.513512;0.896028;
1.135945;1.113103;1.001807;0.767916;0.374119;-0.474021;1.125615;-0.503509;0.898069;
1.137789;1.114119;1.001701;0.767794;0.380218;-0.479894;1.122619;-0.493635;0.900078;
1.139632;1.115073;1.001596;0.767675;0.386205;-0.485676;1.119532;-0.483889;0.902054;
1.141475;1.115968;1.001492;0.767557;0.392082;-0.491368;1.116356;-0.474270;0.903999;
1.143318;1.116802;1.001389;0.767441;0.397850;-0.496972;1.113093;-0.464776;0.905912;
1.145161;1.117576;1.001286;0.767326;0.403511;-0.502487;1.109746;-0.455405;0.907795;
1.147005;1.118292;1.001184;0.767213;0.409066;-0.507914;1.106317;-0.446156;0.909648;
1.148848;1.118948;1.001083;0.767102;0.414516;-0.513255;1.102807;-0.437029;0.911472;
1.150691;1.119546;1.000983;0.766991;0.419862;-0.518510;1.099220;-0.428020;0.913267;
1.152534;1.120087;1.000883;0.766883;0.425106;-0.523679;1.095556;-0.419131;0.915034;
1.154377;1.120570;1.000785;0.766775;0.430248;-0.528765;1.091818;-0.410358;0.916773;
1.156221;1.120996;1.000687;0.766668;0.435291;-0.533766;1.088008;-0.401701;0.918485;
1.158064;1.121366;1.000590;0.766563;0.440235;-0.538685;1.084126;-0.393160;0.920170;
1.159907;1.121680;1.000494;0.766459;0.445081;-0.543522;1.080175;-0.384732;0.921828;
1.161750;1.121938;1.000399;0.766356;0.449831;-0.548277;1.076157;-0.376418;0.923461;
1.163593;1.122142;1.000305;0.766254;0.454486;-0.552952;1.072072;-0.368216;0.925068;
1.165437;1.122292;1.000212;0.766153;0.459047;-0.557547;1.067923;-0.360125;0.926650;
1.167280;1.122388;1.000119;0.766053;0.463515;-0.562063;1.063710;-0.352144;0.928208;
1.169123;1.122431;1.000028;0.765954;0.467892;-0.566501;1.059435;-0.344273;0.929741;
1.170966;1.122421;0.999938;0.765857;0.472178;-0.570861;1.055100;-0.336510;0.931250;
1.172809;1.122360;0.999849;0.765760;0.476375;-0.575144;1.050705;-0.328855;0.932735;
1.174653;1.122247;0.999760;0.765664;0.480484;-0.579352;1.046253;-0.321308;0.934197;
1.176496;1.122083;0.999673;0.765569;0.484505;-0.583484;1.041744;-0.313866;0.935636;
1.178339;1.121869;0.999587;0.765475;0.488441;-0.587541;1.037179;-0.306530;0.937053;
1.180182;1.121605;0.999502;0.765382;0.492292;-0.591525;1.032560;-0.299300;0.938447;
1.182025;1.121293;0.999418;0.765290;0.496059;-0.595436;1.027889;-0.292173;0.939819;
1.183869;1.120932;0.999335;0.765199;0.499744;-0.599274;1.023166;-0.285150;0.941169;
1.185712;1.120524;0.999253;0.765108;0.503347;-0.603041;1.018392;-0.278229;0.942497;
1.187555;1.120068;0.999172;0.765019;0.506869;-0.606737;1.013569;-0.271411;0.943804;
1.189398;1.119566;0.999093;0.764931;0.510312;-0.610362;1.008699;-0.264694;0.945091;
1.191241;1.119018;0.999014;0.764843;0.513677;-0.613918;1.003781;-0.258078;0.946356;
1.193085;1.118425;0.998937;0.764757;0.516964;-0.617406;0.998818;-0.251562;0.947601;
1.194928;1.117788;0.998861;0.764671;0.520175;-0.620825;0.993810;-0.245146;0.948826;
1.198614;1.116383;0.998712;0.764503;0.526373;-0.627464;0.983669;-0.232608;0.951215;
1.201932;1.114974;0.998582;0.764355;0.531700;-0.633213;0.974402;-0.221657;0.953299;
1.205250;1.113431;0.998456;0.764210;0.536795;-0.638753;0.965011;-0.211020;0.955321;
1.208567;1.111759;0.998334;0.764069;0.541664;-0.644088;0.955501;-0.200692;0.957281;
1.211885;1.109962;0.998215;0.763930;0.546312;-0.649221;0.945882;-0.190671;0.959182;
1.215203;1.108044;0.998101;0.763796;0.550745;-0.654157;0.936159;-0.180953;0.961023;
1.218521;1.106009;0.997991;0.763664;0.554968;-0.658898;0.926341;-0.171534;0.962807;
1.221839;1.103861;0.997885;0.763537;0.558986;-0.663450;0.916435;-0.162411;0.964535;
1.225156;1.101605;0.997783;0.763413;0.562805;-0.667816;0.906449;-0.153580;0.966206;
1.228474;1.099245;0.997686;0.763292;0.566428;-0.672000;0.896392;-0.145039;0.967823;
1.231792;1.096785;0.997592;0.763176;0.569862;-0.676005;0.886271;-0.136782;0.969387;
1.235110;1.094230;0.997503;0.763064;0.573112;-0.679836;0.876094;-0.128807;0.970897;
1.238427;1.091585;0.997418;0.762955;0.576181;-0.683495;0.865870;-0.121110;0.972356;
1.241745;1.088852;0.997337;0.762851;0.579075;-0.686986;0.855607;-0.113688;0.973764;
1.245063;1.086038;0.997260;0.762751;0.581798;-0.690313;0.845315;-0.106535;0.975122;
1.248381;1.083146;0.997188;0.762655;0.584355;-0.693480;0.835001;-0.099650;0.976431;
1.251698;1.080182;0.997120;0.762563;0.586750;-0.696490;0.824674;-0.093027;0.977691;
1.255016;1.077148;0.997057;0.762476;0.588988;-0.699346;0.814343;-0.086663;0.978904;
1.258334;1.074051;0.996997;0.762394;0.591073;-0.702052;0.804017;-0.080554;0.980071;
1.261652;1.070894;0.996942;0.762316;0.593010;-0.704611;0.793705;-0.074696;0.981192;
1.264969;1.067682;0.996891;0.762243;0.594802;-0.707027;0.783416;-0.069085;0.982268;
1.268287;1.064419;0.996845;0.762174;0.596453;-0.709303;0.773158;-0.063717;0.983300;
1.271605;1.061110;0.996803;0.762110;0.597969;-0.711442;0.762941;-0.058587;0.984290;
1.274923;1.057759;0.996765;0.762051;0.599352;-0.713448;0.752774;-0.053692;0.985236;
1.278240;1.054371;0.996731;0.761997;0.600606;-0.715323;0.742665;-0.049026;0.986142;
1.281558;1.050949;0.996702;0.761948;0.601736;-0.717071;0.732623;-0.044587;0.987006;
1.284876;1.047500;0.996676;0.761904;0.602745;-0.718696;0.722658;-0.040369;0.987831;
1.288194;1.044025;0.996655;0.761865;0.603638;-0.720200;0.712776;-0.036367;0.988617;
1.291511;1.040531;0.996638;0.761831;0.604417;-0.721587;0.702988;-0.032579;0.989365;
1.294829;1.037021;0.996625;0.761801;0.605087;-0.722860;0.693302;-0.028998;0.990075;
1.298147;1.033500;0.996615;0.761777;0.605651;-0.724021;0.683726;-0.025620;0.990749;
1.301465;1.029971;0.996610;0.761758;0.606113;-0.725074;0.674267;-0.022442;0.991387;
1.304783;1.026438;0.996609;0.761744;0.606475;-0.726023;0.664935;-0.019457;0.991990;
1.308100;1.022907;0.996612;0.761736;0.606743;-0.726869;0.655737;-0.016662;0.992560;
1.311418;1.019380;0.996618;0.761732;0.606919;-0.727617;0.646680;-0.014052;0.993096;
1.314736;1.015861;0.996628;0.761733;0.607006;-0.728269;0.637771;-0.011621;0.993600;
1.318054;1.012355;0.996642;0.761740;0.607009;-0.728828;0.629019;-0.009366;0.994072;
1.321371;1.008866;0.996660;0.761751;0.606929;-0.729297;0.620430;-0.007282;0.994514;
1.324689;1.005396;0.996681;0.761767;0.606771;-0.729679;0.612010;-0.005363;0.994926;
1.328007;1.001950;0.996705;0.761789;0.606538;-0.729978;0.603767;-0.003604;0.995308;
1.331325;0.998531;0.996733;0.761815;0.606234;-0.730196;0.595705;-0.002002;0.995663;
1.334642;0.995143;0.996764;0.761846;0.605860;-0.730335;0.587832;-0.000551;0.995990;
1.337960;0.991789;0.996798;0.761883;0.605420;-0.730400;0.580152;0.000753;0.996291;
1.341278;0.988473;0.996836;0.761923;0.604918;-0.730392;0.572672;0.001916;0.996567;
1.344596;0.985197;0.996876;0.761969;0.604357;-0.730315;0.565395;0.002943;0.996817;
1.347913;0.981965;0.996920;0.762020;0.603739;-0.730172;0.558327;0.003838;0.997043;
1.351231;0.978779;0.996966;0.762075;0.603068;-0.729965;0.551473;0.004605;0.997246;
1.354549;0.975644;0.997015;0.762134;0.602346;-0.729697;0.544836;0.005251;0.997427;
1.357867;0.972561;0.997067;0.762199;0.601576;-0.729372;0.538419;0.005779;0.997586;
1.361184;0.969534;0.997122;0.762267;0.600762;-0.728991;0.532228;0.006194;0.997725;
1.364502;0.966564;0.997179;0.762340;0.599906;-0.728557;0.526264;0.006502;0.997843;
1.367820;0.963656;0.997238;0.762418;0.599011;-0.728074;0.520530;0.006706;0.997943;
1.371138;0.960811;0.997300;0.762499;0.598079;-0.727544;0.515030;0.006812;0.998023;
1.374455;0.958031;0.997364;0.762585;0.597114;-0.726970;0.509765;0.006823;0.998086;
1.377773;0.955319;0.997430;0.762674;0.596118;-0.726353;0.504737;0.006745;0.998133;
1.381091;0.952677;0.997499;0.762768;0.595094;-0.725698;0.499948;0.006582;0.998163;
1.384409;0.950107;0.997569;0.762865;0.594044;-0.725006;0.495398;0.006339;0.998178;
