time;SM_generator_omegaPu;SM_generator_PGenPu;SM_generator_UPu;SM_generator_efdPu;SM_pss_UPssPu;
0.813612;0.994289;24.453422;0.948387;-6.400000;-0.100000;
0.817708;0.994173;24.229038;0.948394;-6.400000;-0.100000;
0.821804;0.994062;23.997644;0.948360;-6.400000;-0.100000;
0.825900;0.993958;23.759884;0.948292;-6.400000;-0.100000;
0.829996;0.993860;23.516346;0.948195;-6.400000;-0.100000;
0.834092;0.993769;23.267558;0.948071;-6.400000;-0.100000;
0.838188;0.993685;23.014006;0.947924;-6.400000;-0.100000;
0.842284;0.993607;22.756134;0.947755;-6.400000;-0.100000;
0.846380;0.993536;22.494358;0.947566;-6.400000;-0.100000;
0.850476;0.993472;22.229063;0.947357;-6.400000;-0.100000;
0.854572;0.993416;21.960615;0.947129;-6.400000;-0.100000;
0.858668;0.993366;21.689363;0.946882;-6.400000;-0.100000;
0.862764;0.993324;21.415640;0.946615;-6.400000;-0.100000;
0.866860;0.993290;21.139768;0.946329;-6.400000;-0.100000;
0.870956;0.993262;20.862062;0.946021;-6.400000;-0.100000;
0.875052;0.993242;20.582829;0.945691;-6.400000;-0.100000;
0.879148;0.993230;20.302370;0.945338;-6.400000;-0.100000;
0.883244;0.993225;20.020982;0.944961;-6.400000;-0.100000;
0.887340;0.993228;19.738959;0.944559;-6.400000;-0.100000;
0.891436;0.993238;19.456593;0.944131;-6.400000;-0.100000;
0.895532;0.993256;19.174173;0.943675;-6.400000;-0.100000;
0.899628;0.993281;18.891986;0.943191;-6.400000;-0.100000;
0.903724;0.993314;18.610316;0.942677;-6.400000;-0.100000;
0.905095;0.993326;18.516195;0.942498;-6.400000;-0.100000;
0.905095;0.993326;18.516227;0.942500;-6.400001;-0.100000;
0.905096;0.993326;18.516158;0.942499;-6.399980;-0.100000;
0.905097;0.993326;18.516089;0.942499;-6.399959;-0.100000;
0.905099;0.993326;18.515952;0.942499;-6.399916;-0.100000;
0.905103;0.993326;18.515678;0.942499;-6.399830;-0.100000;
0.905111;0.993326;18.515129;0.942498;-6.399659;-0.100000;
0.905127;0.993327;18.514031;0.942495;-6.399317;-0.100000;
0.905159;0.993327;18.511835;0.942491;-6.398632;-0.100000;
0.905223;0.993327;18.507443;0.942483;-6.397261;-0.100000;
0.905351;0.993329;18.498661;0.942466;-6.394515;-0.100000;
0.905607;0.993331;18.481101;0.942432;-6.389008;-0.100000;
0.906119;0.993336;18.446000;0.942364;-6.377929;-0.100000;
0.907143;0.993347;18.375878;0.942228;-6.355520;-0.100000;
0.909191;0.993369;18.235972;0.941951;-6.309719;-0.100000;
0.913287;0.993419;17.957703;0.941383;-6.214359;-0.100000;
0.921479;0.993542;17.408774;0.940193;-6.009759;-0.100000;
0.929671;0.993693;16.871906;0.938934;-5.787970;-0.100000;
0.937863;0.993873;16.349603;0.937612;-5.550666;-0.100000;
0.946055;0.994080;15.844287;0.936235;-5.299422;-0.100000;
0.954247;0.994313;15.358226;0.934809;-5.035735;-0.100000;
0.962439;0.994572;14.893520;0.933342;-4.761084;-0.100000;
0.970631;0.994854;14.452087;0.931841;-4.476969;-0.100000;
0.978823;0.995159;14.035659;0.930316;-4.184945;-0.100000;
0.987015;0.995486;13.645778;0.928774;-3.886620;-0.100000;
0.995207;0.995833;13.283791;0.927225;-3.583649;-0.100000;
1.000000;0.996044;13.085484;0.926320;-3.405026;-0.100000;
1.000000;0.996044;1.534436;0.437748;-3.405026;-0.100000;
1.000001;0.996044;1.534435;0.437745;-3.398475;-0.100000;
1.000002;0.996044;1.534432;0.437742;-3.391924;-0.100000;
1.000004;0.996044;1.534428;0.437735;-3.378823;-0.100000;
1.000008;0.996045;1.534419;0.437721;-3.352625;-0.100000;
1.000016;0.996046;1.534401;0.437693;-3.300249;-0.100000;
1.000032;0.996047;1.534366;0.437637;-3.195571;-0.100000;
1.000064;0.996051;1.534296;0.437525;-2.986514;-0.100000;
1.000128;0.996059;1.534161;0.437303;-2.569592;-0.100000;
1.000256;0.996074;1.533910;0.436862;-1.740494;-0.100000;
1.000512;0.996104;1.533477;0.435993;-0.101086;-0.100000;
1.001024;0.996164;1.532893;0.434304;3.104088;-0.100000;
1.001668;0.996240;1.532673;0.432271;7.000001;-0.100000;
1.001669;0.996240;1.532674;0.432268;7.000000;-0.100000;
1.001670;0.996240;1.532674;0.432265;7.000000;-0.100000;
1.001672;0.996240;1.532674;0.432259;6.999999;-0.100000;
1.001676;0.996240;1.532675;0.432247;7.000000;-0.100000;
1.001684;0.996241;1.532676;0.432222;7.000000;-0.100000;
1.001700;0.996243;1.532677;0.432173;7.000000;-0.100000;
1.001732;0.996247;1.532682;0.432075;7.000000;-0.100000;
1.001796;0.996255;1.532691;0.431879;7.000000;-0.100000;
1.001924;0.996270;1.532711;0.431488;7.000000;-0.100000;
1.002180;0.996300;1.532763;0.430711;7.000000;-0.100000;
1.002692;0.996360;1.532910;0.429179;7.000000;-0.100000;
1.003716;0.996480;1.533368;0.426199;7.000000;-0.100000;
1.004740;0.996600;1.534037;0.423326;7.000000;-0.100000;
1.005000;0.996631;1.534239;0.422613;7.000000;-0.100000;
1.005000;0.996631;13.095707;0.900448;7.000000;-0.100000;
1.005001;0.996631;13.095704;0.900449;7.000000;-0.100000;
1.005002;0.996631;13.095691;0.900450;7.000000;-0.100000;
1.005004;0.996631;13.095666;0.900452;7.000000;-0.100000;
1.005008;0.996631;13.095616;0.900455;7.000000;-0.100000;
1.005016;0.996632;13.095516;0.900462;7.000000;-0.100000;
1.005032;0.996632;13.095315;0.900475;7.000000;-0.100000;
