time;GEN_generator_theta;GEN_generator_omegaPu;GEN_generator_eqPPu;GEN_generator_edPPu;GEN_generator_eqPPPu;GEN_generator_edPPPu;GEN_generator_PGenPu;GEN_generator_QGenPu;GEN_generator_psiAgPu;GEN_generator_psiArgPu;GEN_generator_satDPu;GEN_generator_satQPu;GEN_generator_UPu;
1.513941;0.901122;0.998552;0.779793;0.565380;0.730594;0.676972;0.419018;-0.023798;0.994101;1.010983;1.108903;1.103458;0.994411;
1.519913;0.898582;0.998738;0.780287;0.565289;0.731759;0.675898;0.416582;-0.022861;0.994377;1.011156;1.109045;1.103593;0.994577;
1.525885;0.896390;0.998925;0.780793;0.565154;0.732868;0.674855;0.414918;-0.021995;0.994633;1.011341;1.109197;1.103737;0.994724;
1.531857;0.894549;0.999112;0.781310;0.564980;0.733920;0.673847;0.414019;-0.021196;0.994871;1.011539;1.109361;1.103893;0.994854;
1.537829;0.893060;0.999300;0.781836;0.564770;0.734914;0.672880;0.413877;-0.020460;0.995092;1.011752;1.109536;1.104059;0.994967;
1.543800;0.891924;0.999488;0.782370;0.564528;0.735847;0.671958;0.414481;-0.019781;0.995299;1.011979;1.109724;1.104238;0.995064;
1.549772;0.891138;0.999675;0.782911;0.564258;0.736718;0.671088;0.415816;-0.019156;0.995491;1.012223;1.109925;1.104429;0.995146;
1.555744;0.890701;0.999861;0.783456;0.563965;0.737527;0.670273;0.417867;-0.018582;0.995670;1.012482;1.110140;1.104633;0.995214;
1.561716;0.890611;1.000044;0.784006;0.563652;0.738271;0.669517;0.420618;-0.018053;0.995838;1.012758;1.110368;1.104850;0.995268;
1.567688;0.890863;1.000226;0.784558;0.563322;0.738951;0.668825;0.424048;-0.017568;0.995994;1.013051;1.110611;1.105080;0.995308;
1.573660;0.891452;1.000404;0.785111;0.562981;0.739565;0.668199;0.428136;-0.017123;0.996141;1.013360;1.110867;1.105324;0.995336;
1.579632;0.892372;1.000579;0.785663;0.562631;0.740113;0.667644;0.432861;-0.016714;0.996278;1.013686;1.111138;1.105581;0.995351;
1.585604;0.893617;1.000750;0.786214;0.562277;0.740594;0.667160;0.438196;-0.016341;0.996407;1.014029;1.111422;1.105851;0.995355;
1.591576;0.895179;1.000917;0.786762;0.561921;0.741008;0.666752;0.444118;-0.015999;0.996528;1.014387;1.111720;1.106134;0.995347;
1.597548;0.897050;1.001080;0.787305;0.561568;0.741355;0.666421;0.450598;-0.015687;0.996641;1.014760;1.112031;1.106429;0.995328;
1.603520;0.899221;1.001237;0.787843;0.561220;0.741635;0.666168;0.457611;-0.015404;0.996747;1.015149;1.112354;1.106736;0.995298;
1.609492;0.901682;1.001389;0.788374;0.560882;0.741848;0.665995;0.465126;-0.015147;0.996847;1.015551;1.112689;1.107055;0.995257;
1.615464;0.904422;1.001535;0.788898;0.560557;0.741995;0.665903;0.473112;-0.014914;0.996941;1.015966;1.113036;1.107384;0.995206;
1.621436;0.907430;1.001675;0.789412;0.560246;0.742076;0.665893;0.481539;-0.014706;0.997030;1.016394;1.113394;1.107724;0.995146;
1.627408;0.910694;1.001808;0.789916;0.559954;0.742090;0.665964;0.490375;-0.014519;0.997112;1.016833;1.113761;1.108073;0.995075;
1.633380;0.914201;1.001934;0.790408;0.559684;0.742041;0.666116;0.499587;-0.014354;0.997190;1.017282;1.114137;1.108430;0.994996;
1.639352;0.917940;1.002054;0.790888;0.559436;0.741927;0.666350;0.509143;-0.014209;0.997262;1.017740;1.114521;1.108795;0.994907;
1.645324;0.921895;1.002166;0.791354;0.559215;0.741750;0.666663;0.519009;-0.014084;0.997329;1.018206;1.114912;1.109167;0.994810;
1.651296;0.926055;1.002271;0.791805;0.559023;0.741511;0.667055;0.529152;-0.013978;0.997392;1.018678;1.115310;1.109544;0.994703;
1.657268;0.930403;1.002368;0.792242;0.558860;0.741212;0.667525;0.539538;-0.013889;0.997450;1.019156;1.115712;1.109927;0.994589;
1.663240;0.934926;1.002457;0.792662;0.558730;0.740854;0.668071;0.550133;-0.013818;0.997503;1.019638;1.116119;1.110313;0.994467;
1.669212;0.939609;1.002539;0.793064;0.558634;0.740438;0.668691;0.560905;-0.013764;0.997552;1.020123;1.116528;1.110701;0.994337;
1.675184;0.944437;1.002612;0.793449;0.558574;0.739967;0.669382;0.571818;-0.013725;0.997597;1.020609;1.116939;1.111092;0.994201;
1.681156;0.949395;1.002677;0.793815;0.558550;0.739441;0.670142;0.582840;-0.013702;0.997637;1.021096;1.117351;1.111484;0.994057;
1.687128;0.954466;1.002734;0.794162;0.558563;0.738864;0.670969;0.593937;-0.013693;0.997673;1.021582;1.117763;1.111875;0.993908;
1.693100;0.959636;1.002782;0.794488;0.558616;0.738236;0.671859;0.605078;-0.013698;0.997705;1.022066;1.118174;1.112265;0.993753;
1.699072;0.964890;1.002822;0.794794;0.558708;0.737560;0.672810;0.616229;-0.013716;0.997733;1.022547;1.118583;1.112654;0.993593;
1.705044;0.970211;1.002854;0.795079;0.558841;0.736839;0.673818;0.627359;-0.013746;0.997758;1.023024;1.118989;1.113039;0.993428;
1.711016;0.975584;1.002878;0.795342;0.559014;0.736075;0.674881;0.638437;-0.013786;0.997779;1.023496;1.119390;1.113421;0.993259;
1.716988;0.980994;1.002893;0.795584;0.559227;0.735270;0.675994;0.649433;-0.013837;0.997797;1.023961;1.119787;1.113798;0.993087;
1.722960;0.986424;1.002900;0.795803;0.559481;0.734427;0.677154;0.660317;-0.013895;0.997812;1.024419;1.120179;1.114170;0.992913;
1.728931;0.991861;1.002900;0.795999;0.559776;0.733549;0.678358;0.671060;-0.013961;0.997825;1.024869;1.120564;1.114535;0.992737;
1.734903;0.997289;1.002891;0.796173;0.560111;0.732637;0.679601;0.681634;-0.014033;0.997835;1.025311;1.120941;1.114894;0.992559;
1.740875;1.002694;1.002874;0.796323;0.560486;0.731696;0.680881;0.692014;-0.014108;0.997843;1.025742;1.121311;1.115246;0.992382;
1.746847;1.008060;1.002850;0.796451;0.560900;0.730729;0.682193;0.702172;-0.014187;0.997851;1.026164;1.121673;1.115590;0.992205;
1.752819;1.013374;1.002819;0.796556;0.561353;0.729737;0.683535;0.712084;-0.014266;0.997857;1.026575;1.122026;1.115925;0.992030;
1.758791;1.018622;1.002780;0.796637;0.561843;0.728724;0.684901;0.721726;-0.014343;0.997862;1.026974;1.122370;1.116251;0.991856;
1.764763;1.023791;1.002734;0.796696;0.562370;0.727693;0.686288;0.731076;-0.014418;0.997868;1.027362;1.122703;1.116568;0.991686;
1.770735;1.028867;1.002681;0.796732;0.562932;0.726648;0.687694;0.740113;-0.014489;0.997874;1.027737;1.123027;1.116876;0.991520;
1.776707;1.033838;1.002622;0.796745;0.563528;0.725591;0.689113;0.748815;-0.014552;0.997881;1.028101;1.123340;1.117173;0.991359;
1.782679;1.038692;1.002556;0.796736;0.564158;0.724525;0.690543;0.757165;-0.014606;0.997890;1.028451;1.123643;1.117461;0.991203;
1.788651;1.043417;1.002484;0.796706;0.564819;0.723454;0.691981;0.765144;-0.014649;0.997901;1.028789;1.123935;1.117738;0.991055;
1.794623;1.048002;1.002407;0.796653;0.565510;0.722381;0.693422;0.772736;-0.014678;0.997915;1.029114;1.124216;1.118005;0.990913;
1.800595;1.052437;1.002324;0.796580;0.566230;0.721308;0.694863;0.779926;-0.014693;0.997933;1.029426;1.124486;1.118261;0.990780;
1.806567;1.056711;1.002235;0.796486;0.566977;0.720240;0.696301;0.786700;-0.014689;0.997954;1.029724;1.124745;1.118507;0.990656;
1.812539;1.060815;1.002142;0.796372;0.567748;0.719178;0.697734;0.793046;-0.014666;0.997980;1.030010;1.124992;1.118743;0.990542;
1.818511;1.064741;1.002045;0.796239;0.568544;0.718126;0.699157;0.798951;-0.014621;0.998011;1.030283;1.125229;1.118968;0.990438;
1.824483;1.068479;1.001943;0.796087;0.569361;0.717087;0.700569;0.804407;-0.014553;0.998048;1.030544;1.125455;1.119182;0.990346;
1.830455;1.072023;1.001837;0.795916;0.570197;0.716064;0.701966;0.809405;-0.014459;0.998092;1.030792;1.125670;1.119387;0.990266;
1.836427;1.075366;1.001728;0.795729;0.571052;0.715059;0.703345;0.813936;-0.014337;0.998142;1.031027;1.125875;1.119581;0.990198;
1.842399;1.078501;1.001615;0.795525;0.571923;0.714076;0.704705;0.817996;-0.014186;0.998200;1.031250;1.126069;1.119766;0.990143;
1.848371;1.081422;1.001500;0.795305;0.572807;0.713116;0.706042;0.821580;-0.014004;0.998265;1.031462;1.126253;1.119941;0.990102;
1.854343;1.084125;1.001382;0.795071;0.573705;0.712183;0.707354;0.824683;-0.013790;0.998339;1.031661;1.126427;1.120106;0.990075;
1.860315;1.086605;1.001263;0.794822;0.574612;0.711279;0.708639;0.827305;-0.013543;0.998421;1.031850;1.126591;1.120262;0.990062;
1.866287;1.088859;1.001141;0.794561;0.575529;0.710405;0.709894;0.829444;-0.013260;0.998512;1.032027;1.126746;1.120409;0.990064;
1.872259;1.090883;1.001018;0.794287;0.576451;0.709566;0.711119;0.831100;-0.012942;0.998613;1.032194;1.126891;1.120547;0.990080;
1.878231;1.092676;1.000894;0.794003;0.577379;0.708761;0.712310;0.832275;-0.012587;0.998723;1.032350;1.127028;1.120676;0.990112;
1.884203;1.094236;1.000769;0.793708;0.578309;0.707994;0.713466;0.832972;-0.012196;0.998843;1.032496;1.127155;1.120797;0.990159;
1.890175;1.095562;1.000644;0.793404;0.579241;0.707266;0.714585;0.833195;-0.011767;0.998972;1.032632;1.127274;1.120910;0.990221;
1.896147;1.096654;1.000519;0.793092;0.580172;0.706579;0.715666;0.832949;-0.011300;0.999111;1.032759;1.127384;1.121015;0.990297;
1.902119;1.097511;1.000395;0.792772;0.581100;0.705934;0.716708;0.832240;-0.010797;0.999260;1.032876;1.127486;1.121112;0.990389;
1.908091;1.098136;1.000271;0.792447;0.582024;0.705333;0.717708;0.831076;-0.010256;0.999419;1.032984;1.127581;1.121202;0.990495;
1.914063;1.098529;1.000148;0.792117;0.582942;0.704777;0.718666;0.829463;-0.009680;0.999587;1.033083;1.127667;1.121284;0.990615;
1.920034;1.098693;1.000026;0.791783;0.583853;0.704266;0.719580;0.827414;-0.009067;0.999765;1.033173;1.127746;1.121359;0.990750;
1.926006;1.098630;0.999907;0.791445;0.584754;0.703802;0.720449;0.824937;-0.008419;0.999952;1.033255;1.127817;1.121426;0.990898;
1.931978;1.098345;0.999789;0.791106;0.585644;0.703386;0.721272;0.822045;-0.007737;1.000148;1.033328;1.127882;1.121487;0.991059;
1.937950;1.097841;0.999673;0.790766;0.586522;0.703017;0.722049;0.818750;-0.007023;1.000352;1.033393;1.127939;1.121542;0.991232;
1.943922;1.097124;0.999560;0.790426;0.587386;0.702697;0.722778;0.815066;-0.006278;1.000565;1.033451;1.127989;1.121589;0.991417;
1.949894;1.096197;0.999450;0.790087;0.588235;0.702426;0.723459;0.811007;-0.005504;1.000785;1.033500;1.128032;1.121630;0.991614;
1.955866;1.095067;0.999344;0.789751;0.589067;0.702204;0.724091;0.806589;-0.004703;1.001011;1.033542;1.128068;1.121665;0.991821;
1.961838;1.093740;0.999240;0.789417;0.589881;0.702031;0.724673;0.801828;-0.003876;1.001245;1.033576;1.128098;1.121693;0.992037;
1.967810;1.092223;0.999141;0.789087;0.590675;0.701906;0.725205;0.796740;-0.003027;1.001484;1.033602;1.128121;1.121715;0.992263;
1.973782;1.090523;0.999045;0.788762;0.591448;0.701829;0.725688;0.791344;-0.002158;1.001728;1.033621;1.128138;1.121731;0.992496;
1.979754;1.088647;0.998953;0.788443;0.592200;0.701800;0.726120;0.785658;-0.001271;1.001977;1.033633;1.128148;1.121741;0.992737;
1.985726;1.086603;0.998866;0.788131;0.592929;0.701818;0.726501;0.779701;-0.000368;1.002229;1.033637;1.128152;1.121745;0.992984;
1.991698;1.084401;0.998784;0.787826;0.593633;0.701882;0.726831;0.773493;0.000547;1.002484;1.033635;1.128150;1.121742;0.993236;
1.997670;1.082047;0.998706;0.787529;0.594313;0.701991;0.727111;0.767054;0.001472;1.002742;1.033625;1.128141;1.121734;0.993493;
2.003642;1.079553;0.998633;0.787241;0.594966;0.702145;0.727341;0.760405;0.002404;1.003001;1.033608;1.128127;1.121720;0.993754;
2.009614;1.076926;0.998565;0.786963;0.595592;0.702341;0.727520;0.753567;0.003340;1.003260;1.033584;1.128106;1.121701;0.994017;
2.015586;1.074176;0.998502;0.786696;0.596191;0.702580;0.727649;0.746562;0.004278;1.003519;1.033554;1.128079;1.121675;0.994283;
2.021558;1.071314;0.998444;0.786439;0.596761;0.702859;0.727730;0.739412;0.005214;1.003778;1.033517;1.128047;1.121645;0.994549;
2.027530;1.068349;0.998392;0.786193;0.597302;0.703176;0.727761;0.732138;0.006146;1.004034;1.033474;1.128009;1.121608;0.994815;
2.033502;1.065291;0.998346;0.785960;0.597813;0.703531;0.727744;0.724765;0.007070;1.004288;1.033424;1.127965;1.121567;0.995080;
2.039474;1.062152;0.998305;0.785740;0.598293;0.703921;0.727680;0.717313;0.007985;1.004539;1.033368;1.127916;1.121521;0.995343;
2.045446;1.058940;0.998269;0.785532;0.598743;0.704345;0.727570;0.709805;0.008887;1.004786;1.033306;1.127862;1.121469;0.995604;
2.051418;1.055668;0.998239;0.785338;0.599162;0.704801;0.727414;0.702265;0.009774;1.005029;1.033239;1.127803;1.121413;0.995862;
2.057390;1.052344;0.998215;0.785157;0.599548;0.705287;0.727214;0.694714;0.010644;1.005266;1.033166;1.127740;1.121353;0.996116;
2.063362;1.048981;0.998197;0.784991;0.599903;0.705801;0.726971;0.687175;0.011494;1.005497;1.033088;1.127672;1.121288;0.996365;
2.069334;1.045588;0.998184;0.784839;0.600226;0.706341;0.726686;0.679671;0.012322;1.005721;1.033005;1.127599;1.121219;0.996608;
2.075306;1.042176;0.998176;0.784701;0.600517;0.706904;0.726361;0.672222;0.013126;1.005939;1.032918;1.127523;1.121147;0.996846;
2.081278;1.038755;0.998175;0.784578;0.600775;0.707489;0.725998;0.664851;0.013904;1.006149;1.032827;1.127443;1.121071;0.997077;
2.087250;1.035337;0.998178;0.784470;0.601002;0.708094;0.725598;0.657578;0.014655;1.006351;1.032732;1.127361;1.120992;0.997301;
2.093222;1.031930;0.998187;0.784377;0.601196;0.708716;0.725162;0.650425;0.015376;1.006545;1.032634;1.127275;1.120911;0.997518;
2.099194;1.028545;0.998202;0.784299;0.601358;0.709353;0.724694;0.643410;0.016067;1.006730;1.032533;1.127187;1.120827;0.997726;
2.105165;1.025192;0.998221;0.784235;0.601489;0.710004;0.724194;0.636554;0.016726;1.006906;1.032429;1.127097;1.120742;0.997926;
2.111137;1.021880;0.998246;0.784186;0.601589;0.710665;0.723664;0.629874;0.017353;1.007072;1.032324;1.127005;1.120655;0.998118;
2.117109;1.018619;0.998275;0.784152;0.601658;0.711334;0.723108;0.623389;0.017945;1.007229;1.032218;1.126912;1.120566;0.998300;
2.123081;1.015418;0.998310;0.784133;0.601696;0.712010;0.722526;0.617117;0.018503;1.007377;1.032110;1.126818;1.120477;0.998473;
2.129053;1.012285;0.998348;0.784127;0.601705;0.712690;0.721921;0.611072;0.019027;1.007515;1.032003;1.126724;1.120388;0.998637;
2.135025;1.009229;0.998392;0.784136;0.601685;0.713373;0.721297;0.605271;0.019515;1.007643;1.031895;1.126631;1.120299;0.998791;
2.140997;1.006259;0.998439;0.784158;0.601636;0.714055;0.720654;0.599728;0.019967;1.007761;1.031789;1.126538;1.120211;0.998935;
2.146969;1.003381;0.998491;0.784194;0.601561;0.714736;0.719995;0.594456;0.020385;1.007869;1.031684;1.126446;1.120124;0.999070;
2.152941;1.000604;0.998546;0.784243;0.601458;0.715412;0.719323;0.589469;0.020766;1.007968;1.031580;1.126356;1.120039;0.999194;
2.158913;0.997934;0.998605;0.784305;0.601330;0.716083;0.718641;0.584776;0.021112;1.008057;1.031479;1.126269;1.119955;0.999309;
2.164885;0.995377;0.998667;0.784379;0.601177;0.716745;0.717950;0.580388;0.021424;1.008137;1.031382;1.126183;1.119874;0.999414;
2.170857;0.992940;0.998733;0.784465;0.601000;0.717398;0.717253;0.576314;0.021701;1.008207;1.031287;1.126101;1.119796;0.999510;
2.176829;0.990628;0.998801;0.784563;0.600801;0.718040;0.716553;0.572562;0.021945;1.008268;1.031197;1.126023;1.119722;0.999595;
2.182801;0.988447;0.998872;0.784671;0.600580;0.718668;0.715852;0.569139;0.022155;1.008321;1.031111;1.125948;1.119651;0.999671;
2.188773;0.986401;0.998945;0.784790;0.600340;0.719281;0.715152;0.566051;0.022333;1.008364;1.031030;1.125878;1.119584;0.999738;
2.194745;0.984495;0.999021;0.784918;0.600080;0.719878;0.714457;0.563303;0.022480;1.008400;1.030955;1.125812;1.119522;0.999795;
2.200717;0.982732;0.999098;0.785056;0.599802;0.720457;0.713768;0.560897;0.022596;1.008427;1.030885;1.125752;1.119464;0.999843;
2.206689;0.981116;0.999178;0.785202;0.599509;0.721017;0.713088;0.558837;0.022683;1.008447;1.030822;1.125697;1.119412;0.999882;
2.212661;0.979649;0.999258;0.785357;0.599200;0.721556;0.712419;0.557123;0.022741;1.008459;1.030765;1.125647;1.119365;0.999913;
2.218633;0.978334;0.999340;0.785519;0.598878;0.722073;0.711763;0.555756;0.022772;1.008465;1.030715;1.125604;1.119324;0.999935;
2.224605;0.977173;0.999422;0.785687;0.598544;0.722567;0.711123;0.554734;0.022777;1.008463;1.030672;1.125567;1.119288;0.999948;
2.230577;0.976167;0.999505;0.785863;0.598199;0.723037;0.710500;0.554057;0.022757;1.008455;1.030637;1.125536;1.119259;0.999954;
2.236549;0.975317;0.999589;0.786043;0.597845;0.723482;0.709897;0.553720;0.022713;1.008441;1.030609;1.125512;1.119236;0.999951;
2.242521;0.974624;0.999672;0.786229;0.597483;0.723900;0.709315;0.553719;0.022646;1.008421;1.030589;1.125495;1.119220;0.999941;
2.248493;0.974087;0.999755;0.786419;0.597115;0.724292;0.708756;0.554050;0.022557;1.008395;1.030578;1.125485;1.119210;0.999924;
2.254465;0.973706;0.999838;0.786612;0.596741;0.724655;0.708223;0.554707;0.022448;1.008365;1.030574;1.125481;1.119207;0.999899;
2.260437;0.973480;0.999921;0.786808;0.596365;0.724990;0.707716;0.555682;0.022319;1.008330;1.030578;1.125485;1.119210;0.999868;
2.266409;0.973407;1.000002;0.787007;0.595987;0.725296;0.707237;0.556968;0.022173;1.008290;1.030590;1.125495;1.119221;0.999829;
2.272381;0.973486;1.000083;0.787207;0.595608;0.725573;0.706787;0.558557;0.022009;1.008246;1.030610;1.125513;1.119237;0.999784;
2.278353;0.973714;1.000162;0.787409;0.595230;0.725820;0.706368;0.560439;0.021829;1.008198;1.030638;1.125537;1.119260;0.999733;
2.284325;0.974090;1.000239;0.787611;0.594854;0.726036;0.705981;0.562603;0.021633;1.008146;1.030674;1.125569;1.119290;0.999677;
2.290296;0.974609;1.000315;0.787812;0.594482;0.726222;0.705626;0.565040;0.021424;1.008091;1.030718;1.125606;1.119326;0.999614;
2.296268;0.975268;1.000389;0.788013;0.594116;0.726378;0.705305;0.567737;0.021202;1.008033;1.030769;1.125651;1.119368;0.999546;
2.302240;0.976063;1.000461;0.788212;0.593755;0.726502;0.705018;0.570684;0.020968;1.007972;1.030827;1.125701;1.119416;0.999472;
2.308212;0.976991;1.000530;0.788409;0.593402;0.726596;0.704765;0.573866;0.020723;1.007909;1.030892;1.125758;1.119470;0.999394;
2.314184;0.978047;1.000597;0.788603;0.593057;0.726660;0.704548;0.577271;0.020468;1.007843;1.030964;1.125821;1.119530;0.999311;
2.320156;0.979226;1.000661;0.788794;0.592723;0.726693;0.704367;0.580886;0.020204;1.007775;1.031043;1.125889;1.119594;0.999224;
2.326128;0.980523;1.000723;0.788982;0.592400;0.726696;0.704221;0.584697;0.019931;1.007705;1.031127;1.125962;1.119664;0.999132;
2.332100;0.981932;1.000781;0.789165;0.592088;0.726669;0.704111;0.588689;0.019650;1.007634;1.031217;1.126040;1.119738;0.999036;
2.338072;0.983448;1.000837;0.789343;0.591790;0.726612;0.704037;0.592847;0.019363;1.007561;1.031312;1.126123;1.119817;0.998937;
2.344044;0.985066;1.000889;0.789516;0.591505;0.726527;0.703998;0.597158;0.019070;1.007486;1.031413;1.126211;1.119900;0.998835;
2.350016;0.986778;1.000938;0.789683;0.591236;0.726413;0.703995;0.601605;0.018772;1.007411;1.031517;1.126302;1.119987;0.998729;
2.355988;0.988579;1.000984;0.789843;0.590982;0.726272;0.704026;0.606175;0.018470;1.007334;1.031626;1.126396;1.120077;0.998620;
2.361960;0.990463;1.001026;0.789997;0.590744;0.726104;0.704092;0.610851;0.018164;1.007257;1.031739;1.126494;1.120170;0.998509;
2.367932;0.992423;1.001065;0.790144;0.590524;0.725909;0.704191;0.615618;0.017855;1.007180;1.031854;1.126595;1.120265;0.998396;
2.373904;0.994452;1.001100;0.790284;0.590321;0.725689;0.704323;0.620461;0.017544;1.007101;1.031973;1.126698;1.120363;0.998281;
2.379876;0.996544;1.001132;0.790415;0.590136;0.725444;0.704487;0.625365;0.017232;1.007023;1.032093;1.126803;1.120463;0.998164;
2.385848;0.998691;1.001160;0.790539;0.589970;0.725176;0.704683;0.630314;0.016919;1.006945;1.032216;1.126910;1.120565;0.998046;
2.391820;1.000887;1.001184;0.790654;0.589823;0.724885;0.704908;0.635294;0.016607;1.006867;1.032340;1.127018;1.120667;0.997926;
2.397792;1.003124;1.001204;0.790760;0.589695;0.724572;0.705163;0.640289;0.016296;1.006789;1.032465;1.127127;1.120771;0.997806;
2.403764;1.005397;1.001221;0.790857;0.589587;0.724239;0.705446;0.645285;0.015986;1.006711;1.032590;1.127237;1.120875;0.997686;
2.409736;1.007697;1.001234;0.790945;0.589499;0.723887;0.705755;0.650267;0.015678;1.006635;1.032716;1.127347;1.120980;0.997566;
2.415708;1.010018;1.001243;0.791024;0.589430;0.723517;0.706090;0.655221;0.015374;1.006559;1.032842;1.127457;1.121084;0.997446;
2.421680;1.012353;1.001249;0.791093;0.589381;0.723129;0.706448;0.660133;0.015074;1.006484;1.032967;1.127566;1.121188;0.997326;
2.427652;1.014695;1.001250;0.791153;0.589353;0.722726;0.706830;0.664990;0.014779;1.006410;1.033091;1.127674;1.121291;0.997208;
2.433624;1.017037;1.001249;0.791203;0.589344;0.722309;0.707233;0.669779;0.014489;1.006338;1.033214;1.127782;1.121393;0.997090;
2.439596;1.019373;1.001244;0.791243;0.589354;0.721878;0.707655;0.674487;0.014205;1.006268;1.033335;1.127888;1.121493;0.996975;
2.445568;1.021696;1.001235;0.791273;0.589385;0.721436;0.708096;0.679100;0.013928;1.006199;1.033454;1.127992;1.121592;0.996861;
2.451540;1.024000;1.001223;0.791293;0.589434;0.720983;0.708554;0.683609;0.013659;1.006132;1.033571;1.128094;1.121690;0.996750;
2.457512;1.026277;1.001207;0.791303;0.589502;0.720521;0.709027;0.688001;0.013399;1.006068;1.033686;1.128195;1.121785;0.996641;
2.463484;1.028523;1.001189;0.791304;0.589589;0.720052;0.709514;0.692266;0.013147;1.006005;1.033797;1.128292;1.121878;0.996535;
2.469456;1.030732;1.001167;0.791295;0.589694;0.719576;0.710013;0.696392;0.012906;1.005946;1.033906;1.128387;1.121968;0.996433;
2.475427;1.032896;1.001142;0.791276;0.589816;0.719096;0.710522;0.700371;0.012675;1.005889;1.034011;1.128480;1.122056;0.996334;
2.481399;1.035012;1.001115;0.791247;0.589956;0.718612;0.711041;0.704194;0.012456;1.005835;1.034113;1.128569;1.122141;0.996239;
2.487371;1.037073;1.001084;0.791209;0.590112;0.718126;0.711567;0.707851;0.012248;1.005784;1.034212;1.128655;1.122222;0.996148;
2.493343;1.039075;1.001051;0.791163;0.590284;0.717640;0.712100;0.711334;0.012054;1.005736;1.034306;1.128738;1.122301;0.996061;
2.499315;1.041013;1.001016;0.791107;0.590471;0.717154;0.712636;0.714637;0.011872;1.005692;1.034397;1.128817;1.122377;0.995979;
2.505287;1.042881;1.000978;0.791042;0.590673;0.716670;0.713176;0.717752;0.011705;1.005651;1.034483;1.128893;1.122449;0.995902;
2.511259;1.044677;1.000938;0.790968;0.590889;0.716189;0.713717;0.720673;0.011552;1.005614;1.034566;1.128966;1.122517;0.995831;
2.517231;1.046395;1.000895;0.790887;0.591117;0.715713;0.714259;0.723395;0.011414;1.005581;1.034644;1.129034;1.122582;0.995764;
2.523203;1.048032;1.000851;0.790797;0.591359;0.715244;0.714798;0.725913;0.011291;1.005552;1.034718;1.129099;1.122644;0.995704;
2.529175;1.049584;1.000805;0.790700;0.591611;0.714781;0.715336;0.728222;0.011184;1.005527;1.034787;1.129160;1.122702;0.995649;
2.535147;1.051049;1.000757;0.790596;0.591875;0.714327;0.715869;0.730319;0.011094;1.005507;1.034852;1.129217;1.122756;0.995600;
2.541119;1.052422;1.000708;0.790484;0.592149;0.713882;0.716396;0.732201;0.011020;1.005490;1.034912;1.129270;1.122806;0.995557;
2.547091;1.053703;1.000658;0.790366;0.592431;0.713448;0.716917;0.733865;0.010964;1.005478;1.034968;1.129319;1.122853;0.995520;
2.553063;1.054888;1.000606;0.790242;0.592722;0.713025;0.717430;0.735311;0.010924;1.005471;1.035020;1.129364;1.122896;0.995489;
2.559035;1.055975;1.000554;0.790111;0.593021;0.712616;0.717934;0.736536;0.010902;1.005468;1.035067;1.129405;1.122935;0.995465;
2.565007;1.056963;1.000500;0.789975;0.593326;0.712220;0.718427;0.737540;0.010897;1.005469;1.035109;1.129443;1.122970;0.995447;
2.570979;1.057850;1.000446;0.789835;0.593636;0.711839;0.718909;0.738323;0.010910;1.005475;1.035147;1.129476;1.123002;0.995436;
2.576951;1.058635;1.000391;0.789689;0.593952;0.711474;0.719379;0.738887;0.010940;1.005486;1.035180;1.129505;1.123030;0.995431;
2.588895;1.059898;1.000282;0.789387;0.594593;0.710794;0.720275;0.739364;0.011052;1.005521;1.035234;1.129553;1.123075;0.995440;
2.599644;1.060682;1.000183;0.789103;0.595177;0.710242;0.721030;0.739063;0.011211;1.005567;1.035268;1.129582;1.123103;0.995469;
2.610394;1.061135;1.000085;0.788811;0.595764;0.709752;0.721731;0.738091;0.011423;1.005628;1.035288;1.129600;1.123120;0.995518;
2.621144;1.061260;0.999989;0.788514;0.596348;0.709326;0.722373;0.736472;0.011685;1.005701;1.035294;1.129606;1.123125;0.995585;
2.631893;1.061066;0.999895;0.788213;0.596924;0.708965;0.722953;0.734235;0.011996;1.005787;1.035288;1.129600;1.123120;0.995671;
2.642643;1.060563;0.999805;0.787912;0.597489;0.708673;0.723469;0.731417;0.012350;1.005884;1.035269;1.129584;1.123104;0.995772;
2.653392;1.059763;0.999719;0.787614;0.598038;0.708448;0.723916;0.728056;0.012744;1.005992;1.035239;1.129557;1.123079;0.995889;
2.664142;1.058681;0.999638;0.787319;0.598567;0.708292;0.724294;0.724195;0.013173;1.006108;1.035197;1.129519;1.123043;0.996019;
2.674891;1.057335;0.999562;0.787032;0.599071;0.708203;0.724601;0.719882;0.013631;1.006232;1.035143;1.129473;1.122999;0.996160;
2.685641;1.055745;0.999493;0.786754;0.599549;0.708182;0.724836;0.715167;0.014114;1.006362;1.035080;1.129417;1.122946;0.996311;
2.695315;1.054121;0.999436;0.786513;0.599952;0.708217;0.724987;0.710620;0.014565;1.006483;1.035015;1.129360;1.122892;0.996455;
2.704990;1.052333;0.999385;0.786282;0.600329;0.708304;0.725080;0.705830;0.015027;1.006606;1.034942;1.129296;1.122831;0.996603;
2.714665;1.050398;0.999339;0.786063;0.600678;0.708439;0.725115;0.700838;0.015496;1.006731;1.034862;1.129226;1.122765;0.996755;
2.724339;1.048334;0.999300;0.785857;0.600995;0.708620;0.725095;0.695685;0.015966;1.006856;1.034777;1.129151;1.122693;0.996909;
