time;S_circuit_vGenA;S_circuit_vBusA;S_circuit_iGenA;S_circuit_iGenB;S_circuit_iGenC;S_circuit_iLineA;S_circuit_Wr;S_circuit_dtheta;S_circuit_Te;
0.279950;0.205282;0.999069;0.264335;-0.542624;0.278289;6.013412;0.996130;1.491797;-0.566539;
0.280000;0.170868;0.758286;0.249210;-0.352934;0.103724;5.715237;0.996133;1.491736;-0.506249;
0.280050;0.169893;0.471882;0.231787;-0.178421;-0.053366;5.233149;0.996135;1.491676;-0.450699;
0.280100;0.186599;0.181096;0.212750;-0.021954;-0.190796;4.550047;0.996138;1.491615;-0.401206;
0.280150;0.204007;-0.070401;0.192539;0.116626;-0.309165;3.678479;0.996139;1.491554;-0.357986;
0.280200;0.207290;-0.244672;0.171296;0.240150;-0.411446;2.659469;0.996141;1.491494;-0.320325;
0.280250;0.186691;-0.316587;0.148870;0.353277;-0.502148;1.556025;0.996143;1.491433;-0.286982;
0.280300;0.139455;-0.278475;0.124903;0.461295;-0.586198;0.442559;0.996144;1.491372;-0.256653;
0.280350;0.070395;-0.141473;0.098964;0.568820;-0.667784;-0.607778;0.996145;1.491312;-0.228363;
0.280400;-0.008997;0.066672;0.070722;0.678638;-0.749360;-1.535458;0.996146;1.491251;-0.201679;
0.280450;-0.082741;0.306915;0.040103;0.790912;-0.831014;-2.304310;0.996147;1.491191;-0.176726;
0.280500;-0.133429;0.536335;0.007414;0.902913;-0.910327;-2.906796;0.996148;1.491130;-0.154021;
0.280550;-0.145571;0.716242;-0.026607;1.009334;-0.982727;-3.363871;0.996149;1.491070;-0.134173;
0.280600;-0.108603;0.819441;-0.060827;1.103115;-1.042288;-3.719471;0.996149;1.491009;-0.117540;
0.280650;-0.018980;0.835271;-0.093839;1.176649;-1.082810;-4.030716;0.996150;1.490949;-0.103928;
0.280700;0.119050;0.771477;-0.124143;1.223115;-1.098971;-4.355704;0.996151;1.490888;-0.092461;
0.280750;0.294117;0.652566;-0.150363;1.237702;-1.087339;-4.741237;0.996151;1.490828;-0.081658;
0.280800;0.489737;0.514970;-0.171449;1.218487;-1.047038;-5.212813;0.996151;1.490767;-0.069734;
0.280850;0.687253;0.399949;-0.186826;1.166792;-0.979966;-5.768797;0.996152;1.490707;-0.055022;
0.280900;0.869169;0.345578;-0.196463;1.086963;-0.890500;-6.379864;0.996152;1.490647;-0.036363;
0.280950;1.022241;0.379349;-0.200834;0.985603;-0.784770;-6.993825;0.996152;1.490586;-0.013336;
0.281000;1.139730;0.512790;-0.200788;0.870415;-0.669627;-7.544910;0.996152;1.490526;0.013743;
0.281050;1.222414;0.739118;-0.197349;0.748863;-0.551514;-7.965738;0.996152;1.490465;0.044042;
0.281100;1.278161;1.034357;-0.191473;0.626917;-0.435444;-8.199714;0.996152;1.490405;0.076551;
0.281150;1.320150;1.361718;-0.183830;0.508110;-0.324280;-8.211490;0.996151;1.490344;0.110434;
0.281200;1.364090;1.678385;-0.174642;0.393094;-0.218452;-7.993533;0.996150;1.490284;0.145305;
0.281250;1.424966;1.943431;-0.163623;0.279767;-0.116144;-7.567544;0.996150;1.490223;0.181358;
0.281300;1.513937;2.125353;-0.150020;0.163947;-0.013928;-6.980491;0.996149;1.490163;0.219323;
0.281350;1.635967;2.207803;-0.132774;0.040467;0.092307;-6.296014;0.996147;1.490102;0.260255;
0.281400;1.788656;2.192442;-0.110753;-0.095539;0.206292;-5.582833;0.996146;1.490042;0.305173;
0.281450;1.962476;2.098373;-0.083016;-0.247393;0.330409;-4.902379;0.996144;1.489981;0.354640;
0.281500;2.142374;1.958285;-0.049062;-0.415915;0.464977;-4.297959;0.996142;1.489921;0.408421;
0.281550;2.310437;1.812043;-0.009005;-0.598953;0.607958;-3.787530;0.996140;1.489860;0.465337;
0.281600;2.449109;1.698955;0.036360;-0.791465;0.755104;-3.361403;0.996138;1.489799;0.523408;
0.281650;2.544355;1.650176;0.085614;-0.986161;0.900547;-2.985303;0.996135;1.489739;0.580243;
0.281700;2.588171;1.682708;0.136892;-1.174581;1.037688;-2.608171;0.996132;1.489678;0.633548;
0.281750;2.579965;1.796118;0.188153;-1.348389;1.160237;-2.173204;0.996129;1.489617;0.681563;
0.281800;2.526553;1.972589;0.237473;-1.500667;1.263194;-1.630007;0.996125;1.489556;0.723292;
0.281850;2.440785;2.180293;0.283336;-1.626932;1.343596;-0.945554;0.996121;1.489496;0.758498;
0.281900;2.339044;2.379440;0.324835;-1.725723;1.400887;-0.111840;0.996118;1.489435;0.787532;
0.281950;2.238119;2.529829;0.361762;-1.798614;1.436851;0.851214;0.996114;1.489374;0.811142;
0.282000;2.152035;2.598490;0.394563;-1.849691;1.455128;1.898158;0.996110;1.489312;0.830319;
0.282050;2.089440;2.565951;0.424160;-1.884572;1.460412;2.965266;0.996105;1.489251;0.846202;
0.282100;2.052047;2.429947;0.451693;-1.909177;1.457483;3.981270;0.996101;1.489190;0.859966;
0.282150;2.034429;2.205880;0.478204;-1.928472;1.450268;4.879534;0.996097;1.489129;0.872654;
0.282200;2.025179;1.923942;0.504351;-1.945447;1.441095;5.609379;0.996092;1.489067;0.884927;
0.282250;2.009243;1.623470;0.530204;-1.960496;1.430292;6.144430;0.996088;1.489006;0.896830;
0.282300;1.970942;1.345585;0.555152;-1.971344;1.416192;6.486409;0.996083;1.488945;0.907638;
0.282350;1.897136;1.125551;0.577960;-1.973499;1.395539;6.663699;0.996079;1.488883;0.915839;
0.282400;1.779911;0.986262;0.596955;-1.961167;1.364212;6.724957;0.996074;1.488821;0.919231;
0.282450;1.618285;0.934120;0.610313;-1.928437;1.318124;6.729031;0.996070;1.488760;0.915085;
0.282500;1.418599;0.958057;0.616385;-1.870506;1.254121;6.733097;0.996065;1.488698;0.900347;
0.282550;1.193538;1.031888;0.614008;-1.784719;1.170711;6.781284;0.996061;1.488636;0.871914;
0.282600;0.959957;1.119526;0.602727;-1.671214;1.068487;6.895955;0.996056;1.488574;0.827042;
0.282650;0.735920;1.182066;0.582903;-1.533067;0.950164;7.073279;0.996052;1.488512;0.763908;
0.282700;0.537528;1.185387;0.555662;-1.375890;0.820228;7.283934;0.996049;1.488450;0.682204;
0.282750;0.376127;1.106818;0.522714;-1.206979;0.684265;7.478796;0.996046;1.488388;0.583545;
0.282800;0.256418;0.939620;0.486067;-1.034172;0.548105;7.598506;0.996043;1.488326;0.471445;
0.282850;0.175832;0.694414;0.447687;-0.864623;0.416935;7.585097;0.996041;1.488264;0.350734;
0.282900;0.125276;0.397318;0.409184;-0.703732;0.294548;7.393468;0.996040;1.488202;0.226490;
0.282950;0.091101;0.085136;0.371564;-0.554431;0.182867;7.000504;0.996039;1.488139;0.102791;
0.283000;0.057918;-0.201486;0.335116;-0.416946;0.081830;6.410138;0.996038;1.488077;-0.018327;
0.283050;0.011719;-0.425611;0.299439;-0.289080;-0.010359;5.653380;0.996039;1.488015;-0.137375;
0.283100;-0.057293;-0.560860;0.263602;-0.166944;-0.096658;4.783312;0.996040;1.487953;-0.257232;
0.283150;-0.152697;-0.596257;0.226421;-0.046010;-0.180412;3.866015;0.996041;1.487890;-0.382329;
0.283200;-0.271059;-0.538146;0.186777;0.077754;-0.264530;2.969139;0.996044;1.487828;-0.517408;
0.283250;-0.402485;-0.408846;0.143921;0.206843;-0.350763;2.150278;0.996047;1.487766;-0.666099;
0.283300;-0.532429;-0.242295;0.097712;0.341511;-0.439222;1.447347;0.996050;1.487704;-0.829598;
0.283350;-0.644401;-0.077520;0.048728;0.479502;-0.528229;0.872766;0.996055;1.487642;-1.005680;
0.283400;-0.723055;0.048809;-0.001763;0.616284;-0.614521;0.412518;0.996060;1.487580;-1.188291;
0.283450;-0.757086;0.109348;-0.051966;0.745728;-0.693762;0.030253;0.996067;1.487518;-1.367917;
0.283500;-0.741369;0.091224;-0.099831;0.861107;-0.761277;-0.324395;0.996074;1.487457;-1.532779;
0.283550;-0.677947;-0.001592;-0.143368;0.956220;-0.812851;-0.704869;0.996082;1.487395;-1.670735;
0.283600;-0.575686;-0.149138;-0.180966;1.026423;-0.845457;-1.156222;0.996091;1.487334;-1.771482;
0.283650;-0.448653;-0.319362;-0.211627;1.069391;-0.857764;-1.705325;0.996100;1.487272;-1.828525;
0.283700;-0.313540;-0.474327;-0.235099;1.085449;-0.850350;-2.354603;0.996109;1.487211;-1.840386;
0.283750;-0.186620;-0.577529;-0.251865;1.077433;-0.825567;-3.080502;0.996118;1.487150;-1.810700;
0.283800;-0.080806;-0.600940;-0.263004;1.050100;-0.787096;-3.836960;0.996127;1.487089;-1.747219;
0.283850;-0.003381;-0.530435;-0.269946;1.009218;-0.739272;-4.563241;0.996135;1.487028;-1.659983;
0.283900;0.045184;-0.368585;-0.274176;0.960498;-0.686323;-5.194620;0.996144;1.486968;-1.559171;
0.283950;0.071099;-0.134281;-0.276944;0.908581;-0.631637;-5.673911;0.996151;1.486907;-1.453095;
0.284000;0.085855;0.140724;-0.279031;0.856260;-0.577229;-5.961648;0.996158;1.486847;-1.346738;
0.284050;0.103801;0.417692;-0.280618;0.804087;-0.523469;-6.043003;0.996165;1.486786;-1.241042;
0.284100;0.139195;0.658081;-0.281288;0.750439;-0.469151;-5.930131;0.996170;1.486726;-1.133029;
0.284150;0.203266;0.830665;-0.280140;0.691996;-0.411856;-5.659537;0.996176;1.486666;-1.016693;
0.284200;0.301861;0.917237;-0.276009;0.624572;-0.348563;-5.284956;0.996181;1.486606;-0.884523;
0.284250;0.434117;0.915838;-0.267728;0.544100;-0.276372;-4.867130;0.996185;1.486546;-0.729374;
0.284300;0.592420;0.840884;-0.254397;0.447604;-0.193207;-4.462412;0.996188;1.486486;-0.546308;
0.284350;0.763641;0.720201;-0.235591;0.333962;-0.098371;-4.112375;0.996190;1.486426;-0.334002;
0.284400;0.931421;0.589528;-0.211484;0.204323;0.007161;-3.836381;0.996191;1.486367;-0.095391;
0.284450;1.079083;0.485543;-0.182851;0.062093;0.120758;-3.628504;0.996191;1.486307;0.162612;
0.284500;1.192589;0.438745;-0.150962;-0.087497;0.238459;-3.459379;0.996189;1.486247;0.430204;
0.284550;1.263021;0.467537;-0.117388;-0.238157;0.355545;-3.282596;0.996187;1.486187;0.696300;
0.284600;1.288082;0.574631;-0.083753;-0.383501;0.467255;-3.044411;0.996182;1.486127;0.950271;
0.284650;1.272365;0.746460;-0.051494;-0.518010;0.569504;-2.694909;0.996177;1.486067;1.183469;
0.284700;1.226331;0.955689;-0.021651;-0.637830;0.659482;-2.198491;0.996171;1.486007;1.390290;
0.284750;1.164198;1.166348;0.005247;-0.741258;0.736012;-1.541682;0.996163;1.485947;1.568698;
0.284800;1.101143;1.340604;0.029207;-0.828818;0.799611;-0.736778;0.996155;1.485886;1.720175;
0.284850;1.050356;1.445886;0.050697;-0.902936;0.852240;0.179352;0.996146;1.485826;1.849143;
0.284900;1.020502;1.461008;0.070481;-0.967273;0.896793;1.151101;0.996137;1.485765;1.961934;
0.284950;1.014069;1.380136;0.089423;-1.025847;0.936424;2.113466;0.996127;1.485705;2.065422;
0.285000;1.026919;1.213853;0.108277;-1.082117;0.973840;3.003143;0.996116;1.485644;2.165547;
0.285050;1.049118;0.987122;0.127513;-1.138199;1.010686;3.769275;0.996105;1.485583;2.265975;
0.285100;1.066881;0.734553;0.147211;-1.194366;1.047155;4.381832;0.996093;1.485521;2.367171;
0.285150;1.065270;0.493872;0.167040;-1.248917;1.081877;4.836047;0.996081;1.485460;2.466094;
0.285200;1.031115;0.298828;0.186319;-1.298441;1.112121;5.152103;0.996069;1.485398;2.556556;
0.285250;0.955618;0.172906;0.204143;-1.338418;1.134276;5.370142;0.996056;1.485336;2.630199;
0.285300;0.836136;0.125003;0.219550;-1.364052;1.144502;5.541575;0.996042;1.485274;2.677894;
0.285350;0.676805;0.147909;0.231700;-1.371157;1.139457;5.718365;0.996029;1.485212;2.691315;
0.285400;0.487901;0.219853;0.240013;-1.356951;1.116938;5.942319;0.996016;1.485149;2.664444;
0.285450;0.284048;0.308816;0.244264;-1.320597;1.076333;6.236434;0.996003;1.485087;2.594724;
0.285500;0.081619;0.378787;0.244605;-1.263389;1.018784;6.599946;0.995990;1.485024;2.483664;
0.285550;-0.104172;0.396762;0.241522;-1.188565;0.947043;7.007997;0.995978;1.484961;2.336747;
0.285600;-0.261948;0.339166;0.235730;-1.100769;0.865039;7.415995;0.995967;1.484898;2.162588;
0.285650;-0.386097;0.196463;0.228040;-1.005269;0.777228;7.767818;0.995956;1.484834;1.971495;
0.285700;-0.477609;-0.024896;0.219222;-0.907092;0.687870;8.006304;0.995947;1.484771;1.773680;
0.285750;-0.543644;-0.303561;0.209879;-0.810216;0.600337;8.084030;0.995938;1.484707;1.577499;
0.285800;-0.595950;-0.607198;0.200374;-0.716985;0.516611;7.972341;0.995931;1.484643;1.388094;
0.285850;-0.648402;-0.898472;0.190797;-0.627844;0.437047;7.666917;0.995925;1.484579;1.206717;
0.285900;-0.714164;-1.141964;0.180995;-0.541448;0.360453;7.188830;0.995919;1.484515;1.030883;
0.285950;-0.802996;-1.310718;0.170638;-0.455111;0.284474;6.580905;0.995914;1.484451;0.855295;
0.286000;-0.919223;-1.391164;0.159314;-0.365517;0.206204;5.900080;0.995910;1.484387;0.673364;
0.286050;-1.060754;-1.385505;0.146632;-0.269542;0.122910;5.207218;0.995908;1.484322;0.478990;
0.286100;-1.219331;-1.311116;0.132307;-0.165047;0.032740;4.556301;0.995906;1.484258;0.268271;
0.286150;-1.381963;-1.197086;0.116218;-0.051475;-0.064743;3.985054;0.995905;1.484194;0.040760;
0.286200;-1.533259;-1.078552;0.098435;0.069841;-0.168275;3.508753;0.995905;1.484129;-0.199993;
0.286250;-1.658244;-0.989936;0.079197;0.195744;-0.274942;3.118383;0.995907;1.484065;-0.446746;
0.286300;-1.745085;-0.958331;0.058875;0.321657;-0.380532;2.783459;0.995910;1.484001;-0.689653;
0.286350;-1.787251;-0.998330;0.037905;0.442255;-0.480160;2.458964;0.995914;1.483937;-0.917891;
0.286400;-1.784671;-1.109241;0.016717;0.552297;-0.569014;2.095061;0.995919;1.483872;-1.121450;
0.286450;-1.743689;-1.275229;-0.004315;0.647432;-0.643117;1.647707;0.995925;1.483808;-1.292716;
0.286500;-1.675827;-1.468349;-0.024925;0.724861;-0.699936;1.088172;0.995932;1.483744;-1.427531;
0.286550;-1.595586;-1.653872;-0.044965;0.783708;-0.738744;0.409618;0.995939;1.483681;-1.525590;
0.286600;-1.517720;-1.796907;-0.064405;0.825050;-0.760645;-0.370493;0.995947;1.483617;-1.590167;
0.286650;-1.454481;-1.869050;-0.083309;0.851587;-0.768278;-1.212620;0.995955;1.483553;-1.627262;
0.286700;-1.413373;-1.853799;-0.101798;0.867027;-0.765229;-2.061581;0.995963;1.483490;-1.644370;
0.286750;-1.395827;-1.749719;-0.120012;0.875302;-0.755290;-2.855971;0.995971;1.483426;-1.649047;
0.286800;-1.397056;-1.570752;-0.138077;0.879756;-0.741679;-3.538799;0.995980;1.483363;-1.647522;
0.286850;-1.407094;-1.343637;-0.156077;0.882464;-0.726387;-4.067317;0.995988;1.483300;-1.643596;
0.286900;-1.412846;-1.102916;-0.174036;0.883808;-0.709772;-4.420198;0.995996;1.483237;-1.638017;
0.286950;-1.400719;-0.884496;-0.191916;0.882398;-0.690482;-4.600721;0.996004;1.483174;-1.628471;
0.287000;-1.359373;-0.718975;-0.209620;0.875342;-0.665722;-4.635381;0.996012;1.483112;-1.610183;
0.287050;-1.282032;-0.626007;-0.227000;0.858819;-0.631819;-4.568197;0.996020;1.483049;-1.576954;
0.287100;-1.167946;-0.610763;-0.243870;0.828849;-0.584979;-4.451823;0.996028;1.482987;-1.522431;
0.287150;-1.022704;-0.663150;-0.260020;0.782121;-0.522101;-4.337163;0.996035;1.482924;-1.441333;
0.287200;-0.857362;-0.759931;-0.275227;0.716700;-0.441473;-4.263455;0.996042;1.482862;-1.330452;
0.287250;-0.686534;-0.869333;-0.289272;0.632510;-0.343238;-4.250710;0.996049;1.482800;-1.189325;
0.287300;-0.525816;-0.957257;-0.301950;0.531473;-0.229523;-4.295937;0.996054;1.482738;-1.020512;
0.287350;-0.389040;-0.993913;-0.313083;0.417292;-0.104209;-4.373850;0.996059;1.482676;-0.829456;
0.287400;-0.285853;-0.959620;-0.322535;0.294909;0.027626;-4.441915;0.996062;1.482614;-0.623892;
0.287450;-0.220107;-0.848669;-0.330220;0.169744;0.160477;-4.448769;0.996065;1.482552;-0.412819;
0.287500;-0.189331;-0.670519;-0.336110;0.046843;0.289267;-4.344397;0.996067;1.482490;-0.205144;
0.287550;-0.185402;-0.448117;-0.340230;-0.069884;0.410115;-4.090130;0.996067;1.482429;-0.008222;
0.287600;-0.196269;-0.213655;-0.342655;-0.178217;0.520871;-3.666577;0.996067;1.482367;0.173364;
0.287650;-0.208408;-0.002574;-0.343486;-0.277845;0.621331;-3.077968;0.996065;1.482305;0.338488;
0.287700;-0.209533;0.153031;-0.342834;-0.370231;0.713065;-2.352106;0.996063;1.482243;0.489409;
0.287750;-0.191049;0.230384;-0.340795;-0.458127;0.798922;-1.535929;0.996060;1.482181;0.630961;
0.287800;-0.149784;0.220213;-0.337422;-0.544851;0.882273;-0.687530;0.996057;1.482119;0.769193;
0.287850;-0.088669;0.128395;-0.332719;-0.633447;0.966166;0.133851;0.996053;1.482057;0.909768;
0.287900;-0.016244;-0.025265;-0.326636;-0.725900;1.052537;0.877977;0.996048;1.481995;1.056454;
0.287950;0.054921;-0.210872;-0.319082;-0.822556;1.141638;1.511990;0.996042;1.481933;1.209981;
0.288000;0.110578;-0.394163;-0.309951;-0.921847;1.231798;2.025448;0.996036;1.481871;1.367467;
0.288050;0.137490;-0.543023;-0.299157;-1.020404;1.319561;2.431082;0.996029;1.481809;1.522522;
0.288100;0.125940;-0.633561;-0.286671;-1.113513;1.400183;2.761161;0.996021;1.481746;1.666066;
0.288150;0.071587;-0.654592;-0.272552;-1.195846;1.468398;3.060173;0.996012;1.481684;1.787780;
0.288200;-0.023678;-0.609681;-0.256968;-1.262333;1.519302;3.375230;0.996003;1.481621;1.877959;
0.288250;-0.152047;-0.516376;-0.240194;-1.309008;1.549202;3.746043;0.995993;1.481558;1.929388;
0.288300;-0.301199;-0.402774;-0.222593;-1.333664;1.556257;4.196358;0.995984;1.481495;1.938798;
0.288350;-0.456546;-0.302085;-0.204585;-1.336204;1.540789;4.728507;0.995974;1.481432;1.907516;
0.288400;-0.603878;-0.246225;-0.186598;-1.318613;1.505211;5.322087;0.995965;1.481369;1.841130;
0.288450;-0.731920;-0.259661;-0.169019;-1.284556;1.453575;5.937025;0.995956;1.481305;1.748268;
0.288500;-0.834301;-0.354671;-0.152161;-1.238673;1.390833;6.520450;0.995947;1.481242;1.638824;
0.288550;-0.910589;-0.528918;-0.136235;-1.185708;1.321943;7.016058;0.995939;1.481178;1.522094;
0.288600;-0.966172;-0.765781;-0.121355;-1.129640;1.250995;7.374197;0.995932;1.481114;1.405246;
0.288650;-1.011041;-1.037394;-0.107555;-1.072969;1.180524;7.560778;0.995925;1.481050;1.292393;
0.288700;-1.057683;-1.309793;-0.094834;-1.016305;1.111139;7.563314;0.995919;1.480986;1.184387;
0.288750;-1.118511;-1.549201;-0.083200;-0.958339;1.041539;7.392971;0.995913;1.480922;1.079264;
0.288800;-1.203310;-1.728255;-0.072714;-0.896198;0.968913;7.082246;0.995908;1.480858;0.973214;
0.288850;-1.317177;-1.831006;-0.063528;-0.826122;0.889649;6.678727;0.995904;1.480793;0.861852;
0.288900;-1.459369;-1.855736;-0.055885;-0.744331;0.800215;6.236137;0.995900;1.480729;0.741553;
0.288950;-1.623252;-1.815075;-0.050109;-0.647929;0.698037;5.804351;0.995896;1.480665;0.610571;
0.289000;-1.797378;-1.733407;-0.046560;-0.535649;0.582209;5.420286;0.995894;1.480600;0.469684;
0.289050;-1.967473;-1.642056;-0.045579;-0.408316;0.453895;5.101391;0.995892;1.480536;0.322204;
0.289100;-2.118966;-1.573183;-0.047422;-0.268922;0.316343;4.842942;0.995890;1.480471;0.173365;
0.289150;-2.239582;-1.553549;-0.052210;-0.122294;0.174504;4.619650;0.995890;1.480406;0.029260;
0.289200;-2.321502;-1.599324;-0.059900;0.025575;0.034325;4.391259;0.995890;1.480342;-0.104347;
0.289250;-2.362683;-1.712936;-0.070277;0.168427;-0.098149;4.111048;0.995891;1.480277;-0.223026;
0.289300;-2.367111;-1.882541;-0.082991;0.300686;-0.217695;3.735616;0.995892;1.480213;-0.324261;
0.289350;-2.343907;-2.084212;-0.097606;0.418293;-0.320687;3.234073;0.995894;1.480148;-0.407565;
0.289400;-2.305501;-2.286432;-0.113677;0.519247;-0.405570;2.594907;0.995896;1.480084;-0.474196;
0.289450;-2.265191;-2.456021;-0.130816;0.603771;-0.472955;1.829191;0.995899;1.480019;-0.526651;
0.289500;-2.234566;-2.564385;-0.148751;0.674064;-0.525313;0.969555;0.995901;1.479955;-0.568064;
0.289550;-2.221283;-2.592892;-0.167347;0.733679;-0.566332;0.065085;0.995904;1.479891;-0.601649;
0.289600;-2.227617;-2.536367;-0.186599;0.786659;-0.600059;-0.826854;0.995907;1.479826;-0.630219;
0.289650;-2.250051;-2.404042;-0.206586;0.836585;-0.629998;-1.650358;0.995911;1.479762;-0.655840;
0.289700;-2.279992;-2.217788;-0.227396;0.885731;-0.658335;-2.360414;0.995914;1.479698;-0.679655;
0.289750;-2.305462;-2.007984;-0.249045;0.934479;-0.685434;-2.930281;0.995917;1.479634;-0.701910;
0.289800;-2.313452;-1.807792;-0.271402;0.981116;-0.709715;-3.355416;0.995921;1.479570;-0.722163;
0.289850;-2.292484;-1.646939;-0.294176;1.022089;-0.727913;-3.653227;0.995925;1.479506;-0.739573;
0.289900;-2.234888;-1.546191;-0.316747;1.052463;-0.735715;-3.858739;0.995928;1.479442;-0.753537;
0.289950;-2.138382;-1.513542;-0.338436;1.067022;-0.728586;-4.016986;0.995932;1.479378;-0.763286;
0.290000;-2.006629;-1.542856;-0.358491;1.061124;-0.702633;-4.173623;0.995936;1.479314;-0.768898;
0.290050;-1.848690;-1.615202;-0.376093;1.031564;-0.655470;-4.365522;0.995940;1.479250;-0.770681;
0.290100;-1.677462;-1.702619;-0.390573;0.977285;-0.586712;-4.613163;0.995944;1.479186;-0.769347;
0.290150;-1.507407;-1.773590;-0.401480;0.899631;-0.498151;-4.916250;0.995948;1.479122;-0.765876;
0.290200;-1.352000;-1.799188;-0.408643;0.802182;-0.393539;-5.253392;0.995951;1.479059;-0.761411;
0.290250;-1.221377;-1.758713;-0.412178;0.690187;-0.278010;-5.585889;0.995955;1.478995;-0.757143;
0.290300;-1.120623;-1.643761;-0.412444;0.569706;-0.157261;-5.864911;0.995959;1.478932;-0.754186;
0.290350;-1.049031;-1.459956;-0.409952;0.446606;-0.036654;-6.040689;0.995963;1.478868;-0.753434;
0.290400;-1.000457;-1.226015;-0.405240;0.325626;0.079614;-6.071988;0.995967;1.478805;-0.755462;
0.290450;-0.964705;-0.970334;-0.398747;0.209661;0.189087;-5.934043;0.995970;1.478742;-0.760498;
0.290500;-0.929671;-0.725743;-0.390708;0.099419;0.291289;-5.623476;0.995974;1.478678;-0.768502;
0.290550;-0.883840;-0.523436;-0.381095;-0.006488;0.387583;-5.159260;0.995978;1.478615;-0.779331;
0.290600;-0.818654;-0.387215;-0.369619;-0.111048;0.480667;-4.579548;0.995982;1.478552;-0.792926;
0.290650;-0.730301;-0.329147;-0.355792;-0.218034;0.573826;-3.934988;0.995986;1.478489;-0.809458;
0.290700;-0.620593;-0.347444;-0.339049;-0.331030;0.670078;-3.279777;0.995990;1.478426;-0.829377;
0.290750;-0.496755;-0.426970;-0.318893;-0.452491;0.771384;-2.662168;0.995994;1.478363;-0.853333;
0.290800;-0.370178;-0.542256;-0.295046;-0.583018;0.878063;-2.116205;0.995999;1.478300;-0.881987;
0.290850;-0.254364;-0.662458;-0.267562;-0.720988;0.988550;-1.656255;0.996003;1.478237;-0.915754;
0.290900;-0.162461;-0.757302;-0.236895;-0.862611;1.099506;-1.275339;0.996008;1.478174;-0.954531;
0.290950;-0.104847;-0.802891;-0.203879;-1.002416;1.206295;-0.947575;0.996013;1.478112;-0.997486;
0.291000;-0.087235;-0.786263;-0.169646;-1.134060;1.303705;-0.634232;0.996018;1.478049;-1.042977;
0.291050;-0.109636;-0.707853;-0.135478;-1.251322;1.386800;-0.292235;0.996023;1.477987;-1.088671;
0.291100;-0.166391;-0.581389;-0.102627;-1.349090;1.451717;0.116522;0.996029;1.477924;-1.131858;
0.291150;-0.247256;-0.431247;-0.072135;-1.424150;1.496285;0.616817;0.996034;1.477862;-1.169923;
0.291200;-0.339332;-0.287775;-0.044691;-1.475634;1.520325;1.214312;0.996040;1.477800;-1.200852;
0.291250;-0.429473;-0.181493;-0.020513;-1.505024;1.525537;1.893421;0.996046;1.477738;-1.223688;
0.291300;-0.506711;-0.137242;0.000479;-1.515858;1.515379;2.619247;0.996053;1.477675;-1.238401;
0.291350;-0.564245;-0.169423;0.018828;-1.512756;1.493928;3.343221;0.996059;1.477614;-1.246246;
0.291400;-0.600615;-0.279209;0.035211;-1.500646;1.465435;4.011373;0.996065;1.477552;-1.248990;
0.291450;-0.619844;-0.454258;0.050293;-1.483738;1.433445;4.573673;0.996071;1.477490;-1.248459;
0.291500;-0.630517;-0.670981;0.064493;-1.464657;1.400164;4.992665;0.996077;1.477428;-1.245973;
0.291550;-0.643991;-0.898916;0.077989;-1.444169;1.366179;5.249790;0.996084;1.477367;-1.241788;
0.291600;-0.672066;-1.106390;0.090421;-1.420785;1.330364;5.348189;0.996090;1.477305;-1.234954;
0.291650;-0.724568;-1.266382;0.101048;-1.391327;1.290279;5.311491;0.996096;1.477244;-1.223264;
0.291700;-0.807306;-1.361479;0.108825;-1.351582;1.242757;5.178816;0.996102;1.477183;-1.203617;
0.291750;-0.920785;-1.386989;0.112579;-1.297228;1.184649;4.996979;0.996108;1.477121;-1.172634;
0.291800;-1.059931;-1.351634;0.111222;-1.224794;1.113572;4.811352;0.996114;1.477060;-1.127449;
0.291850;-1.214864;-1.275690;0.103974;-1.132485;1.028511;4.657159;0.996119;1.476999;-1.066481;
0.291900;-1.372588;-1.186938;0.090523;-1.020692;0.930169;4.552828;0.996124;1.476938;-0.989975;
0.291950;-1.519262;-1.115211;0.071115;-0.892106;0.820992;4.496663;0.996129;1.476878;-0.900164;
0.292000;-1.642635;-1.086571;0.046541;-0.751408;0.704868;4.467465;0.996133;1.476817;-0.800974;
0.292050;-1.734174;-1.118214;0.018025;-0.604590;0.586566;4.428952;0.996137;1.476756;-0.697352;
0.292100;-1.790495;-1.215088;-0.012968;-0.458047;0.471015;4.337139;0.996140;1.476695;-0.594410;
0.292150;-1.813815;-1.368846;-0.044966;-0.317593;0.362560;4.149261;0.996143;1.476635;-0.496593;
0.292200;-1.811358;-1.559339;-0.076725;-0.187615;0.264340;3.832533;0.996145;1.476574;-0.407049;
0.292250;-1.793829;-1.758347;-0.107412;-0.070484;0.177896;3.371074;0.996147;1.476514;-0.327297;
0.292300;-1.773235;-1.934849;-0.136710;0.033631;0.103079;2.769698;0.996149;1.476453;-0.257207;
0.292350;-1.760500;-2.060821;-0.164815;0.126540;0.038274;2.053823;0.996150;1.476393;-0.195235;
0.292400;-1.763290;-2.116461;-0.192330;0.211449;-0.019119;1.265548;0.996151;1.476332;-0.138883;
0.292450;-1.784498;-2.093859;-0.220079;0.292112;-0.072033;0.456615;0.996151;1.476272;-0.085299;
0.292500;-1.821646;-1.998415;-0.248870;0.371909;-0.123039;-0.320389;0.996151;1.476211;-0.031950;
0.292550;-1.867335;-1.847740;-0.279261;0.453012;-0.173751;-1.020945;0.996151;1.476151;0.022755;
