time;S_circuit_vGenA;S_circuit_vBusA;S_circuit_iGenA;S_circuit_iGenB;S_circuit_iGenC;S_circuit_iLineA;S_circuit_Wr;S_circuit_dtheta;S_circuit_Te;
0.292600;-1.910646;-1.668274;-0.311376;0.535805;-0.224429;-1.615938;0.996151;1.476090;0.079026;
0.292650;-1.939221;-1.490239;-0.344804;0.618666;-0.273862;-2.096047;0.996151;1.476030;0.135541;
0.292700;-1.941639;-1.341919;-0.378604;0.698156;-0.319552;-2.472378;0.996150;1.475969;0.189630;
0.292750;-1.909619;-1.244339;-0.411420;0.769563;-0.358143;-2.773235;0.996149;1.475909;0.237718;
0.292800;-1.839649;-1.207344;-0.441675;0.827714;-0.386039;-3.037676;0.996147;1.475848;0.275906;
0.292850;-1.733717;-1.227838;-0.467827;0.867889;-0.400062;-3.307084;0.996146;1.475788;0.300552;
0.292900;-1.599017;-1.290487;-0.488606;0.886657;-0.398051;-3.616379;0.996145;1.475727;0.308750;
0.292950;-1.446690;-1.370762;-0.503227;0.882493;-0.379266;-3.986538;0.996143;1.475667;0.298689;
0.293000;-1.289821;-1.439727;-0.511494;0.856043;-0.344549;-4.419862;0.996142;1.475606;0.269885;
0.293050;-1.141103;-1.469659;-0.513817;0.810006;-0.296189;-4.898868;0.996140;1.475546;0.223302;
0.293100;-1.010587;-1.439437;-0.511107;0.748647;-0.237541;-5.389035;0.996139;1.475485;0.161295;
0.293150;-0.903944;-1.338661;-0.504585;0.677041;-0.172456;-5.844864;0.996139;1.475424;0.087323;
0.293200;-0.821585;-1.169747;-0.495547;0.600195;-0.104648;-6.218094;0.996139;1.475364;0.005386;
0.293250;-0.758773;-0.947575;-0.485114;0.522213;-0.037099;-6.466533;0.996139;1.475303;-0.080753;
0.293300;-0.706730;-0.696790;-0.474030;0.445657;0.028373;-6.561813;0.996139;1.475242;-0.168396;
0.293350;-0.654500;-0.447251;-0.462545;0.371227;0.091318;-6.494606;0.996140;1.475182;-0.256582;
0.293400;-0.591220;-0.228512;-0.450395;0.297814;0.152581;-6.276323;0.996142;1.475121;-0.346395;
0.293450;-0.508373;-0.064370;-0.436892;0.222902;0.213990;-5.936989;0.996144;1.475061;-0.440812;
0.293500;-0.401576;0.031475;-0.421099;0.143247;0.277852;-5.519691;0.996146;1.475000;-0.544115;
0.293550;-0.271582;0.057848;-0.402060;0.055696;0.346364;-5.072675;0.996149;1.474939;-0.660981;
0.293600;-0.124288;0.026138;-0.379031;-0.042019;0.421049;-4.640585;0.996153;1.474879;-0.795423;
0.293650;0.030236;-0.042031;-0.351674;-0.150655;0.502328;-4.256508;0.996157;1.474819;-0.949766;
0.293700;0.179517;-0.119057;-0.320175;-0.269127;0.589301;-3.936323;0.996163;1.474758;-1.123826;
0.293750;0.310916;-0.176725;-0.285259;-0.394526;0.679785;-3.676413;0.996169;1.474698;-1.314454;
0.293800;0.413901;-0.191667;-0.248106;-0.522488;0.770594;-3.455154;0.996176;1.474638;-1.515589;
0.293850;0.481931;-0.149868;-0.210180;-0.647832;0.858012;-3.237887;0.996184;1.474578;-1.718899;
0.293900;0.513589;-0.049373;-0.173007;-0.765357;0.938364;-2.984399;0.996193;1.474518;-1.914948;
0.293950;0.512760;0.099312;-0.137948;-0.870636;1.008584;-2.657488;0.996203;1.474458;-2.094721;
0.294000;0.487823;0.275204;-0.106000;-0.960672;1.066672;-2.230965;0.996214;1.474399;-2.251155;
0.294050;0.450007;0.450819;-0.077676;-1.034276;1.111952;-1.695571;0.996225;1.474339;-2.380315;
0.294100;0.411231;0.597386;-0.052968;-1.092128;1.145096;-1.061687;0.996238;1.474280;-2.481915;
0.294150;0.381840;0.690310;-0.031418;-1.136484;1.167903;-0.358310;0.996250;1.474221;-2.559044;
0.294200;0.368665;0.713830;-0.012260;-1.170619;1.182878;0.371500;0.996263;1.474162;-2.617192;
0.294250;0.373773;0.664018;0.005388;-1.198092;1.192703;1.077845;0.996276;1.474104;-2.662798;
0.294300;0.394141;0.549528;0.022311;-1.221994;1.199683;1.712515;0.996290;1.474045;-2.701676;
0.294350;0.422314;0.389980;0.039023;-1.244306;1.205283;2.237205;0.996303;1.473987;-2.737623;
0.294400;0.447918;0.212273;0.055651;-1.265497;1.209846;2.629879;0.996317;1.473929;-2.771500;
0.294450;0.459740;0.045549;0.071906;-1.284430;1.212525;2.888077;0.996331;1.473872;-2.800917;
0.294500;0.447968;-0.084246;0.087128;-1.298591;1.211463;3.028576;0.996345;1.473814;-2.820616;
0.294550;0.406174;-0.159167;0.100423;-1.304592;1.204169;3.083461;0.996359;1.473757;-2.823465;
0.294600;0.332668;-0.172536;0.110832;-1.298858;1.188026;3.093395;0.996373;1.473700;-2.801901;
0.294650;0.230943;-0.130049;0.117514;-1.278347;1.160833;3.099358;0.996387;1.473643;-2.749541;
0.294700;0.109162;-0.048537;0.119912;-1.241187;1.121275;3.134442;0.996401;1.473586;-2.662604;
0.294750;-0.021246;0.047399;0.117856;-1.187098;1.069242;3.217258;0.996414;1.473530;-2.540850;
0.294800;-0.147596;0.130210;0.111595;-1.117520;1.005926;3.348204;0.996426;1.473473;-2.387798;
0.294850;-0.258180;0.174775;0.101755;-1.035440;0.933685;3.509300;0.996437;1.473417;-2.210214;
0.294900;-0.344319;0.163297;0.089232;-0.944931;0.855698;3.667599;0.996448;1.473362;-2.016986;
0.294950;-0.401824;0.088795;0.075034;-0.850509;0.775474;3.781533;0.996458;1.473306;-1.817659;
0.295000;-0.431610;-0.043461;0.060122;-0.756426;0.696304;3.808971;0.996466;1.473250;-1.620938;
0.295050;-0.439344;-0.216852;0.045258;-0.666024;0.620766;3.715452;0.996474;1.473195;-1.433420;
0.295100;-0.434199;-0.406464;0.030913;-0.581276;0.550362;3.481042;0.996481;1.473139;-1.258789;
0.295150;-0.426952;-0.583715;0.017221;-0.502594;0.485373;3.104495;0.996486;1.473084;-1.097543;
0.295200;-0.427799;-0.721663;0.004009;-0.428939;0.424930;2.603951;0.996492;1.473029;-0.947303;
0.295250;-0.444293;-0.800005;-0.009123;-0.358193;0.367316;2.014029;0.996496;1.472974;-0.803617;
0.295300;-0.479805;-0.808814;-0.022677;-0.287746;0.310423;1.379881;0.996500;1.472919;-0.661125;
0.295350;-0.532788;-0.750295;-0.037131;-0.215151;0.252282;0.749325;0.996503;1.472864;-0.514875;
0.295400;-0.597002;-0.638268;-0.052813;-0.138751;0.191564;0.164556;0.996505;1.472809;-0.361544;
0.295450;-0.662631;-0.495446;-0.069827;-0.058133;0.127960;-0.345007;0.996506;1.472754;-0.200327;
0.295500;-0.718094;-0.349055;-0.088011;0.025646;0.062365;-0.767396;0.996507;1.472699;-0.033337;
0.295550;-0.752206;-0.225627;-0.106965;0.110139;-0.003174;-1.109408;0.996506;1.472644;0.134553;
0.295600;-0.756268;-0.145949;-0.126111;0.191841;-0.065730;-1.394350;0.996505;1.472590;0.296400;
0.295650;-0.725697;-0.121129;-0.144792;0.266738;-0.121946;-1.656641;0.996504;1.472535;0.444255;
0.295700;-0.660888;-0.150530;-0.162376;0.330957;-0.168581;-1.934329;0.996501;1.472480;0.570429;
0.295750;-0.567150;-0.221937;-0.178355;0.381392;-0.203037;-2.260945;0.996498;1.472425;0.668731;
0.295800;-0.453725;-0.313943;-0.192413;0.416198;-0.223785;-2.658256;0.996494;1.472370;0.735461;
0.295850;-0.332077;-0.400079;-0.204455;0.435060;-0.230605;-3.131303;0.996491;1.472315;0.769987;
0.295900;-0.213787;-0.453902;-0.214597;0.439181;-0.224584;-3.666650;0.996487;1.472259;0.774779;
0.295950;-0.108442;-0.454077;-0.223117;0.431006;-0.207889;-4.234189;0.996483;1.472204;0.754878;
0.296000;-0.021925;-0.388493;-0.230388;0.413727;-0.183339;-4.792159;0.996479;1.472149;0.716899;
0.296050;0.044578;-0.256617;-0.236795;0.390665;-0.153870;-5.294409;0.996476;1.472094;0.667746;
0.296100;0.094664;-0.069669;-0.242663;0.364650;-0.121987;-5.698547;0.996473;1.472038;0.613310;
0.296150;0.135889;0.151433;-0.248201;0.337510;-0.089310;-5.973427;0.996470;1.471983;0.557402;
0.296200;0.178174;0.379944;-0.253476;0.309766;-0.056290;-6.104555;0.996467;1.471927;0.501136;
0.296250;0.231781;0.588257;-0.258416;0.280588;-0.022172;-6.096416;0.996465;1.471872;0.442881;
0.296300;0.305202;0.753007;-0.262839;0.248024;0.014814;-5.971282;0.996463;1.471816;0.378780;
0.296350;0.403408;0.859361;-0.266493;0.209447;0.057047;-5.764735;0.996461;1.471761;0.303729;
0.296400;0.526749;0.903668;-0.269117;0.162139;0.106977;-5.518782;0.996460;1.471705;0.212642;
0.296450;0.670746;0.893988;-0.270479;0.103912;0.166566;-5.273861;0.996459;1.471649;0.101734;
0.296500;0.826792;0.848397;-0.270422;0.033625;0.236797;-5.061251;0.996459;1.471594;-0.030424;
0.296550;0.983635;0.791407;-0.268878;-0.048482;0.317360;-4.897347;0.996459;1.471538;-0.182317;
0.296600;1.129370;0.749172;-0.265872;-0.140701;0.406573;-4.780839;0.996461;1.471483;-0.349506;
0.296650;1.253541;0.744409;-0.261505;-0.240047;0.501552;-4.693363;0.996463;1.471427;-0.525247;
0.296700;1.348982;0.791984;-0.255935;-0.342677;0.598611;-4.603441;0.996466;1.471371;-0.701573;
0.296750;1.413031;0.896011;-0.249338;-0.444468;0.693806;-4.472992;0.996470;1.471316;-0.870597;
0.296800;1.447899;1.048999;-0.241890;-0.541646;0.783536;-4.265138;0.996474;1.471261;-1.025726;
0.296850;1.460124;1.233214;-0.233739;-0.631340;0.865079;-3.951827;0.996480;1.471205;-1.162570;
0.296900;1.459222;1.423984;-0.224993;-0.711973;0.936966;-3.519825;0.996486;1.471150;-1.279376;
0.296950;1.455789;1.594322;-0.215715;-0.783405;0.999120;-2.973936;0.996493;1.471095;-1.376961;
0.297000;1.459420;1.719988;-0.205926;-0.846813;1.052738;-2.336836;0.996500;1.471040;-1.458210;
0.297050;1.476835;1.784022;-0.195613;-0.904317;1.099930;-1.645566;0.996507;1.470985;-1.527267;
0.297100;1.510575;1.779905;-0.184741;-0.958445;1.143185;-0.945331;0.996515;1.470930;-1.588561;
0.297150;1.558503;1.712741;-0.173261;-1.011516;1.184777;-0.281796;0.996523;1.470875;-1.645856;
0.297200;1.614216;1.598246;-0.161124;-1.065077;1.226201;0.306675;0.996531;1.470821;-1.701484;
0.297250;1.668272;1.459750;-0.148290;-1.119490;1.267780;0.795377;0.996540;1.470766;-1.755914;
0.297300;1.710011;1.323769;-0.134739;-1.173752;1.308490;1.177023;0.996549;1.470712;-1.807726;
0.297350;1.729612;1.215002;-0.120475;-1.225586;1.346061;1.462210;0.996558;1.470658;-1.853993;
0.297400;1.720006;1.151702;-0.105539;-1.271786;1.377325;1.676521;0.996568;1.470604;-1.890951;
0.297450;1.678272;1.142289;-0.090013;-1.308752;1.398766;1.854835;0.996577;1.470550;-1.914781;
0.297500;1.606257;1.183849;-0.074022;-1.333114;1.407136;2.033931;0.996587;1.470497;-1.922327;
0.297550;1.510312;1.262793;-0.057734;-1.342331;1.400065;2.244805;0.996596;1.470443;-1.911623;
0.297600;1.400175;1.357551;-0.041352;-1.335154;1.376505;2.506160;0.996606;1.470390;-1.882173;
0.297650;1.287240;1.442774;-0.025101;-1.311856;1.336957;2.820315;0.996615;1.470336;-1.834993;
0.297700;1.182518;1.494250;-0.009213;-1.274199;1.283412;3.172287;0.996624;1.470283;-1.772471;
0.297750;1.094687;1.493601;0.006098;-1.225127;1.219030;3.532244;0.996633;1.470230;-1.698054;
0.297800;1.028600;1.431865;0.020650;-1.168254;1.147605;3.860833;0.996641;1.470177;-1.615782;
0.297850;0.984522;1.311289;0.034311;-1.107236;1.072924;4.116386;0.996649;1.470125;-1.529711;
0.297900;0.958248;1.144996;0.047006;-1.045146;0.998140;4.262633;0.996656;1.470072;-1.443280;
0.297950;0.942066;0.954600;0.058708;-0.983976;0.925268;4.275453;0.996663;1.470020;-1.358755;
0.298000;0.926380;0.766214;0.069429;-0.924349;0.854920;4.147407;0.996670;1.469967;-1.276873;
0.298050;0.901694;0.605622;0.079194;-0.865502;0.786308;3.889174;0.996676;1.469915;-1.196795;
0.298100;0.860562;0.493517;0.088021;-0.805553;0.717531;3.527651;0.996682;1.469863;-1.116384;
0.298150;0.799138;0.441725;0.095892;-0.741982;0.646090;3.101069;0.996687;1.469811;-1.032750;
0.298200;0.718043;0.451102;0.102738;-0.672253;0.569515;2.652062;0.996692;1.469759;-0.942941;
0.298250;0.622374;0.511522;0.108440;-0.594452;0.486012;2.219997;0.996697;1.469707;-0.844630;
0.298300;0.520847;0.603928;0.112832;-0.507811;0.394978;1.834034;0.996701;1.469655;-0.736716;
0.298350;0.424266;0.704067;0.115731;-0.413032;0.297301;1.508193;0.996704;1.469603;-0.619720;
0.298400;0.343569;0.787187;0.116962;-0.312328;0.195367;1.239385;0.996707;1.469551;-0.495945;
0.298450;0.287862;0.832813;0.116397;-0.209188;0.092791;1.008737;0.996709;1.469500;-0.369318;
0.298500;0.262774;0.828675;0.113984;-0.107886;-0.006098;0.785963;0.996710;1.469448;-0.244925;
0.298550;0.269475;0.773074;0.109766;-0.012845;-0.096921;0.535921;0.996711;1.469396;-0.128247;
0.298600;0.304521;0.675220;0.103882;0.072040;-0.175922;0.226121;0.996712;1.469345;-0.024252;
0.298650;0.360556;0.553487;0.096556;0.143987;-0.240544;-0.166278;0.996712;1.469293;0.063477;
0.298700;0.427743;0.431929;0.088066;0.201718;-0.289784;-0.649289;0.996711;1.469241;0.133347;
0.298750;0.495643;0.335718;0.078704;0.245564;-0.324269;-1.213736;0.996710;1.469190;0.185929;
0.298800;0.555182;0.286362;0.068742;0.277285;-0.346027;-1.834157;0.996709;1.469138;0.223663;
0.298850;0.600349;0.297625;0.058394;0.299622;-0.358016;-2.472791;0.996708;1.469086;0.250171;
0.298900;0.629282;0.372904;0.047806;0.315675;-0.363481;-3.085917;0.996707;1.469035;0.269386;
0.298950;0.644558;0.504577;0.037052;0.328225;-0.365277;-3.631314;0.996705;1.468983;0.284691;
0.299000;0.652620;0.675413;0.026161;0.339122;-0.365283;-4.075465;0.996704;1.468931;0.298264;
0.299050;0.662466;0.861799;0.015145;0.348870;-0.364015;-4.399133;0.996702;1.468879;0.310738;
0.299100;0.683839;1.038148;0.004049;0.356478;-0.360527;-4.600264;0.996701;1.468828;0.321201;
0.299150;0.725267;1.181667;-0.007018;0.359618;-0.352600;-4.693691;0.996699;1.468776;0.327522;
0.299200;0.792334;1.276564;-0.017855;0.355058;-0.337203;-4.707707;0.996698;1.468724;0.326939;
0.299250;0.886497;1.316914;-0.028164;0.339284;-0.311121;-4.678158;0.996696;1.468672;0.316780;
0.299300;1.004683;1.307643;-0.037568;0.309207;-0.271638;-4.641219;0.996695;1.468620;0.295190;
0.299350;1.139738;1.263440;-0.045654;0.262804;-0.217150;-4.626190;0.996693;1.468568;0.261673;
0.299400;1.281640;1.205823;-0.052020;0.199588;-0.147569;-4.649710;0.996692;1.468516;0.217335;
0.299450;1.419253;1.158918;-0.056334;0.120797;-0.064463;-4.712477;0.996691;1.468464;0.164747;
0.299500;1.542281;1.144745;-0.058382;0.029274;0.029108;-4.799080;0.996690;1.468412;0.107474;
0.299550;1.643057;1.178924;-0.058092;-0.070941;0.129033;-4.880980;0.996690;1.468360;0.049413;
0.299600;1.717837;1.267601;-0.055537;-0.175242;0.230778;-4.922060;0.996690;1.468308;-0.005878;
0.299650;1.767340;1.406185;-0.050906;-0.279177;0.330083;-4.885686;0.996690;1.468256;-0.055708;
0.299700;1.796452;1.580119;-0.044459;-0.379141;0.423600;-4.741931;0.996690;1.468204;-0.098524;
0.299750;1.813144;1.767550;-0.036458;-0.472896;0.509354;-4.473599;0.996691;1.468152;-0.133920;
0.299800;1.826818;1.943376;-0.027109;-0.559825;0.586934;-4.079893;0.996692;1.468100;-0.162451;
0.299850;1.846394;2.083906;-0.016515;-0.640869;0.657384;-3.577047;0.996693;1.468048;-0.185303;
0.299900;1.878499;2.171246;-0.004656;-0.718171;0.722827;-2.995800;0.996693;1.467996;-0.203938;
0.299950;1.926117;2.196589;0.008604;-0.794477;0.785874;-2.376188;0.996695;1.467944;-0.219741;
0.300000;1.987937;2.161781;0.023465;-0.872423;0.848958;-1.760647;0.996696;1.467893;-0.233753;
0.300050;2.058533;2.078872;0.040133;-0.953842;0.913710;-1.186737;0.996697;1.467841;-0.246519;
0.300100;2.129340;1.967752;0.058734;-1.039230;0.980497;-0.680839;0.996698;1.467789;-0.258065;
0.300150;2.190235;1.852318;0.079249;-1.127464;1.048215;-0.254034;0.996699;1.467737;-0.268012;
0.300200;2.231427;1.755907;0.101465;-1.215842;1.114377;0.099089;0.996701;1.467685;-0.275782;
0.300250;2.245295;1.696854;0.124958;-1.300437;1.175480;0.398487;0.996702;1.467633;-0.280816;
0.300300;2.227827;1.685036;0.149124;-1.376694;1.227570;0.673945;0.996704;1.467582;-0.282764;
0.300350;2.179383;1.720032;0.173245;-1.440164;1.266920;0.958531;0.996705;1.467530;-0.281579;
0.300400;2.104651;1.791259;0.196577;-1.487243;1.290666;1.281448;0.996706;1.467478;-0.277522;
0.300450;2.011791;1.880045;0.218455;-1.515753;1.297298;1.661665;0.996708;1.467426;-0.271099;
0.300500;1.910946;1.963241;0.238381;-1.525291;1.286911;2.103543;0.996709;1.467375;-0.262964;
0.300550;1.812386;2.017689;0.256081;-1.517240;1.261160;2.595275;0.996710;1.467323;-0.253816;
0.300600;1.724656;2.024683;0.271527;-1.494472;1.222945;3.110450;0.996712;1.467271;-0.244310;
0.300650;1.653063;1.973593;0.284903;-1.460779;1.175876;3.612435;0.996713;1.467220;-0.234986;
0.300700;1.598795;1.863948;0.296530;-1.420153;1.123623;4.060747;0.996714;1.467168;-0.226223;
0.300750;1.558832;1.705605;0.306763;-1.376048;1.069285;4.418209;0.996715;1.467116;-0.218233;
0.300800;1.526667;1.516962;0.315878;-1.330758;1.014879;4.657527;0.996716;1.467065;-0.211096;
0.300850;1.493691;1.321563;0.323980;-1.285043;0.961062;4.766068;0.996717;1.467013;-0.204842;
0.300900;1.450979;1.143748;0.330940;-1.238066;0.907127;4.747920;0.996718;1.466962;-0.199551;
0.300950;1.391139;1.004157;0.336385;-1.187653;0.851268;4.622867;0.996719;1.466910;-0.195448;
0.301000;1.309867;0.915962;0.339750;-1.130819;0.791068;4.422479;0.996720;1.466859;-0.192964;
0.301050;1.206908;0.882521;0.340373;-1.064476;0.724104;4.184073;0.996721;1.466807;-0.192731;
0.301100;1.086255;0.896897;0.337613;-0.986170;0.648556;3.943691;0.996722;1.466756;-0.195523;
0.301150;0.955531;0.943331;0.330996;-0.894703;0.563707;3.729424;0.996723;1.466704;-0.202134;
0.301200;0.824689;1.000382;0.320313;-0.790537;0.470224;3.556361;0.996724;1.466653;-0.213211;
0.301250;0.704256;1.045128;0.305700;-0.675882;0.370183;3.424093;0.996725;1.466601;-0.229079;
0.301300;0.603480;1.057629;0.287638;-0.554462;0.266824;3.317250;0.996726;1.466550;-0.249581;
0.301350;0.528703;1.024807;0.266901;-0.430992;0.164091;3.208947;0.996728;1.466498;-0.273993;
0.301400;0.482285;0.943008;0.244447;-0.310478;0.066031;3.066477;0.996729;1.466447;-0.301054;
0.301450;0.462279;0.818751;0.221267;-0.197455;-0.023813;2.858151;0.996731;1.466396;-0.329136;
0.301500;0.462900;0.667549;0.198240;-0.095321;-0.102920;2.559996;0.996733;1.466344;-0.356538;
0.301550;0.475719;0.511001;0.175997;-0.005883;-0.170115;2.161002;0.996734;1.466293;-0.381828;
0.301600;0.491333;0.372743;0.154845;0.070799;-0.225643;1.665960;0.996736;1.466242;-0.404149;
0.301650;0.501205;0.273996;0.134747;0.136240;-0.270987;1.095307;0.996738;1.466190;-0.423378;
0.301700;0.499314;0.229584;0.115383;0.193076;-0.308459;0.482050;0.996741;1.466139;-0.440107;
0.301750;0.483314;0.245155;0.096259;0.244399;-0.340658;-0.133687;0.996743;1.466088;-0.455423;
0.301800;0.454971;0.316142;0.076863;0.293034;-0.369896;-0.711429;0.996745;1.466037;-0.470553;
0.301850;0.419805;0.428648;0.056820;0.340874;-0.397694;-1.217179;0.996748;1.465986;-0.486441;
0.301900;0.386005;0.562086;0.036032;0.388423;-0.424455;-1.628999;0.996750;1.465935;-0.503351;
0.301950;0.362826;0.693067;0.014752;0.434615;-0.449367;-1.940319;0.996753;1.465884;-0.520588;
0.302000;0.358770;0.799797;-0.006402;0.476954;-0.470552;-2.160346;0.996755;1.465833;-0.536395;
0.302050;0.379903;0.866143;-0.026512;0.511947;-0.485434;-2.311522;0.996758;1.465782;-0.548087;
0.302100;0.428627;0.884606;-0.044495;0.535740;-0.491245;-2.424522;0.996761;1.465731;-0.552419;
0.302150;0.503133;0.857638;-0.059267;0.544844;-0.485576;-2.531764;0.996763;1.465680;-0.546159;
0.302200;0.597647;0.797057;-0.069925;0.536800;-0.466874;-2.660664;0.996766;1.465629;-0.526732;
0.302250;0.703417;0.721677;-0.075896;0.510671;-0.434775;-2.827929;0.996769;1.465578;-0.492787;
0.302300;0.810252;0.653614;-0.077032;0.467255;-0.390223;-3.035974;0.996771;1.465528;-0.444540;
0.302350;0.908321;0.613969;-0.073629;0.408989;-0.335360;-3.272125;0.996773;1.465477;-0.383777;
0.302400;0.989878;0.618708;-0.066366;0.339558;-0.273192;-3.510785;0.996775;1.465426;-0.313520;
0.302450;1.050580;0.675533;-0.056172;0.263284;-0.207112;-3.718114;0.996776;1.465376;-0.237443;
0.302500;1.090147;0.782319;-0.044057;0.184423;-0.140366;-3.858352;0.996777;1.465325;-0.159193;
0.302550;1.112261;0.927418;-0.030923;0.106481;-0.075559;-3.900574;0.996778;1.465274;-0.081755;
0.302600;1.123702;1.091782;-0.017407;0.031703;-0.014296;-3.824594;0.996778;1.465224;-0.007012;
0.302650;1.132910;1.252465;-0.003781;-0.039196;0.042976;-3.624899;0.996778;1.465173;0.064471;
0.302700;1.148234;1.386878;0.010077;-0.106984;0.096907;-3.311875;0.996777;1.465122;0.133391;
0.302750;1.176213;1.476954;0.024622;-0.173592;0.148970;-2.910095;0.996776;1.465072;0.201424;
0.302800;1.220210;1.512456;0.040520;-0.241561;0.201042;-2.453998;0.996775;1.465021;0.270755;
0.302850;1.279663;1.492795;0.058471;-0.313382;0.254910;-1.981779;0.996774;1.464971;0.343490;
0.302900;1.350088;1.427019;0.079031;-0.390841;0.311810;-1.528656;0.996772;1.464920;0.421084;
0.302950;1.423842;1.331989;0.102448;-0.474521;0.372073;-1.120783;0.996770;1.464869;0.503884;
0.303000;1.491493;1.229077;0.128564;-0.563525;0.434961;-0.770953;0.996767;1.464818;0.590916;
0.303050;1.543537;1.140045;0.156793;-0.655496;0.498704;-0.476897;0.996764;1.464768;0.679967;
0.303100;1.572138;1.082856;0.186173;-0.746917;0.560743;-0.222487;0.996760;1.464717;0.767928;
0.303150;1.572563;1.068240;0.215505;-0.833636;0.618131;0.018410;0.996756;1.464666;0.851307;
0.303200;1.544034;1.097654;0.243521;-0.911519;0.667998;0.276155;0.996752;1.464615;0.926782;
0.303250;1.489847;1.163014;0.269081;-0.977100;0.708019;0.578776;0.996747;1.464564;0.991673;
0.303300;1.416731;1.248257;0.291338;-1.028114;0.736776;0.945848;0.996742;1.464513;1.044263;
0.303350;1.333571;1.332417;0.309849;-1.063804;0.753955;1.384003;0.996736;1.464461;1.083965;
0.303400;1.249743;1.393638;0.324612;-1.084963;0.760351;1.884923;0.996731;1.464410;1.111329;
0.303450;1.173376;1.413362;0.336022;-1.093692;0.757670;2.426183;0.996725;1.464359;1.127904;
0.303500;1.109866;1.379877;0.344755;-1.092930;0.748175;2.974806;0.996720;1.464307;1.135964;
0.303550;1.060931;1.290579;0.351601;-1.085850;0.734249;3.492840;0.996714;1.464256;1.138086;
0.303600;1.024372;1.152508;0.357286;-1.075231;0.717945;3.943903;0.996708;1.464204;1.136647;
0.303650;0.994601;0.981054;0.362314;-1.062937;0.700623;4.299464;0.996703;1.464152;1.133304;
0.303700;0.963807;0.797108;0.366853;-1.049578;0.682726;4.543673;0.996697;1.464100;1.128573;
0.303750;0.923558;0.623167;0.370700;-1.034448;0.663748;4.675832;0.996691;1.464048;1.121628;
