time;GEN_generator_theta;GEN_generator_omegaPu;GEN_generator_eqPPu;GEN_generator_edPPu;GEN_generator_PGenPu;GEN_generator_QGenPu;GEN_generator_UPu;
9.303388;0.983554;0.999960;0.795074;0.569313;0.669268;0.023632;0.998483;
9.322677;0.983290;0.999952;0.795090;0.569333;0.668763;0.023670;0.998496;
9.341966;0.982981;0.999945;0.795109;0.569342;0.668181;0.023699;0.998510;
9.361255;0.982634;0.999940;0.795130;0.569341;0.667538;0.023718;0.998522;
9.380545;0.982258;0.999936;0.795154;0.569328;0.666854;0.023727;0.998534;
9.399834;0.981864;0.999934;0.795181;0.569304;0.666148;0.023729;0.998545;
9.419123;0.981462;0.999933;0.795211;0.569269;0.665442;0.023723;0.998555;
9.438412;0.981062;0.999934;0.795243;0.569224;0.664753;0.023710;0.998564;
9.457702;0.980673;0.999937;0.795279;0.569171;0.664100;0.023694;0.998571;
9.476991;0.980306;0.999941;0.795318;0.569110;0.663500;0.023674;0.998577;
9.496280;0.979968;0.999947;0.795359;0.569043;0.662969;0.023652;0.998582;
9.515569;0.979668;0.999954;0.795402;0.568971;0.662520;0.023630;0.998585;
9.534858;0.979412;0.999961;0.795447;0.568897;0.662163;0.023610;0.998588;
9.554148;0.979205;0.999970;0.795494;0.568822;0.661905;0.023592;0.998589;
9.573437;0.979050;0.999979;0.795541;0.568747;0.661751;0.023579;0.998589;
9.592726;0.978949;0.999988;0.795589;0.568674;0.661702;0.023570;0.998589;
9.612015;0.978902;0.999997;0.795637;0.568605;0.661758;0.023568;0.998587;
9.650594;0.978965;1.000014;0.795730;0.568484;0.662157;0.023586;0.998584;
9.684830;0.979179;1.000027;0.795809;0.568401;0.662794;0.023628;0.998581;
9.715642;0.979476;1.000036;0.795875;0.568349;0.663545;0.023687;0.998578;
9.743373;0.979806;1.000041;0.795929;0.568321;0.664318;0.023756;0.998577;
9.768331;0.980135;1.000044;0.795974;0.568313;0.665055;0.023829;0.998577;
9.793289;0.980475;1.000044;0.796014;0.568318;0.665794;0.023912;0.998578;
9.815751;0.980778;1.000043;0.796047;0.568335;0.666436;0.023993;0.998581;
9.838213;0.981063;1.000039;0.796076;0.568360;0.667028;0.024078;0.998584;
9.860675;0.981319;1.000034;0.796102;0.568394;0.667552;0.024165;0.998590;
9.883138;0.981536;1.000028;0.796125;0.568432;0.667991;0.024252;0.998596;
9.905600;0.981707;1.000021;0.796146;0.568474;0.668331;0.024337;0.998604;
9.928062;0.981825;1.000013;0.796165;0.568517;0.668561;0.024420;0.998613;
9.950524;0.981884;1.000004;0.796183;0.568560;0.668676;0.024497;0.998623;
9.972986;0.981884;0.999996;0.796201;0.568599;0.668675;0.024568;0.998634;
9.995448;0.981824;0.999987;0.796218;0.568634;0.668561;0.024632;0.998645;
10.000000;0.981805;0.999986;0.796222;0.568640;0.668524;0.024644;0.998647;
