time;GEN_generator_theta;GEN_generator_omegaPu;GEN_generator_eqPPu;GEN_generator_edPPu;GEN_generator_psi2q;GEN_generator_PGenPu;GEN_generator_QGenPu;GEN_generator_sePu;GEN_generator_UPu;
3.410250;0.975080;0.999846;0.798735;0.553770;-0.702587;0.671574;0.012374;0.078600;0.996742;
3.422945;0.974451;0.999838;0.798772;0.553618;-0.702472;0.670306;0.012416;0.078559;0.996768;
3.435640;0.973793;0.999831;0.798811;0.553440;-0.702326;0.669027;0.012421;0.078509;0.996788;
3.448335;0.973114;0.999827;0.798854;0.553238;-0.702150;0.667753;0.012394;0.078451;0.996804;
3.461030;0.972421;0.999825;0.798901;0.553015;-0.701948;0.666499;0.012335;0.078387;0.996814;
3.473725;0.971722;0.999824;0.798950;0.552775;-0.701722;0.665278;0.012248;0.078317;0.996819;
3.486420;0.971025;0.999826;0.799003;0.552520;-0.701476;0.664105;0.012134;0.078243;0.996820;
3.499115;0.970337;0.999829;0.799059;0.552253;-0.701212;0.662993;0.011998;0.078167;0.996816;
3.511810;0.969666;0.999834;0.799119;0.551978;-0.700934;0.661951;0.011843;0.078089;0.996809;
3.524505;0.969017;0.999840;0.799181;0.551697;-0.700646;0.660991;0.011671;0.078011;0.996797;
3.537200;0.968398;0.999848;0.799247;0.551415;-0.700350;0.660121;0.011486;0.077934;0.996782;
3.549895;0.967813;0.999858;0.799316;0.551134;-0.700051;0.659347;0.011292;0.077860;0.996764;
3.562590;0.967267;0.999868;0.799387;0.550857;-0.699751;0.658676;0.011092;0.077789;0.996744;
3.575285;0.966764;0.999879;0.799462;0.550586;-0.699453;0.658112;0.010889;0.077722;0.996722;
3.587980;0.966308;0.999892;0.799538;0.550325;-0.699160;0.657657;0.010687;0.077660;0.996698;
3.600675;0.965902;0.999904;0.799616;0.550075;-0.698876;0.657314;0.010488;0.077605;0.996673;
3.613370;0.965548;0.999918;0.799697;0.549840;-0.698603;0.657081;0.010296;0.077556;0.996648;
3.626065;0.965248;0.999931;0.799778;0.549620;-0.698344;0.656958;0.010114;0.077515;0.996622;
3.638760;0.965001;0.999945;0.799861;0.549418;-0.698100;0.656942;0.009944;0.077482;0.996596;
3.651455;0.964809;0.999959;0.799945;0.549235;-0.697873;0.657029;0.009789;0.077457;0.996571;
3.664150;0.964670;0.999972;0.800030;0.549072;-0.697666;0.657214;0.009650;0.077441;0.996548;
3.676845;0.964584;0.999985;0.800114;0.548930;-0.697479;0.657492;0.009529;0.077433;0.996525;
3.689540;0.964548;0.999997;0.800199;0.548810;-0.697314;0.657855;0.009429;0.077434;0.996504;
3.702235;0.964561;1.000009;0.800284;0.548711;-0.697171;0.658296;0.009349;0.077444;0.996485;
3.714930;0.964620;1.000020;0.800367;0.548635;-0.697051;0.658807;0.009291;0.077463;0.996469;
3.727625;0.964720;1.000031;0.800450;0.548579;-0.696954;0.659379;0.009256;0.077490;0.996455;
3.740320;0.964860;1.000040;0.800532;0.548545;-0.696880;0.660003;0.009243;0.077525;0.996444;
3.753015;0.965035;1.000048;0.800613;0.548532;-0.696828;0.660670;0.009254;0.077567;0.996435;
3.765710;0.965240;1.000055;0.800692;0.548537;-0.696798;0.661370;0.009287;0.077617;0.996429;
3.778405;0.965471;1.000061;0.800770;0.548561;-0.696789;0.662094;0.009342;0.077673;0.996427;
3.791100;0.965724;1.000066;0.800845;0.548602;-0.696800;0.662832;0.009418;0.077735;0.996427;
3.803795;0.965994;1.000070;0.800919;0.548659;-0.696829;0.663575;0.009515;0.077802;0.996431;
3.816490;0.966277;1.000072;0.800991;0.548729;-0.696876;0.664314;0.009630;0.077873;0.996437;
3.829185;0.966567;1.000074;0.801060;0.548811;-0.696938;0.665040;0.009764;0.077948;0.996446;
3.841880;0.966861;1.000074;0.801128;0.548904;-0.697014;0.665745;0.009913;0.078027;0.996458;
3.854575;0.967153;1.000073;0.801193;0.549005;-0.697102;0.666422;0.010077;0.078107;0.996472;
3.867270;0.967440;1.000071;0.801256;0.549113;-0.697200;0.667064;0.010254;0.078189;0.996489;
3.879965;0.967717;1.000068;0.801317;0.549226;-0.697305;0.667663;0.010442;0.078271;0.996509;
3.892660;0.967981;1.000064;0.801376;0.549341;-0.697417;0.668216;0.010638;0.078354;0.996530;
3.905355;0.968228;1.000060;0.801432;0.549458;-0.697534;0.668716;0.010841;0.078435;0.996553;
3.918050;0.968455;1.000054;0.801487;0.549573;-0.697652;0.669161;0.011050;0.078515;0.996578;
3.930745;0.968659;1.000048;0.801540;0.549687;-0.697770;0.669545;0.011261;0.078594;0.996604;
3.943440;0.968839;1.000042;0.801591;0.549796;-0.697887;0.669869;0.011473;0.078669;0.996631;
3.956135;0.968991;1.000035;0.801640;0.549899;-0.698001;0.670128;0.011684;0.078741;0.996660;
3.968830;0.969115;1.000027;0.801688;0.549996;-0.698110;0.670324;0.011893;0.078810;0.996688;
3.981525;0.969208;1.000020;0.801735;0.550084;-0.698212;0.670455;0.012098;0.078874;0.996717;
3.994220;0.969271;1.000012;0.801781;0.550163;-0.698306;0.670523;0.012296;0.078934;0.996746;
4.006915;0.969302;1.000004;0.801826;0.550232;-0.698391;0.670530;0.012487;0.078989;0.996775;
4.032305;0.969273;0.999989;0.801913;0.550336;-0.698529;0.670370;0.012840;0.079084;0.996831;
4.057695;0.969126;0.999974;0.801999;0.550391;-0.698620;0.670001;0.013150;0.079159;0.996884;
4.083085;0.968869;0.999961;0.802085;0.550398;-0.698661;0.669455;0.013412;0.079213;0.996932;
4.108475;0.968517;0.999950;0.802172;0.550356;-0.698650;0.668767;0.013622;0.079248;0.996974;
4.133865;0.968087;0.999941;0.802261;0.550268;-0.698589;0.667981;0.013779;0.079265;0.997010;
4.159255;0.967597;0.999935;0.802352;0.550139;-0.698481;0.667139;0.013885;0.079267;0.997039;
4.182106;0.967121;0.999932;0.802437;0.549993;-0.698347;0.666366;0.013939;0.079258;0.997059;
4.204957;0.966629;0.999930;0.802526;0.549823;-0.698184;0.665611;0.013959;0.079241;0.997074;
4.225523;0.966185;0.999931;0.802608;0.549656;-0.698017;0.664968;0.013951;0.079222;0.997083;
4.246089;0.965750;0.999933;0.802693;0.549478;-0.697835;0.664381;0.013924;0.079200;0.997087;
4.266655;0.965334;0.999937;0.802781;0.549296;-0.697643;0.663862;0.013881;0.079178;0.997089;
4.287221;0.964946;0.999942;0.802871;0.549114;-0.697447;0.663426;0.013829;0.079157;0.997088;
4.307787;0.964593;0.999948;0.802963;0.548935;-0.697250;0.663079;0.013772;0.079139;0.997084;
4.328352;0.964279;0.999955;0.803057;0.548764;-0.697057;0.662826;0.013714;0.079125;0.997079;
4.348918;0.964010;0.999962;0.803153;0.548604;-0.696872;0.662670;0.013659;0.079117;0.997073;
4.369484;0.963788;0.999969;0.803250;0.548458;-0.696699;0.662610;0.013612;0.079115;0.997067;
4.390050;0.963613;0.999977;0.803348;0.548327;-0.696541;0.662642;0.013577;0.079120;0.997061;
4.410616;0.963485;0.999984;0.803445;0.548215;-0.696399;0.662759;0.013555;0.079133;0.997056;
4.431182;0.963402;0.999991;0.803543;0.548121;-0.696276;0.662953;0.013550;0.079153;0.997052;
4.451748;0.963361;0.999997;0.803640;0.548047;-0.696173;0.663214;0.013564;0.079181;0.997051;
4.472314;0.963358;1.000003;0.803737;0.547991;-0.696090;0.663530;0.013597;0.079216;0.997051;
4.492880;0.963388;1.000007;0.803832;0.547954;-0.696027;0.663888;0.013650;0.079258;0.997053;
4.513446;0.963445;1.000011;0.803925;0.547934;-0.695983;0.664275;0.013722;0.079307;0.997058;
4.534011;0.963522;1.000014;0.804017;0.547930;-0.695957;0.664677;0.013813;0.079360;0.997066;
4.554577;0.963614;1.000015;0.804107;0.547939;-0.695948;0.665083;0.013922;0.079418;0.997076;
4.575143;0.963714;1.000016;0.804195;0.547959;-0.695952;0.665478;0.014046;0.079479;0.997089;
4.595709;0.963815;1.000016;0.804280;0.547987;-0.695969;0.665852;0.014183;0.079542;0.997104;
4.616275;0.963912;1.000015;0.804364;0.548022;-0.695994;0.666196;0.014332;0.079607;0.997121;
4.636841;0.963998;1.000013;0.804445;0.548059;-0.696025;0.666499;0.014489;0.079671;0.997141;
4.657407;0.964070;1.000010;0.804525;0.548098;-0.696059;0.666756;0.014651;0.079735;0.997161;
4.677973;0.964122;1.000007;0.804602;0.548135;-0.696095;0.666961;0.014816;0.079797;0.997183;
4.698539;0.964152;1.000003;0.804678;0.548167;-0.696128;0.667112;0.014981;0.079856;0.997206;
4.719104;0.964157;0.999999;0.804753;0.548194;-0.696157;0.667206;0.015143;0.079912;0.997229;
4.739670;0.964135;0.999995;0.804826;0.548213;-0.696180;0.667244;0.015300;0.079964;0.997252;
4.760236;0.964087;0.999990;0.804898;0.548222;-0.696195;0.667229;0.015451;0.080012;0.997275;
4.780802;0.964011;0.999986;0.804970;0.548222;-0.696200;0.667163;0.015592;0.080055;0.997298;
4.821934;0.963787;0.999979;0.805111;0.548189;-0.696178;0.666909;0.015843;0.080127;0.997340;
4.858952;0.963512;0.999973;0.805239;0.548123;-0.696119;0.666570;0.016030;0.080177;0.997373;
4.895971;0.963187;0.999970;0.805367;0.548026;-0.696027;0.666169;0.016179;0.080215;0.997402;
4.932990;0.962831;0.999968;0.805497;0.547903;-0.695903;0.665751;0.016293;0.080243;0.997426;
4.966306;0.962501;0.999968;0.805616;0.547777;-0.695771;0.665390;0.016371;0.080263;0.997443;
4.999623;0.962177;0.999969;0.805737;0.547641;-0.695626;0.665074;0.016429;0.080280;0.997457;
5.029608;0.961902;0.999972;0.805847;0.547516;-0.695489;0.664843;0.016471;0.080295;0.997466;
5.059593;0.961651;0.999975;0.805958;0.547393;-0.695351;0.664673;0.016508;0.080312;0.997475;
5.089578;0.961429;0.999978;0.806070;0.547276;-0.695217;0.664573;0.016544;0.080332;0.997482;
5.119563;0.961241;0.999982;0.806182;0.547169;-0.695091;0.664541;0.016585;0.080356;0.997488;
5.149549;0.961089;0.999986;0.806295;0.547075;-0.694976;0.664576;0.016635;0.080385;0.997495;
5.179534;0.960970;0.999989;0.806407;0.546994;-0.694874;0.664668;0.016695;0.080420;0.997503;
5.209519;0.960881;0.999992;0.806518;0.546927;-0.694788;0.664808;0.016768;0.080460;0.997512;
5.239504;0.960819;0.999995;0.806629;0.546874;-0.694716;0.664982;0.016856;0.080505;0.997523;
5.269489;0.960776;0.999996;0.806737;0.546833;-0.694658;0.665176;0.016957;0.080554;0.997535;
5.299474;0.960747;0.999997;0.806844;0.546804;-0.694613;0.665378;0.017071;0.080607;0.997549;
5.329459;0.960723;0.999998;0.806949;0.546782;-0.694579;0.665572;0.017196;0.080662;0.997565;
5.359444;0.960700;0.999997;0.807052;0.546767;-0.694552;0.665748;0.017329;0.080718;0.997583;
5.389429;0.960670;0.999996;0.807154;0.546754;-0.694531;0.665896;0.017469;0.080774;0.997602;
5.419414;0.960629;0.999995;0.807253;0.546741;-0.694511;0.666009;0.017611;0.080829;0.997621;
5.449399;0.960572;0.999993;0.807351;0.546726;-0.694491;0.666083;0.017754;0.080883;0.997642;
5.479384;0.960498;0.999991;0.807447;0.546706;-0.694467;0.666116;0.017893;0.080933;0.997662;
5.509369;0.960404;0.999989;0.807543;0.546680;-0.694439;0.666110;0.018028;0.080981;0.997683;
5.539354;0.960292;0.999987;0.807637;0.546647;-0.694403;0.666068;0.018156;0.081024;0.997703;
5.569340;0.960163;0.999985;0.807731;0.546606;-0.694360;0.665996;0.018275;0.081065;0.997722;
5.629310;0.959867;0.999983;0.807917;0.546504;-0.694250;0.665804;0.018488;0.081136;0.997757;
5.678631;0.959599;0.999982;0.808071;0.546402;-0.694139;0.665620;0.018638;0.081187;0.997783;
5.727953;0.959326;0.999982;0.808224;0.546289;-0.694015;0.665448;0.018770;0.081234;0.997805;
5.772342;0.959088;0.999983;0.808362;0.546184;-0.693897;0.665323;0.018878;0.081275;0.997824;
5.816731;0.958866;0.999985;0.808501;0.546080;-0.693778;0.665240;0.018981;0.081317;0.997840;
5.861121;0.958666;0.999986;0.808639;0.545981;-0.693663;0.665204;0.019084;0.081360;0.997857;
5.905510;0.958491;0.999988;0.808776;0.545891;-0.693555;0.665214;0.019191;0.081407;0.997873;
5.949900;0.958339;0.999990;0.808912;0.545810;-0.693457;0.665262;0.019304;0.081457;0.997889;
5.994289;0.958207;0.999991;0.809047;0.545739;-0.693370;0.665339;0.019426;0.081510;0.997906;
6.038678;0.958091;0.999992;0.809180;0.545677;-0.693292;0.665431;0.019556;0.081566;0.997925;
6.083068;0.957983;0.999993;0.809311;0.545623;-0.693223;0.665527;0.019693;0.081623;0.997944;
6.127457;0.957878;0.999993;0.809440;0.545573;-0.693161;0.665613;0.019837;0.081682;0.997964;
6.171846;0.957770;0.999992;0.809567;0.545526;-0.693102;0.665681;0.019983;0.081740;0.997986;
6.216236;0.957654;0.999991;0.809692;0.545478;-0.693045;0.665724;0.020130;0.081797;0.998007;
6.260625;0.957528;0.999991;0.809816;0.545429;-0.692986;0.665740;0.020275;0.081852;0.998029;
6.305014;0.957389;0.999990;0.809937;0.545375;-0.692924;0.665730;0.020416;0.081904;0.998050;
6.349404;0.957240;0.999989;0.810058;0.545317;-0.692858;0.665699;0.020550;0.081954;0.998071;
6.438183;0.956920;0.999988;0.810297;0.545187;-0.692711;0.665604;0.020799;0.082047;0.998110;
6.517355;0.956625;0.999988;0.810507;0.545062;-0.692568;0.665514;0.021002;0.082124;0.998142;
6.596527;0.956340;0.999989;0.810715;0.544934;-0.692421;0.665451;0.021194;0.082199;0.998172;
6.667782;0.956101;0.999990;0.810900;0.544823;-0.692291;0.665431;0.021362;0.082267;0.998198;
6.739037;0.955884;0.999991;0.811082;0.544720;-0.692168;0.665446;0.021532;0.082336;0.998223;
6.810292;0.955687;0.999992;0.811262;0.544626;-0.692055;0.665487;0.021706;0.082408;0.998249;
6.881546;0.955502;0.999992;0.811439;0.544539;-0.691951;0.665537;0.021886;0.082481;0.998276;
6.952801;0.955321;0.999992;0.811612;0.544458;-0.691854;0.665579;0.022069;0.082554;0.998303;
7.024056;0.955138;0.999992;0.811783;0.544378;-0.691759;0.665604;0.022252;0.082625;0.998330;
7.095311;0.954947;0.999991;0.811950;0.544297;-0.691664;0.665605;0.022431;0.082695;0.998357;
7.166566;0.954749;0.999991;0.812114;0.544213;-0.691566;0.665589;0.022603;0.082761;0.998383;
7.237821;0.954546;0.999991;0.812276;0.544126;-0.691465;0.665562;0.022769;0.082825;0.998409;
7.309076;0.954343;0.999991;0.812436;0.544037;-0.691363;0.665535;0.022928;0.082887;0.998433;
7.380331;0.954145;0.999991;0.812594;0.543949;-0.691259;0.665515;0.023082;0.082948;0.998457;
7.451586;0.953954;0.999992;0.812750;0.543862;-0.691158;0.665508;0.023234;0.083008;0.998480;
7.522841;0.953773;0.999992;0.812903;0.543779;-0.691060;0.665514;0.023384;0.083068;0.998503;
7.594096;0.953599;0.999992;0.813055;0.543699;-0.690966;0.665527;0.023535;0.083129;0.998525;
7.736605;0.953264;0.999993;0.813350;0.543548;-0.690787;0.665553;0.023836;0.083249;0.998570;
7.859400;0.952981;0.999993;0.813596;0.543423;-0.690639;0.665565;0.024091;0.083349;0.998609;
7.982195;0.952700;0.999993;0.813836;0.543299;-0.690494;0.665563;0.024338;0.083447;0.998646;
8.104990;0.952420;0.999993;0.814070;0.543176;-0.690349;0.665553;0.024576;0.083540;0.998682;
8.350580;0.951881;0.999993;0.814520;0.542936;-0.690068;0.665539;0.025030;0.083720;0.998751;
8.549090;0.951471;0.999994;0.814866;0.542751;-0.689851;0.665539;0.025380;0.083858;0.998804;
8.747600;0.951082;0.999994;0.815199;0.542577;-0.689646;0.665546;0.025716;0.083992;0.998855;
8.946110;0.950709;0.999994;0.815516;0.542410;-0.689450;0.665551;0.026041;0.084121;0.998904;
9.144620;0.950351;0.999994;0.815821;0.542250;-0.689262;0.665552;0.026351;0.084244;0.998951;
9.343130;0.950007;0.999995;0.816112;0.542096;-0.689081;0.665550;0.026648;0.084361;0.998995;
9.740150;0.949360;0.999995;0.816659;0.541807;-0.688741;0.665548;0.027205;0.084582;0.999080;
10.000000;0.948968;0.999995;0.816992;0.541631;-0.688534;0.665549;0.027543;0.084717;0.999131;
