time;NL_G1_generator_omegaPu;NL_G1_generator_PGenPu;NL_G1_generator_QGenPu;NL_G1_generator_UPu;NL_G1_generator_efdPu;NL_G1_compensator_VcPu;NL_G1_pss_VPssPu;NL_G1_governor_PmPu;NL_G2_generator_omegaPu;NL_G2_generator_PGenPu;NL_G2_generator_QGenPu;NL_G2_generator_UPu;NL_G2_generator_efdPu;NL_G3_generator_omegaPu;NL_G3_generator_PGenPu;NL_G3_generator_QGenPu;NL_G3_generator_UPu;NL_G3_generator_efdPu;
7.990934;0.986638;6.113059;0.713876;1.018506;1.740303;1.018506;0.001994;0.528729;0.986645;1.375265;0.865193;1.018506;1.931677;0.986645;1.473932;0.953266;1.018506;2.136234;
8.048144;0.986539;6.112737;0.714520;1.018488;1.740226;1.018488;0.001969;0.528941;0.986545;1.375348;0.864864;1.018488;1.931557;0.986546;1.474004;0.952769;1.018488;2.135980;
8.162562;0.986341;6.112092;0.715779;1.018451;1.740059;1.018451;0.001919;0.529368;0.986348;1.375510;0.864216;1.018451;1.931354;0.986348;1.474147;0.951792;1.018451;2.135518;
8.219772;0.986243;6.111771;0.716394;1.018433;1.739968;1.018433;0.001893;0.529583;0.986250;1.375591;0.863898;1.018433;1.931272;0.986250;1.474218;0.951311;1.018433;2.135309;
8.248377;0.986195;6.111610;0.716698;1.018424;1.739921;1.018424;0.001880;0.529692;0.986201;1.375631;0.863740;1.018424;1.931236;0.986202;1.474253;0.951073;1.018424;2.135210;
8.305586;0.986098;6.111290;0.717297;1.018405;1.739824;1.018405;0.001855;0.529909;0.986104;1.375711;0.863428;1.018405;1.931173;0.986104;1.474323;0.950602;1.018405;2.135023;
8.334191;0.986049;6.111130;0.717592;1.018396;1.739774;1.018396;0.001842;0.530019;0.986055;1.375750;0.863273;1.018396;1.931146;0.986056;1.474358;0.950369;1.018396;2.134935;
8.391400;0.985953;6.110810;0.718174;1.018378;1.739670;1.018378;0.001816;0.530238;0.985959;1.375829;0.862968;1.018378;1.931101;0.985960;1.474428;0.949908;1.018378;2.134768;
8.505819;0.985762;6.110175;0.719303;1.018341;1.739452;1.018341;0.001764;0.530681;0.985768;1.375986;0.862373;1.018341;1.931045;0.985769;1.474565;0.949006;1.018341;2.134477;
8.734657;0.985388;6.108920;0.721408;1.018268;1.738972;1.018268;0.001660;0.531580;0.985393;1.376294;0.861250;1.018268;1.931064;0.985394;1.474836;0.947295;1.018268;2.134045;
8.763262;0.985342;6.108765;0.721657;1.018259;1.738908;1.018259;0.001647;0.531694;0.985347;1.376332;0.861116;1.018259;1.931078;0.985348;1.474869;0.947089;1.018259;2.134005;
8.820471;0.985250;6.108455;0.722144;1.018241;1.738778;1.018241;0.001621;0.531922;0.985255;1.376408;0.860853;1.018241;1.931114;0.985256;1.474936;0.946684;1.018241;2.133935;
8.849076;0.985204;6.108301;0.722383;1.018232;1.738712;1.018232;0.001608;0.532037;0.985209;1.376446;0.860724;1.018232;1.931136;0.985210;1.474969;0.946485;1.018232;2.133904;
8.906285;0.985113;6.107993;0.722850;1.018214;1.738577;1.018214;0.001582;0.532267;0.985118;1.376521;0.860470;1.018214;1.931187;0.985119;1.475035;0.946093;1.018214;2.133851;
9.020704;0.984933;6.107384;0.723741;1.018179;1.738298;1.018179;0.001531;0.532730;0.984938;1.376671;0.859983;1.018179;1.931318;0.984938;1.475167;0.945334;1.018179;2.133777;
9.249542;0.984580;6.106187;0.725347;1.018109;1.737711;1.018109;0.001430;0.533667;0.984584;1.376965;0.859095;1.018109;1.931682;0.984585;1.475426;0.943921;1.018109;2.133755;
9.707218;0.983903;6.103892;0.727843;1.017979;1.736444;1.017978;0.001236;0.535583;0.983907;1.377539;0.857678;1.017979;1.932771;0.983908;1.475932;0.941532;1.017979;2.134142;
9.780413;0.983799;6.103537;0.728153;1.017959;1.736231;1.017959;0.001206;0.535894;0.983803;1.377629;0.857495;1.017959;1.932989;0.983803;1.476012;0.941204;1.017959;2.134257;
9.926804;0.983593;6.102837;0.728700;1.017919;1.735797;1.017919;0.001147;0.536521;0.983597;1.377808;0.857170;1.017919;1.933456;0.983597;1.476170;0.940593;1.017919;2.134523;
10.000000;0.983492;6.102493;0.728935;1.017900;1.735577;1.017900;0.001118;0.536835;0.983495;1.377897;0.857026;1.017900;1.933704;0.983496;1.476248;0.940310;1.017900;2.134674;
