time;MACHINE_machine_omegaPu;MACHINE_machine_UStatorPu;MACHINE_machine_ifPu;MACHINE_machine_MdSatPPu;MACHINE_machine_MqSatPPu;MACHINE_machine_lambdaAirGapPu;
1.541560;0.997774;0.909307;0.978836;1.540601;1.490601;0.912445;
1.541580;0.997774;0.909309;0.978821;1.540600;1.490600;0.912446;
1.541600;0.997774;0.909311;0.978805;1.540599;1.490599;0.912447;
1.541620;0.997774;0.909314;0.978790;1.540598;1.490598;0.912448;
1.541640;0.997774;0.909318;0.978774;1.540597;1.490597;0.912449;
1.541660;0.997774;0.909322;0.978759;1.540596;1.490596;0.912450;
1.541680;0.997774;0.909327;0.978743;1.540595;1.490595;0.912452;
1.541700;0.997774;0.909333;0.978728;1.540594;1.490594;0.912453;
1.541720;0.997774;0.909339;0.978712;1.540593;1.490593;0.912454;
1.541740;0.997774;0.909346;0.978696;1.540592;1.490592;0.912455;
1.541760;0.997774;0.909352;0.978681;1.540591;1.490591;0.912457;
1.541780;0.997774;0.909358;0.978665;1.540590;1.490590;0.912458;
1.541800;0.997774;0.909365;0.978649;1.540588;1.490588;0.912459;
1.541820;0.997774;0.909371;0.978633;1.540587;1.490587;0.912461;
1.541840;0.997774;0.909376;0.978616;1.540586;1.490586;0.912462;
1.541860;0.997774;0.909381;0.978600;1.540585;1.490585;0.912464;
1.541880;0.997774;0.909386;0.978584;1.540583;1.490583;0.912465;
1.541900;0.997774;0.909390;0.978567;1.540582;1.490582;0.912467;
1.541920;0.997774;0.909393;0.978551;1.540581;1.490581;0.912468;
1.541940;0.997774;0.909395;0.978535;1.540579;1.490579;0.912470;
1.541960;0.997774;0.909397;0.978518;1.540578;1.490578;0.912472;
1.541980;0.997774;0.909397;0.978502;1.540577;1.490577;0.912473;
1.542000;0.997774;0.909398;0.978485;1.540575;1.490575;0.912475;
1.542020;0.997774;0.909397;0.978469;1.540574;1.490574;0.912476;
1.542040;0.997774;0.909396;0.978452;1.540572;1.490572;0.912478;
1.542060;0.997774;0.909394;0.978436;1.540571;1.490571;0.912480;
1.542080;0.997774;0.909393;0.978419;1.540570;1.490570;0.912481;
1.542100;0.997774;0.909390;0.978403;1.540568;1.490568;0.912483;
1.542120;0.997774;0.909388;0.978386;1.540567;1.490567;0.912485;
1.542140;0.997774;0.909386;0.978370;1.540565;1.490565;0.912486;
1.542160;0.997774;0.909384;0.978354;1.540564;1.490564;0.912488;
1.542180;0.997774;0.909382;0.978337;1.540562;1.490562;0.912489;
1.542200;0.997774;0.909381;0.978321;1.540561;1.490561;0.912491;
1.542220;0.997774;0.909380;0.978305;1.540560;1.490560;0.912493;
1.542240;0.997774;0.909379;0.978289;1.540558;1.490558;0.912494;
1.542260;0.997774;0.909380;0.978273;1.540557;1.490557;0.912496;
1.542280;0.997774;0.909380;0.978257;1.540556;1.490556;0.912497;
1.542300;0.997774;0.909382;0.978241;1.540554;1.490554;0.912499;
1.542320;0.997774;0.909384;0.978225;1.540553;1.490553;0.912501;
1.542340;0.997774;0.909387;0.978209;1.540551;1.490551;0.912502;
1.542360;0.997774;0.909390;0.978193;1.540550;1.490550;0.912504;
1.542380;0.997774;0.909394;0.978177;1.540549;1.490549;0.912505;
1.542400;0.997774;0.909398;0.978160;1.540547;1.490547;0.912507;
1.542420;0.997774;0.909402;0.978144;1.540546;1.490546;0.912508;
1.542440;0.997773;0.909407;0.978128;1.540545;1.490545;0.912510;
1.542460;0.997773;0.909412;0.978112;1.540543;1.490543;0.912512;
1.542480;0.997773;0.909417;0.978096;1.540542;1.490542;0.912513;
1.542500;0.997773;0.909422;0.978079;1.540540;1.490541;0.912515;
1.542520;0.997773;0.909427;0.978063;1.540539;1.490539;0.912516;
1.542540;0.997773;0.909432;0.978046;1.540538;1.490538;0.912518;
1.542560;0.997773;0.909436;0.978030;1.540536;1.490536;0.912520;
1.542580;0.997773;0.909440;0.978014;1.540535;1.490535;0.912521;
1.542600;0.997773;0.909443;0.977997;1.540533;1.490533;0.912523;
1.542620;0.997773;0.909445;0.977981;1.540532;1.490532;0.912525;
1.542640;0.997773;0.909447;0.977964;1.540531;1.490531;0.912526;
1.542660;0.997773;0.909449;0.977948;1.540529;1.490529;0.912528;
1.542680;0.997773;0.909450;0.977931;1.540528;1.490528;0.912529;
1.542700;0.997773;0.909450;0.977915;1.540527;1.490527;0.912531;
1.542720;0.997773;0.909450;0.977899;1.540525;1.490525;0.912532;
1.542740;0.997773;0.909449;0.977882;1.540524;1.490524;0.912534;
1.542760;0.997773;0.909448;0.977866;1.540523;1.490523;0.912535;
1.542780;0.997773;0.909447;0.977850;1.540521;1.490521;0.912537;
1.542800;0.997773;0.909446;0.977834;1.540520;1.490520;0.912538;
1.542820;0.997773;0.909444;0.977818;1.540519;1.490519;0.912540;
1.542840;0.997773;0.909442;0.977802;1.540518;1.490518;0.912541;
1.542860;0.997773;0.909441;0.977786;1.540517;1.490517;0.912542;
1.542880;0.997773;0.909439;0.977770;1.540516;1.490516;0.912544;
1.542900;0.997773;0.909438;0.977754;1.540515;1.490515;0.912545;
1.542920;0.997773;0.909437;0.977739;1.540513;1.490513;0.912546;
1.542940;0.997773;0.909437;0.977723;1.540512;1.490512;0.912547;
1.542960;0.997773;0.909437;0.977708;1.540511;1.490511;0.912548;
1.542980;0.997773;0.909437;0.977692;1.540510;1.490510;0.912549;
1.543000;0.997773;0.909438;0.977676;1.540509;1.490509;0.912551;
1.543020;0.997773;0.909439;0.977661;1.540508;1.490509;0.912552;
1.543040;0.997773;0.909441;0.977645;1.540508;1.490508;0.912553;
1.543060;0.997773;0.909444;0.977630;1.540507;1.490507;0.912554;
1.543080;0.997773;0.909446;0.977614;1.540506;1.490506;0.912555;
1.543100;0.997773;0.909450;0.977599;1.540505;1.490505;0.912556;
1.543120;0.997773;0.909453;0.977583;1.540504;1.490504;0.912557;
1.543140;0.997773;0.909457;0.977568;1.540503;1.490503;0.912558;
1.543160;0.997773;0.909460;0.977552;1.540502;1.490502;0.912560;
1.543180;0.997773;0.909464;0.977536;1.540500;1.490500;0.912561;
1.543200;0.997773;0.909468;0.977520;1.540499;1.490499;0.912562;
1.543220;0.997773;0.909471;0.977504;1.540498;1.490498;0.912563;
1.543240;0.997773;0.909475;0.977488;1.540497;1.490497;0.912565;
1.543260;0.997773;0.909478;0.977472;1.540496;1.490496;0.912566;
1.543280;0.997773;0.909481;0.977456;1.540495;1.490495;0.912567;
1.543300;0.997773;0.909483;0.977440;1.540494;1.490494;0.912569;
1.543320;0.997773;0.909485;0.977424;1.540492;1.490492;0.912570;
1.543340;0.997773;0.909487;0.977408;1.540491;1.490491;0.912572;
1.543360;0.997773;0.909488;0.977392;1.540490;1.490490;0.912573;
1.543380;0.997773;0.909488;0.977375;1.540489;1.490489;0.912575;
1.543400;0.997773;0.909488;0.977359;1.540487;1.490487;0.912576;
1.543420;0.997773;0.909488;0.977343;1.540486;1.490486;0.912578;
1.543440;0.997773;0.909487;0.977327;1.540485;1.490485;0.912579;
1.543460;0.997773;0.909486;0.977311;1.540483;1.490483;0.912581;
1.543480;0.997773;0.909485;0.977294;1.540482;1.490482;0.912582;
1.543500;0.997773;0.909484;0.977278;1.540481;1.490481;0.912584;
1.543520;0.997773;0.909482;0.977262;1.540479;1.490479;0.912585;
1.543540;0.997773;0.909481;0.977246;1.540478;1.490478;0.912587;
1.543560;0.997773;0.909479;0.977230;1.540477;1.490477;0.912588;
1.543580;0.997773;0.909478;0.977214;1.540475;1.490475;0.912590;
1.543600;0.997773;0.909477;0.977198;1.540474;1.490474;0.912591;
1.543620;0.997773;0.909476;0.977182;1.540473;1.490473;0.912593;
1.543640;0.997773;0.909475;0.977166;1.540472;1.490472;0.912594;
1.543660;0.997773;0.909475;0.977150;1.540470;1.490470;0.912596;
1.543680;0.997773;0.909475;0.977135;1.540469;1.490469;0.912597;
1.543700;0.997773;0.909476;0.977119;1.540468;1.490468;0.912598;
1.543720;0.997772;0.909477;0.977103;1.540467;1.490467;0.912600;
1.543740;0.997772;0.909478;0.977087;1.540465;1.490465;0.912601;
1.543760;0.997772;0.909480;0.977071;1.540464;1.490464;0.912603;
1.543780;0.997772;0.909482;0.977055;1.540463;1.490463;0.912604;
1.543800;0.997772;0.909485;0.977040;1.540461;1.490461;0.912606;
1.543820;0.997772;0.909487;0.977024;1.540460;1.490460;0.912607;
1.543840;0.997772;0.909490;0.977008;1.540459;1.490459;0.912609;
1.543860;0.997772;0.909494;0.976992;1.540457;1.490457;0.912610;
1.543880;0.997772;0.909497;0.976976;1.540456;1.490456;0.912612;
1.543900;0.997772;0.909501;0.976960;1.540455;1.490455;0.912614;
1.543920;0.997772;0.909504;0.976943;1.540453;1.490453;0.912615;
1.543940;0.997772;0.909508;0.976927;1.540452;1.490452;0.912617;
1.543960;0.997772;0.909511;0.976911;1.540450;1.490450;0.912618;
1.543980;0.997772;0.909515;0.976895;1.540449;1.490449;0.912620;
1.544000;0.997772;0.909518;0.976878;1.540447;1.490447;0.912622;
1.544020;0.997772;0.909521;0.976862;1.540446;1.490446;0.912624;
1.544040;0.997772;0.909524;0.976846;1.540444;1.490444;0.912625;
1.544060;0.997772;0.909527;0.976829;1.540443;1.490443;0.912627;
1.544080;0.997772;0.909529;0.976813;1.540442;1.490442;0.912629;
1.544100;0.997772;0.909532;0.976797;1.540440;1.490440;0.912630;
1.544120;0.997772;0.909534;0.976780;1.540439;1.490439;0.912632;
1.544140;0.997772;0.909536;0.976764;1.540437;1.490437;0.912634;
1.544160;0.997772;0.909537;0.976748;1.540436;1.490436;0.912635;
1.544180;0.997772;0.909539;0.976731;1.540434;1.490434;0.912637;
1.544200;0.997772;0.909541;0.976715;1.540433;1.490433;0.912639;
1.544220;0.997772;0.909542;0.976699;1.540432;1.490432;0.912640;
1.544240;0.997772;0.909543;0.976683;1.540430;1.490430;0.912642;
1.544260;0.997772;0.909545;0.976667;1.540429;1.490429;0.912643;
1.544280;0.997772;0.909546;0.976651;1.540428;1.490428;0.912645;
1.544300;0.997772;0.909548;0.976635;1.540426;1.490426;0.912646;
1.544320;0.997772;0.909550;0.976619;1.540425;1.490425;0.912647;
1.544340;0.997772;0.909551;0.976603;1.540424;1.490424;0.912649;
1.544360;0.997772;0.909553;0.976587;1.540423;1.490423;0.912650;
1.544380;0.997772;0.909555;0.976571;1.540422;1.490422;0.912651;
1.544400;0.997772;0.909557;0.976556;1.540421;1.490421;0.912653;
1.544420;0.997772;0.909560;0.976540;1.540420;1.490420;0.912654;
1.544440;0.997772;0.909562;0.976524;1.540419;1.490419;0.912655;
1.544460;0.997772;0.909565;0.976508;1.540418;1.490418;0.912656;
1.544480;0.997772;0.909567;0.976493;1.540417;1.490417;0.912657;
1.544500;0.997772;0.909570;0.976477;1.540416;1.490416;0.912658;
1.544520;0.997772;0.909573;0.976461;1.540415;1.490415;0.912660;
1.544540;0.997772;0.909575;0.976445;1.540414;1.490414;0.912661;
1.544560;0.997772;0.909578;0.976429;1.540413;1.490413;0.912662;
1.544580;0.997772;0.909580;0.976413;1.540411;1.490411;0.912663;
1.544600;0.997772;0.909583;0.976397;1.540410;1.490410;0.912664;
1.544620;0.997772;0.909585;0.976381;1.540409;1.490409;0.912666;
1.544640;0.997772;0.909587;0.976365;1.540408;1.490408;0.912667;
1.544660;0.997772;0.909589;0.976349;1.540407;1.490407;0.912668;
1.544680;0.997772;0.909591;0.976333;1.540406;1.490406;0.912670;
1.544700;0.997772;0.909593;0.976317;1.540405;1.490405;0.912671;
1.544720;0.997772;0.909594;0.976301;1.540403;1.490403;0.912672;
1.544740;0.997772;0.909595;0.976285;1.540402;1.490402;0.912674;
1.544760;0.997772;0.909596;0.976269;1.540401;1.490401;0.912675;
1.544780;0.997772;0.909597;0.976253;1.540400;1.490400;0.912677;
1.544800;0.997772;0.909598;0.976236;1.540399;1.490399;0.912678;
1.544820;0.997772;0.909598;0.976220;1.540397;1.490397;0.912679;
1.544840;0.997772;0.909598;0.976204;1.540396;1.490396;0.912681;
1.544860;0.997772;0.909598;0.976188;1.540395;1.490395;0.912682;
1.544880;0.997772;0.909598;0.976172;1.540394;1.490394;0.912684;
1.544900;0.997772;0.909597;0.976156;1.540392;1.490392;0.912685;
1.544920;0.997772;0.909597;0.976140;1.540391;1.490391;0.912687;
1.544940;0.997772;0.909597;0.976124;1.540390;1.490390;0.912688;
1.544960;0.997772;0.909596;0.976108;1.540389;1.490389;0.912689;
1.544980;0.997772;0.909596;0.976092;1.540387;1.490388;0.912691;
1.545000;0.997772;0.909595;0.976076;1.540386;1.490386;0.912692;
1.545020;0.997772;0.909595;0.976060;1.540385;1.490385;0.912693;
1.545040;0.997772;0.909594;0.976044;1.540384;1.490384;0.912695;
1.545060;0.997772;0.909594;0.976028;1.540383;1.490383;0.912696;
1.545080;0.997772;0.909593;0.976013;1.540382;1.490382;0.912697;
1.545100;0.997772;0.909593;0.975997;1.540381;1.490381;0.912699;
1.545120;0.997772;0.909593;0.975981;1.540380;1.490380;0.912700;
1.545140;0.997772;0.909593;0.975965;1.540378;1.490378;0.912701;
1.545160;0.997772;0.909593;0.975950;1.540377;1.490377;0.912702;
1.545180;0.997772;0.909593;0.975934;1.540376;1.490376;0.912704;
1.545200;0.997772;0.909593;0.975918;1.540375;1.490375;0.912705;
1.545220;0.997772;0.909593;0.975903;1.540374;1.490374;0.912706;
1.545240;0.997772;0.909593;0.975887;1.540373;1.490373;0.912708;
1.545260;0.997772;0.909593;0.975871;1.540371;1.490371;0.912709;
1.545280;0.997772;0.909593;0.975855;1.540370;1.490370;0.912710;
1.545300;0.997772;0.909593;0.975839;1.540369;1.490369;0.912712;
1.545320;0.997772;0.909594;0.975824;1.540368;1.490368;0.912713;
1.545340;0.997772;0.909594;0.975808;1.540366;1.490366;0.912715;
1.545360;0.997772;0.909595;0.975792;1.540365;1.490365;0.912716;
1.545380;0.997772;0.909596;0.975776;1.540364;1.490364;0.912718;
1.545400;0.997772;0.909597;0.975760;1.540362;1.490362;0.912720;
1.545420;0.997772;0.909598;0.975744;1.540361;1.490361;0.912721;
1.545440;0.997772;0.909599;0.975728;1.540360;1.490360;0.912723;
1.545460;0.997771;0.909600;0.975712;1.540358;1.490358;0.912724;
1.545480;0.997771;0.909602;0.975696;1.540357;1.490357;0.912726;
1.545500;0.997771;0.909604;0.975680;1.540355;1.490355;0.912728;
1.545520;0.997771;0.909606;0.975664;1.540354;1.490354;0.912729;
1.545540;0.997771;0.909608;0.975648;1.540352;1.490352;0.912731;
1.545560;0.997771;0.909610;0.975632;1.540351;1.490351;0.912733;
1.545580;0.997771;0.909613;0.975616;1.540350;1.490350;0.912734;
1.545600;0.997771;0.909616;0.975600;1.540348;1.490348;0.912736;
1.545620;0.997771;0.909619;0.975584;1.540347;1.490347;0.912737;
1.545640;0.997771;0.909622;0.975568;1.540346;1.490346;0.912739;
1.545660;0.997771;0.909625;0.975552;1.540344;1.490344;0.912740;
1.545680;0.997771;0.909629;0.975536;1.540343;1.490343;0.912742;
1.545700;0.997771;0.909633;0.975520;1.540342;1.490342;0.912743;
1.545720;0.997771;0.909636;0.975505;1.540340;1.490340;0.912745;
1.545740;0.997771;0.909640;0.975489;1.540339;1.490339;0.912746;
1.545760;0.997771;0.909644;0.975473;1.540338;1.490338;0.912748;
1.545780;0.997771;0.909648;0.975457;1.540337;1.490337;0.912749;
1.545800;0.997771;0.909652;0.975441;1.540336;1.490336;0.912750;
1.545820;0.997771;0.909655;0.975426;1.540335;1.490335;0.912752;
1.545840;0.997771;0.909659;0.975410;1.540333;1.490333;0.912753;
1.545860;0.997771;0.909662;0.975394;1.540332;1.490332;0.912754;
1.545880;0.997771;0.909666;0.975378;1.540331;1.490331;0.912755;
1.545900;0.997771;0.909669;0.975362;1.540330;1.490330;0.912757;
1.545920;0.997771;0.909672;0.975346;1.540329;1.490329;0.912758;
1.545940;0.997771;0.909675;0.975330;1.540328;1.490328;0.912759;
1.545960;0.997771;0.909677;0.975315;1.540327;1.490327;0.912760;
1.545980;0.997771;0.909680;0.975299;1.540326;1.490326;0.912762;
1.546000;0.997771;0.909682;0.975283;1.540325;1.490325;0.912763;
1.546020;0.997771;0.909684;0.975267;1.540323;1.490323;0.912764;
1.546040;0.997771;0.909686;0.975251;1.540322;1.490322;0.912766;
1.546060;0.997771;0.909688;0.975235;1.540321;1.490321;0.912767;
1.546080;0.997771;0.909689;0.975219;1.540320;1.490320;0.912768;
1.546100;0.997771;0.909691;0.975203;1.540319;1.490319;0.912770;
1.546120;0.997771;0.909693;0.975186;1.540318;1.490318;0.912771;
1.546140;0.997771;0.909694;0.975170;1.540316;1.490316;0.912772;
1.546160;0.997771;0.909696;0.975154;1.540315;1.490315;0.912774;
1.546180;0.997771;0.909698;0.975138;1.540314;1.490314;0.912775;
1.546200;0.997771;0.909699;0.975122;1.540313;1.490313;0.912777;
1.546220;0.997771;0.909701;0.975106;1.540311;1.490311;0.912778;
1.546240;0.997771;0.909703;0.975089;1.540310;1.490310;0.912780;
1.546260;0.997771;0.909704;0.975073;1.540309;1.490309;0.912781;
1.546280;0.997771;0.909706;0.975057;1.540308;1.490308;0.912782;
1.546300;0.997771;0.909708;0.975041;1.540306;1.490306;0.912784;
1.546320;0.997771;0.909710;0.975025;1.540305;1.490305;0.912785;
1.546340;0.997771;0.909712;0.975009;1.540304;1.490304;0.912787;
1.546360;0.997771;0.909714;0.974993;1.540303;1.490303;0.912788;
1.546380;0.997771;0.909716;0.974976;1.540302;1.490302;0.912789;
1.546400;0.997771;0.909717;0.974960;1.540300;1.490300;0.912791;
1.546420;0.997771;0.909719;0.974944;1.540299;1.490299;0.912792;
1.546440;0.997771;0.909721;0.974928;1.540298;1.490298;0.912793;
1.546460;0.997771;0.909722;0.974912;1.540297;1.490297;0.912794;
1.546480;0.997771;0.909723;0.974896;1.540296;1.490296;0.912796;
1.546500;0.997771;0.909723;0.974880;1.540295;1.490295;0.912797;
1.546520;0.997771;0.909724;0.974864;1.540294;1.490294;0.912798;
1.546540;0.997771;0.909724;0.974849;1.540293;1.490293;0.912799;
1.546560;0.997771;0.909724;0.974833;1.540292;1.490292;0.912801;
1.546580;0.997771;0.909723;0.974817;1.540291;1.490291;0.912802;
1.546600;0.997771;0.909722;0.974801;1.540290;1.490290;0.912803;
1.546620;0.997771;0.909721;0.974785;1.540288;1.490289;0.912804;
1.546640;0.997771;0.909719;0.974769;1.540287;1.490287;0.912805;
1.546660;0.997771;0.909718;0.974753;1.540286;1.490286;0.912807;
1.546680;0.997771;0.909716;0.974738;1.540285;1.490285;0.912808;
1.546700;0.997771;0.909713;0.974722;1.540284;1.490284;0.912809;
1.546720;0.997771;0.909711;0.974706;1.540283;1.490283;0.912811;
1.546740;0.997771;0.909709;0.974690;1.540282;1.490282;0.912812;
1.546760;0.997771;0.909706;0.974674;1.540281;1.490281;0.912813;
1.546780;0.997771;0.909704;0.974659;1.540279;1.490279;0.912815;
1.546800;0.997771;0.909702;0.974643;1.540278;1.490278;0.912816;
1.546820;0.997771;0.909700;0.974627;1.540277;1.490277;0.912817;
1.546840;0.997771;0.909699;0.974611;1.540276;1.490276;0.912819;
1.546860;0.997771;0.909697;0.974596;1.540274;1.490274;0.912820;
1.546880;0.997771;0.909697;0.974580;1.540273;1.490273;0.912822;
1.546900;0.997771;0.909696;0.974564;1.540272;1.490272;0.912823;
1.546920;0.997771;0.909696;0.974548;1.540271;1.490271;0.912825;
1.546940;0.997771;0.909697;0.974533;1.540269;1.490269;0.912826;
1.546960;0.997771;0.909698;0.974517;1.540268;1.490268;0.912828;
1.546980;0.997771;0.909699;0.974501;1.540267;1.490267;0.912829;
1.547000;0.997771;0.909701;0.974486;1.540265;1.490265;0.912831;
1.547020;0.997771;0.909703;0.974470;1.540264;1.490264;0.912832;
1.547040;0.997771;0.909706;0.974454;1.540263;1.490263;0.912834;
1.547060;0.997771;0.909709;0.974439;1.540262;1.490262;0.912835;
1.547080;0.997771;0.909713;0.974423;1.540260;1.490260;0.912836;
1.547100;0.997771;0.909717;0.974407;1.540259;1.490259;0.912838;
1.547120;0.997771;0.909721;0.974392;1.540258;1.490258;0.912839;
1.547140;0.997771;0.909725;0.974376;1.540257;1.490257;0.912840;
1.547160;0.997771;0.909729;0.974360;1.540256;1.490256;0.912842;
1.547180;0.997771;0.909733;0.974345;1.540255;1.490255;0.912843;
1.547200;0.997771;0.909737;0.974329;1.540254;1.490254;0.912844;
1.547220;0.997771;0.909741;0.974314;1.540252;1.490252;0.912846;
1.547240;0.997771;0.909744;0.974298;1.540251;1.490251;0.912847;
1.547260;0.997771;0.909748;0.974282;1.540250;1.490250;0.912848;
1.547280;0.997771;0.909751;0.974267;1.540249;1.490249;0.912849;
1.547300;0.997771;0.909754;0.974251;1.540248;1.490248;0.912851;
1.547320;0.997771;0.909757;0.974235;1.540247;1.490247;0.912852;
1.547340;0.997771;0.909759;0.974219;1.540246;1.490246;0.912853;
1.547360;0.997771;0.909761;0.974204;1.540245;1.490245;0.912854;
1.547380;0.997771;0.909763;0.974188;1.540244;1.490244;0.912856;
1.547400;0.997771;0.909764;0.974172;1.540243;1.490243;0.912857;
1.547420;0.997771;0.909765;0.974156;1.540242;1.490242;0.912858;
1.547440;0.997771;0.909767;0.974141;1.540240;1.490240;0.912859;
1.547460;0.997771;0.909768;0.974125;1.540239;1.490239;0.912861;
1.547480;0.997771;0.909769;0.974109;1.540238;1.490238;0.912862;
1.547500;0.997771;0.909770;0.974093;1.540237;1.490237;0.912863;
1.547520;0.997771;0.909771;0.974077;1.540236;1.490236;0.912865;
1.547540;0.997771;0.909773;0.974061;1.540235;1.490235;0.912866;
1.547560;0.997771;0.909774;0.974045;1.540233;1.490233;0.912868;
1.547580;0.997771;0.909776;0.974029;1.540232;1.490232;0.912869;
1.547600;0.997771;0.909778;0.974014;1.540231;1.490231;0.912870;
1.547620;0.997771;0.909781;0.973998;1.540230;1.490230;0.912872;
1.547640;0.997771;0.909784;0.973982;1.540228;1.490228;0.912873;
1.547660;0.997771;0.909787;0.973966;1.540227;1.490227;0.912875;
1.547680;0.997771;0.909790;0.973950;1.540226;1.490226;0.912876;
1.547700;0.997771;0.909794;0.973934;1.540225;1.490225;0.912877;
1.547720;0.997771;0.909798;0.973917;1.540223;1.490223;0.912879;
1.547740;0.997771;0.909802;0.973901;1.540222;1.490222;0.912880;
1.547760;0.997771;0.909807;0.973885;1.540221;1.490221;0.912882;
1.547780;0.997771;0.909811;0.973869;1.540220;1.490220;0.912883;
1.547800;0.997771;0.909816;0.973853;1.540219;1.490219;0.912884;
1.547820;0.997771;0.909820;0.973837;1.540217;1.490218;0.912886;
1.547840;0.997771;0.909824;0.973821;1.540216;1.490216;0.912887;
1.547860;0.997771;0.909828;0.973805;1.540215;1.490215;0.912888;
1.547880;0.997771;0.909832;0.973789;1.540214;1.490214;0.912890;
1.547900;0.997771;0.909835;0.973773;1.540213;1.490213;0.912891;
1.547920;0.997771;0.909838;0.973756;1.540212;1.490212;0.912892;
1.547940;0.997771;0.909840;0.973740;1.540211;1.490211;0.912893;
1.547960;0.997771;0.909842;0.973724;1.540210;1.490210;0.912895;
1.547980;0.997771;0.909843;0.973708;1.540209;1.490209;0.912896;
1.548000;0.997771;0.909844;0.973692;1.540207;1.490207;0.912897;
1.548020;0.997771;0.909844;0.973676;1.540206;1.490206;0.912898;
1.548040;0.997771;0.909843;0.973660;1.540205;1.490205;0.912900;
1.548060;0.997771;0.909842;0.973644;1.540204;1.490204;0.912901;
1.548080;0.997771;0.909840;0.973628;1.540203;1.490203;0.912902;
1.548100;0.997771;0.909838;0.973611;1.540202;1.490202;0.912903;
1.548120;0.997771;0.909835;0.973595;1.540201;1.490201;0.912905;
1.548140;0.997771;0.909832;0.973579;1.540200;1.490200;0.912906;
1.548160;0.997771;0.909829;0.973563;1.540199;1.490199;0.912907;
1.548180;0.997771;0.909826;0.973548;1.540197;1.490197;0.912909;
1.548200;0.997771;0.909822;0.973532;1.540196;1.490196;0.912910;
1.548220;0.997771;0.909819;0.973516;1.540195;1.490195;0.912911;
1.548240;0.997771;0.909816;0.973500;1.540194;1.490194;0.912913;
1.548260;0.997771;0.909813;0.973484;1.540193;1.490193;0.912914;
1.548280;0.997771;0.909811;0.973468;1.540191;1.490191;0.912915;
1.548300;0.997771;0.909809;0.973453;1.540190;1.490190;0.912917;
1.548320;0.997771;0.909807;0.973437;1.540189;1.490189;0.912918;
1.548340;0.997771;0.909806;0.973421;1.540188;1.490188;0.912920;
1.548360;0.997771;0.909806;0.973406;1.540187;1.490187;0.912921;
1.548380;0.997771;0.909806;0.973390;1.540186;1.490186;0.912922;
1.548400;0.997771;0.909807;0.973374;1.540184;1.490184;0.912924;
1.548420;0.997771;0.909808;0.973359;1.540183;1.490183;0.912925;
1.548440;0.997771;0.909810;0.973343;1.540182;1.490182;0.912926;
1.548460;0.997771;0.909812;0.973328;1.540181;1.490181;0.912928;
1.548480;0.997771;0.909814;0.973312;1.540180;1.490180;0.912929;
1.548500;0.997771;0.909817;0.973296;1.540179;1.490179;0.912930;
1.548520;0.997771;0.909821;0.973281;1.540178;1.490178;0.912931;
1.548540;0.997771;0.909824;0.973265;1.540176;1.490176;0.912933;
1.548560;0.997771;0.909827;0.973250;1.540175;1.490175;0.912934;
1.548580;0.997771;0.909831;0.973234;1.540174;1.490174;0.912935;
1.548600;0.997771;0.909834;0.973219;1.540173;1.490173;0.912936;
1.548620;0.997771;0.909837;0.973203;1.540172;1.490172;0.912938;
1.548640;0.997771;0.909840;0.973188;1.540171;1.490171;0.912939;
1.548660;0.997771;0.909843;0.973172;1.540170;1.490170;0.912940;
1.548680;0.997771;0.909845;0.973156;1.540169;1.490169;0.912941;
1.548700;0.997771;0.909847;0.973141;1.540168;1.490168;0.912942;
1.548720;0.997771;0.909849;0.973125;1.540167;1.490167;0.912943;
1.548740;0.997771;0.909850;0.973110;1.540166;1.490166;0.912945;
1.548760;0.997771;0.909851;0.973094;1.540165;1.490165;0.912946;
1.548780;0.997771;0.909851;0.973078;1.540164;1.490164;0.912947;
1.548800;0.997771;0.909851;0.973063;1.540163;1.490163;0.912948;
1.548820;0.997771;0.909851;0.973047;1.540162;1.490162;0.912949;
1.548840;0.997771;0.909851;0.973032;1.540161;1.490161;0.912951;
1.548860;0.997771;0.909850;0.973016;1.540160;1.490160;0.912952;
1.548880;0.997771;0.909850;0.973001;1.540159;1.490159;0.912953;
1.548900;0.997771;0.909849;0.972985;1.540158;1.490158;0.912954;
1.548920;0.997771;0.909849;0.972969;1.540157;1.490157;0.912955;
1.548940;0.997771;0.909849;0.972954;1.540155;1.490155;0.912957;
1.548960;0.997771;0.909849;0.972938;1.540154;1.490154;0.912958;
1.548980;0.997771;0.909850;0.972923;1.540153;1.490153;0.912959;
1.549000;0.997771;0.909851;0.972907;1.540152;1.490152;0.912961;
1.549020;0.997771;0.909852;0.972892;1.540151;1.490151;0.912962;
1.549040;0.997771;0.909854;0.972876;1.540150;1.490150;0.912963;
1.549060;0.997771;0.909857;0.972860;1.540149;1.490149;0.912964;
1.549080;0.997771;0.909860;0.972845;1.540148;1.490148;0.912966;
1.549100;0.997771;0.909864;0.972829;1.540146;1.490146;0.912967;
1.549120;0.997771;0.909868;0.972813;1.540145;1.490145;0.912968;
1.549140;0.997771;0.909873;0.972798;1.540144;1.490144;0.912970;
1.549160;0.997771;0.909878;0.972782;1.540143;1.490143;0.912971;
1.549180;0.997771;0.909883;0.972766;1.540142;1.490142;0.912972;
1.549200;0.997771;0.909889;0.972750;1.540141;1.490141;0.912974;
1.549220;0.997771;0.909895;0.972734;1.540140;1.490140;0.912975;
1.549240;0.997771;0.909900;0.972719;1.540138;1.490138;0.912976;
1.549260;0.997771;0.909906;0.972703;1.540137;1.490137;0.912977;
