time;NETWORK_B1_Urms;NETWORK_DL1_fict_Urms;NETWORK_DL1_Irms;
0.046380;0.963183;0.822903;0.164581;
0.046390;0.963183;0.822903;0.164581;
0.046400;0.963183;0.822903;0.164581;
0.046410;0.963183;0.822903;0.164581;
0.046420;0.963183;0.822903;0.164581;
0.046430;0.963183;0.822903;0.164581;
0.046440;0.963183;0.822903;0.164581;
0.046450;0.963183;0.822903;0.164581;
0.046460;0.963183;0.822903;0.164581;
0.046470;0.963183;0.822903;0.164581;
0.046480;0.963183;0.822903;0.164581;
0.046490;0.963183;0.822903;0.164581;
0.046500;0.963183;0.822903;0.164581;
0.046510;0.963183;0.822903;0.164581;
0.046520;0.963183;0.822903;0.164581;
0.046530;0.963183;0.822903;0.164581;
0.046540;0.963183;0.822903;0.164581;
0.046550;0.963183;0.822903;0.164581;
0.046560;0.963183;0.822903;0.164581;
0.046570;0.963183;0.822903;0.164581;
0.046580;0.963183;0.822903;0.164581;
0.046590;0.963183;0.822903;0.164581;
0.046600;0.963183;0.822903;0.164581;
0.046610;0.963183;0.822903;0.164581;
0.046620;0.963183;0.822903;0.164581;
0.046630;0.963183;0.822903;0.164581;
0.046640;0.963183;0.822903;0.164581;
0.046650;0.963183;0.822903;0.164581;
0.046660;0.963183;0.822903;0.164581;
0.046670;0.963183;0.822903;0.164581;
0.046680;0.963183;0.822903;0.164581;
0.046690;0.963183;0.822903;0.164581;
0.046700;0.963183;0.822903;0.164581;
0.046710;0.963183;0.822903;0.164581;
0.046720;0.963183;0.822903;0.164581;
0.046730;0.963183;0.822903;0.164581;
0.046740;0.963183;0.822903;0.164581;
0.046750;0.963183;0.822903;0.164581;
0.046760;0.963183;0.822903;0.164581;
0.046770;0.963183;0.822903;0.164581;
0.046780;0.963183;0.822903;0.164581;
0.046790;0.963183;0.822903;0.164581;
0.046800;0.963183;0.822903;0.164581;
0.046810;0.963183;0.822903;0.164581;
0.046820;0.963183;0.822903;0.164581;
0.046830;0.963183;0.822903;0.164581;
0.046840;0.963183;0.822903;0.164581;
0.046850;0.963183;0.822903;0.164581;
0.046860;0.963183;0.822903;0.164581;
0.046870;0.963183;0.822903;0.164581;
0.046880;0.963183;0.822903;0.164581;
0.046890;0.963183;0.822903;0.164581;
0.046900;0.963183;0.822903;0.164581;
0.046910;0.963183;0.822903;0.164581;
0.046920;0.963183;0.822903;0.164581;
0.046930;0.963183;0.822903;0.164581;
0.046940;0.963183;0.822903;0.164581;
0.046950;0.963183;0.822903;0.164581;
0.046960;0.963183;0.822903;0.164581;
0.046970;0.963183;0.822903;0.164581;
0.046980;0.963183;0.822903;0.164581;
0.046990;0.963183;0.822903;0.164581;
0.047000;0.963183;0.822903;0.164581;
0.047010;0.963183;0.822903;0.164581;
0.047020;0.963183;0.822903;0.164581;
0.047030;0.963183;0.822903;0.164581;
0.047040;0.963183;0.822903;0.164581;
0.047050;0.963183;0.822903;0.164581;
0.047060;0.963183;0.822903;0.164581;
0.047070;0.963183;0.822903;0.164581;
0.047080;0.963183;0.822903;0.164581;
0.047090;0.963183;0.822903;0.164581;
0.047100;0.963183;0.822903;0.164581;
0.047110;0.963183;0.822903;0.164581;
0.047120;0.963183;0.822903;0.164581;
0.047130;0.963183;0.822903;0.164581;
0.047140;0.963183;0.822903;0.164581;
0.047150;0.963183;0.822903;0.164581;
0.047160;0.963183;0.822903;0.164581;
0.047170;0.963183;0.822903;0.164581;
0.047180;0.963183;0.822903;0.164581;
0.047190;0.963183;0.822903;0.164581;
0.047200;0.963183;0.822903;0.164581;
0.047210;0.963183;0.822903;0.164581;
0.047220;0.963183;0.822903;0.164581;
0.047230;0.963183;0.822903;0.164581;
0.047240;0.963183;0.822903;0.164581;
0.047250;0.963183;0.822903;0.164581;
0.047260;0.963183;0.822903;0.164581;
0.047270;0.963183;0.822903;0.164581;
0.047280;0.963183;0.822903;0.164581;
0.047290;0.963183;0.822903;0.164581;
0.047300;0.963183;0.822903;0.164581;
0.047310;0.963183;0.822903;0.164581;
0.047320;0.963183;0.822903;0.164581;
0.047330;0.963183;0.822903;0.164581;
0.047340;0.963183;0.822903;0.164581;
0.047350;0.963183;0.822903;0.164581;
0.047360;0.963183;0.822903;0.164581;
0.047370;0.963183;0.822903;0.164581;
0.047380;0.963183;0.822903;0.164581;
0.047390;0.963183;0.822903;0.164581;
0.047400;0.963183;0.822903;0.164581;
0.047410;0.963183;0.822903;0.164581;
0.047420;0.963183;0.822903;0.164581;
0.047430;0.963183;0.822903;0.164581;
0.047440;0.963183;0.822903;0.164581;
0.047450;0.963183;0.822903;0.164581;
0.047460;0.963183;0.822903;0.164581;
0.047470;0.963183;0.822903;0.164581;
0.047480;0.963183;0.822903;0.164581;
0.047490;0.963183;0.822903;0.164581;
0.047500;0.963183;0.822903;0.164581;
0.047510;0.963183;0.822903;0.164581;
0.047520;0.963183;0.822903;0.164581;
0.047530;0.963183;0.822903;0.164581;
0.047540;0.963183;0.822903;0.164581;
0.047550;0.963183;0.822903;0.164581;
0.047560;0.963183;0.822903;0.164581;
0.047570;0.963183;0.822903;0.164581;
0.047580;0.963183;0.822903;0.164581;
0.047590;0.963183;0.822903;0.164581;
0.047600;0.963183;0.822903;0.164581;
0.047610;0.963183;0.822903;0.164581;
0.047620;0.963183;0.822903;0.164581;
0.047630;0.963183;0.822903;0.164581;
0.047640;0.963183;0.822903;0.164581;
0.047650;0.963183;0.822903;0.164581;
0.047660;0.963183;0.822903;0.164581;
0.047670;0.963183;0.822903;0.164581;
0.047680;0.963183;0.822903;0.164581;
0.047690;0.963183;0.822903;0.164581;
0.047700;0.963183;0.822903;0.164581;
0.047710;0.963183;0.822903;0.164581;
0.047720;0.963183;0.822903;0.164581;
0.047730;0.963183;0.822903;0.164581;
0.047740;0.963183;0.822903;0.164581;
0.047750;0.963183;0.822903;0.164581;
0.047760;0.963183;0.822903;0.164581;
0.047770;0.963183;0.822903;0.164581;
0.047780;0.963183;0.822903;0.164581;
0.047790;0.963183;0.822903;0.164581;
0.047800;0.963183;0.822903;0.164581;
0.047810;0.963183;0.822903;0.164581;
0.047820;0.963183;0.822903;0.164581;
0.047830;0.963183;0.822903;0.164581;
0.047840;0.963183;0.822903;0.164581;
0.047850;0.963183;0.822903;0.164581;
0.047860;0.963183;0.822903;0.164581;
0.047870;0.963183;0.822903;0.164581;
0.047880;0.963183;0.822903;0.164581;
0.047890;0.963183;0.822903;0.164581;
0.047900;0.963183;0.822903;0.164581;
0.047910;0.963183;0.822903;0.164581;
0.047920;0.963183;0.822903;0.164581;
0.047930;0.963183;0.822903;0.164581;
0.047940;0.963183;0.822903;0.164581;
0.047950;0.963183;0.822903;0.164581;
0.047960;0.963183;0.822903;0.164581;
0.047970;0.963183;0.822903;0.164581;
0.047980;0.963183;0.822903;0.164581;
0.047990;0.963183;0.822903;0.164581;
0.048000;0.963183;0.822903;0.164581;
0.048010;0.963183;0.822903;0.164581;
0.048020;0.963183;0.822903;0.164581;
0.048030;0.963183;0.822903;0.164581;
0.048040;0.963183;0.822903;0.164581;
0.048050;0.963183;0.822903;0.164581;
0.048060;0.963183;0.822903;0.164581;
0.048070;0.963183;0.822903;0.164581;
0.048080;0.963183;0.822903;0.164581;
0.048090;0.963183;0.822903;0.164581;
0.048100;0.963183;0.822903;0.164581;
0.048110;0.963183;0.822903;0.164581;
0.048120;0.963183;0.822903;0.164581;
0.048130;0.963183;0.822903;0.164581;
0.048140;0.963183;0.822903;0.164581;
0.048150;0.963183;0.822903;0.164581;
0.048160;0.963183;0.822903;0.164581;
0.048170;0.963183;0.822903;0.164581;
0.048180;0.963183;0.822903;0.164581;
0.048190;0.963183;0.822903;0.164581;
0.048200;0.963183;0.822903;0.164581;
0.048210;0.963183;0.822903;0.164581;
0.048220;0.963183;0.822903;0.164581;
0.048230;0.963183;0.822903;0.164581;
0.048240;0.963183;0.822903;0.164581;
0.048250;0.963183;0.822903;0.164581;
0.048260;0.963183;0.822903;0.164581;
0.048270;0.963183;0.822903;0.164581;
0.048280;0.963183;0.822903;0.164581;
0.048290;0.963183;0.822903;0.164581;
0.048300;0.963183;0.822903;0.164581;
0.048310;0.963183;0.822903;0.164581;
0.048320;0.963183;0.822903;0.164581;
0.048330;0.963183;0.822903;0.164581;
0.048340;0.963183;0.822903;0.164581;
0.048350;0.963183;0.822903;0.164581;
0.048360;0.963183;0.822903;0.164581;
0.048370;0.963183;0.822903;0.164581;
0.048380;0.963183;0.822903;0.164581;
0.048390;0.963183;0.822903;0.164581;
0.048400;0.963183;0.822903;0.164581;
0.048410;0.963183;0.822903;0.164581;
0.048420;0.963183;0.822903;0.164581;
0.048430;0.963183;0.822903;0.164581;
0.048440;0.963183;0.822903;0.164581;
0.048450;0.963183;0.822903;0.164581;
0.048460;0.963183;0.822903;0.164581;
0.048470;0.963183;0.822903;0.164581;
0.048480;0.963183;0.822903;0.164581;
0.048490;0.963183;0.822903;0.164581;
0.048500;0.963183;0.822903;0.164581;
0.048510;0.963183;0.822903;0.164581;
0.048520;0.963183;0.822903;0.164581;
0.048530;0.963183;0.822903;0.164581;
0.048540;0.963183;0.822903;0.164581;
0.048550;0.963183;0.822903;0.164581;
0.048560;0.963183;0.822903;0.164581;
0.048570;0.963183;0.822903;0.164581;
0.048580;0.963183;0.822903;0.164581;
0.048590;0.963183;0.822903;0.164581;
0.048600;0.963183;0.822903;0.164581;
0.048610;0.963183;0.822903;0.164581;
0.048620;0.963183;0.822903;0.164581;
0.048630;0.963183;0.822903;0.164581;
0.048640;0.963183;0.822903;0.164581;
0.048650;0.963183;0.822903;0.164581;
0.048660;0.963183;0.822903;0.164581;
0.048670;0.963183;0.822903;0.164581;
0.048680;0.963183;0.822903;0.164581;
0.048690;0.963183;0.822903;0.164581;
0.048700;0.963183;0.822903;0.164581;
0.048710;0.963183;0.822903;0.164581;
0.048720;0.963183;0.822903;0.164581;
0.048730;0.963183;0.822903;0.164581;
0.048740;0.963183;0.822903;0.164581;
0.048750;0.963183;0.822903;0.164581;
0.048760;0.963183;0.822903;0.164581;
0.048770;0.963183;0.822903;0.164581;
0.048780;0.963183;0.822903;0.164581;
0.048790;0.963183;0.822903;0.164581;
0.048800;0.963183;0.822903;0.164581;
0.048810;0.963183;0.822903;0.164581;
0.048820;0.963183;0.822903;0.164581;
0.048830;0.963183;0.822903;0.164581;
0.048840;0.963183;0.822903;0.164581;
0.048850;0.963183;0.822903;0.164581;
0.048860;0.963183;0.822903;0.164581;
0.048870;0.963183;0.822903;0.164581;
0.048880;0.963183;0.822903;0.164581;
0.048890;0.963183;0.822903;0.164581;
0.048900;0.963183;0.822903;0.164581;
0.048910;0.963183;0.822903;0.164581;
0.048920;0.963183;0.822903;0.164581;
0.048930;0.963183;0.822903;0.164581;
0.048940;0.963183;0.822903;0.164581;
0.048950;0.963183;0.822903;0.164581;
0.048960;0.963183;0.822903;0.164581;
0.048970;0.963183;0.822903;0.164581;
0.048980;0.963183;0.822903;0.164581;
0.048990;0.963183;0.822903;0.164581;
0.049000;0.963183;0.822903;0.164581;
0.049010;0.963183;0.822903;0.164581;
0.049020;0.963183;0.822903;0.164581;
0.049030;0.963183;0.822903;0.164581;
0.049040;0.963183;0.822903;0.164581;
0.049050;0.963183;0.822903;0.164581;
0.049060;0.963183;0.822903;0.164581;
0.049070;0.963183;0.822903;0.164581;
0.049080;0.963183;0.822903;0.164581;
0.049090;0.963183;0.822903;0.164581;
0.049100;0.963183;0.822903;0.164581;
0.049110;0.963183;0.822903;0.164581;
0.049120;0.963183;0.822903;0.164581;
0.049130;0.963183;0.822903;0.164581;
0.049140;0.963183;0.822903;0.164581;
0.049150;0.963183;0.822903;0.164581;
0.049160;0.963183;0.822903;0.164581;
0.049170;0.963183;0.822903;0.164581;
0.049180;0.963183;0.822903;0.164581;
0.049190;0.963183;0.822903;0.164581;
0.049200;0.963183;0.822903;0.164581;
0.049210;0.963183;0.822903;0.164581;
0.049220;0.963183;0.822903;0.164581;
0.049230;0.963183;0.822903;0.164581;
0.049240;0.963183;0.822903;0.164581;
0.049250;0.963183;0.822903;0.164581;
0.049260;0.963183;0.822903;0.164581;
0.049270;0.963183;0.822903;0.164581;
0.049280;0.963183;0.822903;0.164581;
0.049290;0.963183;0.822903;0.164581;
0.049300;0.963183;0.822903;0.164581;
0.049310;0.963183;0.822903;0.164581;
0.049320;0.963183;0.822903;0.164581;
0.049330;0.963183;0.822903;0.164581;
0.049340;0.963183;0.822903;0.164581;
0.049350;0.963183;0.822903;0.164581;
0.049360;0.963183;0.822903;0.164581;
0.049370;0.963183;0.822903;0.164581;
0.049380;0.963183;0.822903;0.164581;
0.049390;0.963183;0.822903;0.164581;
0.049400;0.963183;0.822903;0.164581;
0.049410;0.963183;0.822903;0.164581;
0.049420;0.963183;0.822903;0.164581;
0.049430;0.963183;0.822903;0.164581;
0.049440;0.963183;0.822903;0.164581;
0.049450;0.963183;0.822903;0.164581;
0.049460;0.963183;0.822903;0.164581;
0.049470;0.963183;0.822903;0.164581;
0.049480;0.963183;0.822903;0.164581;
0.049490;0.963183;0.822903;0.164581;
0.049500;0.963183;0.822903;0.164581;
0.049510;0.963183;0.822903;0.164581;
0.049520;0.963183;0.822903;0.164581;
0.049530;0.963183;0.822903;0.164581;
0.049540;0.963183;0.822903;0.164581;
0.049550;0.963183;0.822903;0.164581;
0.049560;0.963183;0.822903;0.164581;
0.049570;0.963183;0.822903;0.164581;
0.049580;0.963183;0.822903;0.164581;
0.049590;0.963183;0.822903;0.164581;
0.049600;0.963183;0.822903;0.164581;
0.049610;0.963183;0.822903;0.164581;
0.049620;0.963183;0.822903;0.164581;
0.049630;0.963183;0.822903;0.164581;
0.049640;0.963183;0.822903;0.164581;
0.049650;0.963183;0.822903;0.164581;
0.049660;0.963183;0.822903;0.164581;
0.049670;0.963183;0.822903;0.164581;
0.049680;0.963183;0.822903;0.164581;
0.049690;0.963183;0.822903;0.164581;
0.049700;0.963183;0.822903;0.164581;
0.049710;0.963183;0.822903;0.164581;
0.049720;0.963183;0.822903;0.164581;
0.049730;0.963183;0.822903;0.164581;
0.049740;0.963183;0.822903;0.164581;
0.049750;0.963183;0.822903;0.164581;
0.049760;0.963183;0.822903;0.164581;
0.049770;0.963183;0.822903;0.164581;
0.049780;0.963183;0.822903;0.164581;
0.049790;0.963183;0.822903;0.164581;
0.049800;0.963183;0.822903;0.164581;
0.049810;0.963183;0.822903;0.164581;
0.049820;0.963183;0.822903;0.164581;
0.049830;0.963183;0.822903;0.164581;
0.049840;0.963183;0.822903;0.164581;
0.049850;0.963183;0.822903;0.164581;
0.049860;0.963183;0.822903;0.164581;
0.049870;0.963183;0.822903;0.164581;
0.049880;0.963183;0.822903;0.164581;
0.049890;0.963183;0.822903;0.164581;
0.049900;0.963183;0.822903;0.164581;
0.049910;0.963183;0.822903;0.164581;
0.049920;0.963183;0.822903;0.164581;
0.049930;0.963183;0.822903;0.164581;
0.049940;0.963183;0.822903;0.164581;
0.049950;0.963183;0.822903;0.164581;
0.049960;0.963183;0.822903;0.164581;
0.049970;0.963183;0.822903;0.164581;
0.049980;0.963183;0.822903;0.164581;
0.049990;0.963183;0.822903;0.164581;
0.050000;0.963183;0.822903;0.164581;
0.050010;0.963183;0.822903;0.164581;
0.050020;0.963183;0.822903;0.164581;
0.050030;0.963183;0.822903;0.164581;
0.050040;0.963183;0.822903;0.164581;
0.050050;0.963183;0.822903;0.164581;
0.050060;0.963183;0.822903;0.164581;
0.050070;0.963183;0.822903;0.164581;
0.050080;0.963183;0.822903;0.164581;
0.050090;0.963183;0.822903;0.164581;
0.050100;0.963183;0.822903;0.164581;
0.050110;0.963183;0.822903;0.164581;
0.050120;0.963183;0.822903;0.164581;
0.050130;0.963183;0.822903;0.164581;
0.050140;0.963183;0.822903;0.164581;
0.050150;0.963183;0.822903;0.164581;
0.050160;0.963183;0.822903;0.164581;
0.050170;0.963183;0.822903;0.164581;
0.050180;0.963183;0.822903;0.164581;
0.050190;0.963183;0.822903;0.164581;
0.050200;0.963183;0.822903;0.164581;
0.050210;0.963183;0.822903;0.164581;
0.050220;0.963183;0.822903;0.164581;
0.050230;0.963183;0.822903;0.164581;
0.050240;0.963183;0.822903;0.164581;
0.050250;0.963183;0.822903;0.164581;
0.050260;0.963183;0.822903;0.164581;
0.050270;0.963183;0.822903;0.164581;
0.050280;0.963183;0.822903;0.164581;
0.050290;0.963183;0.822903;0.164581;
0.050300;0.963183;0.822903;0.164581;
0.050310;0.963183;0.822903;0.164581;
0.050320;0.963183;0.822903;0.164581;
0.050330;0.963183;0.822903;0.164581;
0.050340;0.963183;0.822903;0.164581;
0.050350;0.963183;0.822903;0.164581;
0.050360;0.963183;0.822903;0.164581;
0.050370;0.963183;0.822903;0.164581;
0.050380;0.963183;0.822903;0.164581;
0.050390;0.963183;0.822903;0.164581;
0.050400;0.963183;0.822903;0.164581;
0.050410;0.963183;0.822903;0.164581;
0.050420;0.963183;0.822903;0.164581;
0.050430;0.963183;0.822903;0.164581;
0.050440;0.963183;0.822903;0.164581;
0.050450;0.963183;0.822903;0.164581;
0.050460;0.963183;0.822903;0.164581;
0.050470;0.963183;0.822903;0.164581;
0.050480;0.963183;0.822903;0.164581;
0.050490;0.963183;0.822903;0.164581;
0.050500;0.963183;0.822903;0.164581;
0.050510;0.963183;0.822903;0.164581;
0.050520;0.963183;0.822903;0.164581;
0.050530;0.963183;0.822903;0.164581;
0.050540;0.963183;0.822903;0.164581;
0.050550;0.963183;0.822903;0.164581;
0.050560;0.963183;0.822903;0.164581;
0.050570;0.963183;0.822903;0.164581;
0.050580;0.963183;0.822903;0.164581;
0.050590;0.963183;0.822903;0.164581;
0.050600;0.963183;0.822903;0.164581;
0.050610;0.963183;0.822903;0.164581;
0.050620;0.963183;0.822903;0.164581;
0.050630;0.963183;0.822903;0.164581;
0.050640;0.963183;0.822903;0.164581;
0.050650;0.963183;0.822903;0.164581;
0.050660;0.963183;0.822903;0.164581;
0.050670;0.963183;0.822903;0.164581;
0.050680;0.963183;0.822903;0.164581;
0.050690;0.963183;0.822903;0.164581;
0.050700;0.963183;0.822903;0.164581;
0.050710;0.963183;0.822903;0.164581;
0.050720;0.963183;0.822903;0.164581;
0.050730;0.963183;0.822903;0.164581;
0.050740;0.963183;0.822903;0.164581;
0.050750;0.963183;0.822903;0.164581;
0.050760;0.963183;0.822903;0.164581;
0.050770;0.963183;0.822903;0.164581;
0.050780;0.963183;0.822903;0.164581;
0.050790;0.963183;0.822903;0.164581;
0.050800;0.963183;0.822903;0.164581;
0.050810;0.963183;0.822903;0.164581;
0.050820;0.963183;0.822903;0.164581;
0.050830;0.963183;0.822903;0.164581;
0.050840;0.963183;0.822903;0.164581;
0.050850;0.963183;0.822903;0.164581;
0.050860;0.963183;0.822903;0.164581;
0.050870;0.963183;0.822903;0.164581;
0.050880;0.963183;0.822903;0.164581;
0.050890;0.963183;0.822903;0.164581;
0.050900;0.963183;0.822903;0.164581;
0.050910;0.963183;0.822903;0.164581;
0.050920;0.963183;0.822903;0.164581;
0.050930;0.963183;0.822903;0.164581;
0.050940;0.963183;0.822903;0.164581;
0.050950;0.963183;0.822903;0.164581;
0.050960;0.963183;0.822903;0.164581;
0.050970;0.963183;0.822903;0.164581;
0.050980;0.963183;0.822903;0.164581;
0.050990;0.963183;0.822903;0.164581;
0.051000;0.963183;0.822903;0.164581;
0.051010;0.963183;0.822903;0.164581;
0.051020;0.963183;0.822903;0.164581;
0.051030;0.963183;0.822903;0.164581;
0.051040;0.963183;0.822903;0.164581;
0.051050;0.963183;0.822903;0.164581;
0.051060;0.963183;0.822903;0.164581;
0.051070;0.963183;0.822903;0.164581;
0.051080;0.963183;0.822903;0.164581;
0.051090;0.963183;0.822903;0.164581;
0.051100;0.963183;0.822903;0.164581;
0.051110;0.963183;0.822903;0.164581;
0.051120;0.963183;0.822903;0.164581;
0.051130;0.963183;0.822903;0.164581;
0.051140;0.963183;0.822903;0.164581;
0.051150;0.963183;0.822903;0.164581;
0.051160;0.963183;0.822903;0.164581;
0.051170;0.963183;0.822903;0.164581;
0.051180;0.963183;0.822903;0.164581;
0.051190;0.963183;0.822903;0.164581;
0.051200;0.963183;0.822903;0.164581;
0.051210;0.963183;0.822903;0.164581;
0.051220;0.963183;0.822903;0.164581;
0.051230;0.963183;0.822903;0.164581;
0.051240;0.963183;0.822903;0.164581;
0.051250;0.963183;0.822903;0.164581;
0.051260;0.963183;0.822903;0.164581;
0.051270;0.963183;0.822903;0.164581;
0.051280;0.963183;0.822903;0.164581;
0.051290;0.963183;0.822903;0.164581;
0.051300;0.963183;0.822903;0.164581;
0.051310;0.963183;0.822903;0.164581;
0.051320;0.963183;0.822903;0.164581;
0.051330;0.963183;0.822903;0.164581;
0.051340;0.963183;0.822903;0.164581;
0.051350;0.963183;0.822903;0.164581;
0.051360;0.963183;0.822903;0.164581;
0.051370;0.963183;0.822903;0.164581;
0.051380;0.963183;0.822903;0.164581;
0.051390;0.963183;0.822903;0.164581;
0.051400;0.963183;0.822903;0.164581;
0.051410;0.963183;0.822903;0.164581;
0.051420;0.963183;0.822903;0.164581;
0.051430;0.963183;0.822903;0.164581;
0.051440;0.963183;0.822903;0.164581;
0.051450;0.963183;0.822903;0.164581;
0.051460;0.963183;0.822903;0.164581;
0.051470;0.963183;0.822903;0.164581;
0.051480;0.963183;0.822903;0.164581;
0.051490;0.963183;0.822903;0.164581;
0.051500;0.963183;0.822903;0.164581;
0.051510;0.963183;0.822903;0.164581;
0.051520;0.963183;0.822903;0.164581;
0.051530;0.963183;0.822903;0.164581;
0.051540;0.963183;0.822903;0.164581;
0.051550;0.963183;0.822903;0.164581;
0.051560;0.963183;0.822903;0.164581;
0.051570;0.963183;0.822903;0.164581;
0.051580;0.963183;0.822903;0.164581;
0.051590;0.963183;0.822903;0.164581;
0.051600;0.963183;0.822903;0.164581;
0.051610;0.963183;0.822903;0.164581;
0.051620;0.963183;0.822903;0.164581;
0.051630;0.963183;0.822903;0.164581;
0.051640;0.963183;0.822903;0.164581;
0.051650;0.963183;0.822903;0.164581;
0.051660;0.963183;0.822903;0.164581;
0.051670;0.963183;0.822903;0.164581;
0.051680;0.963183;0.822903;0.164581;
0.051690;0.963183;0.822903;0.164581;
0.051700;0.963183;0.822903;0.164581;
0.051710;0.963183;0.822903;0.164581;
0.051720;0.963183;0.822903;0.164581;
0.051730;0.963183;0.822903;0.164581;
0.051740;0.963183;0.822903;0.164581;
0.051750;0.963183;0.822903;0.164581;
0.051760;0.963183;0.822903;0.164581;
0.051770;0.963183;0.822903;0.164581;
0.051780;0.963183;0.822903;0.164581;
0.051790;0.963183;0.822903;0.164581;
0.051800;0.963183;0.822903;0.164581;
0.051810;0.963183;0.822903;0.164581;
0.051820;0.963183;0.822903;0.164581;
0.051830;0.963183;0.822903;0.164581;
0.051840;0.963183;0.822903;0.164581;
0.051850;0.963183;0.822903;0.164581;
0.051860;0.963183;0.822903;0.164581;
0.051870;0.963183;0.822903;0.164581;
0.051880;0.963183;0.822903;0.164581;
0.051890;0.963183;0.822903;0.164581;
0.051900;0.963183;0.822903;0.164581;
0.051910;0.963183;0.822903;0.164581;
0.051920;0.963183;0.822903;0.164581;
0.051930;0.963183;0.822903;0.164581;
0.051940;0.963183;0.822903;0.164581;
0.051950;0.963183;0.822903;0.164581;
0.051960;0.963183;0.822903;0.164581;
0.051970;0.963183;0.822903;0.164581;
0.051980;0.963183;0.822903;0.164581;
0.051990;0.963183;0.822903;0.164581;
0.052000;0.963183;0.822903;0.164581;
0.052010;0.963183;0.822903;0.164581;
0.052020;0.963183;0.822903;0.164581;
0.052030;0.963183;0.822903;0.164581;
0.052040;0.963183;0.822903;0.164581;
0.052050;0.963183;0.822903;0.164581;
0.052060;0.963183;0.822903;0.164581;
0.052070;0.963183;0.822903;0.164581;
0.052080;0.963183;0.822903;0.164581;
0.052090;0.963183;0.822903;0.164581;
0.052100;0.963183;0.822903;0.164581;
0.052110;0.963183;0.822903;0.164581;
0.052120;0.963183;0.822903;0.164581;
0.052130;0.963183;0.822903;0.164581;
0.052140;0.963183;0.822903;0.164581;
0.052150;0.963183;0.822903;0.164581;
0.052160;0.963183;0.822903;0.164581;
0.052170;0.963183;0.822903;0.164581;
0.052180;0.963183;0.822903;0.164581;
0.052190;0.963183;0.822903;0.164581;
0.052200;0.963183;0.822903;0.164581;
0.052210;0.963183;0.822903;0.164581;
0.052220;0.963183;0.822903;0.164581;
0.052230;0.963183;0.822903;0.164581;
0.052240;0.963183;0.822903;0.164581;
0.052250;0.963183;0.822903;0.164581;
0.052260;0.963183;0.822903;0.164581;
0.052270;0.963183;0.822903;0.164581;
0.052280;0.963183;0.822903;0.164581;
0.052290;0.963183;0.822903;0.164581;
0.052300;0.963183;0.822903;0.164581;
0.052310;0.963183;0.822903;0.164581;
0.052320;0.963183;0.822903;0.164581;
0.052330;0.963183;0.822903;0.164581;
0.052340;0.963183;0.822903;0.164581;
0.052350;0.963183;0.822903;0.164581;
0.052360;0.963183;0.822903;0.164581;
0.052370;0.963183;0.822903;0.164581;
0.052380;0.963183;0.822903;0.164581;
0.052390;0.963183;0.822903;0.164581;
0.052400;0.963183;0.822903;0.164581;
0.052410;0.963183;0.822903;0.164581;
0.052420;0.963183;0.822903;0.164581;
0.052430;0.963183;0.822903;0.164581;
0.052440;0.963183;0.822903;0.164581;
0.052450;0.963183;0.822903;0.164581;
0.052460;0.963183;0.822903;0.164581;
0.052470;0.963183;0.822903;0.164581;
0.052480;0.963183;0.822903;0.164581;
0.052490;0.963183;0.822903;0.164581;
0.052500;0.963183;0.822903;0.164581;
0.052510;0.963183;0.822903;0.164581;
0.052520;0.963183;0.822903;0.164581;
0.052530;0.963183;0.822903;0.164581;
0.052540;0.963183;0.822903;0.164581;
0.052550;0.963183;0.822903;0.164581;
0.052560;0.963183;0.822903;0.164581;
0.052570;0.963183;0.822903;0.164581;
0.052580;0.963183;0.822903;0.164581;
0.052590;0.963183;0.822903;0.164581;
0.052600;0.963183;0.822903;0.164581;
0.052610;0.963183;0.822903;0.164581;
0.052620;0.963183;0.822903;0.164581;
0.052630;0.963183;0.822903;0.164581;
0.052640;0.963183;0.822903;0.164581;
0.052650;0.963183;0.822903;0.164581;
0.052660;0.963183;0.822903;0.164581;
0.052670;0.963183;0.822903;0.164581;
0.052680;0.963183;0.822903;0.164581;
0.052690;0.963183;0.822903;0.164581;
0.052700;0.963183;0.822903;0.164581;
0.052710;0.963183;0.822903;0.164581;
0.052720;0.963183;0.822903;0.164581;
0.052730;0.963183;0.822903;0.164581;
0.052740;0.963183;0.822903;0.164581;
0.052750;0.963183;0.822903;0.164581;
0.052760;0.963183;0.822903;0.164581;
0.052770;0.963183;0.822903;0.164581;
0.052780;0.963183;0.822903;0.164581;
0.052790;0.963183;0.822903;0.164581;
0.052800;0.963183;0.822903;0.164581;
0.052810;0.963183;0.822903;0.164581;
0.052820;0.963183;0.822903;0.164581;
0.052830;0.963183;0.822903;0.164581;
0.052840;0.963183;0.822903;0.164581;
0.052850;0.963183;0.822903;0.164581;
0.052860;0.963183;0.822903;0.164581;
0.052870;0.963183;0.822903;0.164581;
0.052880;0.963183;0.822903;0.164581;
0.052890;0.963183;0.822903;0.164581;
0.052900;0.963183;0.822903;0.164581;
0.052910;0.963183;0.822903;0.164581;
0.052920;0.963183;0.822903;0.164581;
0.052930;0.963183;0.822903;0.164581;
0.052940;0.963183;0.822903;0.164581;
0.052950;0.963183;0.822903;0.164581;
0.052960;0.963183;0.822903;0.164581;
0.052970;0.963183;0.822903;0.164581;
0.052980;0.963183;0.822903;0.164581;
0.052990;0.963183;0.822903;0.164581;
0.053000;0.963183;0.822903;0.164581;
0.053010;0.963183;0.822903;0.164581;
