time;GEN_generator_theta;GEN_generator_omegaPu;GEN_generator_eqPPu;GEN_generator_psi1d;GEN_generator_psi2q;GEN_generator_PGenPu;GEN_generator_QGenPu;GEN_generator_UPu;
0.000000;0.472418;1.000000;1.015233;0.974253;-0.273516;0.665556;0.033305;1.000000;
0.000001;0.472418;1.000000;1.015233;0.974253;-0.273516;0.665556;0.033305;1.000000;
0.000002;0.472418;1.000000;1.015233;0.974253;-0.273516;0.665556;0.033305;1.000000;
0.000004;0.472418;1.000000;1.015233;0.974253;-0.273516;0.665556;0.033305;1.000000;
0.000008;0.472418;1.000000;1.015233;0.974253;-0.273516;0.665556;0.033305;1.000000;
0.000016;0.472418;1.000000;1.015233;0.974253;-0.273516;0.665556;0.033305;1.000000;
0.000032;0.472418;1.000000;1.015233;0.974253;-0.273516;0.665556;0.033305;1.000000;
0.000064;0.472418;1.000000;1.015233;0.974253;-0.273516;0.665556;0.033305;1.000000;
0.000128;0.472418;1.000000;1.015233;0.974253;-0.273516;0.665556;0.033305;1.000000;
0.000256;0.472418;1.000000;1.015233;0.974253;-0.273516;0.665556;0.033305;1.000000;
0.000512;0.472418;1.000000;1.015233;0.974253;-0.273516;0.665556;0.033305;1.000000;
0.001024;0.472418;1.000000;1.015233;0.974253;-0.273516;0.665556;0.033305;1.000000;
0.002048;0.472418;1.000000;1.015233;0.974253;-0.273516;0.665556;0.033305;1.000000;
0.004096;0.472418;1.000000;1.015233;0.974253;-0.273516;0.665556;0.033305;1.000000;
0.008192;0.472418;1.000000;1.015233;0.974253;-0.273516;0.665556;0.033305;1.000000;
0.016384;0.472418;1.000000;1.015233;0.974253;-0.273516;0.665556;0.033305;1.000000;
0.032768;0.472418;1.000000;1.015233;0.974253;-0.273516;0.665556;0.033305;1.000000;
0.065536;0.472418;1.000000;1.015233;0.974253;-0.273516;0.665556;0.033305;1.000000;
0.131072;0.472418;1.000000;1.015233;0.974253;-0.273516;0.665556;0.033305;1.000000;
0.262144;0.472418;1.000000;1.015233;0.974253;-0.273516;0.665556;0.033305;1.000000;
0.524288;0.472418;1.000000;1.015233;0.974253;-0.273516;0.665556;0.033305;1.000000;
1.000000;0.472418;1.000000;1.015233;0.974253;-0.273516;0.665556;0.033305;1.000000;
1.000000;0.472418;1.000000;1.015233;0.974253;-0.273516;0.000000;0.000000;0.000000;
1.000001;0.472418;1.000000;1.015233;0.974239;-0.273508;0.000000;0.000000;0.000000;
1.000002;0.472418;1.000000;1.015232;0.974225;-0.273500;0.000000;0.000000;0.000000;
1.000004;0.472418;1.000000;1.015232;0.974197;-0.273485;0.000000;0.000000;0.000000;
1.000008;0.472418;1.000001;1.015231;0.974141;-0.273453;0.000000;0.000000;0.000000;
1.000016;0.472418;1.000001;1.015229;0.974028;-0.273390;0.000000;0.000000;0.000000;
1.000032;0.472418;1.000003;1.015226;0.973804;-0.273264;0.000000;0.000000;0.000000;
1.000064;0.472418;1.000005;1.015219;0.973355;-0.273013;0.000000;0.000000;0.000000;
1.000128;0.472418;1.000011;1.015205;0.972458;-0.272511;0.000000;0.000000;0.000000;
1.000256;0.472419;1.000021;1.015177;0.970670;-0.271509;0.000000;0.000000;0.000000;
1.000512;0.472421;1.000043;1.015120;0.967114;-0.269517;0.000000;0.000000;0.000000;
1.001024;0.472432;1.000085;1.015006;0.960083;-0.265577;0.000000;0.000000;0.000000;
1.001536;0.472449;1.000128;1.014890;0.953158;-0.261697;0.000000;0.000000;0.000000;
1.002560;0.472504;1.000213;1.014653;0.939621;-0.254109;0.000000;0.000000;0.000000;
1.003481;0.472576;1.000290;1.014435;0.927785;-0.247473;0.000000;0.000000;0.000000;
1.004403;0.472671;1.000366;1.014212;0.916270;-0.241016;0.000000;0.000000;0.000000;
1.005325;0.472788;1.000443;1.013984;0.905067;-0.234733;0.000000;0.000000;0.000000;
1.006246;0.472928;1.000519;1.013752;0.894168;-0.228619;0.000000;0.000000;0.000000;
1.007168;0.473089;1.000596;1.013515;0.883564;-0.222669;0.000000;0.000000;0.000000;
1.008089;0.473273;1.000673;1.013274;0.873246;-0.216879;0.000000;0.000000;0.000000;
1.009011;0.473479;1.000749;1.013029;0.863208;-0.211245;0.000000;0.000000;0.000000;
1.009933;0.473707;1.000826;1.012780;0.853442;-0.205763;0.000000;0.000000;0.000000;
1.010854;0.473957;1.000902;1.012527;0.843939;-0.200428;0.000000;0.000000;0.000000;
1.011776;0.474229;1.000979;1.012270;0.834693;-0.195237;0.000000;0.000000;0.000000;
1.012697;0.474524;1.001056;1.012010;0.825696;-0.190186;0.000000;0.000000;0.000000;
1.013619;0.474840;1.001132;1.011746;0.816943;-0.185270;0.000000;0.000000;0.000000;
1.014541;0.475179;1.001209;1.011478;0.808425;-0.180487;0.000000;0.000000;0.000000;
1.015462;0.475540;1.001285;1.011207;0.800137;-0.175832;0.000000;0.000000;0.000000;
1.016384;0.475923;1.001362;1.010933;0.792072;-0.171303;0.000000;0.000000;0.000000;
1.017305;0.476329;1.001438;1.010655;0.784224;-0.166895;0.000000;0.000000;0.000000;
1.018227;0.476756;1.001515;1.010375;0.776587;-0.162606;0.000000;0.000000;0.000000;
1.019149;0.477206;1.001591;1.010091;0.769155;-0.158433;0.000000;0.000000;0.000000;
1.020070;0.477678;1.001668;1.009805;0.761923;-0.154372;0.000000;0.000000;0.000000;
1.020992;0.478171;1.001744;1.009515;0.754885;-0.150420;0.000000;0.000000;0.000000;
1.021913;0.478688;1.001821;1.009223;0.748036;-0.146574;0.000000;0.000000;0.000000;
1.022835;0.479226;1.001897;1.008929;0.741370;-0.142832;0.000000;0.000000;0.000000;
1.023757;0.479786;1.001974;1.008631;0.734882;-0.139191;0.000000;0.000000;0.000000;
1.024678;0.480368;1.002050;1.008332;0.728569;-0.135647;0.000000;0.000000;0.000000;
1.025600;0.480973;1.002126;1.008030;0.722423;-0.132199;0.000000;0.000000;0.000000;
1.026521;0.481600;1.002203;1.007725;0.716442;-0.128844;0.000000;0.000000;0.000000;
1.027443;0.482249;1.002279;1.007418;0.710621;-0.125579;0.000000;0.000000;0.000000;
1.028365;0.482920;1.002356;1.007109;0.704955;-0.122402;0.000000;0.000000;0.000000;
1.029286;0.483613;1.002432;1.006798;0.699439;-0.119310;0.000000;0.000000;0.000000;
1.030208;0.484328;1.002508;1.006485;0.694071;-0.116301;0.000000;0.000000;0.000000;
1.031129;0.485065;1.002585;1.006170;0.688845;-0.113374;0.000000;0.000000;0.000000;
1.032051;0.485825;1.002661;1.005853;0.683758;-0.110525;0.000000;0.000000;0.000000;
1.032973;0.486606;1.002738;1.005534;0.678805;-0.107753;0.000000;0.000000;0.000000;
1.033894;0.487410;1.002814;1.005213;0.673984;-0.105055;0.000000;0.000000;0.000000;
1.034816;0.488236;1.002890;1.004890;0.669291;-0.102430;0.000000;0.000000;0.000000;
1.035737;0.489083;1.002967;1.004566;0.664721;-0.099875;0.000000;0.000000;0.000000;
1.036659;0.489953;1.003043;1.004240;0.660273;-0.097390;0.000000;0.000000;0.000000;
1.037581;0.490845;1.003119;1.003912;0.655941;-0.094971;0.000000;0.000000;0.000000;
1.038502;0.491759;1.003195;1.003583;0.651724;-0.092617;0.000000;0.000000;0.000000;
1.039424;0.492696;1.003272;1.003252;0.647618;-0.090327;0.000000;0.000000;0.000000;
1.040345;0.493654;1.003348;1.002920;0.643619;-0.088098;0.000000;0.000000;0.000000;
1.041267;0.494634;1.003424;1.002587;0.639726;-0.085929;0.000000;0.000000;0.000000;
1.042189;0.495637;1.003501;1.002252;0.635934;-0.083818;0.000000;0.000000;0.000000;
1.043110;0.496662;1.003577;1.001915;0.632242;-0.081764;0.000000;0.000000;0.000000;
1.044032;0.497708;1.003653;1.001578;0.628646;-0.079766;0.000000;0.000000;0.000000;
1.044953;0.498777;1.003729;1.001239;0.625144;-0.077821;0.000000;0.000000;0.000000;
1.045875;0.499868;1.003806;1.000899;0.621733;-0.075928;0.000000;0.000000;0.000000;
1.046797;0.500981;1.003882;1.000558;0.618411;-0.074087;0.000000;0.000000;0.000000;
1.047718;0.502116;1.003958;1.000216;0.615176;-0.072294;0.000000;0.000000;0.000000;
1.048640;0.503273;1.004034;0.999872;0.612024;-0.070550;0.000000;0.000000;0.000000;
1.049561;0.504452;1.004111;0.999528;0.608954;-0.068853;0.000000;0.000000;0.000000;
1.050483;0.505653;1.004187;0.999182;0.605963;-0.067202;0.000000;0.000000;0.000000;
1.051405;0.506876;1.004263;0.998836;0.603049;-0.065595;0.000000;0.000000;0.000000;
1.052326;0.508121;1.004339;0.998489;0.600210;-0.064031;0.000000;0.000000;0.000000;
1.053248;0.509389;1.004415;0.998140;0.597445;-0.062509;0.000000;0.000000;0.000000;
1.054169;0.510678;1.004491;0.997791;0.594750;-0.061028;0.000000;0.000000;0.000000;
1.055091;0.511989;1.004568;0.997441;0.592124;-0.059587;0.000000;0.000000;0.000000;
1.056013;0.513323;1.004644;0.997090;0.589565;-0.058185;0.000000;0.000000;0.000000;
1.056934;0.514678;1.004720;0.996739;0.587072;-0.056820;0.000000;0.000000;0.000000;
1.057856;0.516056;1.004796;0.996387;0.584642;-0.055492;0.000000;0.000000;0.000000;
1.058777;0.517455;1.004872;0.996033;0.582274;-0.054200;0.000000;0.000000;0.000000;
1.059699;0.518877;1.004948;0.995680;0.579965;-0.052943;0.000000;0.000000;0.000000;
1.060621;0.520321;1.005024;0.995325;0.577716;-0.051719;0.000000;0.000000;0.000000;
1.061542;0.521786;1.005100;0.994970;0.575522;-0.050528;0.000000;0.000000;0.000000;
1.062464;0.523274;1.005176;0.994614;0.573384;-0.049369;0.000000;0.000000;0.000000;
1.063385;0.524784;1.005252;0.994258;0.571300;-0.048241;0.000000;0.000000;0.000000;
1.064307;0.526316;1.005329;0.993901;0.569268;-0.047144;0.000000;0.000000;0.000000;
1.065229;0.527869;1.005405;0.993543;0.567287;-0.046076;0.000000;0.000000;0.000000;
1.066150;0.529445;1.005481;0.993185;0.565355;-0.045037;0.000000;0.000000;0.000000;
1.067072;0.531043;1.005557;0.992827;0.563471;-0.044026;0.000000;0.000000;0.000000;
1.067993;0.532663;1.005633;0.992467;0.561633;-0.043041;0.000000;0.000000;0.000000;
1.069837;0.535968;1.005785;0.991748;0.558092;-0.041151;0.000000;0.000000;0.000000;
1.070000;0.536265;1.005798;0.991684;0.557787;-0.040988;0.000000;0.000000;0.000000;
1.070000;0.536265;1.005798;0.991684;0.557787;-0.040988;0.926591;-0.780785;0.848455;
1.070001;0.536267;1.005798;0.991684;0.557797;-0.040994;0.926592;-0.780770;0.848458;
1.070002;0.536269;1.005798;0.991684;0.557807;-0.041000;0.926592;-0.780755;0.848461;
1.070004;0.536273;1.005798;0.991683;0.557827;-0.041011;0.926594;-0.780725;0.848468;
1.070008;0.536280;1.005798;0.991682;0.557867;-0.041034;0.926597;-0.780665;0.848481;
1.070016;0.536295;1.005798;0.991681;0.557948;-0.041079;0.926603;-0.780545;0.848507;
1.070032;0.536324;1.005797;0.991677;0.558109;-0.041170;0.926614;-0.780305;0.848559;
1.070064;0.536382;1.005796;0.991671;0.558430;-0.041351;0.926638;-0.779825;0.848664;
1.070128;0.536498;1.005794;0.991658;0.559072;-0.041714;0.926685;-0.778866;0.848872;
1.070256;0.536731;1.005790;0.991632;0.560353;-0.042437;0.926779;-0.776952;0.849288;
1.070512;0.537197;1.005781;0.991580;0.562902;-0.043880;0.926969;-0.773134;0.850117;
1.071024;0.538125;1.005765;0.991476;0.567948;-0.046745;0.927351;-0.765542;0.851758;
1.072048;0.539974;1.005731;0.991274;0.577835;-0.052399;0.928131;-0.750533;0.854977;
1.073072;0.541813;1.005697;0.991077;0.587453;-0.057952;0.928929;-0.735763;0.858116;
1.074096;0.543640;1.005664;0.990886;0.596809;-0.063405;0.929742;-0.721231;0.861176;
1.075120;0.545457;1.005630;0.990699;0.605911;-0.068761;0.930571;-0.706939;0.864158;
1.076144;0.547262;1.005596;0.990518;0.614765;-0.074022;0.931413;-0.692887;0.867065;
1.077168;0.549057;1.005561;0.990341;0.623377;-0.079190;0.932269;-0.679075;0.869899;
1.078192;0.550840;1.005527;0.990169;0.631754;-0.084266;0.933136;-0.665502;0.872661;
1.079216;0.552613;1.005493;0.990001;0.639902;-0.089252;0.934014;-0.652167;0.875354;
1.080240;0.554374;1.005458;0.989838;0.647827;-0.094150;0.934901;-0.639071;0.877978;
1.081264;0.556125;1.005424;0.989679;0.655535;-0.098962;0.935798;-0.626210;0.880536;
1.082288;0.557864;1.005389;0.989525;0.663031;-0.103690;0.936702;-0.613585;0.883030;
1.083312;0.559592;1.005354;0.989374;0.670323;-0.108334;0.937613;-0.601193;0.885461;
1.084336;0.561309;1.005319;0.989227;0.677413;-0.112898;0.938530;-0.589033;0.887831;
1.085360;0.563014;1.005284;0.989084;0.684309;-0.117382;0.939453;-0.577103;0.890140;
1.086384;0.564709;1.005249;0.988945;0.691015;-0.121788;0.940380;-0.565400;0.892392;
1.087408;0.566392;1.005214;0.988809;0.697537;-0.126117;0.941311;-0.553923;0.894586;
1.088432;0.568063;1.005178;0.988677;0.703879;-0.130372;0.942245;-0.542669;0.896726;
1.089456;0.569723;1.005143;0.988549;0.710045;-0.134553;0.943181;-0.531635;0.898811;
1.090480;0.571372;1.005107;0.988423;0.716042;-0.138662;0.944119;-0.520819;0.900844;
1.091504;0.573009;1.005072;0.988301;0.721872;-0.142700;0.945057;-0.510219;0.902826;
1.092528;0.574635;1.005036;0.988182;0.727541;-0.146669;0.945996;-0.499832;0.904757;
1.093552;0.576249;1.005000;0.988066;0.733052;-0.150570;0.946935;-0.489655;0.906640;
1.094576;0.577852;1.004964;0.987953;0.738411;-0.154405;0.947873;-0.479684;0.908476;
1.095600;0.579443;1.004927;0.987843;0.743621;-0.158174;0.948809;-0.469918;0.910265;
1.096624;0.581022;1.004891;0.987735;0.748686;-0.161879;0.949743;-0.460353;0.912009;
1.097648;0.582590;1.004855;0.987631;0.753609;-0.165521;0.950675;-0.450987;0.913710;
1.098672;0.584145;1.004818;0.987529;0.758396;-0.169102;0.951604;-0.441815;0.915367;
1.099696;0.585690;1.004781;0.987429;0.763048;-0.172622;0.952529;-0.432836;0.916983;
1.100720;0.587222;1.004744;0.987332;0.767571;-0.176083;0.953449;-0.424047;0.918558;
1.101744;0.588742;1.004707;0.987237;0.771967;-0.179486;0.954366;-0.415443;0.920094;
1.102768;0.590250;1.004670;0.987145;0.776239;-0.182831;0.955277;-0.407022;0.921591;
1.103792;0.591747;1.004633;0.987055;0.780392;-0.186121;0.956183;-0.398782;0.923050;
1.104816;0.593231;1.004596;0.986967;0.784427;-0.189356;0.957083;-0.390718;0.924473;
1.105840;0.594704;1.004559;0.986882;0.788349;-0.192537;0.957977;-0.382829;0.925860;
1.106864;0.596164;1.004521;0.986798;0.792161;-0.195665;0.958864;-0.375110;0.927212;
1.107888;0.597613;1.004483;0.986716;0.795864;-0.198741;0.959744;-0.367558;0.928530;
1.108912;0.599049;1.004446;0.986637;0.799463;-0.201767;0.960616;-0.360172;0.929816;
1.109936;0.600473;1.004408;0.986559;0.802960;-0.204742;0.961481;-0.352947;0.931069;
1.110960;0.601885;1.004370;0.986483;0.806358;-0.207669;0.962337;-0.345881;0.932290;
1.111984;0.603285;1.004332;0.986409;0.809659;-0.210547;0.963186;-0.338971;0.933481;
1.113008;0.604672;1.004294;0.986336;0.812865;-0.213378;0.964025;-0.332214;0.934642;
1.114032;0.606047;1.004255;0.986266;0.815981;-0.216163;0.964855;-0.325606;0.935775;
1.115056;0.607410;1.004217;0.986196;0.819007;-0.218902;0.965676;-0.319145;0.936878;
1.116080;0.608760;1.004178;0.986129;0.821947;-0.221597;0.966487;-0.312829;0.937955;
1.117104;0.610098;1.004140;0.986063;0.824802;-0.224248;0.967288;-0.306653;0.939004;
1.118128;0.611424;1.004101;0.985998;0.827576;-0.226856;0.968079;-0.300617;0.940027;
1.119152;0.612737;1.004062;0.985935;0.830269;-0.229421;0.968860;-0.294715;0.941025;
1.120176;0.614037;1.004024;0.985874;0.832885;-0.231945;0.969629;-0.288947;0.941998;
1.121200;0.615326;1.003985;0.985813;0.835425;-0.234429;0.970388;-0.283309;0.942946;
1.122224;0.616601;1.003945;0.985754;0.837892;-0.236872;0.971135;-0.277799;0.943871;
1.123248;0.617864;1.003906;0.985697;0.840287;-0.239276;0.971871;-0.272413;0.944773;
1.124272;0.619114;1.003867;0.985640;0.842612;-0.241641;0.972595;-0.267150;0.945653;
1.125296;0.620352;1.003828;0.985585;0.844870;-0.243969;0.973307;-0.262006;0.946510;
1.126320;0.621577;1.003788;0.985531;0.847062;-0.246259;0.974007;-0.256980;0.947347;
1.127344;0.622789;1.003749;0.985478;0.849189;-0.248513;0.974694;-0.252069;0.948163;
1.129392;0.625176;1.003669;0.985375;0.853261;-0.252914;0.976032;-0.242577;0.949735;
1.131235;0.627280;1.003598;0.985286;0.856724;-0.256756;0.977192;-0.234402;0.951084;
1.133078;0.629342;1.003526;0.985201;0.860005;-0.260490;0.978309;-0.226562;0.952374;
1.134921;0.631363;1.003453;0.985118;0.863112;-0.264118;0.979382;-0.219044;0.953607;
1.136765;0.633341;1.003381;0.985038;0.866055;-0.267643;0.980410;-0.211836;0.954787;
1.138608;0.635278;1.003308;0.984960;0.868841;-0.271070;0.981392;-0.204926;0.955915;
1.140451;0.637173;1.003235;0.984886;0.871478;-0.274399;0.982328;-0.198301;0.956993;
1.142294;0.639025;1.003162;0.984813;0.873973;-0.277636;0.983216;-0.191951;0.958025;
1.144137;0.640835;1.003089;0.984743;0.876333;-0.280782;0.984056;-0.185864;0.959013;
1.145981;0.642602;1.003016;0.984675;0.878564;-0.283839;0.984847;-0.180030;0.959957;
1.147824;0.644327;1.002942;0.984609;0.880674;-0.286812;0.985589;-0.174439;0.960861;
1.149667;0.646009;1.002868;0.984544;0.882669;-0.289701;0.986281;-0.169079;0.961726;
1.151510;0.647649;1.002794;0.984482;0.884553;-0.292509;0.986922;-0.163943;0.962554;
1.153353;0.649245;1.002720;0.984421;0.886333;-0.295240;0.987512;-0.159021;0.963347;
1.155197;0.650799;1.002646;0.984362;0.888013;-0.297894;0.988050;-0.154303;0.964107;
1.157040;0.652309;1.002571;0.984304;0.889600;-0.300473;0.988536;-0.149781;0.964834;
1.158883;0.653777;1.002497;0.984247;0.891097;-0.302981;0.988969;-0.145448;0.965531;
1.160726;0.655201;1.002422;0.984192;0.892509;-0.305419;0.989350;-0.141295;0.966198;
1.162569;0.656582;1.002348;0.984138;0.893841;-0.307788;0.989677;-0.137315;0.966838;
1.164413;0.657920;1.002273;0.984086;0.895097;-0.310091;0.989951;-0.133500;0.967452;
1.166256;0.659215;1.002198;0.984034;0.896280;-0.312330;0.990170;-0.129843;0.968040;
1.168099;0.660466;1.002123;0.983983;0.897394;-0.314505;0.990335;-0.126338;0.968605;
