time;CAPBUS_cap_p_v_0_;MACHINE_machine_terminal_i_0_;MACHINE_machine_terminal_i_1_;MACHINE_machine_terminal_i_2_;MACHINE_machine_omegaPu;MACHINE_machine_theta;MACHINE_machine_cePu;MACHINE_machine_UStatorPu;MACHINE_machine_ifPu;
0.003580;1.112884;-0.701584;-0.060181;0.761765;1.000136;1.930744;0.459626;1.074509;0.938286;
0.003600;1.126627;-0.679907;-0.078125;0.758032;1.000137;1.937028;0.457579;1.159990;0.932971;
0.003620;1.139935;-0.653413;-0.099081;0.752494;1.000137;1.943312;0.455030;1.247138;0.926302;
0.003640;1.154489;-0.622344;-0.122863;0.745207;1.000138;1.949596;0.452051;1.332704;0.918359;
0.003660;1.171821;-0.587019;-0.149235;0.736254;1.000138;1.955880;0.448719;1.413856;0.909244;
0.003680;1.193246;-0.547824;-0.177921;0.725745;1.000139;1.962164;0.445116;1.488190;0.899076;
0.003700;1.219814;-0.505204;-0.208608;0.713812;1.000139;1.968448;0.441324;1.553732;0.887990;
0.003720;1.252268;-0.459657;-0.240951;0.700609;1.000139;1.974732;0.437425;1.608932;0.876136;
0.003740;1.291007;-0.411718;-0.274586;0.686304;1.000140;1.981016;0.433499;1.652657;0.863670;
0.003760;1.336070;-0.361880;-0.309109;0.670989;1.000140;1.987301;0.429620;1.684177;0.850755;
0.003780;1.387122;-0.310855;-0.344181;0.655036;1.000141;1.993585;0.425856;1.703167;0.837559;
0.003800;1.443462;-0.259243;-0.379413;0.638657;1.000141;1.999869;0.422264;1.709699;0.824244;
0.003820;1.504035;-0.207460;-0.414385;0.621844;1.000142;2.006153;0.418896;1.704198;0.810972;
0.003840;1.567467;-0.156127;-0.448765;0.604891;1.000143;2.012437;0.415792;1.687414;0.797892;
0.003860;1.632094;-0.105759;-0.482223;0.587981;1.000143;2.018721;0.412983;1.660410;0.785145;
0.003880;1.696022;-0.056828;-0.514459;0.571288;1.000144;2.025005;0.410489;1.624510;0.772858;
0.003900;1.757174;-0.009755;-0.545213;0.554968;1.000144;2.031289;0.408321;1.581250;0.761140;
0.003920;1.813362;0.035101;-0.574262;0.539161;1.000145;2.037573;0.406481;1.532327;0.750086;
0.003940;1.862353;0.077443;-0.601430;0.523987;1.000145;2.043857;0.404963;1.479533;0.739768;
0.003960;1.901938;0.117042;-0.626585;0.509543;1.000146;2.050141;0.403753;1.424687;0.730243;
0.003980;1.930006;0.153739;-0.649643;0.495905;1.000146;2.056425;0.402832;1.369561;0.721546;
0.004000;1.944613;0.187440;-0.670563;0.483123;1.000147;2.062710;0.402178;1.315803;0.713693;
0.004020;1.944046;0.218119;-0.689347;0.471227;1.000148;2.068994;0.401764;1.264859;0.706685;
0.004040;1.926882;0.245810;-0.706035;0.460225;1.000148;2.075278;0.401562;1.217907;0.700504;
0.004060;1.892043;0.270599;-0.720703;0.450104;1.000149;2.081562;0.401542;1.175804;0.695120;
0.004080;1.838830;0.292622;-0.733456;0.440834;1.000149;2.087846;0.401677;1.139056;0.690489;
0.004100;1.766962;0.312050;-0.744420;0.432370;1.000150;2.094130;0.401937;1.107824;0.686560;
