time;GEN_generator_theta;GEN_generator_omegaPu;GEN_generator_eqPPu;GEN_generator_eqPPPu;GEN_generator_edPPPu;GEN_generator_PGenPu;GEN_generator_QGenPu;GEN_generator_psiAgPu;GEN_generator_psiArgPu;GEN_generator_satDPu;GEN_generator_satQPu;GEN_generator_UPu;
7.834511;0.483205;0.999999;1.016760;0.980732;0.254371;0.665624;0.023858;1.009115;1.035795;1.130046;1.078027;0.998573;
7.881470;0.483180;0.999998;1.016781;0.980750;0.254361;0.665605;0.023903;1.009128;1.035807;1.130057;1.078034;0.998580;
7.975389;0.483126;0.999998;1.016822;0.980787;0.254336;0.665564;0.023991;1.009154;1.035832;1.130078;1.078047;0.998594;
8.069307;0.483075;0.999998;1.016860;0.980822;0.254310;0.665535;0.024074;1.009179;1.035855;1.130098;1.078059;0.998607;
8.163226;0.483035;0.999999;1.016896;0.980855;0.254288;0.665524;0.024152;1.009202;1.035877;1.130118;1.078071;0.998619;
8.245192;0.483009;0.999999;1.016926;0.980881;0.254272;0.665526;0.024216;1.009221;1.035896;1.130135;1.078081;0.998628;
8.327159;0.482988;0.999999;1.016955;0.980905;0.254260;0.665533;0.024277;1.009239;1.035914;1.130151;1.078090;0.998637;
8.409125;0.482971;0.999999;1.016982;0.980928;0.254250;0.665542;0.024335;1.009256;1.035932;1.130166;1.078100;0.998646;
8.491091;0.482955;0.999999;1.017008;0.980950;0.254240;0.665550;0.024390;1.009273;1.035948;1.130181;1.078108;0.998654;
8.655024;0.482922;0.999999;1.017056;0.980989;0.254223;0.665557;0.024490;1.009302;1.035978;1.130207;1.078124;0.998669;
8.818956;0.482889;0.999999;1.017099;0.981025;0.254206;0.665557;0.024581;1.009329;1.036005;1.130231;1.078138;0.998683;
8.982889;0.482857;0.999999;1.017138;0.981059;0.254189;0.665555;0.024664;1.009354;1.036029;1.130252;1.078151;0.998696;
9.146821;0.482827;0.999999;1.017173;0.981089;0.254173;0.665554;0.024740;1.009377;1.036052;1.130272;1.078163;0.998707;
9.474687;0.482775;1.000000;1.017237;0.981144;0.254145;0.665553;0.024876;1.009417;1.036092;1.130307;1.078184;0.998728;
9.802552;0.482733;1.000000;1.017291;0.981189;0.254123;0.665554;0.024990;1.009451;1.036126;1.130337;1.078202;0.998745;
10.000000;0.482711;1.000000;1.017318;0.981213;0.254111;0.665555;0.025049;1.009468;1.036143;1.130352;1.078211;0.998754;
