time;NETWORK_TFO_i_a;NETWORK_B1_v_a;
0.000000;0.000000;0.000000;
0.000010;0.044058;0.004196;
0.000020;0.087598;0.016335;
0.000030;0.130150;0.035517;
0.000040;0.171302;0.060844;
0.000050;0.210698;0.091431;
0.000060;0.248036;0.126412;
0.000070;0.283067;0.164954;
0.000080;0.315593;0.206259;
0.000090;0.345466;0.249573;
0.000100;0.372582;0.294190;
0.000110;0.396881;0.339454;
0.000120;0.418340;0.384765;
0.000130;0.436974;0.429579;
0.000140;0.452829;0.473410;
0.000150;0.465980;0.515829;
0.000160;0.476527;0.556465;
0.000170;0.484591;0.595003;
0.000180;0.490312;0.631184;
0.000190;0.493844;0.664801;
0.000200;0.495350;0.695695;
0.000210;0.495006;0.723758;
0.000220;0.492990;0.748924;
0.000230;0.489483;0.771167;
0.000240;0.484668;0.790499;
0.000250;0.478726;0.806965;
0.000260;0.471831;0.820640;
0.000270;0.464157;0.831626;
0.000280;0.455866;0.840044;
0.000290;0.447114;0.846038;
0.000300;0.438048;0.849764;
0.000310;0.428803;0.851392;
0.000320;0.419505;0.851098;
0.000330;0.410268;0.849067;
0.000340;0.401193;0.845485;
0.000350;0.392373;0.840541;
0.000360;0.383884;0.834418;
0.000370;0.375796;0.827300;
0.000380;0.368163;0.819363;
0.000390;0.361033;0.810776;
0.000400;0.354438;0.801699;
0.000410;0.348406;0.792284;
0.000420;0.342951;0.782672;
0.000430;0.338083;0.772992;
0.000440;0.333800;0.763363;
0.000450;0.330096;0.753890;
0.000460;0.326957;0.744667;
0.000470;0.324365;0.735777;
0.000480;0.322297;0.727290;
0.000490;0.320724;0.719264;
0.000500;0.319616;0.711748;
0.000510;0.318940;0.704777;
0.000520;0.318659;0.698379;
0.000530;0.318738;0.692572;
0.000540;0.319138;0.687362;
0.000550;0.319821;0.682753;
0.000560;0.320751;0.678735;
0.000570;0.321889;0.675298;
0.000580;0.323199;0.672420;
0.000590;0.324648;0.670080;
0.000600;0.326201;0.668249;
0.000610;0.327827;0.666894;
0.000620;0.329498;0.665983;
0.000630;0.331186;0.665478;
0.000640;0.332867;0.665343;
0.000650;0.334518;0.665537;
0.000660;0.336120;0.666023;
0.000670;0.337655;0.666761;
0.000680;0.339107;0.667714;
0.000690;0.340466;0.668843;
0.000700;0.341719;0.670114;
0.000710;0.342859;0.671491;
0.000720;0.343881;0.672944;
0.000730;0.344778;0.674440;
0.000740;0.345551;0.675954;
0.000750;0.346197;0.677458;
0.000760;0.346718;0.678930;
0.000770;0.347116;0.680349;
0.000780;0.347394;0.681698;
0.000790;0.347557;0.682960;
0.000800;0.347610;0.684123;
0.000810;0.347560;0.685175;
0.000820;0.347413;0.686108;
0.000830;0.347177;0.686916;
0.000840;0.346859;0.687594;
0.000850;0.346466;0.688140;
0.000860;0.346007;0.688552;
0.000870;0.345490;0.688833;
0.000880;0.344922;0.688983;
0.000890;0.344311;0.689007;
0.000900;0.343665;0.688909;
0.000910;0.342989;0.688694;
0.000920;0.342292;0.688369;
0.000930;0.341580;0.687941;
0.000940;0.340857;0.687417;
0.000950;0.340130;0.686804;
0.000960;0.339403;0.686112;
0.000970;0.338680;0.685347;
0.000980;0.337967;0.684518;
0.000990;0.337265;0.683634;
0.001000;0.336577;0.682701;
0.001010;0.335907;0.681728;
0.001020;0.335255;0.680722;
0.001030;0.334624;0.679689;
0.001040;0.334014;0.678637;
0.001050;0.333427;0.677571;
0.001060;0.332861;0.676496;
0.001070;0.332318;0.675418;
0.001080;0.331796;0.674342;
0.001090;0.331296;0.673270;
0.001100;0.330816;0.672207;
0.001110;0.330355;0.671156;
0.001120;0.329912;0.670119;
0.001130;0.329487;0.669098;
0.001140;0.329076;0.668095;
0.001150;0.328679;0.667110;
0.001160;0.328295;0.666145;
0.001170;0.327921;0.665199;
0.001180;0.327555;0.664273;
0.001190;0.327198;0.663367;
0.001200;0.326845;0.662479;
0.001210;0.326497;0.661608;
0.001220;0.326151;0.660755;
0.001230;0.325807;0.659917;
0.001240;0.325462;0.659094;
0.001250;0.325117;0.658283;
0.001260;0.324768;0.657483;
0.001270;0.324416;0.656693;
0.001280;0.324060;0.655910;
0.001290;0.323698;0.655134;
0.001300;0.323330;0.654362;
0.001310;0.322955;0.653592;
0.001320;0.322573;0.652824;
0.001330;0.322184;0.652056;
0.001340;0.321786;0.651286;
0.001350;0.321380;0.650513;
0.001360;0.320966;0.649735;
0.001370;0.320544;0.648952;
0.001380;0.320113;0.648162;
0.001390;0.319673;0.647364;
0.001400;0.319225;0.646558;
0.001410;0.318769;0.645742;
0.001420;0.318306;0.644917;
0.001430;0.317834;0.644081;
0.001440;0.317355;0.643234;
0.001450;0.316869;0.642376;
0.001460;0.316376;0.641506;
0.001470;0.315876;0.640625;
0.001480;0.315371;0.639732;
0.001490;0.314860;0.638827;
0.001500;0.314343;0.637910;
0.001510;0.313821;0.636982;
0.001520;0.313295;0.636042;
0.001530;0.312764;0.635092;
0.001540;0.312229;0.634130;
0.001550;0.311690;0.633157;
0.001560;0.311147;0.632174;
0.001570;0.310601;0.631181;
0.001580;0.310052;0.630179;
0.001590;0.309501;0.629167;
0.001600;0.308946;0.628146;
0.001610;0.308389;0.627116;
0.001620;0.307830;0.626078;
0.001630;0.307268;0.625033;
0.001640;0.306705;0.623979;
0.001650;0.306139;0.622919;
0.001660;0.305571;0.621851;
0.001670;0.305002;0.620777;
0.001680;0.304430;0.619697;
0.001690;0.303857;0.618610;
0.001700;0.303281;0.617518;
0.001710;0.302704;0.616419;
0.001720;0.302125;0.615315;
0.001730;0.301544;0.614206;
0.001740;0.300960;0.613092;
0.001750;0.300375;0.611972;
0.001760;0.299788;0.610847;
0.001770;0.299198;0.609718;
0.001780;0.298607;0.608583;
0.001790;0.298013;0.607444;
0.001800;0.297416;0.606300;
0.001810;0.296817;0.605150;
0.001820;0.296216;0.603996;
0.001830;0.295612;0.602838;
0.001840;0.295006;0.601674;
0.001850;0.294397;0.600505;
0.001860;0.293785;0.599331;
0.001870;0.293170;0.598153;
0.001880;0.292553;0.596969;
0.001890;0.291932;0.595780;
0.001900;0.291309;0.594586;
0.001910;0.290683;0.593386;
0.001920;0.290054;0.592182;
0.001930;0.289422;0.590971;
0.001940;0.288786;0.589756;
0.001950;0.288148;0.588535;
0.001960;0.287507;0.587308;
0.001970;0.286863;0.586076;
0.001980;0.286215;0.584838;
0.001990;0.285565;0.583595;
0.002000;0.284912;0.582345;
0.002010;0.284255;0.581090;
0.002020;0.283596;0.579829;
0.002030;0.282933;0.578563;
0.002040;0.282268;0.577290;
0.002050;0.281599;0.576012;
0.002060;0.280928;0.574727;
0.002070;0.280253;0.573437;
0.002080;0.279576;0.572141;
0.002090;0.278896;0.570839;
0.002100;0.278212;0.569532;
0.002110;0.277526;0.568218;
0.002120;0.276837;0.566898;
0.002130;0.276146;0.565573;
0.002140;0.275451;0.564242;
0.002150;0.274754;0.562905;
0.002160;0.274054;0.561563;
0.002170;0.273351;0.560214;
0.002180;0.272645;0.558860;
0.002190;0.271937;0.557500;
0.002200;0.271226;0.556135;
0.002210;0.270512;0.554764;
0.002220;0.269796;0.553387;
0.002230;0.269077;0.552005;
0.002240;0.268355;0.550617;
0.002250;0.267631;0.549223;
0.002260;0.266904;0.547825;
0.002270;0.266175;0.546420;
0.002280;0.265443;0.545010;
0.002290;0.264708;0.543595;
0.002300;0.263971;0.542175;
0.002310;0.263231;0.540749;
0.002320;0.262489;0.539318;
0.002330;0.261744;0.537881;
0.002340;0.260997;0.536439;
0.002350;0.260247;0.534992;
0.002360;0.259495;0.533540;
0.002370;0.258740;0.532082;
0.002380;0.257982;0.530619;
0.002390;0.257223;0.529151;
0.002400;0.256460;0.527678;
0.002410;0.255695;0.526200;
0.002420;0.254928;0.524716;
0.002430;0.254158;0.523228;
0.002440;0.253385;0.521734;
0.002450;0.252611;0.520235;
0.002460;0.251833;0.518731;
0.002470;0.251053;0.517222;
0.002480;0.250271;0.515708;
0.002490;0.249486;0.514189;
0.002500;0.248699;0.512665;
0.002510;0.247909;0.511135;
0.002520;0.247117;0.509601;
0.002530;0.246323;0.508062;
0.002540;0.245526;0.506518;
0.002550;0.244726;0.504969;
0.002560;0.243924;0.503415;
0.002570;0.243120;0.501856;
0.002580;0.242313;0.500292;
0.002590;0.241504;0.498723;
0.002600;0.240693;0.497149;
0.002610;0.239879;0.495570;
0.002620;0.239063;0.493986;
0.002630;0.238244;0.492398;
0.002640;0.237423;0.490805;
0.002650;0.236600;0.489206;
0.002660;0.235774;0.487603;
0.002670;0.234946;0.485995;
0.002680;0.234116;0.484383;
0.002690;0.233283;0.482765;
0.002700;0.232448;0.481143;
0.002710;0.231611;0.479516;
0.002720;0.230772;0.477884;
0.002730;0.229930;0.476248;
0.002740;0.229086;0.474607;
0.002750;0.228239;0.472961;
0.002760;0.227391;0.471310;
0.002770;0.226540;0.469655;
0.002780;0.225687;0.467995;
0.002790;0.224831;0.466331;
0.002800;0.223974;0.464661;
0.002810;0.223114;0.462988;
0.002820;0.222252;0.461310;
0.002830;0.221388;0.459627;
0.002840;0.220521;0.457939;
0.002850;0.219653;0.456247;
0.002860;0.218782;0.454551;
0.002870;0.217909;0.452850;
0.002880;0.217034;0.451145;
0.002890;0.216157;0.449435;
0.002900;0.215278;0.447721;
0.002910;0.214397;0.446002;
0.002920;0.213513;0.444279;
0.002930;0.212627;0.442551;
0.002940;0.211740;0.440820;
0.002950;0.210850;0.439083;
0.002960;0.209958;0.437343;
0.002970;0.209064;0.435598;
0.002980;0.208168;0.433849;
0.002990;0.207270;0.432095;
0.003000;0.206370;0.430338;
0.003010;0.205468;0.428576;
0.003020;0.204564;0.426810;
0.003030;0.203657;0.425039;
0.003040;0.202749;0.423265;
0.003050;0.201839;0.421486;
0.003060;0.200927;0.419703;
0.003070;0.200013;0.417916;
0.003080;0.199096;0.416125;
0.003090;0.198178;0.414330;
0.003100;0.197258;0.412530;
0.003110;0.196336;0.410727;
0.003120;0.195412;0.408919;
0.003130;0.194486;0.407108;
0.003140;0.193559;0.405292;
0.003150;0.192629;0.403473;
0.003160;0.191697;0.401649;
0.003170;0.190764;0.399822;
0.003180;0.189828;0.397991;
0.003190;0.188891;0.396155;
0.003200;0.187952;0.394316;
0.003210;0.187011;0.392473;
0.003220;0.186068;0.390626;
0.003230;0.185124;0.388775;
0.003240;0.184177;0.386920;
0.003250;0.183229;0.385062;
0.003260;0.182279;0.383199;
0.003270;0.181327;0.381333;
0.003280;0.180373;0.379464;
0.003290;0.179418;0.377590;
0.003300;0.178460;0.375713;
0.003310;0.177501;0.373832;
0.003320;0.176541;0.371947;
0.003330;0.175578;0.370058;
0.003340;0.174614;0.368166;
0.003350;0.173648;0.366271;
0.003360;0.172680;0.364371;
0.003370;0.171711;0.362468;
0.003380;0.170740;0.360562;
0.003390;0.169767;0.358652;
0.003400;0.168792;0.356738;
0.003410;0.167816;0.354821;
0.003420;0.166839;0.352901;
0.003430;0.165859;0.350977;
0.003440;0.164878;0.349049;
0.003450;0.163895;0.347118;
0.003460;0.162911;0.345184;
0.003470;0.161925;0.343246;
0.003480;0.160938;0.341305;
0.003490;0.159949;0.339360;
0.003500;0.158958;0.337412;
0.003510;0.157966;0.335461;
0.003520;0.156972;0.333506;
0.003530;0.155977;0.331548;
0.003540;0.154980;0.329587;
0.003550;0.153981;0.327623;
0.003560;0.152981;0.325655;
0.003570;0.151980;0.323684;
0.003580;0.150977;0.321710;
0.003590;0.149973;0.319733;
0.003600;0.148967;0.317753;
0.003610;0.147959;0.315769;
0.003620;0.146950;0.313783;
0.003630;0.145940;0.311793;
0.003640;0.144928;0.309800;
0.003650;0.143915;0.307804;
0.003660;0.142901;0.305805;
0.003670;0.141885;0.303803;
0.003680;0.140867;0.301798;
0.003690;0.139848;0.299791;
0.003700;0.138828;0.297780;
0.003710;0.137807;0.295766;
0.003720;0.136784;0.293749;
0.003730;0.135760;0.291730;
0.003740;0.134734;0.289707;
0.003750;0.133707;0.287682;
0.003760;0.132679;0.285654;
0.003770;0.131649;0.283623;
0.003780;0.130618;0.281589;
0.003790;0.129586;0.279552;
0.003800;0.128553;0.277513;
0.003810;0.127518;0.275471;
0.003820;0.126482;0.273426;
0.003830;0.125445;0.271379;
0.003840;0.124407;0.269328;
0.003850;0.123367;0.267276;
0.003860;0.122326;0.265220;
0.003870;0.121284;0.263162;
0.003880;0.120241;0.261101;
0.003890;0.119196;0.259038;
0.003900;0.118151;0.256972;
0.003910;0.117104;0.254904;
0.003920;0.116056;0.252833;
0.003930;0.115007;0.250760;
0.003940;0.113957;0.248684;
0.003950;0.112905;0.246606;
0.003960;0.111853;0.244525;
0.003970;0.110799;0.242442;
0.003980;0.109744;0.240356;
0.003990;0.108689;0.238268;
0.004000;0.107632;0.236178;
0.004010;0.106574;0.234085;
0.004020;0.105515;0.231991;
0.004030;0.104455;0.229893;
0.004040;0.103394;0.227794;
0.004050;0.102332;0.225692;
0.004060;0.101269;0.223588;
0.004070;0.100205;0.221482;
0.004080;0.099140;0.219374;
0.004090;0.098074;0.217263;
0.004100;0.097007;0.215151;
0.004110;0.095939;0.213036;
0.004120;0.094870;0.210919;
0.004130;0.093800;0.208800;
0.004140;0.092729;0.206679;
0.004150;0.091658;0.204556;
0.004160;0.090585;0.202431;
0.004170;0.089512;0.200304;
0.004180;0.088437;0.198175;
0.004190;0.087362;0.196044;
0.004200;0.086286;0.193911;
0.004210;0.085209;0.191776;
0.004220;0.084131;0.189639;
0.004230;0.083053;0.187501;
0.004240;0.081973;0.185360;
0.004250;0.080893;0.183218;
0.004260;0.079812;0.181074;
0.004270;0.078730;0.178928;
0.004280;0.077648;0.176780;
0.004290;0.076564;0.174631;
0.004300;0.075480;0.172480;
0.004310;0.074395;0.170327;
0.004320;0.073310;0.168173;
0.004330;0.072223;0.166016;
0.004340;0.071136;0.163859;
0.004350;0.070049;0.161699;
0.004360;0.068960;0.159538;
0.004370;0.067871;0.157376;
0.004380;0.066781;0.155212;
0.004390;0.065691;0.153046;
0.004400;0.064600;0.150879;
0.004410;0.063508;0.148710;
0.004420;0.062416;0.146540;
0.004430;0.061323;0.144368;
0.004440;0.060229;0.142195;
0.004450;0.059135;0.140021;
0.004460;0.058040;0.137845;
0.004470;0.056945;0.135668;
0.004480;0.055849;0.133489;
0.004490;0.054753;0.131310;
0.004500;0.053656;0.129129;
0.004510;0.052558;0.126946;
0.004520;0.051460;0.124763;
0.004530;0.050361;0.122578;
0.004540;0.049262;0.120392;
0.004550;0.048163;0.118204;
0.004560;0.047063;0.116016;
0.004570;0.045962;0.113826;
0.004580;0.044862;0.111636;
0.004590;0.043760;0.109444;
0.004600;0.042658;0.107251;
0.004610;0.041556;0.105057;
0.004620;0.040454;0.102862;
0.004630;0.039351;0.100666;
0.004640;0.038247;0.098469;
0.004650;0.037143;0.096271;
0.004660;0.036039;0.094072;
0.004670;0.034935;0.091872;
0.004680;0.033830;0.089672;
0.004690;0.032725;0.087470;
0.004700;0.031619;0.085268;
0.004710;0.030513;0.083064;
0.004720;0.029407;0.080860;
0.004730;0.028301;0.078655;
0.004740;0.027194;0.076449;
0.004750;0.026087;0.074243;
0.004760;0.024980;0.072036;
0.004770;0.023873;0.069828;
0.004780;0.022765;0.067619;
0.004790;0.021657;0.065410;
0.004800;0.020549;0.063200;
0.004810;0.019440;0.060989;
0.004820;0.018332;0.058778;
0.004830;0.017223;0.056567;
0.004840;0.016114;0.054354;
0.004850;0.015005;0.052141;
0.004860;0.013896;0.049928;
0.004870;0.012787;0.047714;
0.004880;0.011677;0.045500;
0.004890;0.010568;0.043285;
0.004900;0.009458;0.041070;
0.004910;0.008348;0.038854;
0.004920;0.007238;0.036638;
0.004930;0.006129;0.034422;
0.004940;0.005019;0.032205;
0.004950;0.003909;0.029988;
0.004960;0.002798;0.027771;
0.004970;0.001688;0.025554;
0.004980;0.000578;0.023336;
0.004990;-0.000532;0.021118;
0.005000;-0.001642;0.018900;
0.005010;-0.002752;0.016681;
0.005020;-0.003862;0.014463;
0.005030;-0.004972;0.012244;
0.005040;-0.006082;0.010025;
0.005050;-0.007192;0.007806;
0.005060;-0.008302;0.005587;
0.005070;-0.009412;0.003368;
0.005080;-0.010521;0.001149;
0.005090;-0.011631;-0.001070;
0.005100;-0.012740;-0.003290;
0.005110;-0.013850;-0.005509;
0.005120;-0.014959;-0.007728;
0.005130;-0.016068;-0.009947;
0.005140;-0.017177;-0.012166;
0.005150;-0.018286;-0.014384;
0.005160;-0.019394;-0.016603;
0.005170;-0.020502;-0.018821;
0.005180;-0.021611;-0.021040;
0.005190;-0.022719;-0.023258;
0.005200;-0.023826;-0.025475;
0.005210;-0.024934;-0.027693;
0.005220;-0.026041;-0.029910;
0.005230;-0.027148;-0.032127;
0.005240;-0.028255;-0.034344;
0.005250;-0.029361;-0.036560;
0.005260;-0.030467;-0.038776;
0.005270;-0.031573;-0.040992;
0.005280;-0.032678;-0.043207;
0.005290;-0.033784;-0.045422;
0.005300;-0.034889;-0.047636;
0.005310;-0.035993;-0.049850;
0.005320;-0.037097;-0.052063;
0.005330;-0.038201;-0.054276;
0.005340;-0.039304;-0.056489;
0.005350;-0.040407;-0.058700;
0.005360;-0.041510;-0.060911;
0.005370;-0.042612;-0.063122;
0.005380;-0.043714;-0.065332;
0.005390;-0.044816;-0.067541;
0.005400;-0.045916;-0.069750;
0.005410;-0.047017;-0.071958;
0.005420;-0.048117;-0.074165;
0.005430;-0.049216;-0.076372;
0.005440;-0.050316;-0.078577;
0.005450;-0.051414;-0.080782;
0.005460;-0.052512;-0.082987;
0.005470;-0.053610;-0.085190;
0.005480;-0.054707;-0.087392;
0.005490;-0.055803;-0.089594;
0.005500;-0.056899;-0.091795;
0.005510;-0.057994;-0.093995;
0.005520;-0.059089;-0.096194;
0.005530;-0.060183;-0.098392;
0.005540;-0.061277;-0.100589;
0.005550;-0.062370;-0.102785;
0.005560;-0.063462;-0.104980;
0.005570;-0.064554;-0.107174;
0.005580;-0.065645;-0.109367;
0.005590;-0.066736;-0.111558;
0.005600;-0.067825;-0.113749;
0.005610;-0.068915;-0.115939;
0.005620;-0.070003;-0.118127;
0.005630;-0.071091;-0.120315;
0.005640;-0.072178;-0.122501;
0.005650;-0.073264;-0.124686;
0.005660;-0.074350;-0.126869;
0.005670;-0.075435;-0.129052;
0.005680;-0.076519;-0.131233;
0.005690;-0.077602;-0.133413;
0.005700;-0.078685;-0.135591;
0.005710;-0.079767;-0.137768;
0.005720;-0.080848;-0.139944;
0.005730;-0.081928;-0.142119;
0.005740;-0.083008;-0.144292;
0.005750;-0.084086;-0.146463;
0.005760;-0.085164;-0.148634;
0.005770;-0.086241;-0.150802;
0.005780;-0.087317;-0.152970;
0.005790;-0.088392;-0.155135;
0.005800;-0.089467;-0.157299;
0.005810;-0.090540;-0.159462;
0.005820;-0.091613;-0.161623;
0.005830;-0.092685;-0.163783;
0.005840;-0.093755;-0.165940;
0.005850;-0.094825;-0.168097;
0.005860;-0.095894;-0.170251;
0.005870;-0.096962;-0.172404;
0.005880;-0.098029;-0.174555;
0.005890;-0.099095;-0.176705;
0.005900;-0.100160;-0.178852;
0.005910;-0.101224;-0.180998;
0.005920;-0.102288;-0.183143;
0.005930;-0.103350;-0.185285;
0.005940;-0.104411;-0.187425;
0.005950;-0.105471;-0.189564;
0.005960;-0.106530;-0.191701;
0.005970;-0.107588;-0.193836;
0.005980;-0.108645;-0.195969;
0.005990;-0.109700;-0.198100;
0.006000;-0.110755;-0.200229;
0.006010;-0.111809;-0.202356;
0.006020;-0.112861;-0.204481;
0.006030;-0.113913;-0.206604;
0.006040;-0.114963;-0.208725;
0.006050;-0.116012;-0.210844;
0.006060;-0.117060;-0.212961;
0.006070;-0.118107;-0.215076;
0.006080;-0.119153;-0.217189;
0.006090;-0.120197;-0.219299;
0.006100;-0.121240;-0.221408;
0.006110;-0.122283;-0.223514;
0.006120;-0.123324;-0.225618;
0.006130;-0.124363;-0.227720;
0.006140;-0.125402;-0.229819;
0.006150;-0.126439;-0.231917;
0.006160;-0.127475;-0.234012;
0.006170;-0.128510;-0.236104;
0.006180;-0.129543;-0.238195;
0.006190;-0.130575;-0.240283;
0.006200;-0.131606;-0.242368;
0.006210;-0.132636;-0.244451;
0.006220;-0.133664;-0.246532;
0.006230;-0.134691;-0.248611;
0.006240;-0.135717;-0.250687;
0.006250;-0.136741;-0.252760;
0.006260;-0.137764;-0.254831;
0.006270;-0.138786;-0.256899;
0.006280;-0.139806;-0.258965;
0.006290;-0.140825;-0.261029;
0.006300;-0.141842;-0.263089;
0.006310;-0.142858;-0.265148;
0.006320;-0.143873;-0.267203;
0.006330;-0.144886;-0.269256;
0.006340;-0.145898;-0.271306;
0.006350;-0.146908;-0.273354;
0.006360;-0.147917;-0.275399;
0.006370;-0.148925;-0.277441;
0.006380;-0.149931;-0.279480;
0.006390;-0.150935;-0.281517;
0.006400;-0.151938;-0.283551;
0.006410;-0.152940;-0.285582;
0.006420;-0.153940;-0.287610;
0.006430;-0.154938;-0.289636;
0.006440;-0.155935;-0.291658;
0.006450;-0.156930;-0.293678;
0.006460;-0.157924;-0.295695;
0.006470;-0.158916;-0.297709;
0.006480;-0.159907;-0.299720;
0.006490;-0.160896;-0.301728;
0.006500;-0.161884;-0.303733;
0.006510;-0.162870;-0.305735;
0.006520;-0.163854;-0.307734;
0.006530;-0.164837;-0.309730;
0.006540;-0.165818;-0.311723;
0.006550;-0.166798;-0.313712;
0.006560;-0.167775;-0.315699;
0.006570;-0.168752;-0.317683;
0.006580;-0.169726;-0.319663;
0.006590;-0.170699;-0.321641;
0.006600;-0.171670;-0.323615;
0.006610;-0.172640;-0.325586;
0.006620;-0.173607;-0.327553;
0.006630;-0.174573;-0.329518;
0.006640;-0.175538;-0.331479;
0.006650;-0.176500;-0.333437;
0.006660;-0.177461;-0.335392;
0.006670;-0.178420;-0.337343;
0.006680;-0.179378;-0.339291;
0.006690;-0.180333;-0.341236;
0.006700;-0.181287;-0.343177;
0.006710;-0.182239;-0.345115;
0.006720;-0.183189;-0.347050;
0.006730;-0.184137;-0.348981;
0.006740;-0.185084;-0.350909;
0.006750;-0.186029;-0.352833;
0.006760;-0.186972;-0.354754;
0.006770;-0.187913;-0.356671;
0.006780;-0.188852;-0.358585;
0.006790;-0.189789;-0.360495;
0.006800;-0.190725;-0.362401;
0.006810;-0.191658;-0.364304;
0.006820;-0.192590;-0.366204;
0.006830;-0.193520;-0.368100;
0.006840;-0.194448;-0.369992;
0.006850;-0.195374;-0.371880;
0.006860;-0.196298;-0.373765;
0.006870;-0.197220;-0.375646;
0.006880;-0.198140;-0.377524;
0.006890;-0.199058;-0.379398;
0.006900;-0.199974;-0.381268;
0.006910;-0.200889;-0.383134;
0.006920;-0.201801;-0.384996;
0.006930;-0.202711;-0.386855;
0.006940;-0.203620;-0.388710;
0.006950;-0.204526;-0.390561;
0.006960;-0.205430;-0.392408;
0.006970;-0.206332;-0.394251;
0.006980;-0.207232;-0.396091;
0.006990;-0.208131;-0.397926;
0.007000;-0.209027;-0.399758;
0.007010;-0.209921;-0.401585;
0.007020;-0.210813;-0.403409;
0.007030;-0.211703;-0.405229;
0.007040;-0.212590;-0.407044;
0.007050;-0.213476;-0.408856;
0.007060;-0.214360;-0.410663;
0.007070;-0.215241;-0.412467;
0.007080;-0.216120;-0.414266;
0.007090;-0.216998;-0.416062;
0.007100;-0.217873;-0.417853;
0.007110;-0.218746;-0.419640;
0.007120;-0.219616;-0.421423;
0.007130;-0.220485;-0.423202;
0.007140;-0.221351;-0.424977;
0.007150;-0.222216;-0.426747;
0.007160;-0.223078;-0.428514;
0.007170;-0.223937;-0.430276;
0.007180;-0.224795;-0.432033;
0.007190;-0.225651;-0.433787;
0.007200;-0.226504;-0.435536;
0.007210;-0.227355;-0.437281;
0.007220;-0.228203;-0.439022;
0.007230;-0.229050;-0.440758;
0.007240;-0.229894;-0.442490;
0.007250;-0.230736;-0.444218;
0.007260;-0.231576;-0.445941;
0.007270;-0.232413;-0.447660;
0.007280;-0.233248;-0.449374;
0.007290;-0.234081;-0.451084;
0.007300;-0.234911;-0.452790;
0.007310;-0.235739;-0.454491;
0.007320;-0.236565;-0.456187;
0.007330;-0.237389;-0.457879;
0.007340;-0.238210;-0.459567;
0.007350;-0.239028;-0.461250;
0.007360;-0.239845;-0.462928;
0.007370;-0.240659;-0.464602;
0.007380;-0.241471;-0.466271;
0.007390;-0.242280;-0.467936;
0.007400;-0.243087;-0.469596;
0.007410;-0.243891;-0.471252;
0.007420;-0.244693;-0.472902;
0.007430;-0.245493;-0.474548;
0.007440;-0.246290;-0.476190;
0.007450;-0.247085;-0.477827;
0.007460;-0.247878;-0.479459;
0.007470;-0.248667;-0.481086;
0.007480;-0.249455;-0.482708;
0.007490;-0.250240;-0.484326;
0.007500;-0.251023;-0.485939;
0.007510;-0.251803;-0.487547;
0.007520;-0.252580;-0.489151;
0.007530;-0.253355;-0.490749;
0.007540;-0.254128;-0.492343;
0.007550;-0.254898;-0.493932;
0.007560;-0.255666;-0.495516;
0.007570;-0.256431;-0.497095;
0.007580;-0.257193;-0.498669;
0.007590;-0.257953;-0.500238;
0.007600;-0.258711;-0.501803;
0.007610;-0.259465;-0.503362;
0.007620;-0.260218;-0.504916;
0.007630;-0.260967;-0.506466;
0.007640;-0.261715;-0.508010;
0.007650;-0.262459;-0.509550;
0.007660;-0.263201;-0.511084;
0.007670;-0.263941;-0.512613;
0.007680;-0.264677;-0.514138;
0.007690;-0.265412;-0.515657;
0.007700;-0.266143;-0.517171;
0.007710;-0.266872;-0.518680;
0.007720;-0.267598;-0.520184;
0.007730;-0.268322;-0.521683;
0.007740;-0.269043;-0.523176;
0.007750;-0.269762;-0.524665;
0.007760;-0.270477;-0.526148;
0.007770;-0.271190;-0.527626;
0.007780;-0.271901;-0.529099;
0.007790;-0.272608;-0.530566;
0.007800;-0.273313;-0.532029;
0.007810;-0.274016;-0.533486;
0.007820;-0.274715;-0.534938;
0.007830;-0.275412;-0.536384;
0.007840;-0.276106;-0.537826;
0.007850;-0.276798;-0.539262;
0.007860;-0.277486;-0.540692;
0.007870;-0.278172;-0.542118;
0.007880;-0.278855;-0.543538;
0.007890;-0.279536;-0.544952;
0.007900;-0.280214;-0.546362;
0.007910;-0.280889;-0.547765;
0.007920;-0.281561;-0.549164;
0.007930;-0.282230;-0.550557;
0.007940;-0.282897;-0.551945;
0.007950;-0.283560;-0.553327;
0.007960;-0.284221;-0.554703;
0.007970;-0.284880;-0.556075;
0.007980;-0.285535;-0.557440;
0.007990;-0.286188;-0.558801;
0.008000;-0.286837;-0.560155;
0.008010;-0.287484;-0.561504;
0.008020;-0.288128;-0.562848;
0.008030;-0.288770;-0.564186;
0.008040;-0.289408;-0.565519;
0.008050;-0.290043;-0.566846;
0.008060;-0.290676;-0.568167;
0.008070;-0.291306;-0.569483;
0.008080;-0.291933;-0.570793;
0.008090;-0.292557;-0.572097;
0.008100;-0.293178;-0.573396;
0.008110;-0.293796;-0.574689;
0.008120;-0.294412;-0.575977;
0.008130;-0.295024;-0.577259;
0.008140;-0.295634;-0.578535;
0.008150;-0.296240;-0.579805;
0.008160;-0.296844;-0.581070;
0.008170;-0.297445;-0.582329;
0.008180;-0.298043;-0.583582;
0.008190;-0.298637;-0.584829;
0.008200;-0.299229;-0.586071;
0.008210;-0.299818;-0.587307;
0.008220;-0.300404;-0.588537;
0.008230;-0.300988;-0.589761;
0.008240;-0.301568;-0.590980;
0.008250;-0.302145;-0.592192;
0.008260;-0.302719;-0.593399;
0.008270;-0.303290;-0.594600;
0.008280;-0.303858;-0.595795;
0.008290;-0.304423;-0.596984;
0.008300;-0.304985;-0.598168;
0.008310;-0.305545;-0.599345;
