time;NETWORK_TFO_i_a;NETWORK_B1_v_a;
0.025130;-0.016068;-0.009947;
0.025140;-0.017177;-0.012166;
0.025150;-0.018286;-0.014384;
0.025160;-0.019394;-0.016603;
0.025170;-0.020502;-0.018821;
0.025180;-0.021611;-0.021040;
0.025190;-0.022719;-0.023258;
0.025200;-0.023826;-0.025475;
0.025210;-0.024934;-0.027693;
0.025220;-0.026041;-0.029910;
0.025230;-0.027148;-0.032127;
0.025240;-0.028255;-0.034344;
0.025250;-0.029361;-0.036560;
0.025260;-0.030467;-0.038776;
0.025270;-0.031573;-0.040992;
0.025280;-0.032678;-0.043207;
0.025290;-0.033784;-0.045422;
0.025300;-0.034889;-0.047636;
0.025310;-0.035993;-0.049850;
0.025320;-0.037097;-0.052063;
0.025330;-0.038201;-0.054276;
0.025340;-0.039304;-0.056489;
0.025350;-0.040407;-0.058700;
0.025360;-0.041510;-0.060911;
0.025370;-0.042612;-0.063122;
0.025380;-0.043714;-0.065332;
0.025390;-0.044816;-0.067541;
0.025400;-0.045916;-0.069750;
0.025410;-0.047017;-0.071958;
0.025420;-0.048117;-0.074165;
0.025430;-0.049216;-0.076372;
0.025440;-0.050316;-0.078577;
0.025450;-0.051414;-0.080782;
0.025460;-0.052512;-0.082987;
0.025470;-0.053610;-0.085190;
0.025480;-0.054707;-0.087392;
0.025490;-0.055803;-0.089594;
0.025500;-0.056899;-0.091795;
0.025510;-0.057994;-0.093995;
0.025520;-0.059089;-0.096194;
0.025530;-0.060183;-0.098392;
0.025540;-0.061277;-0.100589;
0.025550;-0.062370;-0.102785;
0.025560;-0.063462;-0.104980;
0.025570;-0.064554;-0.107174;
0.025580;-0.065645;-0.109367;
0.025590;-0.066736;-0.111558;
0.025600;-0.067825;-0.113749;
0.025610;-0.068915;-0.115939;
0.025620;-0.070003;-0.118127;
0.025630;-0.071091;-0.120315;
0.025640;-0.072178;-0.122501;
0.025650;-0.073264;-0.124686;
0.025660;-0.074350;-0.126869;
0.025670;-0.075435;-0.129052;
0.025680;-0.076519;-0.131233;
0.025690;-0.077602;-0.133413;
0.025700;-0.078685;-0.135591;
0.025710;-0.079767;-0.137768;
0.025720;-0.080848;-0.139944;
0.025730;-0.081928;-0.142119;
0.025740;-0.083008;-0.144292;
0.025750;-0.084086;-0.146463;
0.025760;-0.085164;-0.148634;
0.025770;-0.086241;-0.150802;
0.025780;-0.087317;-0.152970;
0.025790;-0.088392;-0.155135;
0.025800;-0.089467;-0.157299;
0.025810;-0.090540;-0.159462;
0.025820;-0.091613;-0.161623;
0.025830;-0.092685;-0.163783;
0.025840;-0.093755;-0.165940;
0.025850;-0.094825;-0.168097;
0.025860;-0.095894;-0.170251;
0.025870;-0.096962;-0.172404;
0.025880;-0.098029;-0.174555;
0.025890;-0.099095;-0.176705;
0.025900;-0.100160;-0.178852;
0.025910;-0.101224;-0.180998;
0.025920;-0.102288;-0.183143;
0.025930;-0.103350;-0.185285;
0.025940;-0.104411;-0.187425;
0.025950;-0.105471;-0.189564;
0.025960;-0.106530;-0.191701;
0.025970;-0.107588;-0.193836;
0.025980;-0.108645;-0.195969;
0.025990;-0.109700;-0.198100;
0.026000;-0.110755;-0.200229;
0.026010;-0.111809;-0.202356;
0.026020;-0.112861;-0.204481;
0.026030;-0.113913;-0.206604;
0.026040;-0.114963;-0.208725;
0.026050;-0.116012;-0.210844;
0.026060;-0.117060;-0.212961;
0.026070;-0.118107;-0.215076;
0.026080;-0.119153;-0.217189;
0.026090;-0.120197;-0.219299;
0.026100;-0.121240;-0.221408;
0.026110;-0.122283;-0.223514;
0.026120;-0.123324;-0.225618;
0.026130;-0.124363;-0.227720;
0.026140;-0.125402;-0.229819;
0.026150;-0.126439;-0.231917;
0.026160;-0.127475;-0.234012;
0.026170;-0.128510;-0.236104;
0.026180;-0.129543;-0.238195;
0.026190;-0.130575;-0.240283;
0.026200;-0.131606;-0.242368;
0.026210;-0.132636;-0.244451;
0.026220;-0.133664;-0.246532;
0.026230;-0.134691;-0.248611;
0.026240;-0.135717;-0.250687;
0.026250;-0.136741;-0.252760;
0.026260;-0.137764;-0.254831;
0.026270;-0.138786;-0.256899;
0.026280;-0.139806;-0.258965;
0.026290;-0.140825;-0.261029;
0.026300;-0.141842;-0.263089;
0.026310;-0.142858;-0.265148;
0.026320;-0.143873;-0.267203;
0.026330;-0.144886;-0.269256;
0.026340;-0.145898;-0.271306;
0.026350;-0.146908;-0.273354;
0.026360;-0.147917;-0.275399;
0.026370;-0.148925;-0.277441;
0.026380;-0.149931;-0.279480;
0.026390;-0.150935;-0.281517;
0.026400;-0.151938;-0.283551;
0.026410;-0.152940;-0.285582;
0.026420;-0.153940;-0.287610;
0.026430;-0.154938;-0.289636;
0.026440;-0.155935;-0.291658;
0.026450;-0.156930;-0.293678;
0.026460;-0.157924;-0.295695;
0.026470;-0.158916;-0.297709;
0.026480;-0.159907;-0.299720;
0.026490;-0.160896;-0.301728;
0.026500;-0.161884;-0.303733;
0.026510;-0.162870;-0.305735;
0.026520;-0.163854;-0.307734;
0.026530;-0.164837;-0.309730;
0.026540;-0.165818;-0.311723;
0.026550;-0.166798;-0.313712;
0.026560;-0.167775;-0.315699;
0.026570;-0.168752;-0.317683;
0.026580;-0.169726;-0.319663;
0.026590;-0.170699;-0.321641;
0.026600;-0.171670;-0.323615;
0.026610;-0.172640;-0.325586;
0.026620;-0.173607;-0.327553;
0.026630;-0.174573;-0.329518;
0.026640;-0.175538;-0.331479;
0.026650;-0.176500;-0.333437;
0.026660;-0.177461;-0.335392;
0.026670;-0.178420;-0.337343;
0.026680;-0.179378;-0.339291;
0.026690;-0.180333;-0.341236;
0.026700;-0.181287;-0.343177;
0.026710;-0.182239;-0.345115;
0.026720;-0.183189;-0.347050;
0.026730;-0.184137;-0.348981;
0.026740;-0.185084;-0.350909;
0.026750;-0.186029;-0.352833;
0.026760;-0.186972;-0.354754;
0.026770;-0.187913;-0.356671;
0.026780;-0.188852;-0.358585;
0.026790;-0.189789;-0.360495;
0.026800;-0.190725;-0.362401;
0.026810;-0.191658;-0.364304;
0.026820;-0.192590;-0.366204;
0.026830;-0.193520;-0.368100;
0.026840;-0.194448;-0.369992;
0.026850;-0.195374;-0.371880;
0.026860;-0.196298;-0.373765;
0.026870;-0.197220;-0.375646;
0.026880;-0.198140;-0.377524;
0.026890;-0.199058;-0.379398;
0.026900;-0.199974;-0.381268;
0.026910;-0.200889;-0.383134;
0.026920;-0.201801;-0.384996;
0.026930;-0.202711;-0.386855;
0.026940;-0.203620;-0.388710;
0.026950;-0.204526;-0.390561;
0.026960;-0.205430;-0.392408;
0.026970;-0.206332;-0.394251;
0.026980;-0.207232;-0.396091;
0.026990;-0.208131;-0.397926;
0.027000;-0.209027;-0.399758;
0.027010;-0.209921;-0.401585;
0.027020;-0.210813;-0.403409;
0.027030;-0.211703;-0.405229;
0.027040;-0.212590;-0.407044;
0.027050;-0.213476;-0.408856;
0.027060;-0.214360;-0.410663;
0.027070;-0.215241;-0.412467;
0.027080;-0.216120;-0.414266;
0.027090;-0.216998;-0.416062;
0.027100;-0.217873;-0.417853;
0.027110;-0.218746;-0.419640;
0.027120;-0.219616;-0.421423;
0.027130;-0.220485;-0.423202;
0.027140;-0.221351;-0.424977;
0.027150;-0.222216;-0.426747;
0.027160;-0.223078;-0.428514;
0.027170;-0.223937;-0.430276;
0.027180;-0.224795;-0.432033;
0.027190;-0.225651;-0.433787;
0.027200;-0.226504;-0.435536;
0.027210;-0.227355;-0.437281;
0.027220;-0.228203;-0.439022;
0.027230;-0.229050;-0.440758;
0.027240;-0.229894;-0.442490;
0.027250;-0.230736;-0.444218;
0.027260;-0.231576;-0.445941;
0.027270;-0.232413;-0.447660;
0.027280;-0.233248;-0.449374;
0.027290;-0.234081;-0.451084;
0.027300;-0.234911;-0.452790;
0.027310;-0.235739;-0.454491;
0.027320;-0.236565;-0.456187;
0.027330;-0.237389;-0.457879;
0.027340;-0.238210;-0.459567;
0.027350;-0.239028;-0.461250;
0.027360;-0.239845;-0.462928;
0.027370;-0.240659;-0.464602;
0.027380;-0.241471;-0.466271;
0.027390;-0.242280;-0.467936;
0.027400;-0.243087;-0.469596;
0.027410;-0.243891;-0.471252;
0.027420;-0.244693;-0.472902;
0.027430;-0.245493;-0.474548;
0.027440;-0.246290;-0.476190;
0.027450;-0.247085;-0.477827;
0.027460;-0.247878;-0.479459;
0.027470;-0.248667;-0.481086;
0.027480;-0.249455;-0.482708;
0.027490;-0.250240;-0.484326;
0.027500;-0.251023;-0.485939;
0.027510;-0.251803;-0.487547;
0.027520;-0.252580;-0.489151;
0.027530;-0.253355;-0.490749;
0.027540;-0.254128;-0.492343;
0.027550;-0.254898;-0.493932;
0.027560;-0.255666;-0.495516;
0.027570;-0.256431;-0.497095;
0.027580;-0.257193;-0.498669;
0.027590;-0.257953;-0.500238;
0.027600;-0.258711;-0.501803;
0.027610;-0.259465;-0.503362;
0.027620;-0.260218;-0.504916;
0.027630;-0.260967;-0.506466;
0.027640;-0.261715;-0.508010;
0.027650;-0.262459;-0.509550;
0.027660;-0.263201;-0.511084;
0.027670;-0.263941;-0.512613;
0.027680;-0.264677;-0.514138;
0.027690;-0.265412;-0.515657;
0.027700;-0.266143;-0.517171;
0.027710;-0.266872;-0.518680;
0.027720;-0.267598;-0.520184;
0.027730;-0.268322;-0.521683;
0.027740;-0.269043;-0.523176;
0.027750;-0.269762;-0.524665;
0.027760;-0.270477;-0.526148;
0.027770;-0.271190;-0.527626;
0.027780;-0.271901;-0.529099;
0.027790;-0.272608;-0.530566;
0.027800;-0.273313;-0.532029;
0.027810;-0.274016;-0.533486;
0.027820;-0.274715;-0.534938;
0.027830;-0.275412;-0.536384;
0.027840;-0.276106;-0.537826;
0.027850;-0.276798;-0.539262;
0.027860;-0.277486;-0.540692;
0.027870;-0.278172;-0.542118;
0.027880;-0.278855;-0.543538;
0.027890;-0.279536;-0.544952;
0.027900;-0.280214;-0.546362;
0.027910;-0.280889;-0.547765;
0.027920;-0.281561;-0.549164;
0.027930;-0.282230;-0.550557;
0.027940;-0.282897;-0.551945;
0.027950;-0.283560;-0.553327;
0.027960;-0.284221;-0.554703;
0.027970;-0.284880;-0.556075;
0.027980;-0.285535;-0.557440;
0.027990;-0.286188;-0.558801;
0.028000;-0.286837;-0.560155;
0.028010;-0.287484;-0.561504;
0.028020;-0.288128;-0.562848;
0.028030;-0.288770;-0.564186;
0.028040;-0.289408;-0.565519;
0.028050;-0.290043;-0.566846;
0.028060;-0.290676;-0.568167;
0.028070;-0.291306;-0.569483;
0.028080;-0.291933;-0.570793;
0.028090;-0.292557;-0.572097;
0.028100;-0.293178;-0.573396;
0.028110;-0.293796;-0.574689;
0.028120;-0.294412;-0.575977;
0.028130;-0.295024;-0.577259;
0.028140;-0.295634;-0.578535;
0.028150;-0.296240;-0.579805;
0.028160;-0.296844;-0.581070;
0.028170;-0.297445;-0.582329;
0.028180;-0.298043;-0.583582;
0.028190;-0.298637;-0.584829;
0.028200;-0.299229;-0.586071;
0.028210;-0.299818;-0.587307;
0.028220;-0.300404;-0.588537;
0.028230;-0.300988;-0.589761;
0.028240;-0.301568;-0.590980;
0.028250;-0.302145;-0.592192;
0.028260;-0.302719;-0.593399;
0.028270;-0.303290;-0.594600;
0.028280;-0.303858;-0.595795;
0.028290;-0.304423;-0.596984;
0.028300;-0.304985;-0.598168;
0.028310;-0.305545;-0.599345;
0.028320;-0.306101;-0.600516;
0.028330;-0.306654;-0.601682;
0.028340;-0.307204;-0.602842;
0.028350;-0.307751;-0.603995;
0.028360;-0.308295;-0.605143;
0.028370;-0.308836;-0.606285;
0.028380;-0.309374;-0.607420;
0.028390;-0.309909;-0.608550;
0.028400;-0.310441;-0.609674;
0.028410;-0.310969;-0.610792;
0.028420;-0.311495;-0.611903;
0.028430;-0.312018;-0.613009;
0.028440;-0.312537;-0.614109;
0.028450;-0.313054;-0.615202;
0.028460;-0.313567;-0.616290;
0.028470;-0.314077;-0.617371;
0.028480;-0.314584;-0.618446;
0.028490;-0.315088;-0.619515;
0.028500;-0.315589;-0.620578;
0.028510;-0.316087;-0.621635;
0.028520;-0.316582;-0.622686;
0.028530;-0.317073;-0.623731;
0.028540;-0.317562;-0.624769;
0.028550;-0.318047;-0.625802;
0.028560;-0.318529;-0.626828;
0.028570;-0.319008;-0.627848;
0.028580;-0.319484;-0.628862;
0.028590;-0.319957;-0.629869;
0.028600;-0.320427;-0.630871;
0.028610;-0.320893;-0.631866;
0.028620;-0.321356;-0.632855;
0.028630;-0.321816;-0.633837;
0.028640;-0.322273;-0.634814;
0.028650;-0.322727;-0.635784;
0.028660;-0.323177;-0.636748;
0.028670;-0.323625;-0.637705;
0.028680;-0.324069;-0.638657;
0.028690;-0.324510;-0.639601;
0.028700;-0.324948;-0.640540;
0.028710;-0.325382;-0.641472;
0.028720;-0.325813;-0.642398;
0.028730;-0.326242;-0.643318;
0.028740;-0.326666;-0.644231;
0.028750;-0.327088;-0.645138;
0.028760;-0.327507;-0.646039;
0.028770;-0.327922;-0.646933;
0.028780;-0.328334;-0.647821;
0.028790;-0.328742;-0.648703;
0.028800;-0.329148;-0.649578;
0.028810;-0.329550;-0.650446;
0.028820;-0.329949;-0.651308;
0.028830;-0.330345;-0.652164;
0.028840;-0.330737;-0.653014;
0.028850;-0.331127;-0.653856;
0.028860;-0.331512;-0.654693;
0.028870;-0.331895;-0.655523;
0.028880;-0.332275;-0.656346;
0.028890;-0.332651;-0.657163;
0.028900;-0.333023;-0.657974;
0.028910;-0.333393;-0.658778;
0.028920;-0.333759;-0.659576;
0.028930;-0.334122;-0.660367;
0.028940;-0.334482;-0.661151;
0.028950;-0.334838;-0.661929;
0.028960;-0.335191;-0.662701;
0.028970;-0.335541;-0.663465;
0.028980;-0.335887;-0.664224;
0.028990;-0.336231;-0.664976;
0.029000;-0.336570;-0.665721;
0.029010;-0.336907;-0.666460;
0.029020;-0.337240;-0.667192;
0.029030;-0.337570;-0.667917;
0.029040;-0.337896;-0.668636;
0.029050;-0.338219;-0.669349;
0.029060;-0.338539;-0.670054;
0.029070;-0.338856;-0.670753;
0.029080;-0.339169;-0.671446;
0.029090;-0.339479;-0.672132;
0.029100;-0.339785;-0.672811;
0.029110;-0.340088;-0.673484;
0.029120;-0.340388;-0.674150;
0.029130;-0.340684;-0.674809;
0.029140;-0.340977;-0.675461;
0.029150;-0.341267;-0.676107;
0.029160;-0.341553;-0.676747;
0.029170;-0.341836;-0.677379;
0.029180;-0.342116;-0.678005;
0.029190;-0.342392;-0.678625;
0.029200;-0.342664;-0.679237;
0.029210;-0.342934;-0.679843;
0.029220;-0.343200;-0.680442;
0.029230;-0.343462;-0.681034;
0.029240;-0.343722;-0.681620;
0.029250;-0.343978;-0.682199;
0.029260;-0.344230;-0.682771;
0.029270;-0.344479;-0.683337;
0.029280;-0.344725;-0.683896;
0.029290;-0.344967;-0.684448;
0.029300;-0.345206;-0.684993;
0.029310;-0.345441;-0.685531;
0.029320;-0.345673;-0.686063;
0.029330;-0.345902;-0.686588;
0.029340;-0.346127;-0.687106;
0.029350;-0.346349;-0.687617;
0.029360;-0.346567;-0.688122;
0.029370;-0.346782;-0.688620;
0.029380;-0.346994;-0.689111;
0.029390;-0.347202;-0.689595;
0.029400;-0.347406;-0.690072;
0.029410;-0.347607;-0.690543;
0.029420;-0.347805;-0.691007;
0.029430;-0.348000;-0.691464;
0.029440;-0.348191;-0.691914;
0.029450;-0.348378;-0.692357;
0.029460;-0.348562;-0.692794;
0.029470;-0.348743;-0.693223;
0.029480;-0.348920;-0.693646;
0.029490;-0.349094;-0.694062;
0.029500;-0.349264;-0.694471;
0.029510;-0.349431;-0.694873;
0.029520;-0.349594;-0.695269;
0.029530;-0.349754;-0.695657;
0.029540;-0.349911;-0.696039;
0.029550;-0.350064;-0.696414;
0.029560;-0.350213;-0.696782;
0.029570;-0.350359;-0.697143;
0.029580;-0.350502;-0.697497;
0.029590;-0.350641;-0.697844;
0.029600;-0.350777;-0.698185;
0.029610;-0.350909;-0.698518;
0.029620;-0.351038;-0.698845;
0.029630;-0.351163;-0.699164;
0.029640;-0.351285;-0.699477;
0.029650;-0.351404;-0.699783;
0.029660;-0.351519;-0.700082;
0.029670;-0.351630;-0.700374;
0.029680;-0.351738;-0.700659;
0.029690;-0.351843;-0.700938;
0.029700;-0.351944;-0.701209;
0.029710;-0.352041;-0.701473;
0.029720;-0.352136;-0.701731;
0.029730;-0.352226;-0.701981;
0.029740;-0.352313;-0.702225;
0.029750;-0.352397;-0.702462;
0.029760;-0.352477;-0.702691;
0.029770;-0.352554;-0.702914;
0.029780;-0.352627;-0.703130;
0.029790;-0.352697;-0.703339;
0.029800;-0.352763;-0.703541;
0.029810;-0.352826;-0.703736;
0.029820;-0.352885;-0.703924;
0.029830;-0.352941;-0.704106;
0.029840;-0.352994;-0.704280;
0.029850;-0.353043;-0.704447;
0.029860;-0.353088;-0.704607;
0.029870;-0.353130;-0.704761;
0.029880;-0.353168;-0.704907;
0.029890;-0.353203;-0.705047;
0.029900;-0.353235;-0.705179;
0.029910;-0.353263;-0.705305;
0.029920;-0.353287;-0.705423;
0.029930;-0.353308;-0.705535;
0.029940;-0.353326;-0.705640;
0.029950;-0.353340;-0.705737;
0.029960;-0.353350;-0.705828;
0.029970;-0.353357;-0.705912;
0.029980;-0.353361;-0.705989;
0.029990;-0.353361;-0.706058;
0.030000;-0.353358;-0.706121;
0.030010;-0.353351;-0.706177;
0.030020;-0.353340;-0.706226;
0.030030;-0.353326;-0.706268;
0.030040;-0.353309;-0.706303;
0.030050;-0.353288;-0.706331;
0.030060;-0.353264;-0.706352;
0.030070;-0.353236;-0.706366;
0.030080;-0.353205;-0.706373;
0.030090;-0.353170;-0.706373;
0.030100;-0.353132;-0.706366;
0.030110;-0.353090;-0.706353;
0.030120;-0.353045;-0.706332;
0.030130;-0.352996;-0.706304;
0.030140;-0.352944;-0.706269;
0.030150;-0.352888;-0.706228;
0.030160;-0.352829;-0.706179;
0.030170;-0.352766;-0.706123;
0.030180;-0.352700;-0.706061;
0.030190;-0.352630;-0.705991;
0.030200;-0.352557;-0.705915;
0.030210;-0.352481;-0.705831;
0.030220;-0.352400;-0.705741;
0.030230;-0.352317;-0.705643;
0.030240;-0.352230;-0.705539;
0.030250;-0.352139;-0.705427;
0.030260;-0.352045;-0.705309;
0.030270;-0.351948;-0.705184;
0.030280;-0.351847;-0.705051;
0.030290;-0.351743;-0.704912;
0.030300;-0.351635;-0.704766;
0.030310;-0.351523;-0.704613;
0.030320;-0.351409;-0.704453;
0.030330;-0.351290;-0.704286;
0.030340;-0.351169;-0.704112;
0.030350;-0.351043;-0.703931;
0.030360;-0.350915;-0.703743;
0.030370;-0.350783;-0.703548;
0.030380;-0.350647;-0.703346;
0.030390;-0.350508;-0.703138;
0.030400;-0.350365;-0.702922;
0.030410;-0.350219;-0.702699;
0.030420;-0.350070;-0.702470;
0.030430;-0.349917;-0.702233;
0.030440;-0.349761;-0.701990;
0.030450;-0.349601;-0.701740;
0.030460;-0.349438;-0.701482;
0.030470;-0.349271;-0.701218;
0.030480;-0.349101;-0.700947;
0.030490;-0.348927;-0.700669;
0.030500;-0.348750;-0.700384;
0.030510;-0.348570;-0.700092;
0.030520;-0.348386;-0.699794;
0.030530;-0.348198;-0.699488;
0.030540;-0.348008;-0.699175;
0.030550;-0.347813;-0.698856;
0.030560;-0.347616;-0.698530;
0.030570;-0.347415;-0.698196;
0.030580;-0.347210;-0.697856;
0.030590;-0.347002;-0.697509;
0.030600;-0.346791;-0.697155;
0.030610;-0.346576;-0.696795;
0.030620;-0.346358;-0.696427;
0.030630;-0.346136;-0.696052;
0.030640;-0.345911;-0.695671;
0.030650;-0.345683;-0.695283;
0.030660;-0.345451;-0.694887;
0.030670;-0.345216;-0.694485;
0.030680;-0.344977;-0.694077;
0.030690;-0.344735;-0.693661;
0.030700;-0.344489;-0.693238;
0.030710;-0.344240;-0.692809;
0.030720;-0.343988;-0.692373;
0.030730;-0.343732;-0.691930;
0.030740;-0.343473;-0.691480;
0.030750;-0.343211;-0.691023;
0.030760;-0.342945;-0.690560;
0.030770;-0.342676;-0.690089;
0.030780;-0.342403;-0.689612;
0.030790;-0.342127;-0.689128;
0.030800;-0.341848;-0.688637;
0.030810;-0.341565;-0.688140;
0.030820;-0.341279;-0.687635;
0.030830;-0.340989;-0.687124;
0.030840;-0.340697;-0.686606;
0.030850;-0.340400;-0.686082;
0.030860;-0.340101;-0.685550;
0.030870;-0.339798;-0.685012;
0.030880;-0.339492;-0.684467;
0.030890;-0.339182;-0.683915;
0.030900;-0.338869;-0.683357;
0.030910;-0.338553;-0.682791;
0.030920;-0.338233;-0.682219;
0.030930;-0.337910;-0.681641;
0.030940;-0.337584;-0.681055;
0.030950;-0.337254;-0.680463;
0.030960;-0.336921;-0.679864;
0.030970;-0.336584;-0.679259;
0.030980;-0.336245;-0.678646;
0.030990;-0.335902;-0.678027;
0.031000;-0.335556;-0.677402;
0.031010;-0.335206;-0.676769;
0.031020;-0.334853;-0.676130;
0.031030;-0.334497;-0.675484;
0.031040;-0.334137;-0.674832;
0.031050;-0.333775;-0.674173;
0.031060;-0.333408;-0.673507;
0.031070;-0.333039;-0.672835;
0.031080;-0.332666;-0.672156;
0.031090;-0.332290;-0.671470;
0.031100;-0.331911;-0.670778;
0.031110;-0.331529;-0.670079;
0.031120;-0.331143;-0.669374;
0.031130;-0.330754;-0.668661;
0.031140;-0.330361;-0.667943;
0.031150;-0.329966;-0.667217;
0.031160;-0.329567;-0.666486;
0.031170;-0.329165;-0.665747;
0.031180;-0.328759;-0.665002;
0.031190;-0.328351;-0.664250;
0.031200;-0.327939;-0.663492;
0.031210;-0.327524;-0.662728;
0.031220;-0.327106;-0.661956;
0.031230;-0.326684;-0.661179;
0.031240;-0.326259;-0.660394;
0.031250;-0.325831;-0.659604;
0.031260;-0.325400;-0.658806;
0.031270;-0.324966;-0.658002;
0.031280;-0.324528;-0.657192;
0.031290;-0.324087;-0.656375;
0.031300;-0.323643;-0.655552;
0.031310;-0.323196;-0.654722;
0.031320;-0.322746;-0.653886;
0.031330;-0.322292;-0.653043;
0.031340;-0.321835;-0.652194;
0.031350;-0.321375;-0.651339;
0.031360;-0.320912;-0.650477;
0.031370;-0.320446;-0.649608;
0.031380;-0.319977;-0.648733;
0.031390;-0.319504;-0.647852;
0.031400;-0.319028;-0.646965;
0.031410;-0.318549;-0.646071;
0.031420;-0.318067;-0.645170;
0.031430;-0.317582;-0.644264;
0.031440;-0.317094;-0.643350;
0.031450;-0.316602;-0.642431;
0.031460;-0.316108;-0.641505;
0.031470;-0.315610;-0.640573;
0.031480;-0.315109;-0.639635;
0.031490;-0.314605;-0.638690;
0.031500;-0.314098;-0.637739;
0.031510;-0.313588;-0.636782;
0.031520;-0.313075;-0.635818;
0.031530;-0.312559;-0.634848;
0.031540;-0.312039;-0.633872;
0.031550;-0.311517;-0.632889;
0.031560;-0.310991;-0.631901;
0.031570;-0.310463;-0.630906;
0.031580;-0.309931;-0.629905;
0.031590;-0.309396;-0.628897;
0.031600;-0.308859;-0.627884;
0.031610;-0.308318;-0.626864;
0.031620;-0.307774;-0.625838;
0.031630;-0.307227;-0.624806;
0.031640;-0.306677;-0.623768;
0.031650;-0.306124;-0.622723;
0.031660;-0.305568;-0.621673;
0.031670;-0.305009;-0.620616;
0.031680;-0.304447;-0.619553;
0.031690;-0.303882;-0.618484;
0.031700;-0.303314;-0.617409;
0.031710;-0.302743;-0.616328;
0.031720;-0.302169;-0.615240;
0.031730;-0.301592;-0.614147;
0.031740;-0.301012;-0.613048;
0.031750;-0.300429;-0.611942;
0.031760;-0.299843;-0.610831;
0.031770;-0.299254;-0.609713;
0.031780;-0.298662;-0.608590;
0.031790;-0.298068;-0.607460;
0.031800;-0.297470;-0.606325;
0.031810;-0.296869;-0.605183;
0.031820;-0.296266;-0.604036;
0.031830;-0.295659;-0.602882;
0.031840;-0.295050;-0.601723;
0.031850;-0.294437;-0.600558;
0.031860;-0.293822;-0.599386;
0.031870;-0.293204;-0.598209;
0.031880;-0.292583;-0.597026;
0.031890;-0.291959;-0.595837;
0.031900;-0.291332;-0.594642;
0.031910;-0.290703;-0.593442;
0.031920;-0.290070;-0.592235;
0.031930;-0.289435;-0.591023;
0.031940;-0.288796;-0.589804;
0.031950;-0.288155;-0.588580;
0.031960;-0.287511;-0.587350;
0.031970;-0.286864;-0.586115;
0.031980;-0.286215;-0.584873;
0.031990;-0.285562;-0.583626;
0.032000;-0.284907;-0.582373;
0.032010;-0.284249;-0.581114;
0.032020;-0.283588;-0.579850;
0.032030;-0.282924;-0.578580;
0.032040;-0.282258;-0.577304;
0.032050;-0.281589;-0.576022;
0.032060;-0.280917;-0.574735;
0.032070;-0.280242;-0.573442;
0.032080;-0.279564;-0.572143;
0.032090;-0.278884;-0.570839;
0.032100;-0.278201;-0.569529;
0.032110;-0.277515;-0.568213;
0.032120;-0.276826;-0.566892;
0.032130;-0.276135;-0.565566;
0.032140;-0.275441;-0.564233;
0.032150;-0.274744;-0.562895;
0.032160;-0.274045;-0.561552;
0.032170;-0.273343;-0.560203;
0.032180;-0.272638;-0.558848;
0.032190;-0.271930;-0.557488;
0.032200;-0.271220;-0.556123;
0.032210;-0.270507;-0.554752;
0.032220;-0.269792;-0.553375;
0.032230;-0.269073;-0.551993;
0.032240;-0.268352;-0.550606;
0.032250;-0.267629;-0.549213;
0.032260;-0.266903;-0.547815;
0.032270;-0.266174;-0.546411;
0.032280;-0.265442;-0.545002;
0.032290;-0.264708;-0.543588;
0.032300;-0.263972;-0.542168;
0.032310;-0.263232;-0.540743;
0.032320;-0.262490;-0.539312;
0.032330;-0.261746;-0.537876;
0.032340;-0.260999;-0.536435;
0.032350;-0.260249;-0.534989;
0.032360;-0.259497;-0.533537;
0.032370;-0.258742;-0.532080;
0.032380;-0.257985;-0.530618;
0.032390;-0.257225;-0.529151;
0.032400;-0.256463;-0.527678;
0.032410;-0.255698;-0.526200;
0.032420;-0.254930;-0.524717;
0.032430;-0.254160;-0.523229;
0.032440;-0.253388;-0.521735;
0.032450;-0.252613;-0.520237;
0.032460;-0.251835;-0.518733;
0.032470;-0.251055;-0.517224;
0.032480;-0.250273;-0.515710;
0.032490;-0.249488;-0.514191;
0.032500;-0.248700;-0.512667;
0.032510;-0.247911;-0.511138;
0.032520;-0.247118;-0.509604;
0.032530;-0.246324;-0.508065;
0.032540;-0.245526;-0.506520;
0.032550;-0.244727;-0.504971;
0.032560;-0.243925;-0.503417;
0.032570;-0.243120;-0.501858;
0.032580;-0.242314;-0.500294;
0.032590;-0.241504;-0.498724;
0.032600;-0.240693;-0.497150;
0.032610;-0.239879;-0.495572;
0.032620;-0.239063;-0.493988;
0.032630;-0.238244;-0.492399;
0.032640;-0.237423;-0.490806;
0.032650;-0.236600;-0.489207;
0.032660;-0.235774;-0.487604;
0.032670;-0.234946;-0.485996;
0.032680;-0.234115;-0.484383;
0.032690;-0.233283;-0.482765;
0.032700;-0.232448;-0.481143;
0.032710;-0.231611;-0.479516;
0.032720;-0.230771;-0.477884;
0.032730;-0.229929;-0.476248;
0.032740;-0.229085;-0.474606;
0.032750;-0.228239;-0.472960;
0.032760;-0.227390;-0.471310;
0.032770;-0.226539;-0.469655;
0.032780;-0.225686;-0.467995;
0.032790;-0.224831;-0.466330;
0.032800;-0.223973;-0.464661;
0.032810;-0.223114;-0.462987;
0.032820;-0.222252;-0.461309;
0.032830;-0.221388;-0.459626;
0.032840;-0.220521;-0.457939;
0.032850;-0.219653;-0.456247;
0.032860;-0.218782;-0.454551;
0.032870;-0.217909;-0.452850;
0.032880;-0.217034;-0.451144;
