time;UEL_limiter_QGenPu;UEL_limiter_UUelPu;
0.234407;-3.000000;3.152360;
0.243114;-3.000000;2.537929;
0.251821;-3.000000;1.987019;
0.260528;-3.000000;1.495288;
0.269235;-3.000000;1.058032;
0.277943;-3.000000;0.670547;
0.286650;-3.000000;0.328208;
0.295357;-3.000000;0.026580;
0.304064;-3.000000;0.000000;
0.312771;-3.000000;0.000000;
0.321478;-3.000000;0.000000;
0.330185;-3.000000;0.000000;
0.338892;-3.000000;0.000000;
0.347600;-3.000000;0.000000;
0.356307;-3.000000;0.000000;
0.365014;-3.000000;0.000000;
0.373721;-3.000000;0.000000;
0.382428;-3.000000;0.000000;
0.391135;-3.000000;0.000000;
0.399842;-3.000000;0.000000;
0.417257;-3.000000;0.000000;
0.434671;-3.000000;0.000000;
0.452085;-3.000000;0.000000;
0.469499;-3.000000;0.000000;
0.486914;-3.000000;0.000000;
0.504328;-3.000000;0.000000;
0.521742;-3.000000;0.000000;
0.539156;-3.000000;0.000000;
0.573985;-3.000000;0.000000;
0.608813;-3.000000;0.000000;
0.643642;-3.000000;0.000000;
0.678471;-3.000000;0.000000;
0.713299;-3.000000;0.000000;
0.782956;-3.000000;0.000000;
0.922270;-3.000000;0.000000;
1.000000;-3.000000;0.000000;
1.000000;2.000000;10.000000;
1.000001;2.000000;10.000000;
1.000002;2.000000;10.000000;
1.000004;2.000000;10.000000;
1.000008;2.000000;10.000000;
1.000016;2.000000;10.000000;
1.000032;2.000000;10.000000;
1.000064;2.000000;10.000000;
1.000128;2.000000;10.000000;
1.000256;2.000000;10.000000;
1.000512;2.000000;10.000000;
1.001024;2.000000;10.000000;
1.001536;2.000000;10.000000;
1.002560;2.000000;10.000000;
1.003389;2.000000;10.000000;
1.004218;2.000000;10.000000;
1.005047;2.000000;10.000000;
1.005876;2.000000;10.000000;
1.006705;2.000000;10.000000;
1.007534;2.000000;10.000000;
1.008363;2.000000;10.000000;
1.009192;2.000000;10.000000;
1.010021;2.000000;10.000000;
1.010850;2.000000;10.000000;
1.011678;2.000000;10.000000;
1.013336;2.000000;10.000000;
1.014829;2.000000;10.000000;
1.016321;2.000000;10.000000;
1.017813;2.000000;10.000000;
1.019305;2.000000;10.000000;
1.020797;2.000000;10.000000;
1.022289;2.000000;10.000000;
1.023781;2.000000;10.000000;
1.025274;2.000000;10.000000;
1.026766;2.000000;10.000000;
1.028258;2.000000;10.000000;
1.029750;2.000000;10.000000;
1.031242;2.000000;10.000000;
1.032734;2.000000;10.000000;
1.034227;2.000000;10.000000;
1.035719;2.000000;10.000000;
1.037211;2.000000;10.000000;
1.038703;2.000000;10.000000;
1.040195;2.000000;10.000000;
1.041687;2.000000;10.000000;
1.043179;2.000000;10.000000;
1.044672;2.000000;10.000000;
1.046164;2.000000;10.000000;
1.047656;2.000000;10.000000;
1.050640;2.000000;10.000000;
1.053326;2.000000;10.000000;
1.056012;2.000000;10.000000;
1.058698;2.000000;8.942679;
1.061384;2.000000;2.236267;
1.064069;2.000000;0.000000;
1.066755;2.000000;0.000000;
1.069441;2.000000;0.000000;
1.072127;2.000000;0.000000;
1.074813;2.000000;0.000000;
1.077499;2.000000;0.000000;
1.080185;2.000000;0.000000;
1.082871;2.000000;0.000000;
1.085556;2.000000;0.000000;
1.088242;2.000000;0.000000;
1.090928;2.000000;0.000000;
1.093614;2.000000;0.000000;
1.096300;2.000000;0.000000;
1.098986;2.000000;0.000000;
1.101672;2.000000;0.000000;
1.104357;2.000000;0.000000;
1.107043;2.000000;0.000000;
1.109729;2.000000;0.000000;
1.115101;2.000000;0.000000;
1.119936;2.000000;0.000000;
1.124770;2.000000;0.000000;
1.129605;2.000000;0.000000;
1.134439;2.000000;0.000000;
1.139274;2.000000;0.000000;
1.144108;2.000000;0.000000;
1.148943;2.000000;0.000000;
1.153777;2.000000;0.000000;
1.158612;2.000000;0.000000;
1.168281;2.000000;0.000000;
1.176983;2.000000;0.000000;
1.185686;2.000000;0.000000;
1.194388;2.000000;0.000000;
1.203090;2.000000;0.000000;
1.211792;2.000000;0.000000;
1.219624;2.000000;0.000000;
1.227456;2.000000;0.000000;
1.234505;2.000000;0.000000;
1.241554;2.000000;0.000000;
1.248603;2.000000;0.000000;
1.255651;2.000000;0.000000;
1.262700;2.000000;0.000000;
1.269749;2.000000;0.000000;
1.276798;2.000000;0.000000;
1.283847;2.000000;0.000000;
1.290895;2.000000;0.000000;
1.297944;2.000000;0.000000;
1.304993;2.000000;0.000000;
1.312042;2.000000;0.000000;
1.319090;2.000000;0.000000;
1.326139;2.000000;0.000000;
1.333188;2.000000;0.244199;
1.340237;2.000000;0.548125;
1.347286;2.000000;0.819951;
1.354334;2.000000;1.062841;
1.361383;2.000000;1.279683;
1.368432;2.000000;1.473110;
1.375481;2.000000;1.645515;
1.382530;2.000000;1.799068;
1.389578;2.000000;1.935734;
1.396627;2.000000;2.057290;
1.410725;2.000000;2.262561;
1.423413;2.000000;2.409818;
1.436100;2.000000;2.527653;
1.448788;2.000000;2.622055;
1.461476;2.000000;2.697799;
1.474164;2.000000;2.758586;
1.486852;2.000000;2.807329;
1.499539;2.000000;2.846369;
1.512227;2.000000;2.877602;
1.537603;2.000000;2.924116;
1.562979;2.000000;2.953789;
1.588354;2.000000;2.972251;
1.613730;2.000000;2.983529;
1.639106;2.000000;2.990319;
1.664481;2.000000;2.994360;
1.715232;2.000000;2.998772;
1.765984;2.000000;3.000161;
1.816735;2.000000;3.000389;
1.918238;2.000000;3.000412;
2.121243;2.000000;3.000086;
2.527253;2.000000;3.000010;
3.339274;2.000000;3.000001;
4.339274;2.000000;3.000001;
5.339274;2.000000;3.000000;
6.339274;2.000000;3.000000;
7.339274;2.000000;3.000000;
8.339274;2.000000;3.000000;
9.339274;2.000000;3.000000;
10.000000;2.000000;3.000000;
