time;NETWORK_B1_Urms;
0.025370;1.027102;
0.025380;1.027103;
0.025390;1.027103;
0.025400;1.027104;
0.025410;1.027105;
0.025420;1.027106;
0.025430;1.027108;
0.025440;1.027109;
0.025450;1.027110;
0.025460;1.027111;
0.025470;1.027112;
0.025480;1.027113;
0.025490;1.027115;
0.025500;1.027116;
0.025510;1.027117;
0.025520;1.027119;
0.025530;1.027120;
0.025540;1.027121;
0.025550;1.027123;
0.025560;1.027124;
0.025570;1.027126;
0.025580;1.027127;
0.025590;1.027129;
0.025600;1.027130;
0.025610;1.027132;
0.025620;1.027133;
0.025630;1.027135;
0.025640;1.027137;
0.025650;1.027138;
0.025660;1.027140;
0.025670;1.027141;
0.025680;1.027143;
0.025690;1.027145;
0.025700;1.027147;
0.025710;1.027148;
0.025720;1.027150;
0.025730;1.027152;
0.025740;1.027154;
0.025750;1.027155;
0.025760;1.027157;
0.025770;1.027159;
0.025780;1.027161;
0.025790;1.027162;
0.025800;1.027164;
0.025810;1.027166;
0.025820;1.027168;
0.025830;1.027170;
0.025840;1.027172;
0.025850;1.027173;
0.025860;1.027175;
0.025870;1.027177;
0.025880;1.027179;
0.025890;1.027181;
0.025900;1.027183;
0.025910;1.027184;
0.025920;1.027186;
0.025930;1.027188;
0.025940;1.027190;
0.025950;1.027192;
0.025960;1.027194;
0.025970;1.027195;
0.025980;1.027197;
0.025990;1.027199;
0.026000;1.027201;
0.026010;1.027203;
0.026020;1.027205;
0.026030;1.027206;
0.026040;1.027208;
0.026050;1.027210;
0.026060;1.027212;
0.026070;1.027214;
0.026080;1.027215;
0.026090;1.027217;
0.026100;1.027219;
0.026110;1.027221;
0.026120;1.027222;
0.026130;1.027224;
0.026140;1.027226;
0.026150;1.027227;
0.026160;1.027229;
0.026170;1.027231;
0.026180;1.027232;
0.026190;1.027234;
0.026200;1.027236;
0.026210;1.027237;
0.026220;1.027239;
0.026230;1.027241;
0.026240;1.027242;
0.026250;1.027244;
0.026260;1.027245;
0.026270;1.027247;
0.026280;1.027248;
0.026290;1.027250;
0.026300;1.027251;
0.026310;1.027253;
0.026320;1.027254;
0.026330;1.027256;
0.026340;1.027257;
0.026350;1.027259;
0.026360;1.027260;
0.026370;1.027261;
0.026380;1.027263;
0.026390;1.027264;
0.026400;1.027265;
0.026410;1.027267;
0.026420;1.027268;
0.026430;1.027269;
0.026440;1.027271;
0.026450;1.027272;
0.026460;1.027273;
0.026470;1.027274;
0.026480;1.027275;
0.026490;1.027277;
0.026500;1.027278;
0.026510;1.027279;
0.026520;1.027280;
0.026530;1.027281;
0.026540;1.027282;
0.026550;1.027283;
0.026560;1.027284;
0.026570;1.027285;
0.026580;1.027286;
0.026590;1.027287;
0.026600;1.027288;
0.026610;1.027289;
0.026620;1.027290;
0.026630;1.027291;
0.026640;1.027292;
0.026650;1.027293;
0.026660;1.027293;
0.026670;1.027294;
0.026680;1.027295;
0.026690;1.027296;
0.026700;1.027297;
0.026710;1.027297;
0.026720;1.027298;
0.026730;1.027299;
0.026740;1.027299;
0.026750;1.027300;
0.026760;1.027301;
0.026770;1.027301;
0.026780;1.027302;
0.026790;1.027303;
0.026800;1.027303;
0.026810;1.027304;
0.026820;1.027304;
0.026830;1.027305;
0.026840;1.027305;
0.026850;1.027306;
0.026860;1.027306;
0.026870;1.027307;
0.026880;1.027307;
0.026890;1.027308;
0.026900;1.027308;
0.026910;1.027309;
0.026920;1.027309;
0.026930;1.027309;
0.026940;1.027310;
0.026950;1.027310;
0.026960;1.027311;
0.026970;1.027311;
0.026980;1.027311;
0.026990;1.027311;
0.027000;1.027312;
0.027010;1.027312;
0.027020;1.027312;
0.027030;1.027313;
0.027040;1.027313;
0.027050;1.027313;
0.027060;1.027313;
0.027070;1.027313;
0.027080;1.027314;
0.027090;1.027314;
0.027100;1.027314;
0.027110;1.027314;
0.027120;1.027314;
0.027130;1.027314;
0.027140;1.027315;
0.027150;1.027315;
0.027160;1.027315;
0.027170;1.027315;
0.027180;1.027315;
0.027190;1.027315;
0.027200;1.027315;
0.027210;1.027315;
0.027220;1.027315;
0.027230;1.027315;
0.027240;1.027315;
0.027250;1.027315;
0.027260;1.027316;
0.027270;1.027316;
0.027280;1.027316;
0.027290;1.027316;
0.027300;1.027316;
0.027310;1.027316;
0.027320;1.027316;
0.027330;1.027316;
0.027340;1.027316;
0.027350;1.027316;
0.027360;1.027316;
0.027370;1.027316;
0.027380;1.027316;
0.027390;1.027316;
0.027400;1.027316;
0.027410;1.027316;
0.027420;1.027316;
0.027430;1.027316;
0.027440;1.027316;
0.027450;1.027316;
0.027460;1.027316;
0.027470;1.027316;
0.027480;1.027316;
0.027490;1.027316;
0.027500;1.027316;
0.027510;1.027316;
0.027520;1.027316;
0.027530;1.027316;
0.027540;1.027316;
0.027550;1.027316;
0.027560;1.027316;
0.027570;1.027316;
0.027580;1.027316;
0.027590;1.027316;
0.027600;1.027316;
0.027610;1.027316;
0.027620;1.027316;
0.027630;1.027316;
0.027640;1.027316;
0.027650;1.027316;
0.027660;1.027316;
0.027670;1.027316;
0.027680;1.027316;
0.027690;1.027316;
0.027700;1.027316;
0.027710;1.027316;
0.027720;1.027316;
0.027730;1.027316;
0.027740;1.027316;
0.027750;1.027316;
0.027760;1.027317;
0.027770;1.027317;
0.027780;1.027317;
0.027790;1.027317;
0.027800;1.027317;
0.027810;1.027317;
0.027820;1.027317;
0.027830;1.027318;
0.027840;1.027318;
0.027850;1.027318;
0.027860;1.027318;
0.027870;1.027318;
0.027880;1.027318;
0.027890;1.027319;
0.027900;1.027319;
0.027910;1.027319;
0.027920;1.027319;
0.027930;1.027320;
0.027940;1.027320;
0.027950;1.027320;
0.027960;1.027321;
0.027970;1.027321;
0.027980;1.027321;
0.027990;1.027321;
0.028000;1.027322;
0.028010;1.027322;
0.028020;1.027323;
0.028030;1.027323;
0.028040;1.027323;
0.028050;1.027324;
0.028060;1.027324;
0.028070;1.027324;
0.028080;1.027325;
0.028090;1.027325;
0.028100;1.027326;
0.028110;1.027326;
0.028120;1.027327;
0.028130;1.027327;
0.028140;1.027328;
0.028150;1.027328;
0.028160;1.027329;
0.028170;1.027329;
0.028180;1.027330;
0.028190;1.027330;
0.028200;1.027331;
0.028210;1.027332;
0.028220;1.027332;
0.028230;1.027333;
0.028240;1.027333;
0.028250;1.027334;
0.028260;1.027335;
0.028270;1.027335;
0.028280;1.027336;
0.028290;1.027337;
0.028300;1.027337;
0.028310;1.027338;
0.028320;1.027339;
0.028330;1.027339;
0.028340;1.027340;
0.028350;1.027341;
0.028360;1.027342;
0.028370;1.027342;
0.028380;1.027343;
0.028390;1.027344;
0.028400;1.027345;
0.028410;1.027345;
0.028420;1.027346;
0.028430;1.027347;
0.028440;1.027348;
0.028450;1.027349;
0.028460;1.027350;
0.028470;1.027350;
0.028480;1.027351;
0.028490;1.027352;
0.028500;1.027353;
0.028510;1.027354;
0.028520;1.027355;
0.028530;1.027356;
0.028540;1.027357;
0.028550;1.027358;
0.028560;1.027359;
0.028570;1.027360;
0.028580;1.027361;
0.028590;1.027361;
0.028600;1.027362;
0.028610;1.027363;
0.028620;1.027364;
0.028630;1.027365;
0.028640;1.027366;
0.028650;1.027367;
0.028660;1.027368;
0.028670;1.027369;
0.028680;1.027371;
0.028690;1.027372;
0.028700;1.027373;
0.028710;1.027374;
0.028720;1.027375;
0.028730;1.027376;
0.028740;1.027377;
0.028750;1.027378;
0.028760;1.027379;
0.028770;1.027380;
0.028780;1.027381;
0.028790;1.027382;
0.028800;1.027383;
0.028810;1.027384;
0.028820;1.027385;
0.028830;1.027387;
0.028840;1.027388;
0.028850;1.027389;
0.028860;1.027390;
0.028870;1.027391;
0.028880;1.027392;
0.028890;1.027393;
0.028900;1.027394;
0.028910;1.027395;
0.028920;1.027397;
0.028930;1.027398;
0.028940;1.027399;
0.028950;1.027400;
0.028960;1.027401;
0.028970;1.027402;
0.028980;1.027403;
0.028990;1.027404;
0.029000;1.027405;
0.029010;1.027407;
0.029020;1.027408;
0.029030;1.027409;
0.029040;1.027410;
0.029050;1.027411;
0.029060;1.027412;
0.029070;1.027413;
0.029080;1.027414;
0.029090;1.027415;
0.029100;1.027417;
0.029110;1.027418;
0.029120;1.027419;
0.029130;1.027420;
0.029140;1.027421;
0.029150;1.027422;
0.029160;1.027423;
0.029170;1.027424;
0.029180;1.027425;
0.029190;1.027426;
0.029200;1.027427;
0.029210;1.027428;
0.029220;1.027429;
0.029230;1.027430;
0.029240;1.027431;
0.029250;1.027432;
0.029260;1.027433;
0.029270;1.027434;
0.029280;1.027435;
0.029290;1.027436;
0.029300;1.027437;
0.029310;1.027438;
0.029320;1.027439;
0.029330;1.027440;
0.029340;1.027441;
0.029350;1.027442;
0.029360;1.027443;
0.029370;1.027444;
0.029380;1.027445;
0.029390;1.027446;
0.029400;1.027446;
0.029410;1.027447;
0.029420;1.027448;
0.029430;1.027449;
0.029440;1.027450;
0.029450;1.027451;
0.029460;1.027451;
0.029470;1.027452;
0.029480;1.027453;
0.029490;1.027454;
0.029500;1.027455;
0.029510;1.027455;
0.029520;1.027456;
0.029530;1.027457;
0.029540;1.027457;
0.029550;1.027458;
0.029560;1.027459;
0.029570;1.027460;
0.029580;1.027460;
0.029590;1.027461;
0.029600;1.027461;
0.029610;1.027462;
0.029620;1.027463;
0.029630;1.027463;
0.029640;1.027464;
0.029650;1.027464;
0.029660;1.027465;
0.029670;1.027465;
0.029680;1.027466;
0.029690;1.027466;
0.029700;1.027467;
0.029710;1.027467;
0.029720;1.027468;
0.029730;1.027468;
0.029740;1.027469;
0.029750;1.027469;
0.029760;1.027469;
0.029770;1.027470;
0.029780;1.027470;
0.029790;1.027470;
0.029800;1.027471;
0.029810;1.027471;
0.029820;1.027471;
0.029830;1.027472;
0.029840;1.027472;
0.029850;1.027472;
0.029860;1.027472;
0.029870;1.027473;
0.029880;1.027473;
0.029890;1.027473;
0.029900;1.027473;
0.029910;1.027473;
0.029920;1.027473;
0.029930;1.027473;
0.029940;1.027474;
0.029950;1.027474;
0.029960;1.027474;
0.029970;1.027474;
0.029980;1.027474;
0.029990;1.027474;
0.030000;1.027474;
0.030010;1.027474;
0.030020;1.027474;
0.030030;1.027473;
0.030040;1.027473;
0.030050;1.027473;
0.030060;1.027473;
0.030070;1.027473;
0.030080;1.027473;
0.030090;1.027473;
0.030100;1.027473;
0.030110;1.027472;
0.030120;1.027472;
0.030130;1.027472;
0.030140;1.027472;
0.030150;1.027471;
0.030160;1.027471;
0.030170;1.027471;
0.030180;1.027470;
0.030190;1.027470;
0.030200;1.027470;
0.030210;1.027469;
0.030220;1.027469;
0.030230;1.027469;
0.030240;1.027468;
0.030250;1.027468;
0.030260;1.027467;
0.030270;1.027467;
0.030280;1.027466;
0.030290;1.027466;
0.030300;1.027465;
0.030310;1.027465;
0.030320;1.027464;
0.030330;1.027464;
0.030340;1.027463;
0.030350;1.027462;
0.030360;1.027462;
0.030370;1.027461;
0.030380;1.027461;
0.030390;1.027460;
0.030400;1.027459;
0.030410;1.027459;
0.030420;1.027458;
0.030430;1.027457;
0.030440;1.027456;
0.030450;1.027456;
0.030460;1.027455;
0.030470;1.027454;
0.030480;1.027453;
0.030490;1.027453;
0.030500;1.027452;
0.030510;1.027451;
0.030520;1.027450;
0.030530;1.027449;
0.030540;1.027448;
0.030550;1.027448;
0.030560;1.027447;
0.030570;1.027446;
0.030580;1.027445;
0.030590;1.027444;
0.030600;1.027443;
0.030610;1.027442;
0.030620;1.027441;
0.030630;1.027440;
0.030640;1.027439;
0.030650;1.027438;
0.030660;1.027437;
0.030670;1.027436;
0.030680;1.027435;
0.030690;1.027434;
0.030700;1.027433;
0.030710;1.027432;
0.030720;1.027431;
0.030730;1.027430;
0.030740;1.027429;
0.030750;1.027428;
0.030760;1.027427;
0.030770;1.027426;
0.030780;1.027425;
0.030790;1.027424;
0.030800;1.027423;
0.030810;1.027421;
0.030820;1.027420;
0.030830;1.027419;
0.030840;1.027418;
0.030850;1.027417;
0.030860;1.027416;
0.030870;1.027415;
0.030880;1.027413;
0.030890;1.027412;
0.030900;1.027411;
0.030910;1.027410;
0.030920;1.027409;
0.030930;1.027408;
0.030940;1.027406;
0.030950;1.027405;
0.030960;1.027404;
0.030970;1.027403;
0.030980;1.027402;
0.030990;1.027401;
0.031000;1.027399;
0.031010;1.027398;
0.031020;1.027397;
0.031030;1.027396;
0.031040;1.027395;
0.031050;1.027393;
0.031060;1.027392;
0.031070;1.027391;
0.031080;1.027390;
0.031090;1.027388;
0.031100;1.027387;
0.031110;1.027386;
0.031120;1.027385;
0.031130;1.027384;
0.031140;1.027382;
0.031150;1.027381;
0.031160;1.027380;
0.031170;1.027379;
0.031180;1.027378;
0.031190;1.027376;
0.031200;1.027375;
0.031210;1.027374;
0.031220;1.027373;
0.031230;1.027372;
0.031240;1.027370;
0.031250;1.027369;
0.031260;1.027368;
0.031270;1.027367;
0.031280;1.027366;
0.031290;1.027364;
0.031300;1.027363;
0.031310;1.027362;
0.031320;1.027361;
0.031330;1.027360;
0.031340;1.027359;
0.031350;1.027357;
0.031360;1.027356;
0.031370;1.027355;
0.031380;1.027354;
0.031390;1.027353;
0.031400;1.027352;
0.031410;1.027351;
0.031420;1.027350;
0.031430;1.027348;
0.031440;1.027347;
0.031450;1.027346;
0.031460;1.027345;
0.031470;1.027344;
0.031480;1.027343;
0.031490;1.027342;
0.031500;1.027341;
0.031510;1.027340;
0.031520;1.027339;
0.031530;1.027338;
0.031540;1.027337;
0.031550;1.027336;
0.031560;1.027335;
0.031570;1.027334;
0.031580;1.027333;
0.031590;1.027332;
0.031600;1.027331;
0.031610;1.027330;
0.031620;1.027329;
0.031630;1.027328;
0.031640;1.027327;
0.031650;1.027326;
0.031660;1.027325;
0.031670;1.027324;
0.031680;1.027323;
0.031690;1.027323;
0.031700;1.027322;
0.031710;1.027321;
0.031720;1.027320;
0.031730;1.027319;
0.031740;1.027318;
0.031750;1.027318;
0.031760;1.027317;
0.031770;1.027316;
0.031780;1.027315;
0.031790;1.027314;
0.031800;1.027314;
0.031810;1.027313;
0.031820;1.027312;
0.031830;1.027311;
0.031840;1.027311;
0.031850;1.027310;
0.031860;1.027309;
0.031870;1.027309;
0.031880;1.027308;
0.031890;1.027307;
0.031900;1.027307;
0.031910;1.027306;
0.031920;1.027305;
0.031930;1.027305;
0.031940;1.027304;
0.031950;1.027304;
0.031960;1.027303;
0.031970;1.027303;
0.031980;1.027302;
0.031990;1.027302;
0.032000;1.027301;
0.032010;1.027301;
0.032020;1.027300;
0.032030;1.027300;
0.032040;1.027299;
0.032050;1.027299;
0.032060;1.027298;
0.032070;1.027298;
0.032080;1.027297;
0.032090;1.027297;
0.032100;1.027297;
0.032110;1.027296;
0.032120;1.027296;
0.032130;1.027296;
0.032140;1.027295;
0.032150;1.027295;
0.032160;1.027295;
0.032170;1.027294;
0.032180;1.027294;
0.032190;1.027294;
0.032200;1.027294;
0.032210;1.027293;
0.032220;1.027293;
0.032230;1.027293;
0.032240;1.027293;
0.032250;1.027292;
0.032260;1.027292;
0.032270;1.027292;
0.032280;1.027292;
0.032290;1.027292;
0.032300;1.027292;
0.032310;1.027292;
0.032320;1.027292;
0.032330;1.027291;
0.032340;1.027291;
0.032350;1.027291;
0.032360;1.027291;
0.032370;1.027291;
0.032380;1.027291;
0.032390;1.027291;
0.032400;1.027291;
0.032410;1.027291;
0.032420;1.027291;
0.032430;1.027291;
0.032440;1.027291;
0.032450;1.027291;
0.032460;1.027291;
0.032470;1.027292;
0.032480;1.027292;
0.032490;1.027292;
0.032500;1.027292;
0.032510;1.027292;
0.032520;1.027292;
0.032530;1.027292;
0.032540;1.027292;
0.032550;1.027293;
0.032560;1.027293;
0.032570;1.027293;
0.032580;1.027293;
0.032590;1.027293;
0.032600;1.027294;
0.032610;1.027294;
0.032620;1.027294;
0.032630;1.027294;
0.032640;1.027295;
0.032650;1.027295;
0.032660;1.027295;
0.032670;1.027296;
0.032680;1.027296;
0.032690;1.027296;
0.032700;1.027297;
0.032710;1.027297;
0.032720;1.027297;
0.032730;1.027298;
0.032740;1.027298;
0.032750;1.027298;
0.032760;1.027299;
0.032770;1.027299;
0.032780;1.027300;
0.032790;1.027300;
0.032800;1.027300;
0.032810;1.027301;
0.032820;1.027301;
0.032830;1.027302;
0.032840;1.027302;
0.032850;1.027303;
0.032860;1.027303;
0.032870;1.027303;
0.032880;1.027304;
0.032890;1.027304;
0.032900;1.027305;
0.032910;1.027305;
0.032920;1.027306;
0.032930;1.027306;
0.032940;1.027307;
0.032950;1.027307;
0.032960;1.027308;
0.032970;1.027308;
0.032980;1.027309;
0.032990;1.027310;
0.033000;1.027310;
0.033010;1.027311;
0.033020;1.027311;
0.033030;1.027312;
0.033040;1.027312;
0.033050;1.027313;
0.033060;1.027314;
0.033070;1.027314;
0.033080;1.027315;
0.033090;1.027315;
0.033100;1.027316;
0.033110;1.027316;
0.033120;1.027317;
0.033130;1.027318;
0.033140;1.027318;
0.033150;1.027319;
0.033160;1.027320;
0.033170;1.027320;
0.033180;1.027321;
0.033190;1.027321;
0.033200;1.027322;
0.033210;1.027323;
0.033220;1.027323;
0.033230;1.027324;
0.033240;1.027325;
0.033250;1.027325;
0.033260;1.027326;
0.033270;1.027326;
0.033280;1.027327;
0.033290;1.027328;
0.033300;1.027328;
0.033310;1.027329;
0.033320;1.027330;
0.033330;1.027330;
0.033340;1.027331;
0.033350;1.027332;
0.033360;1.027332;
0.033370;1.027333;
0.033380;1.027334;
0.033390;1.027334;
0.033400;1.027335;
0.033410;1.027335;
0.033420;1.027336;
0.033430;1.027337;
0.033440;1.027337;
0.033450;1.027338;
0.033460;1.027339;
0.033470;1.027339;
0.033480;1.027340;
0.033490;1.027341;
0.033500;1.027341;
0.033510;1.027342;
0.033520;1.027343;
0.033530;1.027343;
0.033540;1.027344;
0.033550;1.027344;
0.033560;1.027345;
0.033570;1.027346;
0.033580;1.027346;
0.033590;1.027347;
0.033600;1.027348;
0.033610;1.027348;
0.033620;1.027349;
0.033630;1.027349;
0.033640;1.027350;
0.033650;1.027351;
0.033660;1.027351;
0.033670;1.027352;
0.033680;1.027352;
0.033690;1.027353;
0.033700;1.027354;
0.033710;1.027354;
0.033720;1.027355;
0.033730;1.027355;
0.033740;1.027356;
0.033750;1.027357;
0.033760;1.027357;
0.033770;1.027358;
0.033780;1.027358;
0.033790;1.027359;
0.033800;1.027359;
0.033810;1.027360;
0.033820;1.027360;
0.033830;1.027361;
0.033840;1.027362;
0.033850;1.027362;
0.033860;1.027363;
0.033870;1.027363;
0.033880;1.027364;
0.033890;1.027364;
0.033900;1.027365;
0.033910;1.027365;
0.033920;1.027366;
0.033930;1.027366;
0.033940;1.027367;
0.033950;1.027367;
0.033960;1.027368;
0.033970;1.027368;
0.033980;1.027369;
0.033990;1.027369;
0.034000;1.027369;
0.034010;1.027370;
0.034020;1.027370;
0.034030;1.027371;
0.034040;1.027371;
0.034050;1.027372;
0.034060;1.027372;
0.034070;1.027373;
0.034080;1.027373;
0.034090;1.027373;
0.034100;1.027374;
0.034110;1.027374;
0.034120;1.027374;
0.034130;1.027375;
0.034140;1.027375;
0.034150;1.027376;
0.034160;1.027376;
0.034170;1.027376;
0.034180;1.027377;
0.034190;1.027377;
0.034200;1.027377;
0.034210;1.027378;
0.034220;1.027378;
0.034230;1.027378;
0.034240;1.027379;
0.034250;1.027379;
0.034260;1.027379;
0.034270;1.027380;
0.034280;1.027380;
0.034290;1.027380;
0.034300;1.027380;
0.034310;1.027381;
0.034320;1.027381;
0.034330;1.027381;
0.034340;1.027382;
0.034350;1.027382;
0.034360;1.027382;
0.034370;1.027382;
0.034380;1.027382;
0.034390;1.027383;
0.034400;1.027383;
0.034410;1.027383;
0.034420;1.027383;
0.034430;1.027384;
0.034440;1.027384;
0.034450;1.027384;
0.034460;1.027384;
0.034470;1.027384;
0.034480;1.027384;
0.034490;1.027385;
0.034500;1.027385;
0.034510;1.027385;
0.034520;1.027385;
0.034530;1.027385;
0.034540;1.027385;
0.034550;1.027385;
0.034560;1.027386;
0.034570;1.027386;
0.034580;1.027386;
0.034590;1.027386;
0.034600;1.027386;
0.034610;1.027386;
0.034620;1.027386;
0.034630;1.027386;
0.034640;1.027386;
0.034650;1.027386;
0.034660;1.027387;
0.034670;1.027387;
0.034680;1.027387;
0.034690;1.027387;
0.034700;1.027387;
0.034710;1.027387;
0.034720;1.027387;
0.034730;1.027387;
0.034740;1.027387;
0.034750;1.027387;
0.034760;1.027387;
0.034770;1.027387;
0.034780;1.027387;
0.034790;1.027387;
0.034800;1.027387;
0.034810;1.027387;
0.034820;1.027387;
0.034830;1.027387;
0.034840;1.027387;
0.034850;1.027387;
0.034860;1.027387;
0.034870;1.027387;
0.034880;1.027387;
0.034890;1.027387;
0.034900;1.027387;
0.034910;1.027387;
0.034920;1.027387;
0.034930;1.027387;
0.034940;1.027387;
0.034950;1.027387;
0.034960;1.027387;
0.034970;1.027386;
0.034980;1.027386;
0.034990;1.027386;
0.035000;1.027386;
0.035010;1.027386;
0.035020;1.027386;
0.035030;1.027386;
0.035040;1.027386;
0.035050;1.027386;
0.035060;1.027386;
0.035070;1.027386;
0.035080;1.027385;
0.035090;1.027385;
0.035100;1.027385;
0.035110;1.027385;
0.035120;1.027385;
0.035130;1.027385;
0.035140;1.027385;
0.035150;1.027385;
0.035160;1.027385;
0.035170;1.027384;
0.035180;1.027384;
0.035190;1.027384;
0.035200;1.027384;
0.035210;1.027384;
0.035220;1.027384;
0.035230;1.027384;
0.035240;1.027383;
0.035250;1.027383;
0.035260;1.027383;
0.035270;1.027383;
0.035280;1.027383;
0.035290;1.027383;
0.035300;1.027383;
0.035310;1.027382;
0.035320;1.027382;
0.035330;1.027382;
0.035340;1.027382;
0.035350;1.027382;
0.035360;1.027382;
0.035370;1.027381;
0.035380;1.027381;
0.035390;1.027381;
0.035400;1.027381;
0.035410;1.027381;
0.035420;1.027381;
0.035430;1.027380;
0.035440;1.027380;
0.035450;1.027380;
0.035460;1.027380;
0.035470;1.027380;
0.035480;1.027380;
0.035490;1.027379;
0.035500;1.027379;
0.035510;1.027379;
0.035520;1.027379;
0.035530;1.027379;
0.035540;1.027379;
0.035550;1.027378;
0.035560;1.027378;
0.035570;1.027378;
0.035580;1.027378;
0.035590;1.027378;
0.035600;1.027378;
0.035610;1.027377;
0.035620;1.027377;
0.035630;1.027377;
0.035640;1.027377;
0.035650;1.027377;
0.035660;1.027376;
0.035670;1.027376;
0.035680;1.027376;
0.035690;1.027376;
0.035700;1.027376;
0.035710;1.027376;
0.035720;1.027375;
0.035730;1.027375;
0.035740;1.027375;
0.035750;1.027375;
0.035760;1.027375;
0.035770;1.027375;
0.035780;1.027374;
0.035790;1.027374;
0.035800;1.027374;
0.035810;1.027374;
0.035820;1.027374;
0.035830;1.027374;
0.035840;1.027373;
0.035850;1.027373;
0.035860;1.027373;
0.035870;1.027373;
0.035880;1.027373;
0.035890;1.027373;
0.035900;1.027372;
0.035910;1.027372;
0.035920;1.027372;
0.035930;1.027372;
0.035940;1.027372;
0.035950;1.027372;
0.035960;1.027372;
0.035970;1.027371;
0.035980;1.027371;
0.035990;1.027371;
0.036000;1.027371;
0.036010;1.027371;
0.036020;1.027371;
0.036030;1.027371;
0.036040;1.027370;
0.036050;1.027370;
0.036060;1.027370;
0.036070;1.027370;
0.036080;1.027370;
0.036090;1.027370;
0.036100;1.027370;
0.036110;1.027370;
0.036120;1.027369;
0.036130;1.027369;
0.036140;1.027369;
0.036150;1.027369;
0.036160;1.027369;
0.036170;1.027369;
0.036180;1.027369;
0.036190;1.027369;
0.036200;1.027368;
0.036210;1.027368;
0.036220;1.027368;
0.036230;1.027368;
0.036240;1.027368;
0.036250;1.027368;
0.036260;1.027368;
0.036270;1.027368;
0.036280;1.027368;
0.036290;1.027367;
0.036300;1.027367;
0.036310;1.027367;
0.036320;1.027367;
0.036330;1.027367;
0.036340;1.027367;
0.036350;1.027367;
0.036360;1.027367;
0.036370;1.027367;
0.036380;1.027367;
0.036390;1.027367;
0.036400;1.027367;
0.036410;1.027366;
0.036420;1.027366;
0.036430;1.027366;
0.036440;1.027366;
0.036450;1.027366;
0.036460;1.027366;
0.036470;1.027366;
0.036480;1.027366;
0.036490;1.027366;
0.036500;1.027366;
0.036510;1.027366;
0.036520;1.027366;
0.036530;1.027366;
0.036540;1.027366;
0.036550;1.027366;
0.036560;1.027365;
0.036570;1.027365;
0.036580;1.027365;
0.036590;1.027365;
0.036600;1.027365;
0.036610;1.027365;
0.036620;1.027365;
0.036630;1.027365;
0.036640;1.027365;
0.036650;1.027365;
0.036660;1.027365;
0.036670;1.027365;
0.036680;1.027365;
0.036690;1.027365;
0.036700;1.027365;
0.036710;1.027365;
0.036720;1.027365;
0.036730;1.027365;
0.036740;1.027365;
0.036750;1.027365;
0.036760;1.027365;
0.036770;1.027365;
0.036780;1.027365;
0.036790;1.027365;
0.036800;1.027365;
0.036810;1.027365;
0.036820;1.027364;
0.036830;1.027364;
0.036840;1.027364;
0.036850;1.027364;
0.036860;1.027364;
0.036870;1.027364;
0.036880;1.027364;
0.036890;1.027364;
0.036900;1.027364;
0.036910;1.027364;
0.036920;1.027364;
0.036930;1.027364;
0.036940;1.027364;
0.036950;1.027364;
0.036960;1.027364;
0.036970;1.027364;
0.036980;1.027364;
0.036990;1.027364;
0.037000;1.027364;
0.037010;1.027364;
0.037020;1.027364;
0.037030;1.027364;
0.037040;1.027364;
0.037050;1.027364;
0.037060;1.027364;
0.037070;1.027364;
0.037080;1.027364;
0.037090;1.027364;
0.037100;1.027364;
0.037110;1.027364;
0.037120;1.027364;
0.037130;1.027364;
0.037140;1.027364;
0.037150;1.027364;
0.037160;1.027364;
0.037170;1.027364;
0.037180;1.027364;
0.037190;1.027364;
0.037200;1.027364;
0.037210;1.027364;
0.037220;1.027364;
0.037230;1.027364;
0.037240;1.027364;
0.037250;1.027364;
0.037260;1.027364;
0.037270;1.027364;
0.037280;1.027364;
0.037290;1.027364;
0.037300;1.027364;
0.037310;1.027364;
0.037320;1.027364;
0.037330;1.027364;
0.037340;1.027364;
0.037350;1.027364;
0.037360;1.027364;
0.037370;1.027364;
0.037380;1.027364;
0.037390;1.027364;
0.037400;1.027364;
0.037410;1.027364;
0.037420;1.027364;
0.037430;1.027364;
0.037440;1.027364;
0.037450;1.027364;
0.037460;1.027364;
0.037470;1.027364;
0.037480;1.027364;
0.037490;1.027364;
0.037500;1.027364;
0.037510;1.027364;
0.037520;1.027364;
0.037530;1.027364;
0.037540;1.027364;
0.037550;1.027364;
0.037560;1.027364;
0.037570;1.027364;
0.037580;1.027364;
0.037590;1.027364;
0.037600;1.027364;
0.037610;1.027364;
0.037620;1.027364;
0.037630;1.027364;
0.037640;1.027364;
0.037650;1.027364;
0.037660;1.027364;
0.037670;1.027364;
0.037680;1.027364;
0.037690;1.027364;
0.037700;1.027364;
0.037710;1.027364;
0.037720;1.027364;
0.037730;1.027364;
0.037740;1.027364;
0.037750;1.027364;
0.037760;1.027364;
0.037770;1.027364;
0.037780;1.027364;
0.037790;1.027364;
0.037800;1.027364;
0.037810;1.027364;
0.037820;1.027364;
0.037830;1.027364;
0.037840;1.027364;
0.037850;1.027364;
0.037860;1.027364;
0.037870;1.027363;
0.037880;1.027363;
0.037890;1.027363;
0.037900;1.027363;
0.037910;1.027363;
0.037920;1.027363;
0.037930;1.027363;
0.037940;1.027363;
0.037950;1.027363;
0.037960;1.027363;
0.037970;1.027363;
0.037980;1.027363;
0.037990;1.027363;
0.038000;1.027363;
0.038010;1.027363;
0.038020;1.027363;
0.038030;1.027363;
0.038040;1.027363;
0.038050;1.027363;
0.038060;1.027363;
0.038070;1.027363;
