time;LINE_line_p_v_0_;LINE_line_p_v_1_;LINE_line_p_v_2_;LINE_line_p_i_0_;LINE_line_p_i_1_;LINE_line_p_i_2_;LINE_line_n_v_0_;LINE_line_n_v_1_;LINE_line_n_v_2_;
0.086940;-0.805894;1.409377;-0.603483;-0.424082;0.694109;-0.270027;-0.697253;1.388643;-0.691390;
0.086960;-0.813180;1.408615;-0.595435;-0.427571;0.693536;-0.265965;-0.704784;1.388594;-0.683810;
0.086980;-0.820434;1.407797;-0.587363;-0.431043;0.692936;-0.261893;-0.712288;1.388491;-0.676202;
0.087000;-0.827655;1.406924;-0.579268;-0.434498;0.692309;-0.257811;-0.719764;1.388332;-0.668568;
0.087020;-0.834844;1.405995;-0.571151;-0.437936;0.691654;-0.253718;-0.727211;1.388119;-0.660908;
0.087040;-0.842000;1.405011;-0.563011;-0.441357;0.690972;-0.249615;-0.734630;1.387851;-0.653221;
0.087060;-0.849122;1.403971;-0.554848;-0.444760;0.690263;-0.245503;-0.742020;1.387528;-0.645509;
0.087080;-0.856211;1.402876;-0.546664;-0.448146;0.689527;-0.241381;-0.749380;1.387151;-0.637771;
0.087100;-0.863267;1.401725;-0.538458;-0.451514;0.688763;-0.237249;-0.756711;1.386719;-0.630008;
0.087120;-0.870288;1.400519;-0.530231;-0.454865;0.687972;-0.233108;-0.764012;1.386232;-0.622220;
0.087140;-0.877275;1.399258;-0.521983;-0.458197;0.687154;-0.228957;-0.771282;1.385690;-0.614408;
0.087160;-0.884227;1.397941;-0.513715;-0.461511;0.686309;-0.224798;-0.778523;1.385094;-0.606571;
0.087180;-0.891144;1.396570;-0.505426;-0.464807;0.685437;-0.220630;-0.785732;1.384442;-0.598710;
0.087200;-0.898026;1.395143;-0.497117;-0.468085;0.684538;-0.216453;-0.792911;1.383737;-0.590826;
0.087220;-0.904872;1.393661;-0.488789;-0.471344;0.683611;-0.212267;-0.800058;1.382976;-0.582918;
0.087240;-0.911683;1.392124;-0.480441;-0.474584;0.682658;-0.208073;-0.807173;1.382161;-0.574988;
0.087260;-0.918458;1.390532;-0.472074;-0.477806;0.681678;-0.203871;-0.814257;1.381292;-0.567035;
0.087280;-0.925197;1.388886;-0.463689;-0.481009;0.680670;-0.199661;-0.821309;1.380368;-0.559059;
0.087300;-0.931899;1.387184;-0.455285;-0.484193;0.679636;-0.195443;-0.828328;1.379389;-0.551061;
0.087320;-0.938564;1.385428;-0.446864;-0.487358;0.678576;-0.191217;-0.835315;1.378356;-0.543041;
0.087340;-0.945192;1.383617;-0.438424;-0.490504;0.677488;-0.186984;-0.842268;1.377269;-0.535001;
0.087360;-0.951783;1.381751;-0.429968;-0.493630;0.676373;-0.182743;-0.849188;1.376127;-0.526938;
0.087380;-0.958337;1.379831;-0.421494;-0.496737;0.675232;-0.178496;-0.856075;1.374931;-0.518856;
0.087400;-0.964852;1.377856;-0.413004;-0.499824;0.674065;-0.174241;-0.862928;1.373680;-0.510752;
0.087420;-0.971330;1.375827;-0.404497;-0.502891;0.672870;-0.169979;-0.869747;1.372376;-0.502629;
0.087440;-0.977769;1.373744;-0.395975;-0.505939;0.671649;-0.165710;-0.876532;1.371017;-0.494485;
0.087460;-0.984169;1.371606;-0.387437;-0.508967;0.670402;-0.161435;-0.883281;1.369604;-0.486322;
0.087480;-0.990531;1.369414;-0.378883;-0.511974;0.669128;-0.157154;-0.889997;1.368137;-0.478140;
0.087500;-0.996853;1.367169;-0.370315;-0.514961;0.667827;-0.152866;-0.896676;1.366616;-0.469939;
0.087520;-1.003137;1.364869;-0.361732;-0.517928;0.666501;-0.148573;-0.903321;1.365041;-0.461720;
0.087540;-1.009380;1.362515;-0.353135;-0.520875;0.665148;-0.144273;-0.909930;1.363412;-0.453482;
0.087560;-1.015584;1.360108;-0.344524;-0.523801;0.663768;-0.139968;-0.916503;1.361729;-0.445226;
0.087580;-1.021748;1.357646;-0.335899;-0.526706;0.662363;-0.135657;-0.923040;1.359993;-0.436953;
0.087600;-1.027871;1.355132;-0.327261;-0.529590;0.660931;-0.131341;-0.929540;1.358202;-0.428662;
0.087620;-1.033954;1.352563;-0.318610;-0.532454;0.659474;-0.127020;-0.936004;1.356359;-0.420355;
0.087640;-1.039995;1.349942;-0.309946;-0.535297;0.657990;-0.122693;-0.942430;1.354461;-0.412031;
0.087660;-1.045996;1.347267;-0.301270;-0.538118;0.656480;-0.118362;-0.948820;1.352511;-0.403691;
0.087680;-1.051956;1.344539;-0.292583;-0.540918;0.654944;-0.114026;-0.955172;1.350506;-0.395335;
0.087700;-1.057874;1.341757;-0.283884;-0.543697;0.653383;-0.109686;-0.961486;1.348449;-0.386963;
0.087720;-1.063750;1.338923;-0.275173;-0.546454;0.651796;-0.105341;-0.967762;1.346338;-0.378576;
0.087740;-1.069584;1.336036;-0.266452;-0.549190;0.650183;-0.100992;-0.974001;1.344174;-0.370174;
0.087760;-1.075376;1.333096;-0.257720;-0.551904;0.648544;-0.096640;-0.980200;1.341957;-0.361757;
0.087780;-1.081126;1.330104;-0.248978;-0.554597;0.646880;-0.092283;-0.986361;1.339687;-0.353326;
0.087800;-1.086833;1.327059;-0.240226;-0.557267;0.645190;-0.087923;-0.992483;1.337364;-0.344881;
0.087820;-1.092497;1.323962;-0.231465;-0.559915;0.643474;-0.083559;-0.998566;1.334989;-0.336423;
0.087840;-1.098118;1.320812;-0.222694;-0.562542;0.641734;-0.079192;-1.004610;1.332561;-0.327951;
0.087860;-1.103695;1.317610;-0.213915;-0.565146;0.639968;-0.074822;-1.010614;1.330080;-0.319466;
0.087880;-1.109229;1.314357;-0.205127;-0.567728;0.638176;-0.070449;-1.016577;1.327546;-0.310969;
0.087900;-1.114719;1.311051;-0.196332;-0.570287;0.636360;-0.066073;-1.022501;1.324960;-0.302459;
0.087920;-1.120165;1.307694;-0.187528;-0.572824;0.634518;-0.061694;-1.028385;1.322322;-0.293938;
0.087940;-1.125567;1.304285;-0.178717;-0.575338;0.632652;-0.057313;-1.034227;1.319632;-0.285404;
0.087960;-1.130925;1.300824;-0.169899;-0.577830;0.630760;-0.052930;-1.040029;1.316889;-0.276860;
0.087980;-1.136238;1.297312;-0.161074;-0.580298;0.628843;-0.048545;-1.045790;1.314095;-0.268305;
0.088000;-1.141506;1.293749;-0.152243;-0.582744;0.626902;-0.044158;-1.051510;1.311249;-0.259739;
0.088020;-1.146729;1.290135;-0.143406;-0.585167;0.624936;-0.039769;-1.057188;1.308350;-0.251162;
0.088040;-1.151906;1.286470;-0.134564;-0.587567;0.622945;-0.035378;-1.062824;1.305401;-0.242576;
0.088060;-1.157038;1.282754;-0.125716;-0.589943;0.620930;-0.030986;-1.068419;1.302399;-0.233981;
0.088080;-1.162125;1.278987;-0.116863;-0.592297;0.618890;-0.026593;-1.073971;1.299347;-0.225376;
0.088100;-1.167166;1.275170;-0.108005;-0.594626;0.616825;-0.022199;-1.079481;1.296243;-0.216762;
0.088120;-1.172160;1.271303;-0.099143;-0.596933;0.614737;-0.017804;-1.084948;1.293088;-0.208139;
0.088140;-1.177108;1.267386;-0.090277;-0.599216;0.612624;-0.013408;-1.090373;1.289881;-0.199509;
0.088160;-1.182010;1.263418;-0.081408;-0.601475;0.610486;-0.009012;-1.095754;1.286624;-0.190870;
0.088180;-1.186865;1.259400;-0.072535;-0.603710;0.608325;-0.004615;-1.101092;1.283316;-0.182224;
0.088200;-1.191673;1.255333;-0.063660;-0.605922;0.606140;-0.000218;-1.106387;1.279958;-0.173571;
0.088220;-1.196435;1.251217;-0.054782;-0.608109;0.603931;0.004179;-1.111638;1.276549;-0.164911;
0.088240;-1.201149;1.247050;-0.045902;-0.610273;0.601698;0.008575;-1.116845;1.273089;-0.156244;
0.088260;-1.205815;1.242835;-0.037020;-0.612413;0.599441;0.012972;-1.122008;1.269579;-0.147572;
0.088280;-1.210434;1.238571;-0.028136;-0.614528;0.597160;0.017367;-1.127126;1.266019;-0.138893;
0.088300;-1.215005;1.234257;-0.019252;-0.616619;0.594856;0.021763;-1.132200;1.262410;-0.130209;
0.088320;-1.219529;1.229895;-0.010367;-0.618686;0.592529;0.026157;-1.137230;1.258750;-0.121520;
0.088340;-1.224004;1.225485;-0.001481;-0.620728;0.590178;0.030550;-1.142215;1.255040;-0.112826;
0.088360;-1.228430;1.221026;0.007405;-0.622746;0.587804;0.034942;-1.147154;1.251281;-0.104127;
0.088380;-1.232809;1.216519;0.016290;-0.624739;0.585406;0.039333;-1.152048;1.247473;-0.095425;
0.088400;-1.237138;1.211963;0.025175;-0.626708;0.582986;0.043722;-1.156897;1.243615;-0.086719;
0.088420;-1.241419;1.207360;0.034059;-0.628652;0.580542;0.048109;-1.161700;1.239709;-0.078009;
0.088440;-1.245651;1.202710;0.042941;-0.630571;0.578076;0.052495;-1.166457;1.235753;-0.069296;
0.088460;-1.249833;1.198011;0.051822;-0.632465;0.575587;0.056878;-1.171168;1.231749;-0.060580;
0.088480;-1.253967;1.193266;0.060701;-0.634334;0.573075;0.061259;-1.175833;1.227696;-0.051862;
0.088500;-1.258050;1.188473;0.069577;-0.636178;0.570540;0.065638;-1.180452;1.223594;-0.043142;
0.088520;-1.262084;1.183634;0.078451;-0.637997;0.567983;0.070014;-1.185024;1.219444;-0.034421;
0.088540;-1.266069;1.178747;0.087321;-0.639791;0.565403;0.074388;-1.189549;1.215246;-0.025698;
0.088560;-1.270003;1.173815;0.096188;-0.641560;0.562801;0.078758;-1.194027;1.211000;-0.016974;
0.088580;-1.273887;1.168836;0.105051;-0.643303;0.560177;0.083126;-1.198458;1.206707;-0.008249;
0.088600;-1.277721;1.163810;0.113910;-0.645021;0.557531;0.087490;-1.202841;1.202365;0.000476;
0.088620;-1.281504;1.158739;0.122765;-0.646713;0.554863;0.091850;-1.207178;1.197976;0.009201;
0.088640;-1.285237;1.153622;0.131615;-0.648380;0.552173;0.096207;-1.211466;1.193540;0.017926;
0.088660;-1.288919;1.148460;0.140459;-0.650021;0.549461;0.100560;-1.215707;1.189057;0.026650;
0.088680;-1.292550;1.143252;0.149298;-0.651637;0.546727;0.104910;-1.219900;1.184527;0.035373;
0.088700;-1.296130;1.137999;0.158131;-0.653227;0.543972;0.109255;-1.224044;1.179950;0.044094;
0.088720;-1.299659;1.132701;0.166958;-0.654791;0.541195;0.113596;-1.228140;1.175326;0.052814;
0.088740;-1.303137;1.127358;0.175779;-0.656329;0.538397;0.117932;-1.232188;1.170656;0.061532;
0.088760;-1.306563;1.121971;0.184592;-0.657841;0.535578;0.122263;-1.236187;1.165940;0.070247;
0.088780;-1.309938;1.116540;0.193398;-0.659327;0.532737;0.126590;-1.240138;1.161178;0.078960;
0.088800;-1.313260;1.111064;0.202196;-0.660788;0.529876;0.130912;-1.244039;1.156370;0.087669;
0.088820;-1.316532;1.105545;0.210987;-0.662222;0.526993;0.135229;-1.247891;1.151516;0.096375;
0.088840;-1.319751;1.099982;0.219769;-0.663630;0.524090;0.139540;-1.251694;1.146617;0.105077;
0.088860;-1.322918;1.094375;0.228542;-0.665012;0.521166;0.143846;-1.255448;1.141673;0.113775;
0.088880;-1.326032;1.088726;0.237307;-0.666368;0.518222;0.148146;-1.259152;1.136683;0.122469;
0.088900;-1.329095;1.083033;0.246062;-0.667697;0.515257;0.152440;-1.262806;1.131649;0.131157;
0.088920;-1.332105;1.077298;0.254807;-0.669000;0.512271;0.156728;-1.266410;1.126570;0.139841;
0.088940;-1.335062;1.071520;0.263542;-0.670276;0.509266;0.161010;-1.269965;1.121446;0.148519;
0.088960;-1.337967;1.065700;0.272267;-0.671527;0.506240;0.165286;-1.273469;1.116278;0.157191;
0.088980;-1.340819;1.059837;0.280981;-0.672750;0.503195;0.169555;-1.276923;1.111066;0.165857;
0.089000;-1.343617;1.053933;0.289684;-0.673947;0.500129;0.173818;-1.280327;1.105811;0.174516;
0.089020;-1.346363;1.047987;0.298376;-0.675118;0.497044;0.178073;-1.283680;1.100511;0.183169;
0.089040;-1.349056;1.042000;0.307056;-0.676261;0.493939;0.182322;-1.286982;1.095169;0.191814;
0.089060;-1.351695;1.035972;0.315723;-0.677378;0.490815;0.186563;-1.290234;1.089782;0.200451;
0.089080;-1.354282;1.029903;0.324379;-0.678469;0.487671;0.190797;-1.293435;1.084353;0.209081;
0.089100;-1.356814;1.023793;0.333021;-0.679532;0.484508;0.195024;-1.296584;1.078881;0.217703;
0.089120;-1.359293;1.017643;0.341650;-0.680569;0.481326;0.199243;-1.299682;1.073367;0.226315;
0.089140;-1.361719;1.011453;0.350266;-0.681579;0.478125;0.203454;-1.302730;1.067810;0.234919;
0.089160;-1.364090;1.005222;0.358868;-0.682562;0.474905;0.207657;-1.305725;1.062211;0.243514;
0.089180;-1.366408;0.998952;0.367456;-0.683518;0.471666;0.211851;-1.308669;1.056570;0.252099;
0.089200;-1.368672;0.992643;0.376029;-0.684447;0.468409;0.216038;-1.311562;1.050888;0.260674;
0.089220;-1.370882;0.986294;0.384587;-0.685349;0.465133;0.220215;-1.314402;1.045163;0.269239;
0.089240;-1.373037;0.979907;0.393131;-0.686224;0.461839;0.224385;-1.317191;1.039398;0.277793;
0.089260;-1.375139;0.973480;0.401658;-0.687072;0.458527;0.228545;-1.319928;1.033592;0.286337;
0.089280;-1.377186;0.967016;0.410170;-0.687892;0.455196;0.232696;-1.322613;1.027744;0.294868;
0.089300;-1.379179;0.960513;0.418666;-0.688686;0.451848;0.236838;-1.325245;1.021856;0.303389;
0.089320;-1.381117;0.953972;0.427145;-0.689452;0.448481;0.240971;-1.327825;1.015928;0.311897;
0.089340;-1.383001;0.947394;0.435607;-0.690191;0.445097;0.245094;-1.330353;1.009960;0.320393;
0.089360;-1.384830;0.940778;0.444052;-0.690903;0.441696;0.249207;-1.332828;1.003952;0.328876;
0.089380;-1.386605;0.934125;0.452480;-0.691588;0.438277;0.253311;-1.335251;0.997904;0.337347;
0.089400;-1.388325;0.927435;0.460890;-0.692245;0.434840;0.257405;-1.337621;0.991817;0.345804;
0.089420;-1.389990;0.920708;0.469281;-0.692875;0.431387;0.261488;-1.339938;0.985691;0.354247;
0.089440;-1.391600;0.913946;0.477654;-0.693478;0.427916;0.265561;-1.342202;0.979525;0.362676;
0.089460;-1.393155;0.907147;0.486008;-0.694053;0.424429;0.269624;-1.344413;0.973321;0.371092;
0.089480;-1.394655;0.900312;0.494343;-0.694601;0.420925;0.273676;-1.346571;0.967079;0.379492;
0.089500;-1.396100;0.893442;0.502659;-0.695121;0.417404;0.277717;-1.348676;0.960799;0.387877;
0.089520;-1.397490;0.886536;0.510954;-0.695614;0.413867;0.281748;-1.350728;0.954480;0.396248;
0.089540;-1.398825;0.879596;0.519229;-0.696080;0.410313;0.285767;-1.352726;0.948124;0.404602;
0.089560;-1.400105;0.872621;0.527484;-0.696518;0.406743;0.289775;-1.354671;0.941731;0.412941;
0.089580;-1.401329;0.865611;0.535718;-0.696929;0.403157;0.293771;-1.356563;0.935300;0.421263;
0.089600;-1.402498;0.858567;0.543931;-0.697312;0.399556;0.297756;-1.358401;0.928832;0.429568;
0.089620;-1.403612;0.851489;0.552123;-0.697667;0.395938;0.301729;-1.360185;0.922328;0.437857;
0.089640;-1.404670;0.844378;0.560292;-0.697995;0.392305;0.305690;-1.361915;0.915787;0.446128;
0.089660;-1.405673;0.837233;0.568440;-0.698296;0.388656;0.309639;-1.363592;0.909210;0.454382;
0.089680;-1.406620;0.830055;0.576565;-0.698568;0.384992;0.313576;-1.365215;0.902597;0.462618;
0.089700;-1.407512;0.822845;0.584667;-0.698814;0.381313;0.317501;-1.366784;0.895949;0.470835;
0.089720;-1.408348;0.815602;0.592747;-0.699031;0.377619;0.321413;-1.368300;0.889265;0.479034;
0.089740;-1.409129;0.808327;0.600803;-0.699221;0.373909;0.325312;-1.369761;0.882546;0.487214;
0.089760;-1.409854;0.801019;0.608835;-0.699384;0.370185;0.329199;-1.371168;0.875793;0.495375;
0.089780;-1.410523;0.793681;0.616843;-0.699519;0.366447;0.333072;-1.372521;0.869004;0.503516;
0.089800;-1.411137;0.786311;0.624826;-0.699626;0.362694;0.336932;-1.373819;0.862182;0.511638;
0.089820;-1.411695;0.778909;0.632786;-0.699706;0.358926;0.340779;-1.375064;0.855325;0.519739;
0.089840;-1.412197;0.771478;0.640720;-0.699758;0.355145;0.344613;-1.376254;0.848435;0.527820;
0.089860;-1.412644;0.764015;0.648628;-0.699782;0.351349;0.348433;-1.377390;0.841511;0.535879;
0.089880;-1.413034;0.756523;0.656512;-0.699779;0.347540;0.352239;-1.378472;0.834553;0.543918;
0.089900;-1.413369;0.749000;0.664369;-0.699748;0.343717;0.356031;-1.379499;0.827563;0.551935;
0.089920;-1.413648;0.741448;0.672200;-0.699690;0.339880;0.359809;-1.380471;0.820541;0.559931;
0.089940;-1.413872;0.733867;0.680004;-0.699603;0.336030;0.363573;-1.381389;0.813485;0.567904;
0.089960;-1.414039;0.726257;0.687782;-0.699490;0.332167;0.367323;-1.382253;0.806398;0.575855;
0.089980;-1.414151;0.718618;0.695533;-0.699348;0.328290;0.371058;-1.383062;0.799279;0.583783;
0.090000;-1.414207;0.710951;0.703256;-0.699179;0.324401;0.374779;-1.383816;0.792128;0.591688;
0.090020;-1.414207;0.703256;0.710951;-0.698983;0.320498;0.378485;-1.384516;0.784947;0.599570;
0.090040;-1.414151;0.695533;0.718618;-0.698759;0.316583;0.382175;-1.385161;0.777734;0.607428;
0.090060;-1.414039;0.687782;0.726257;-0.698507;0.312656;0.385851;-1.385752;0.770490;0.615262;
0.090080;-1.413872;0.680004;0.733867;-0.698228;0.308716;0.389511;-1.386288;0.763216;0.623072;
0.090100;-1.413648;0.672200;0.741448;-0.697921;0.304764;0.393156;-1.386769;0.755912;0.630857;
0.090120;-1.413369;0.664369;0.749000;-0.697586;0.300800;0.396786;-1.387195;0.748578;0.638617;
0.090140;-1.413034;0.656512;0.756523;-0.697224;0.296824;0.400400;-1.387566;0.741214;0.646352;
0.090160;-1.412644;0.648628;0.764015;-0.696835;0.292837;0.403998;-1.387883;0.733821;0.654062;
0.090180;-1.412197;0.640720;0.771478;-0.696418;0.288838;0.407580;-1.388145;0.726400;0.661745;
0.090200;-1.411695;0.632786;0.778909;-0.695973;0.284827;0.411146;-1.388352;0.718949;0.669403;
0.090220;-1.411137;0.624826;0.786311;-0.695501;0.280805;0.414696;-1.388504;0.711470;0.677034;
0.090240;-1.410523;0.616843;0.793681;-0.695002;0.276773;0.418229;-1.388602;0.703963;0.684639;
0.090260;-1.409854;0.608835;0.801019;-0.694475;0.272729;0.421746;-1.388645;0.696429;0.692216;
0.090280;-1.409129;0.600803;0.808327;-0.693921;0.268674;0.425247;-1.388633;0.688866;0.699766;
0.090300;-1.408348;0.592747;0.815602;-0.693339;0.264609;0.428730;-1.388566;0.681277;0.707289;
0.090320;-1.407512;0.584667;0.822845;-0.692730;0.260533;0.432197;-1.388444;0.673661;0.714783;
0.090340;-1.406620;0.576565;0.830055;-0.692094;0.256448;0.435646;-1.388267;0.666018;0.722250;
0.090360;-1.405673;0.568440;0.837233;-0.691430;0.252352;0.439079;-1.388036;0.658349;0.729687;
0.090380;-1.404670;0.560292;0.844378;-0.690739;0.248246;0.442494;-1.387750;0.650653;0.737096;
0.090400;-1.403612;0.552123;0.851489;-0.690021;0.244130;0.445891;-1.387409;0.642932;0.744476;
0.090420;-1.402498;0.543931;0.858567;-0.689275;0.240004;0.449271;-1.387013;0.635186;0.751827;
0.090440;-1.401329;0.535718;0.865611;-0.688502;0.235869;0.452633;-1.386562;0.627415;0.759148;
0.090460;-1.400105;0.527484;0.872621;-0.687703;0.231725;0.455977;-1.386057;0.619619;0.766438;
0.090480;-1.398825;0.519229;0.879596;-0.686876;0.227572;0.459304;-1.385497;0.611798;0.773699;
0.090500;-1.397490;0.510954;0.886536;-0.686021;0.223410;0.462612;-1.384883;0.603953;0.780929;
0.090520;-1.396100;0.502659;0.893442;-0.685140;0.219238;0.465902;-1.384213;0.596085;0.788128;
0.090540;-1.394655;0.494343;0.900312;-0.684232;0.215059;0.469173;-1.383489;0.588193;0.795297;
0.090560;-1.393155;0.486008;0.907147;-0.683296;0.210870;0.472426;-1.382711;0.580277;0.802433;
0.090580;-1.391600;0.477654;0.913946;-0.682334;0.206674;0.475661;-1.381878;0.572339;0.809538;
0.090600;-1.389990;0.469281;0.920708;-0.681345;0.202469;0.478876;-1.380990;0.564378;0.816611;
0.090620;-1.388325;0.460890;0.927435;-0.680329;0.198256;0.482073;-1.380048;0.556395;0.823652;
0.090640;-1.386605;0.452480;0.934125;-0.679286;0.194035;0.485250;-1.379051;0.548390;0.830661;
0.090660;-1.384830;0.444052;0.940778;-0.678216;0.189807;0.488409;-1.378000;0.540364;0.837636;
0.090680;-1.383001;0.435607;0.947394;-0.677119;0.185571;0.491548;-1.376894;0.532315;0.844579;
0.090700;-1.381117;0.427145;0.953972;-0.675996;0.181328;0.494668;-1.375734;0.524246;0.851488;
0.090720;-1.379179;0.418666;0.960513;-0.674846;0.177078;0.497768;-1.374520;0.516157;0.858363;
0.090740;-1.377186;0.410170;0.967016;-0.673669;0.172821;0.500849;-1.373251;0.508047;0.865205;
0.090760;-1.375139;0.401658;0.973480;-0.672466;0.168557;0.503909;-1.371929;0.499916;0.872012;
0.090780;-1.373037;0.393131;0.979907;-0.671236;0.164286;0.506950;-1.370552;0.491766;0.878785;
0.090800;-1.370882;0.384587;0.986294;-0.669980;0.160009;0.509971;-1.369121;0.483597;0.885524;
0.090820;-1.368672;0.376029;0.992643;-0.668697;0.155725;0.512972;-1.367636;0.475409;0.892227;
0.090840;-1.366408;0.367456;0.998952;-0.667388;0.151436;0.515953;-1.366097;0.467201;0.898895;
0.090860;-1.364090;0.358868;1.005222;-0.666053;0.147140;0.518913;-1.364504;0.458976;0.905528;
0.090880;-1.361719;0.350266;1.011453;-0.664691;0.142839;0.521852;-1.362857;0.450732;0.912125;
0.090900;-1.359293;0.341650;1.017643;-0.663303;0.138531;0.524771;-1.361156;0.442470;0.918686;
0.090920;-1.356814;0.333021;1.023793;-0.661889;0.134219;0.527670;-1.359402;0.434191;0.925210;
0.090940;-1.354282;0.324379;1.029903;-0.660448;0.129901;0.530547;-1.357594;0.425895;0.931699;
0.090960;-1.351695;0.315723;1.035972;-0.658982;0.125578;0.533404;-1.355732;0.417582;0.938150;
0.090980;-1.349056;0.307056;1.042000;-0.657489;0.121250;0.536239;-1.353817;0.409253;0.944564;
0.091000;-1.346363;0.298376;1.047987;-0.655971;0.116917;0.539054;-1.351848;0.400907;0.950941;
0.091020;-1.343617;0.289684;1.053933;-0.654427;0.112580;0.541847;-1.349826;0.392546;0.957281;
0.091040;-1.340819;0.280981;1.059837;-0.652857;0.108238;0.544619;-1.347751;0.384169;0.963582;
0.091060;-1.337967;0.272267;1.065700;-0.651261;0.103892;0.547369;-1.345623;0.375777;0.969846;
0.091080;-1.335062;0.263542;1.071520;-0.649639;0.099542;0.550097;-1.343441;0.367370;0.976071;
0.091100;-1.332105;0.254807;1.077298;-0.647992;0.095188;0.552804;-1.341206;0.358948;0.982258;
0.091120;-1.329095;0.246062;1.083033;-0.646319;0.090830;0.555489;-1.338919;0.350513;0.988406;
0.091140;-1.326032;0.237307;1.088726;-0.644621;0.086469;0.558152;-1.336578;0.342063;0.994515;
0.091160;-1.322918;0.228542;1.094375;-0.642897;0.082104;0.560793;-1.334185;0.333600;1.000585;
0.091180;-1.319751;0.219769;1.099982;-0.641148;0.077736;0.563412;-1.331739;0.325124;1.006615;
0.091200;-1.316532;0.210987;1.105545;-0.639373;0.073364;0.566009;-1.329241;0.316635;1.012606;
0.091220;-1.313260;0.202196;1.111064;-0.637574;0.068990;0.568583;-1.326690;0.308134;1.018556;
0.091240;-1.309938;0.193398;1.116540;-0.635749;0.064614;0.571135;-1.324087;0.299620;1.024467;
0.091260;-1.306563;0.184592;1.121971;-0.633899;0.060234;0.573665;-1.321431;0.291094;1.030337;
0.091280;-1.303137;0.175779;1.127358;-0.632024;0.055853;0.576171;-1.318723;0.282557;1.036166;
0.091300;-1.299659;0.166958;1.132701;-0.630124;0.051469;0.578655;-1.315964;0.274009;1.041954;
0.091320;-1.296130;0.158131;1.137999;-0.628199;0.047083;0.581116;-1.313152;0.265450;1.047701;
0.091340;-1.292550;0.149298;1.143252;-0.626249;0.042695;0.583554;-1.310288;0.256881;1.053407;
0.091360;-1.288919;0.140459;1.148460;-0.624275;0.038305;0.585970;-1.307373;0.248301;1.059071;
0.091380;-1.285237;0.131615;1.153622;-0.622276;0.033914;0.588362;-1.304406;0.239712;1.064694;
0.091400;-1.281504;0.122765;1.158739;-0.620252;0.029522;0.590730;-1.301388;0.231113;1.070274;
0.091420;-1.277721;0.113910;1.163810;-0.618204;0.025128;0.593076;-1.298318;0.222505;1.075812;
0.091440;-1.273887;0.105051;1.168836;-0.616132;0.020734;0.595398;-1.295197;0.213889;1.081308;
0.091460;-1.270003;0.096188;1.173815;-0.614035;0.016339;0.597696;-1.292025;0.205263;1.086761;
0.091480;-1.266069;0.087321;1.178747;-0.611914;0.011943;0.599971;-1.288801;0.196630;1.092171;
0.091500;-1.262084;0.078451;1.183634;-0.609769;0.007546;0.602222;-1.285527;0.187989;1.097538;
0.091520;-1.258050;0.069577;1.188473;-0.607599;0.003149;0.604450;-1.282202;0.179341;1.102862;
0.091540;-1.253967;0.060701;1.193266;-0.605406;-0.001247;0.606654;-1.278827;0.170685;1.108142;
0.091560;-1.249833;0.051822;1.198011;-0.603189;-0.005644;0.608833;-1.275401;0.162023;1.113378;
0.091580;-1.245651;0.042941;1.202710;-0.600948;-0.010041;0.610989;-1.271925;0.153354;1.118571;
0.091600;-1.241419;0.034059;1.207360;-0.598683;-0.014437;0.613120;-1.268398;0.144679;1.123719;
0.091620;-1.237138;0.025175;1.211963;-0.596395;-0.018833;0.615228;-1.264822;0.135999;1.128823;
0.091640;-1.232809;0.016290;1.216519;-0.594083;-0.023227;0.617311;-1.261195;0.127313;1.133882;
0.091660;-1.228430;0.007405;1.221026;-0.591748;-0.027621;0.619369;-1.257519;0.118622;1.138896;
0.091680;-1.224004;-0.001481;1.225485;-0.589389;-0.032014;0.621403;-1.253793;0.109927;1.143866;
0.091700;-1.219529;-0.010367;1.229895;-0.587007;-0.036406;0.623413;-1.250017;0.101227;1.148790;
0.091720;-1.215005;-0.019252;1.234257;-0.584602;-0.040796;0.625398;-1.246193;0.092523;1.153670;
0.091740;-1.210434;-0.028136;1.238571;-0.582174;-0.045185;0.627359;-1.242319;0.083816;1.158503;
0.091760;-1.205815;-0.037020;1.242835;-0.579723;-0.049571;0.629294;-1.238396;0.075105;1.163291;
0.091780;-1.201149;-0.045902;1.247050;-0.577249;-0.053956;0.631205;-1.234424;0.066391;1.168033;
0.091800;-1.196435;-0.054782;1.251217;-0.574752;-0.058339;0.633091;-1.230403;0.057675;1.172728;
0.091820;-1.191673;-0.063660;1.255333;-0.572232;-0.062719;0.634951;-1.226334;0.048956;1.177378;
0.091840;-1.186865;-0.072535;1.259400;-0.569690;-0.067097;0.636787;-1.222216;0.040235;1.181981;
0.091860;-1.182010;-0.081408;1.263418;-0.567125;-0.071472;0.638598;-1.218050;0.031513;1.186537;
0.091880;-1.177108;-0.090277;1.267386;-0.564538;-0.075845;0.640383;-1.213836;0.022790;1.191047;
0.091900;-1.172160;-0.099143;1.271303;-0.561929;-0.080214;0.642143;-1.209574;0.014065;1.195509;
0.091920;-1.167166;-0.108005;1.275170;-0.559298;-0.084581;0.643878;-1.205265;0.005340;1.199924;
0.091940;-1.162125;-0.116863;1.278987;-0.556644;-0.088944;0.645588;-1.200908;-0.003385;1.204292;
0.091960;-1.157038;-0.125716;1.282754;-0.553968;-0.093303;0.647271;-1.196503;-0.012110;1.208613;
